Probeset_ID,Gene Symbol,LMIsW,Sample_,Sample_,Sample_
10343281,---,99.75,99.80,99.63,99.75
10343282,---,-71.81,-72.12,-41.16,-89.08
10343283,---,-19.25,31.08,-20.78,-55.36
10343284,---,-89.40,-91.01,-86.01,-90.58
10343285,---,58.84,43.65,59.74,69.06
10343286,---,85.43,94.56,80.60,69.94
10343287,---,-4.80,58.59,-76.92,-3.18
10343288,---,-39.60,-92.74,-34.04,-8.30
10343289,---,11.49,-27.39,58.89,-1.31
10343290,---,-82.57,-80.36,-67.51,-94.04
10343291,---,-39.09,-62.02,-22.86,-32.50
10343292,---,24.79,15.71,31.07,28.06
10343293,---,-69.04,-65.04,-66.50,-74.00
10343294,---,12.67,11.77,12.84,13.14
10343295,---,23.51,26.89,31.96,11.10
10343296,---,-70.89,-68.07,-93.95,-34.51
10343297,---,-31.16,-1.44,-14.01,-69.02
10343298,---,-15.67,-32.13,0.68,-13.41
10343299,---,-55.26,-76.84,-20.90,-59.70
10343300,---,34.75,45.92,-18.70,70.38
10343301,---,43.78,79.28,62.76,-36.73
10343302,---,0.15,1.14,-8.47,1.14
10343303,---,-0.44,12.45,44.06,-41.00
10343304,---,-32.99,-65.35,-16.02,-23.84
10343305,---,64.14,72.54,68.86,47.55
10343306,---,-67.67,-62.22,-88.07,-40.78
10343307,---,31.31,25.49,40.36,28.25
10343308,---,21.17,38.50,-14.29,39.64
10343309,---,97.55,98.92,96.27,96.89
10343310,---,-50.56,-30.38,-65.19,-62.05
10343311,---,-5.34,-32.42,22.50,-2.14
10343312,---,-30.65,-4.09,-48.78,-34.93
10343313,---,4.79,9.04,-4.10,10.36
10343314,---,-33.54,-40.92,-34.86,-25.57
10343315,---,-26.30,-12.28,-69.83,9.58
10343316,---,-80.16,-63.72,-97.54,-56.46
10343317,---,97.31,99.53,43.70,99.24
10343318,---,-15.19,-94.26,-77.29,57.89
10343319,---,-52.88,-56.04,-92.72,-12.34
10343320,---,-17.58,-32.98,9.77,-27.60
10343321,---,-10.40,46.01,9.44,-72.71
10343322,---,-18.67,-32.49,-1.78,-22.10
10343323,---,93.31,83.61,94.69,96.23
10343324,---,-19.56,-56.65,31.61,-25.01
10343325,---,-18.92,-8.47,-5.64,-41.14
10343326,---,52.53,66.44,0.74,64.51
10343327,---,14.92,58.18,-18.34,-1.66
10343328,---,-16.74,-27.51,-3.81,-19.62
10343329,---,68.88,60.02,84.65,54.52
10343330,---,-28.24,-25.34,-68.86,15.35
10343331,---,-49.16,-59.47,-70.34,-14.88
10343332,---,88.75,92.25,81.52,89.92
10343333,---,96.60,96.57,87.22,99.68
10343334,---,41.38,-1.48,29.82,77.25
10343335,---,2.16,77.80,-5.39,-70.52
10343336,---,-61.65,-64.77,-61.41,-58.34
10343337,---,-71.05,-97.73,-42.83,-48.68
10343338,---,-53.55,-55.96,-64.90,-37.24
10343339,---,-9.67,5.98,12.84,-44.45
10343340,---,91.58,95.89,80.42,92.90
10343341,---,-31.11,-37.30,-10.52,-54.20
10343342,---,30.95,21.87,66.70,-9.04
10343343,---,-75.20,-78.53,-65.49,-79.06
10343344,---,-37.28,-73.83,-6.82,-21.62
10343345,---,-66.87,-66.41,-67.66,-66.31
10343346,---,93.94,90.77,91.69,97.34
10343347,---,35.26,18.34,-23.49,81.62
10343348,---,12.56,-18.21,43.80,13.57
10343349,---,-73.54,-86.02,-91.57,-35.97
10343350,---,87.66,93.15,82.43,85.79
10343351,---,-34.52,-6.80,-48.33,-38.30
10343352,---,84.28,95.08,39.96,94.98
10343353,---,29.00,24.73,39.15,22.53
10343354,---,-67.32,-34.32,-44.29,-97.78
10343355,---,-66.83,-59.13,-53.64,-82.13
10343356,---,-22.97,-8.50,-38.92,-20.49
10343357,---,-15.72,12.16,-0.24,-55.70
10343358,---,5.35,22.14,-36.38,30.76
10343359,---,23.05,-5.16,10.77,58.82
10343360,---,-40.63,1.16,-63.65,-52.74
10343361,---,-89.83,-98.77,-78.86,-81.12
10343362,---,58.77,70.99,64.06,33.44
10343363,---,58.59,69.57,61.72,43.67
10343364,---,13.19,-23.20,33.50,25.15
10343365,---,10.08,8.22,8.90,13.41
10343366,---,-25.48,12.56,13.89,-77.87
10343367,---,63.53,39.19,73.03,72.02
10343368,---,-29.84,-93.67,27.82,-17.65
10343369,---,-33.04,-29.60,-84.88,19.52
10343370,---,-35.64,-41.49,-43.25,-22.54
10343371,---,-50.04,-38.14,-79.18,-16.49
10343372,---,-34.81,-61.23,-21.81,-22.66
10343373,---,-28.67,3.35,-52.14,-34.00
10343374,---,-65.99,-49.52,-68.47,-75.96
10343375,---,-61.36,-12.15,-29.88,-96.38
10343376,---,-90.98,-94.49,-92.13,-84.08
10343377,---,89.02,95.97,63.11,90.95
10343378,---,-77.92,-98.22,-76.94,-39.37
10343379,---,37.44,36.58,42.99,32.09
10343380,---,-70.29,-66.30,-82.44,-57.69
10343381,---,46.15,34.04,65.44,38.87
10343382,---,-68.17,-12.62,-62.54,-93.98
10343383,---,9.68,27.99,3.17,6.67
10343384,---,-50.26,-59.10,-51.39,-41.78
10343385,---,-19.36,-22.72,-22.30,-13.81
10343386,---,-0.39,18.09,-2.50,-13.79
10343387,---,59.86,74.62,20.48,68.22
10343388,---,-10.37,-28.24,14.63,-14.78
10343389,---,-65.75,-56.98,-35.97,-93.88
10343390,---,-76.93,-44.44,-90.85,-89.01
10343391,---,22.77,44.43,14.80,5.71
10343392,---,-65.17,-80.75,-15.02,-81.48
10343393,---,-62.24,-73.99,-53.71,-58.89
10343394,---,-55.20,-27.53,-47.10,-83.84
10343395,---,-5.31,60.14,-22.55,-41.55
10343396,---,49.79,42.98,62.43,42.80
10343397,---,32.73,69.14,-38.29,52.08
10343398,---,10.33,-79.24,44.40,72.45
10343399,---,-86.40,-84.24,-83.91,-89.64
10343400,---,-53.98,-30.65,-28.45,-84.44
10343401,---,24.98,39.36,48.92,-16.32
10343402,---,-75.63,-74.67,-74.02,-77.69
10343403,---,67.39,81.58,46.15,67.24
10343404,---,90.83,91.69,86.67,92.93
10343405,---,15.79,5.49,33.54,8.76
10343406,---,-20.29,-4.47,-64.77,13.04
10343407,---,98.78,99.48,98.43,98.04
10343408,---,-48.43,-58.23,-39.69,-47.80
10343409,---,-71.99,-90.35,-49.49,-66.19
10343410,---,-11.74,-19.96,-21.75,9.81
10343411,---,8.17,11.42,5.91,7.09
10343412,---,-89.43,-91.11,-82.65,-92.76
10343413,---,88.82,86.86,89.20,90.26
10343414,---,81.39,90.03,40.61,88.88
10343415,---,86.65,88.28,90.69,78.80
10343416,---,-53.05,-78.83,-76.19,12.02
10343417,---,64.68,70.95,48.87,72.58
10343418,---,86.53,88.12,86.05,85.33
10343419,---,53.10,71.65,25.87,54.65
10343420,---,30.17,59.12,10.88,8.46
10343421,---,-51.78,-68.26,-42.57,-44.03
10343422,---,94.82,98.10,92.84,90.48
10343423,---,-42.52,-49.56,-20.99,-52.55
10343424,---,-43.49,4.53,-81.41,-55.14
10343425,---,63.35,41.58,76.66,66.88
10343426,---,-90.06,-81.79,-83.26,-98.90
10343427,---,-44.70,-44.18,-37.91,-51.52
10343428,---,-2.82,-25.81,39.48,-13.61
10343429,---,14.85,42.20,-34.68,48.74
10343430,---,-89.86,-94.13,-86.45,-85.51
10343431,---,56.26,56.07,50.80,62.05
10343432,---,38.58,30.12,14.52,65.21
10343433,---,-90.73,-99.56,-76.21,-57.74
10343434,---,14.45,40.91,-17.10,24.50
10343435,---,68.05,68.97,71.74,62.40
10343436,---,96.15,92.58,94.67,98.79
10343437,---,-7.54,13.74,-18.82,-13.21
10343438,---,27.56,54.21,76.20,-62.62
10343439,---,98.66,98.66,98.86,98.66
10343440,---,72.10,65.82,65.30,82.47
10343441,---,-32.06,-5.75,-72.11,-39.63
10343442,---,-5.19,14.83,9.09,-34.35
10343443,---,-85.61,-76.81,-88.03,-89.40
10343444,---,-75.34,-81.34,-72.93,-70.95
10343445,---,61.83,92.16,-41.00,81.65
10343446,---,77.07,88.50,59.52,76.26
10343447,---,76.71,70.47,80.06,78.53
10343448,---,-22.60,-14.76,-27.71,-25.98
10343449,---,-22.60,57.51,-42.23,-76.99
10343450,---,20.12,11.43,31.24,18.40
10343451,---,70.48,63.81,71.36,75.18
10343452,---,-51.30,-48.41,-47.36,-57.67
10343453,---,-20.02,-11.71,-23.13,-26.70
10343454,---,52.88,38.93,57.70,60.34
10343455,---,-16.94,47.76,59.87,-98.23
10343456,---,-40.76,-54.85,-40.64,-23.20
10343457,---,50.96,44.86,74.97,28.55
10343458,---,-39.33,-45.82,-71.79,-11.63
10343459,---,-39.01,-28.31,-56.43,-33.47
10343460,---,57.23,51.91,81.62,19.77
10343461,---,-45.49,-28.91,-59.36,-45.62
10343462,---,-81.81,-36.90,-87.60,-99.51
10343463,---,-61.84,-63.73,-77.75,-36.46
10343464,---,10.46,-13.43,38.84,17.35
10343465,---,3.77,-16.97,36.84,-4.76
10343466,---,76.54,87.76,67.20,69.37
10343467,---,99.19,99.64,99.19,97.44
10343468,---,51.44,51.82,48.94,53.50
10343469,---,91.07,92.21,90.49,90.66
10343470,---,-86.64,-98.48,-62.74,-87.55
10343471,---,45.35,10.05,78.17,27.89
10343472,---,-63.44,-52.14,-65.22,-71.84
10343473,---,38.27,46.53,29.31,39.17
10343474,---,67.42,78.53,48.07,72.33
10343475,---,-17.81,-26.29,-7.39,-20.72
10343476,---,-6.06,-20.13,-14.84,21.86
10343477,---,78.55,87.25,79.18,64.74
10343478,---,-93.90,-69.91,-97.94,-97.56
10343479,---,-73.77,-58.59,-87.53,-71.15
10343480,---,-24.03,19.99,42.34,-91.03
10343481,---,-11.95,9.95,-5.64,-37.81
10343482,---,-87.35,-90.04,-82.64,-88.67
10343483,---,-18.35,-89.14,11.12,-2.33
10343484,---,83.65,87.34,75.87,85.63
10343485,---,-61.15,-55.57,-33.03,-87.09
10343486,---,38.81,46.76,61.39,0.51
10343487,---,14.21,-13.15,38.11,20.62
10343488,---,68.76,66.42,72.43,66.92
10343489,---,-5.18,-19.25,8.46,-4.93
10343490,---,-7.08,-38.20,67.00,-43.10
10343491,---,-10.94,15.78,-55.18,12.81
10343492,---,0.53,-10.79,41.13,-20.39
10343493,---,62.03,90.40,39.17,19.65
10343494,---,-84.64,-81.43,-87.76,-84.38
10343495,---,-41.06,12.79,-89.68,-40.50
10343496,---,60.64,62.92,55.66,62.28
10343497,---,-58.93,-93.24,-30.70,-31.91
10343498,---,80.13,84.80,33.00,93.82
10343499,---,65.75,56.62,83.26,48.31
10343500,---,31.28,70.86,1.10,8.44
10343501,---,-55.52,-62.79,-33.93,-70.82
10343502,---,-2.63,23.56,19.74,-45.34
10343503,---,-6.93,-6.66,-13.02,-2.27
10343504,---,-33.74,-29.19,-26.07,-44.39
10343505,---,99.36,99.02,99.36,99.46
10343506,---,85.17,90.12,74.62,88.72
10343507,---,-38.25,-59.35,-29.00,-25.14
10343508,---,75.15,66.31,56.18,90.48
10343509,---,13.89,10.98,28.26,7.25
10343510,---,-82.90,-93.23,-62.38,-87.78
10343511,---,-31.92,19.53,-16.03,-81.46
10343512,---,73.11,76.00,72.18,71.71
10343513,---,34.01,71.86,21.20,4.46
10343514,---,-49.80,-46.40,-75.18,-18.78
10343515,---,-18.33,-24.76,14.18,-39.69
10343516,---,-29.12,-71.57,7.66,-12.83
10343517,---,-52.29,-25.45,-67.17,-65.87
10343518,---,-95.73,-96.94,-93.46,-96.76
10343519,---,-69.66,-90.33,-44.21,-70.94
10343520,---,-12.61,-25.12,-31.91,17.90
10343521,---,19.05,10.25,26.53,21.52
10343522,---,-29.13,-27.98,-29.92,-29.62
10343523,---,-80.74,-94.47,-90.98,-35.42
10343524,---,-22.11,-48.35,-55.52,16.32
10343525,---,47.65,71.87,20.89,46.91
10343526,---,-6.53,23.76,-20.82,-13.78
10343527,---,-66.19,-96.83,-57.47,-35.92
10343528,---,-93.33,-98.06,-78.39,-95.62
10343529,---,7.13,28.37,12.32,-19.31
10343530,---,70.59,72.82,72.50,65.35
10343531,---,50.61,33.37,57.21,60.57
10343532,---,-8.28,-20.69,-33.69,46.02
10343533,---,-4.09,-5.66,-36.57,27.98
10343534,---,85.82,96.23,73.80,70.81
10343535,---,87.61,78.57,89.31,92.40
10343536,---,62.71,75.59,68.35,40.85
10343537,---,-58.01,-23.41,-84.04,-55.31
10343538,---,-21.99,-22.83,-42.46,-5.42
10343539,---,14.78,4.68,11.50,27.77
10343540,---,-35.02,-20.02,-42.94,-41.73
10343541,---,83.88,72.41,91.36,83.45
10343542,---,44.26,40.16,44.09,48.25
10343543,---,83.45,86.54,85.28,76.18
10343544,---,95.72,96.51,96.66,93.66
10343545,---,-10.56,-65.71,53.68,-15.60
10343546,---,9.99,-34.49,-10.04,72.43
10343547,---,-74.63,-76.20,-16.72,-97.39
10343548,---,-28.04,-51.16,-79.56,29.96
10343549,---,-94.35,-50.53,-96.60,-99.90
10343550,---,89.94,92.39,89.75,87.00
10343551,---,82.33,98.35,13.47,82.80
10343552,---,1.47,-13.97,-4.71,22.99
10343553,---,19.23,73.65,60.77,-77.74
10343554,---,-19.72,39.86,-33.53,-67.84
10343555,---,56.80,56.07,53.22,61.29
10343556,---,46.64,86.35,-1.36,20.31
10343557,---,99.32,99.14,99.42,99.17
10343558,---,-68.69,-39.99,-82.78,-81.15
10343559,---,-86.01,-96.63,-58.08,-91.25
10343560,---,98.11,98.09,98.38,97.95
10343561,---,10.40,-20.52,-39.57,79.02
10343562,---,-19.30,-59.67,6.00,-11.00
10343563,---,45.34,48.92,50.23,36.38
10343564,---,-44.79,-40.19,-34.84,-57.57
10343565,---,90.70,90.91,90.56,90.49
10343566,---,-14.36,-22.54,-6.61,-13.65
10343567,---,67.50,83.77,67.50,44.27
10343568,---,11.72,-30.78,0.96,58.88
10343569,---,36.21,46.66,-6.32,63.85
10343570,---,-28.08,-60.97,6.99,-26.94
10343571,---,-92.53,-93.73,-90.30,-93.20
10343572,---,1.29,1.21,2.61,0.28
10343573,---,25.88,23.51,-12.12,61.07
10343574,---,-5.23,5.75,-26.49,7.39
10343575,---,69.75,53.29,73.45,77.16
10343576,---,-18.80,-25.69,15.85,-51.54
10343577,---,41.00,62.95,-34.45,75.96
10343578,---,-29.55,-17.68,-75.29,-9.58
10343579,---,-10.22,29.54,-14.97,-38.27
10343580,---,-80.16,-75.20,-76.36,-86.31
10343581,---,-23.50,-16.09,-35.11,-18.06
10343582,---,-38.61,-63.61,-18.23,-40.61
10343583,---,-49.77,-64.01,-21.14,-63.69
10343584,---,81.71,82.47,80.20,82.55
10343585,---,-97.81,-99.78,-97.03,-92.71
10343586,---,-81.93,-97.22,-67.49,-72.08
10343587,---,-37.83,-38.70,-39.19,-35.84
10343588,---,-0.97,-40.74,49.03,5.87
10343589,---,-75.55,-70.34,-73.30,-82.57
10343590,---,87.08,88.42,78.05,92.57
10343591,---,-55.93,-62.98,-23.16,-89.59
10343592,---,-41.54,-54.77,-81.21,-2.30
10343593,---,-58.56,-51.64,-36.70,-80.49
10343594,---,56.91,57.30,60.81,53.07
10343595,---,-51.08,10.03,-92.94,-72.15
10343596,---,-26.72,0.21,3.38,-80.21
10343597,---,-43.90,-37.51,-50.89,-42.41
10343598,---,2.41,39.45,-12.22,-30.20
10343599,---,6.90,49.08,-48.97,21.07
10343600,---,-46.70,8.07,-65.33,-89.55
10343601,---,66.06,67.99,60.39,69.52
10343602,---,51.18,57.27,45.80,50.56
10343603,---,61.49,64.80,55.25,64.67
10343604,---,-12.03,-3.80,-41.47,5.55
10343605,---,35.85,6.04,53.68,38.32
10343606,---,67.22,83.95,49.85,61.06
10343607,---,-80.26,-46.40,-87.05,-95.17
10343608,---,2.88,-10.37,-7.41,29.41
10343609,---,1.12,-13.26,-28.36,61.50
10343610,---,-53.71,-17.59,-30.25,-90.93
10343611,---,-10.66,9.86,12.70,-50.48
10343612,---,97.09,98.23,95.50,96.48
10343613,---,-47.56,-60.70,-28.20,-56.43
10343614,---,44.29,44.78,70.42,5.20
10343615,---,-43.44,-34.66,-27.08,-71.25
10343616,---,-63.11,-51.31,-37.75,-91.85
10343617,---,3.42,-9.23,-13.78,28.27
10343618,---,99.83,99.83,99.83,99.83
10343619,---,-16.69,-64.19,-53.13,67.24
10343620,---,-35.52,-29.43,-76.70,-5.35
10343621,---,63.13,55.66,71.09,61.15
10343622,---,-51.62,-49.03,-59.34,-46.74
10343623,---,-29.44,-42.38,-3.15,-40.69
10343624,---,-0.91,-44.06,-6.36,43.14
10343625,---,-75.54,-97.56,-94.44,-15.98
10343626,---,-42.36,-55.87,-46.35,-25.87
10343627,---,-44.13,-84.26,-41.70,-11.25
10343628,---,-28.34,40.25,-68.49,-57.07
10343629,---,0.15,-13.27,-54.09,70.26
10343630,---,58.02,57.56,61.54,55.28
10343631,---,-66.41,-84.27,-74.14,-26.44
10343632,---,-22.27,-77.41,-27.08,39.50
10343633,---,-84.76,-84.59,-89.04,-79.70
10343634,---,-4.71,-23.93,-7.66,22.36
10343635,---,-90.09,-91.77,-89.62,-88.44
10343636,---,-73.19,-46.10,-90.43,-71.62
10343637,---,-88.62,-87.48,-90.55,-87.23
10343638,---,-18.51,-18.27,-24.16,-13.09
10343639,---,-6.24,3.95,13.71,-29.98
10343640,---,43.37,60.20,30.60,38.14
10343641,---,-47.04,-32.97,-57.67,-51.16
10343642,---,1.62,-1.49,27.67,-9.96
10343643,---,72.83,81.00,55.67,74.79
10343644,---,6.75,-3.74,19.87,4.48
10343645,---,13.90,72.88,-22.45,-17.65
10343646,---,-64.07,-37.92,-43.19,-98.70
10343647,---,-17.37,-12.27,-70.48,15.45
10343648,---,9.71,80.30,-38.52,-32.54
10343649,---,-38.07,-66.49,-70.16,31.70
10343650,---,-76.22,-94.10,-73.12,-47.33
10343651,---,26.31,3.96,25.95,47.79
10343652,---,-40.56,-62.48,-17.46,-36.96
10343653,---,76.97,85.67,57.63,81.20
10343654,---,-59.58,5.90,-81.14,-83.63
10343655,---,88.50,89.76,76.12,93.83
10343656,---,-15.85,-34.39,-25.84,14.10
10343657,---,87.34,86.95,83.75,91.25
10343658,---,-24.95,-16.68,-16.40,-39.71
10343659,---,-82.34,-92.66,-92.55,-28.21
10343660,---,-55.83,-85.09,-64.36,-21.08
10343661,---,29.71,20.74,39.03,27.29
10343662,---,-7.39,-20.85,-36.25,50.04
10343663,---,3.02,-5.86,40.96,-24.16
10343664,---,-15.90,-27.19,-22.28,4.12
10343665,---,-72.79,-48.89,-74.58,-86.78
10343666,---,-44.86,-16.45,-46.09,-68.82
10343667,---,78.70,91.35,24.37,90.42
10343668,---,-55.81,-73.11,-1.74,-77.93
10343669,---,-68.64,-70.53,-58.98,-77.95
10343670,---,-72.29,-67.67,-53.19,-91.59
10343671,---,-73.97,-79.74,-61.20,-79.42
10343672,---,-71.89,-58.76,-89.54,-61.27
10343673,---,-39.53,-79.42,-7.40,-18.13
10343674,---,-6.62,17.44,-2.87,-33.52
10343675,---,-73.76,-65.68,-80.18,-74.71
10343676,---,-79.71,-98.38,-52.41,-72.06
10343677,---,-31.98,7.61,-52.35,-43.42
10343678,---,-36.96,-67.73,3.76,-48.08
10343679,---,-30.84,-32.72,-64.10,16.50
10343680,---,-0.81,28.57,-58.16,38.72
10343681,---,44.01,62.92,8.00,51.80
10343682,---,20.72,-6.00,-17.76,72.55
10343683,---,57.00,54.30,81.73,21.04
10343684,---,77.27,83.80,57.65,83.17
10343685,---,84.78,91.09,80.64,77.25
10343686,---,63.74,54.89,75.26,58.66
10343687,---,-58.64,-47.59,-98.26,-24.88
10343688,---,57.56,37.94,56.11,76.63
10343689,---,87.35,96.72,65.19,84.72
10343690,---,-39.45,-60.73,-65.35,22.21
10343691,---,-39.04,-59.12,-38.42,-16.14
10343692,---,-16.92,24.29,-49.72,-22.21
10343693,---,21.09,30.63,-19.33,49.51
10343694,---,17.07,59.35,-22.83,7.70
10343695,---,17.72,-3.27,-12.40,62.96
10343696,---,-33.24,-45.02,-23.38,-32.20
10343697,---,16.19,-3.05,23.09,28.05
10343698,---,91.77,93.59,88.01,93.24
10343699,---,-67.74,-52.38,-68.03,-80.63
10343700,---,-84.50,-96.17,-57.92,-89.27
10343701,---,-15.73,2.28,-31.97,-32.99
10343702,---,-56.85,-8.35,-72.88,-78.26
10343703,---,94.48,92.82,87.82,98.20
10343704,---,56.31,34.05,88.86,41.31
10343705,---,-58.76,-85.98,-39.78,-42.38
10343706,---,40.51,67.33,-35.52,71.52
10343707,---,-97.73,-99.17,-93.65,-99.17
10343708,---,-27.28,-17.23,-18.25,-47.39
10343709,---,-10.36,-2.65,-28.78,-0.63
10343710,---,-28.32,-49.03,-14.22,-24.07
10343711,---,41.51,89.07,-11.35,-8.47
10343712,---,-81.84,-69.35,-98.87,-68.30
10343713,---,42.40,57.40,82.03,-38.52
10343714,---,-5.33,-6.68,4.78,-12.81
10343715,---,97.47,98.77,92.48,98.61
10343716,---,-43.83,-12.18,-48.47,-72.81
10343717,---,46.12,33.35,54.88,51.39
10343718,---,-16.01,-26.54,-7.65,-16.97
10343719,---,84.25,38.26,83.70,96.54
10343720,---,93.79,93.05,95.74,91.97
10343721,---,92.12,92.05,93.58,90.96
10343722,---,-45.45,-62.99,16.84,-91.25
10343723,---,-74.64,-82.21,-69.94,-72.49
10343724,---,-36.57,-24.34,7.54,-76.28
10343725,---,39.62,52.76,15.21,49.56
10343726,---,90.00,93.45,82.45,91.97
10343727,---,1.86,-12.05,0.86,14.04
10343728,---,94.85,95.34,93.93,94.88
10343729,---,-69.94,-76.22,-78.50,-51.25
10343730,---,-50.40,-72.39,-49.17,-28.60
10343731,---,93.98,97.33,85.10,93.30
10343732,---,-76.40,-60.95,-90.34,-73.73
10343733,---,-72.53,-73.52,-57.93,-84.56
10343734,---,82.09,71.19,79.44,91.03
10343735,---,-4.24,14.89,-9.78,-15.35
10343736,---,20.66,-18.40,48.43,28.23
10343737,---,17.64,20.96,15.00,17.09
10343738,---,-24.82,-12.43,-40.06,-26.13
10343739,---,-1.32,1.23,-4.32,-1.41
10343740,---,-84.23,-33.62,-91.61,-98.66
10343741,---,12.86,-17.31,22.98,26.62
10343742,---,-9.79,19.24,-63.80,28.24
10343743,---,-43.31,-56.31,-64.26,-8.11
10343744,---,48.64,67.08,36.38,43.02
10343745,---,-15.41,-20.20,-32.70,11.25
10343746,---,-93.40,-82.88,-95.17,-95.33
10343747,---,98.09,99.30,90.25,99.30
10343748,---,-66.12,-24.00,-88.59,-74.94
10343749,---,14.54,2.84,9.66,29.26
10343750,---,-56.10,-68.08,-46.55,-55.49
10343751,---,28.54,-1.78,43.35,42.24
10343752,---,26.23,20.66,27.87,28.38
10343753,---,82.80,79.62,86.34,83.11
10343754,---,11.62,63.15,-28.96,-3.78
10343755,---,-28.11,-13.59,-61.01,-6.49
10343756,---,-14.00,-7.47,-13.36,-19.98
10343757,---,30.48,55.42,11.28,21.79
10343758,---,75.81,82.31,68.82,73.97
10343759,---,-61.73,-88.81,-98.96,-6.13
10343760,---,91.91,97.92,87.21,87.24
10343761,---,74.77,82.57,65.32,72.80
10343762,---,-68.70,-78.38,-29.83,-87.11
10343763,---,61.58,81.97,34.57,50.15
10343764,---,-86.84,-99.14,-91.56,-32.00
10343765,---,-20.51,9.18,-27.15,-50.73
10343766,---,-83.96,-84.68,-95.19,-58.10
10343767,---,-57.34,-65.67,-81.53,-22.64
10343768,---,-38.51,-4.45,-55.37,-57.75
10343769,---,-83.09,-75.91,-74.39,-91.63
10343770,---,74.55,76.03,75.53,71.39
10343771,---,-79.18,-68.20,-87.24,-78.71
10343772,---,-4.25,-11.72,17.41,-11.85
10343773,---,-24.71,20.55,-18.40,-82.36
10343774,---,-6.22,-2.15,0.58,-17.34
10343775,---,-88.73,-64.62,-98.20,-93.28
10343776,---,-23.11,34.24,-70.11,-30.38
10343777,---,-0.71,31.20,37.37,-52.64
10343778,---,-73.93,-46.99,-90.51,-82.73
10343779,---,-29.35,5.19,-50.22,-53.29
10343780,---,54.94,47.20,67.96,47.46
10343781,---,-59.54,-89.66,-88.75,37.89
10343782,---,74.44,89.79,48.95,74.09
10343783,---,-2.64,-6.19,-6.55,5.06
10343784,---,26.77,39.19,36.36,2.92
10343785,---,-7.30,1.03,-26.34,2.75
10343786,---,40.93,62.99,28.71,22.79
10343787,---,79.53,81.92,82.60,72.43
10343788,---,-28.57,-29.16,-38.11,-16.94
10343789,---,-45.38,18.34,-64.37,-82.22
10343790,---,-32.87,-11.00,-63.14,-20.99
10343791,---,53.03,68.90,27.73,56.04
10343792,---,-77.02,-46.55,-92.16,-84.74
10343793,---,78.46,84.28,67.97,81.48
10343794,---,97.75,98.94,96.45,97.75
10343795,---,-71.73,-75.86,-72.16,-65.00
10343796,---,-32.05,7.40,-78.19,-2.51
10343797,---,-88.20,-60.82,-93.44,-94.91
10343798,---,-91.24,-78.01,-92.14,-96.41
10343799,---,29.39,69.22,16.11,-10.38
10343800,---,-57.23,-57.84,-8.91,-89.68
10343801,---,65.29,61.21,57.95,72.78
10343802,---,-88.42,-89.37,-85.36,-88.54
10343803,---,10.07,13.54,20.90,-7.09
10343804,---,15.03,62.27,-2.82,-20.46
10343805,---,-41.44,-60.47,-35.77,-30.32
10343806,---,-10.14,-4.31,-46.80,20.69
10343807,---,-1.67,-7.56,-1.67,3.22
10343808,---,14.74,30.98,-9.72,23.81
10343809,---,92.29,94.16,90.38,92.29
10343810,---,-13.44,8.78,-65.20,10.03
10343811,---,31.87,25.46,41.02,27.82
10343812,---,84.41,87.54,76.54,88.68
10343813,---,13.40,7.87,42.79,-13.08
10343814,---,-68.96,-87.86,-85.68,-38.97
10343815,---,-18.04,-17.92,-14.88,-21.69
10343816,---,-97.54,-97.20,-94.92,-98.77
10343817,---,-60.30,-72.15,-53.91,-51.77
10343818,---,6.48,4.54,33.31,-22.33
10343819,---,-64.15,-71.08,-72.12,-46.55
10343820,---,-76.57,-62.46,-91.03,-69.74
10343821,---,-33.19,-15.35,-15.43,-63.40
10343822,---,95.78,96.11,92.76,97.10
10343823,---,78.54,83.10,77.77,74.31
10343824,---,2.91,29.57,4.27,-22.56
10343825,---,-67.05,-80.98,-56.51,-62.10
10343826,---,9.27,47.58,-11.54,-5.89
10343827,---,-91.68,-78.99,-94.80,-96.19
10343828,---,-90.26,-96.43,-84.61,-82.38
10343829,---,-89.56,-79.49,-55.12,-99.12
10343830,---,-50.57,-65.88,-26.80,-58.00
10343831,---,-22.07,-58.58,-6.71,-0.84
10343832,---,93.13,95.04,92.75,91.29
10343833,---,-58.07,-22.95,-87.33,-57.97
10343834,---,59.45,69.43,30.11,74.19
10343835,---,-18.79,-23.65,14.67,-49.34
10343836,---,69.71,33.00,69.30,86.67
10343837,---,96.72,98.03,87.65,97.96
10343838,---,-56.46,-46.75,-32.23,-80.52
10343839,---,-66.74,-75.57,-69.62,-52.66
10343840,---,-81.93,-94.43,-87.52,-42.88
10343841,---,-57.27,-38.49,-56.33,-71.86
10343842,---,-15.87,-11.00,-46.50,6.97
10343843,---,-20.95,13.68,-66.54,-11.68
10343844,---,11.80,13.24,20.30,1.42
10343845,---,-63.94,-72.13,-78.21,-37.26
10343846,---,-86.54,-42.01,-95.41,-99.81
10343847,---,-41.39,-21.21,-63.86,-32.78
10343848,---,10.40,-32.85,24.43,44.35
10343849,---,-25.40,-0.03,-69.76,2.03
10343850,---,13.06,19.98,-10.47,30.99
10343851,---,4.00,31.92,-15.03,7.57
10343852,---,82.20,89.69,65.82,83.79
10343853,---,-73.79,-57.42,-51.77,-96.17
10343854,---,-43.67,-20.88,-65.55,-45.60
10343855,---,-13.14,-10.43,-13.55,-14.75
10343856,---,-45.06,-37.55,-35.14,-57.92
