Probeset_ID,Gene Symbol,Mo Bl Ly6C- IIint,Sample_,Sample_,Sample_,Sample_,Sample_
10389882,Luc7l3,18.19,48.51,14.70,40.66,-1.00,-13.28
10389894,Abcc3,-68.01,-64.05,-51.33,-83.82,-56.89,-81.32
10389929,Cacna1g,-54.56,-47.54,-74.39,-55.48,-41.86,-54.81
10389973,Spata20,-31.04,-42.26,-38.46,-28.95,-16.17,-35.14
10389990,Epn3,-38.13,-38.77,-68.87,-20.24,-23.77,-53.35
10390001,Mycbpap,-40.58,-41.10,-72.86,-26.33,-48.10,-21.39
10390022,Rsad1,-59.29,-49.39,-70.80,-22.97,-59.78,-81.92
10390032,Acsf2,-33.57,-45.26,-14.86,-43.68,-34.75,-30.03
10390050,Eme1,-62.05,-69.30,-49.44,-52.93,-61.77,-75.88
10390059,Xylt2,1.55,-19.48,24.09,-7.12,-1.22,16.07
10390072,Gm11541,-18.74,-16.40,-14.39,-7.57,-7.33,-52.46
10390075,Gm11545,-41.90,-47.39,-77.56,-30.61,-42.25,-21.12
10390080,Tmem92,-44.28,-42.18,-28.82,-46.74,-43.52,-61.65
10390084,A430060F13Rik,40.68,54.41,8.09,71.28,10.34,39.32
10390090,Sgca,-42.01,-51.70,-38.42,-17.34,-41.94,-74.98
10390103,Pdk2,-53.30,-57.11,-48.17,-51.69,-61.92,-47.21
10390117,Itga3,-61.24,-50.99,-63.89,-59.13,-73.92,-60.04
10390147,Dlx4,6.98,47.26,-32.49,30.63,-0.82,-0.64
10390153,Myst2,58.32,67.41,85.25,63.92,35.28,33.46
10390170,Nxph3,-32.42,-41.18,-83.56,24.26,-12.24,-34.35
10390175,Ngfr,-18.77,-10.63,-64.06,-1.16,-17.08,-1.92
10390184,---,-20.89,-65.24,-24.89,-6.93,-49.04,50.48
10390186,Abi3 or Phospho1,99.77,99.94,99.83,99.83,99.27,99.21
10390196,B4galnt2,-16.70,-13.43,-26.79,-11.11,-11.79,-32.33
10390209,Igf2bp1,-60.82,-40.21,-83.83,-63.88,-81.67,-41.24
10390211,Igf2bp1 or Mir3063,-42.13,-36.50,-60.22,-26.43,-54.34,-39.11
10390227,Ube2z,12.73,8.67,40.38,-20.46,19.00,9.96
10390237,Atp5g1,-93.86,-99.90,-97.36,-97.55,-68.45,-67.79
10390244,---,-8.79,-6.31,-0.03,-25.54,-22.45,-7.99
10390246,Calcoco2,-16.03,-7.20,-12.87,-29.66,-13.53,-27.24
10390252,---,28.53,22.87,-1.34,39.88,10.25,58.02
10390256,Gm11529,25.92,46.86,47.33,21.85,-9.58,19.43
10390258,Snx11,38.67,38.16,46.08,9.05,57.31,38.60
10390269,Gm11517,-12.00,-53.33,-15.60,-2.79,-0.74,-4.16
10390271,Nfe2l1,-63.44,-71.44,-56.14,-79.64,-54.57,-55.80
10390283,Cdk5rap3,-52.36,-73.97,-52.02,-72.21,-6.96,-36.69
10390299,Pnpo,-29.90,-34.28,-13.96,-36.29,-33.51,-33.37
10390308,Sp2,73.20,73.73,87.87,74.35,65.29,57.96
10390319,Lrrc46,-57.39,-68.48,-84.31,-36.40,-66.69,-32.37
10390328,Tbx21,-50.31,-62.63,-57.56,-43.42,-60.59,-29.64
10390336,Tbkbp1,97.86,97.59,97.71,98.28,97.63,98.05
10390352,Kpnb1,9.28,16.79,42.61,0.93,-3.68,-16.99
10390381,Npepps,-48.88,-24.05,-35.07,-50.50,-55.22,-70.53
10390407,Gpr179,-16.94,3.46,-23.84,-14.90,-30.98,-18.23
10390426,Arhgap23 or 4933428G20Rik,54.29,67.56,63.61,72.29,-4.04,41.98
10390430,Srcin1,-61.89,-35.67,-66.59,-51.93,-68.49,-84.58
10390454,E130012A19Rik,-48.90,-31.35,-46.02,-67.50,-62.93,-36.72
10390458,Pcgf2,-76.03,-60.18,-84.15,-76.82,-85.23,-71.44
10390473,Pip4k2b,-22.76,-39.26,5.23,-20.29,-28.93,-29.54
10390484,Cwc25,41.64,66.15,80.66,43.07,-10.29,8.79
10390498,1700001P01Rik,-55.39,-82.68,-23.97,-68.35,-67.51,-34.43
10390502,Rpl23 or LOC100862455 or LOC100044627,13.68,-41.80,1.76,-28.57,67.74,62.70
10390505,Snora21,15.07,5.82,23.56,33.60,-1.93,11.72
10390507,Fbxo47,-6.53,5.19,62.55,-0.04,-79.28,-21.46
10390519,Plxdc1,11.57,-1.39,26.23,-3.80,12.01,25.74
10390535,Arl5c,65.66,51.97,66.74,44.93,80.28,76.49
10390542,Cacnb1,-53.45,-60.04,-54.12,-46.99,-59.46,-47.19
10390560,Stac2,-77.71,-80.30,-84.77,-81.84,-58.24,-81.32
10390574,Fbxl20,95.00,98.59,92.77,96.33,91.77,92.98
10390595,Med1,40.89,46.76,44.47,46.25,33.88,31.01
10390618,Neurod2,-37.46,-26.01,-32.49,-26.98,-41.36,-62.40
10390622,Pgap3,-17.42,-46.64,17.10,-1.46,-22.72,-32.26
10390635,1810046J19Rik,-47.62,-82.14,-28.17,-87.47,-1.78,-17.42
10390640,Ikzf3,20.24,25.86,22.33,26.70,14.69,16.79
10390651,---,-58.45,-27.99,-40.16,-55.00,-90.39,-84.38
10390653,Med24,-29.91,-54.79,7.12,-37.80,-24.85,-33.38
10390685,Ormdl3,-42.06,-70.82,-63.79,-62.76,9.14,-13.36
10390691,Nr1d1 or Thra,-49.38,-74.46,-44.50,-33.59,-55.34,-45.77
10390701,Casc3 or Msl1 or Gm12359,36.13,62.36,9.11,47.28,-2.70,56.79
10390705,Gjd3,12.43,34.88,-41.22,21.25,45.41,8.40
10390707,Top2a,-47.71,-44.95,-34.12,-39.41,-63.22,-64.17
10390746,Top2a,26.67,62.68,9.66,56.21,-10.87,4.65
10390748,Tns4,-8.77,-10.14,-17.89,-9.25,-6.97,-5.36
10390763,Ccr7,-34.92,-34.99,-61.37,-17.63,-38.05,-29.80
10390768,Smarce1,-7.89,1.87,35.17,6.64,-29.02,-54.00
10390780,Krt222,-73.74,-82.89,-92.76,-77.82,-53.72,-51.23
10390789,Krt24,-46.43,-23.93,-59.80,-23.68,-78.04,-57.61
10390798,Krt25,-45.51,-35.89,-71.92,-39.98,-48.53,-33.37
10390806,Krt26,-78.53,-90.38,-92.01,-55.10,-77.00,-69.14
10390816,Krt27,-77.26,-76.21,-64.61,-84.11,-87.56,-69.37
10390823,Krt28,-45.03,-71.00,-28.27,-52.45,-43.46,-33.68
10390831,Krt10,-85.89,-72.54,-99.36,-50.05,-91.03,-82.73
10390841,Krt12,-31.48,-34.12,-38.17,-23.35,-36.24,-26.88
10390850,Krt20,-62.16,-49.29,-58.62,-57.59,-60.75,-82.92
10390860,Krt23,-63.97,-70.71,-66.35,-53.03,-71.85,-56.23
10390869,Krt39,15.77,58.93,15.27,4.54,-16.57,15.77
10390877,Krt40,8.83,51.91,-28.30,39.72,8.32,-6.95
10390886,Krtap3-3 or Krtap3-2,-36.67,-85.36,-29.56,-18.22,-21.99,-38.78
10390890,Krtap3-2 or Krtap3-3,-14.02,-17.05,-19.73,3.23,-60.58,20.79
10390895,Krtap3-1,39.32,40.53,-2.93,43.81,44.85,60.54
10390897,Krtap1-5,-49.64,-45.35,-74.59,-38.68,-69.54,-27.87
10390901,Krtap1-4,37.15,68.03,-17.59,48.49,12.53,65.33
10390907,Krtap1-3,72.03,61.58,42.87,85.56,72.08,79.18
10390909,Krtap9-3,13.34,54.90,-49.88,65.00,-2.66,6.82
10390911,Krtap2-4 or Gm11562 or Gm11937 or Gm11938,16.04,-5.73,-17.98,46.80,40.52,22.14
10390913,Gm11937 or Gm11938 or Krtap2-4 or Gm11562,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10390915,Krtap2-4 or Gm11562 or Gm11937 or Gm11938,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10390917,Krtap2-4 or Gm11562 or Gm11937 or Gm11938,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10390919,Krtap4-1,26.26,-23.80,-12.17,44.46,38.13,74.18
10390923,Krtap4-2,-5.44,-14.20,-21.13,-8.37,-14.32,55.21
10390927,Krtap4-7,12.31,-20.34,-31.49,21.00,59.14,62.44
10390931,Krtap4-7,19.44,-4.58,-23.54,48.33,55.13,21.74
10390934,Gm11563 or Krtap4-8 or Krtap4-7 or Gm11595 or Krtap4-6 or Gm11564,50.48,58.85,2.99,62.02,53.01,61.29
10390936,Krtap4-6,41.56,33.08,20.07,51.35,63.74,30.22
10390939,Krtap4-13 or Gm11569 or Gm11554,-2.94,40.96,-22.59,-5.96,-2.64,-2.31
10390945,Krtap4-13 or Gm11554 or Gm11569,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10390950,Gm11564,43.87,16.12,34.72,48.49,59.81,50.84
10390954,---,-29.66,-38.95,27.40,-14.52,-65.87,-55.26
10390956,Krtap4-16,-24.92,-36.07,-37.32,-6.57,-31.02,-32.09
10390961,Krtap17-1,29.25,39.53,-16.12,43.20,35.51,44.07
10390963,Krt33a,-36.94,-47.44,-35.01,-19.32,-44.78,-42.91
10390969,Krt33b,18.03,11.00,-12.68,62.59,17.82,4.95
10390974,Krt34,-7.28,-36.92,82.18,-38.43,-42.74,-10.40
10390979,Krt31,-34.73,-48.53,-37.53,-28.59,-25.11,-37.94
10390985,Krt32,-12.38,-43.08,-22.17,64.39,-30.19,-14.13
10390996,Krt35,14.72,1.69,34.08,46.13,-0.38,-5.72
10391005,Krt36,-30.12,-28.30,-26.04,-12.17,-60.63,-26.78
10391013,Krt13,-47.85,-47.57,-82.93,-32.75,-33.23,-45.88
10391025,Krt15,-51.18,-55.46,-81.81,-21.27,-58.26,-46.64
10391036,Krt19,-74.93,-74.35,-81.76,-70.53,-78.77,-69.93
10391043,Krt9,-33.75,-30.90,-39.22,-14.73,-50.35,-36.14
10391052,Krt14,-43.95,-33.83,-54.92,-54.94,-45.70,-32.40
10391061,Krt16,-27.41,-75.87,-17.52,-22.14,-48.53,-7.60
10391066,Krt17,-48.81,-58.17,-38.90,-48.82,-43.60,-55.79
10391075,Krt42,-29.58,-24.23,-26.91,-1.35,-43.92,-74.49
10391084,Hap1,-66.12,-74.07,-78.66,-44.16,-73.48,-60.00
10391100,Atp5g1,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10391103,Jup,10.87,1.99,28.52,13.10,1.82,7.00
10391119,Leprel4,-67.08,-55.99,-80.83,-47.20,-88.93,-62.82
10391130,Nt5c3l or Fkbp10,-92.70,-86.00,-94.20,-95.29,-93.29,-91.86
10391143,Klhl11,-37.44,-33.54,-33.29,-6.86,-58.27,-52.92
10391146,Acly,48.59,30.76,73.93,51.52,44.32,36.64
10391178,Dnajc7 or Nkiras2,42.04,50.14,56.67,39.37,32.84,27.59
10391196,Zfp385c,73.03,55.12,61.16,75.30,79.83,84.59
10391207,Dhx58,55.95,43.00,68.05,57.22,59.42,49.26
10391221,Kat2a,-31.03,-24.49,-23.74,-52.28,-32.53,-21.14
10391242,Rab5c,87.51,73.13,90.07,73.71,93.01,96.39
10391254,Kcnh4,-34.53,-60.44,-62.98,-26.39,5.98,-25.07
10391273,Hcrt,-22.77,-19.18,-42.34,-18.92,-15.45,-22.28
10391277,Ghdc,-61.50,-82.13,-60.15,-25.81,-69.59,-63.24
10391286,Stat5b,93.70,93.64,95.39,94.25,92.36,92.73
10391301,Stat3,97.74,98.94,98.89,98.15,95.94,94.96
10391332,Ptrf,-84.34,-86.52,-94.16,-75.44,-83.84,-79.75
10391339,Psmc3ip,-63.02,-64.44,-63.99,-54.65,-68.45,-63.78
10391348,Fam134c,70.78,51.74,79.63,66.12,75.00,77.67
10391359,Plekhh3,-46.34,-54.07,-52.48,-41.28,-45.36,-38.99
10391373,Ccr10,-30.05,24.47,-38.66,-11.94,-71.18,-46.26
10391378,Ezh1,45.69,45.14,63.11,40.41,41.09,37.24
10391404,Ramp2,-21.48,-11.64,-70.01,-0.38,-15.32,-15.16
10391407,Ccdc56,-59.35,-74.30,-52.19,-81.58,-35.27,-46.24
10391410,Becn1 or Cntd1,70.84,58.46,80.82,56.07,81.75,69.47
10391424,---,70.12,76.99,37.57,54.04,82.31,82.95
10391429,---,-39.56,-59.49,-23.18,-49.72,-33.55,-36.89
10391431,Aarsd1 or Ptges3l,-80.62,-91.59,-63.17,-91.86,-75.41,-58.05
10391444,Rundc1 or Ptges3l or Aarsd1,-88.18,-92.20,-94.01,-86.19,-87.03,-78.79
10391454,Vat1,-53.37,-59.64,-52.16,-54.77,-53.53,-46.17
10391461,Brca1,-90.14,-93.06,-97.76,-84.09,-87.27,-84.02
10391488,Rnu2-10,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10391490,Etv4,-55.68,-69.45,-36.53,-41.07,-67.97,-64.97
10391504,Meox1,-65.85,-39.51,-61.24,-76.32,-87.00,-64.11
10391508,Sost,-23.32,-12.47,-38.57,-17.40,-33.49,-17.10
10391513,Dusp3,71.36,68.52,84.94,60.34,74.19,64.61
10391518,Mpp3,-81.22,-67.01,-74.36,-84.44,-97.59,-70.74
10391540,Mpp2,-82.96,-74.80,-77.35,-64.27,-93.21,-93.17
10391555,Ppy,-26.82,-17.76,-42.76,-15.43,-16.32,-46.67
10391561,Pyy,-36.64,-25.70,-56.53,-27.92,-67.49,-20.29
10391567,Tmem101,-31.99,-29.73,-17.44,-52.29,-10.25,-48.98
10391572,Lsm12,-7.49,-18.59,11.55,2.71,-21.88,-11.58
10391577,Hdac5,70.00,62.45,65.02,53.93,72.44,85.69
10391610,Asb16,9.26,-3.36,-39.09,35.23,-22.30,69.54
10391612,Atxn7l3,43.32,46.78,77.28,43.83,20.31,15.14
10391625,Ubtf,20.66,19.46,46.26,29.03,-0.36,0.84
10391649,Slc4a1,-5.42,-2.07,-4.24,-4.01,-10.64,-13.20
10391669,Slc25a39,-29.07,-7.98,-26.66,-29.46,-37.88,-40.60
10391685,Fam171a2,-53.81,-34.74,-45.68,-45.15,-79.40,-62.98
10391697,Itga2b,-2.02,7.54,-4.54,0.49,-1.26,-19.40
10391732,Gpatch8,34.28,50.55,40.48,33.28,41.62,-2.97
10391742,Gpatch8,-23.10,3.26,-2.09,-24.31,-22.60,-60.62
10391744,Gpatch8,45.67,72.95,59.89,49.24,12.04,11.56
10391746,Gpatch8,21.81,53.30,40.86,19.26,-14.75,2.85
10391750,Gpatch8,40.03,61.87,32.88,61.26,9.54,21.19
10391752,---,-56.24,-84.11,-63.71,-80.49,-4.28,-39.73
10391755,Ccdc43,-68.53,-57.56,-52.70,-82.58,-58.39,-82.35
10391762,Gjc1,-70.03,-85.24,-64.61,-51.00,-72.62,-78.22
10391768,Eftud2,-26.34,-32.82,3.85,-22.44,-38.44,-36.66
10391798,Gfap,-50.95,-37.31,-66.62,-24.89,-63.74,-65.96
10391811,Kif18b,-82.53,-88.55,-81.44,-79.40,-72.64,-88.69
10391828,C1ql1,-55.24,-9.83,-82.35,-52.14,-68.09,-78.06
10391831,Dcakd,-8.85,-2.34,16.08,-5.47,-35.02,-16.58
10391837,Plcd3,-62.79,-71.40,-65.89,-57.65,-50.28,-69.74
10391854,1700023F06Rik,-7.01,-21.41,-56.24,72.64,23.51,-40.01
10391863,4933400C05Rik,-56.32,-63.88,-64.22,-28.02,-89.85,-19.12
10391870,Map3k14,99.00,98.77,99.22,98.89,99.11,99.00
10391895,Arhgap27,98.87,98.78,99.55,98.95,98.18,98.46
10391914,Arhgap27,86.13,90.32,78.06,87.37,90.55,80.00
10391918,Plekhm1,87.16,88.35,90.65,86.36,81.44,85.76
10391931,Lrrc37a,-47.50,-80.67,-51.25,-50.35,-27.09,-37.80
10391934,Gm884,-37.77,-15.53,-60.21,-48.84,-54.40,-26.29
10391942,Lyzl6,-22.25,-39.67,-35.44,-14.14,-13.38,-17.76
10391949,Gosr2,6.63,-4.70,55.80,-9.16,6.43,-20.85
10391957,Wnt9b,57.91,63.42,19.99,75.44,54.19,63.23
10391963,Nsf,-11.10,-11.85,1.63,-7.44,-21.42,-22.57
10391985,Taf1d,-52.11,-55.05,-58.90,-43.27,-57.94,-46.88
10391987,Gm10844,-6.32,-7.28,-31.89,-9.91,23.70,6.29
10391990,Kansl1,90.96,94.92,92.82,94.92,84.35,83.14
10392010,Kansl1,92.38,95.70,87.59,96.56,90.86,88.88
10392012,Cdc27,-66.65,-40.25,-40.53,-56.06,-79.63,-83.04
10392033,---,-38.73,-72.81,-53.02,-66.81,-39.78,43.27
10392035,1700052K11Rik or Tlk2,-8.74,-33.25,-12.87,-26.09,35.28,-4.59
10392040,March10,-51.01,-78.42,-56.48,-25.83,-61.01,-39.89
10392056,Cyb561,-11.59,-19.02,-6.09,-7.11,-9.94,-16.34
10392063,Limd2 or LOC632329,62.71,57.71,72.39,45.97,70.96,65.96
10392070,Strada,51.68,52.03,60.53,53.99,42.91,46.60
10392087,Ccdc47,-16.44,-1.63,-13.46,0.67,-25.99,-34.52
10392096,Ddx42,14.41,25.34,19.17,24.61,3.53,4.65
10392098,Ftsj3,-28.31,-26.45,-6.86,-41.81,-20.42,-41.01
10392120,Smarcd2,81.51,77.64,92.13,76.78,79.80,74.67
10392135,Gh,-7.01,-8.95,-23.62,23.18,-13.03,-2.28
10392142,Cd79b,-7.67,-14.21,-8.25,-8.39,-2.45,-5.71
10392152,Scn4a,-48.05,-48.84,-77.47,-28.38,-40.74,-44.43
10392177,Icam2,49.51,22.96,42.89,25.32,76.84,68.40
10392183,Ern1,86.86,91.32,90.73,86.79,80.18,84.83
10392207,Tex2,-9.43,-9.43,5.57,-21.69,-3.22,-15.35
10392221,Pecam1,62.92,87.95,65.88,43.18,60.79,50.17
10392241,Polg2,49.62,35.59,3.71,16.12,68.53,75.95
10392251,Ddx5,88.21,97.40,91.13,96.64,65.37,64.98
10392259,Smurf2,43.55,45.18,57.77,47.48,35.58,24.58
10392261,Smurf2,87.62,95.52,91.11,94.62,69.64,66.60
10392282,---,-49.71,-61.93,-71.80,14.74,-27.56,-93.85
10392284,Kpna2,-27.39,-40.93,-13.11,-40.79,-12.41,-31.33
10392297,---,-55.81,-71.40,-52.79,-58.99,-46.95,-47.83
10392300,Bptf,35.35,52.30,41.71,29.68,27.96,24.76
10392318,Bptf,9.51,29.94,21.17,6.34,3.76,-13.13
10392328,Nol11,-53.49,-61.87,-25.67,-70.63,-49.19,-57.82
10392347,Pitpnc1,-34.20,-20.08,-20.34,-49.03,-40.75,-40.35
10392364,Cacng1,-34.17,-41.97,-34.92,-23.90,-35.57,-34.84
10392369,Cacng4,-30.64,-24.73,-45.91,-32.87,-24.03,-27.47
10392374,Cacng5,-41.29,-37.75,-40.88,-26.61,-31.56,-73.90
10392388,Prkca,-93.27,-95.36,-90.52,-86.47,-96.82,-93.14
10392410,Gm10838,-34.71,-64.48,-63.70,-13.76,-34.69,-3.54
10392413,---,74.00,80.49,60.53,88.26,40.26,73.77
10392415,Rgs9,-78.80,-94.52,-65.67,-65.21,-79.87,-80.74
10392437,Gna13 or Gm11696,32.85,34.60,39.33,32.54,27.99,30.05
10392440,Slc16a6 or LOC100503496,-94.94,-95.01,-93.75,-96.33,-93.37,-95.25
10392449,Wipi1,-51.61,-51.79,-44.30,-35.19,-52.41,-69.40
10392464,Fam20a,-0.93,-8.32,30.28,-4.72,-11.50,7.73
10392476,1700012B07Rik,-48.67,-57.86,-52.21,-40.30,-60.56,-34.83
10392484,Abca8b,-71.35,-91.26,-73.78,-58.42,-68.30,-62.30
10392522,Abca8a,-66.54,-70.01,-68.96,-45.58,-72.99,-79.86
10392560,Abca9,77.85,80.02,81.56,77.23,72.49,79.22
10392601,Abca6,-12.08,-10.37,-10.92,-12.65,-15.41,-12.79
10392642,Abca5,-94.15,-98.68,-88.11,-86.64,-93.35,-97.51
10392683,Gm10836,-5.06,-20.70,-8.47,1.72,-0.29,3.50
10392685,BC006965,-29.10,-47.01,-58.95,-5.35,-30.15,-35.27
10392687,BC006965,-15.43,-3.45,40.61,-71.14,-32.94,-13.68
10392699,Gm11681,31.13,12.88,0.37,52.81,40.59,38.60
10392701,Slc39a11,-13.09,-28.60,9.27,-32.55,-9.11,-6.09
10392715,D11Wsu99e or Cog1,-2.45,-15.06,-3.25,-23.16,27.86,19.52
10392721,Cpsf4l,-17.88,-22.17,-20.99,-13.66,-29.81,-7.97
10392735,Cdc42ep4,44.64,22.69,39.13,25.71,60.17,68.47
10392739,Sdk2,-60.33,-63.02,-83.97,-65.99,-44.13,-40.68
10392787,4932435O22Rik,-16.19,-34.42,14.42,39.23,3.23,-84.71
10392791,Btbd17,-9.26,-20.59,-39.54,51.53,-7.65,-25.11
10392796,Cd300lb,71.71,56.74,89.35,70.88,66.22,70.88
10392803,Cd300c,45.10,-9.79,50.82,50.18,63.35,55.19
10392808,Cd300ld,98.43,98.73,99.80,99.12,97.46,97.95
10392815,AF251705,99.23,96.26,95.05,95.38,99.67,99.78
10392822,---,76.37,76.79,78.68,69.85,69.75,81.72
10392825,Gm11711 or Cd300lh or Gm11710,97.84,98.24,98.73,98.43,97.06,95.98
10392834,Gm11711 or Cd300lh or Gm11710,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10392839,Cd300e,99.65,99.76,100.00,99.41,99.88,99.53
10392845,Cd300lf,27.34,27.94,54.27,50.35,1.61,-2.78
10392856,Nat9,-12.28,-41.14,-2.11,-12.47,11.15,-16.32
10392863,Grin2c,-26.52,-27.01,-63.45,-11.43,-19.09,-25.90
10392881,Fdxr,-38.36,-63.05,-44.99,-58.64,-17.53,-7.35
10392894,Fads6,-58.09,-67.97,-68.12,-43.48,-35.33,-73.17
10392904,Ush1g,-4.19,10.32,-7.92,36.05,-32.68,-14.68
10392910,C630004H02Rik,-82.29,-83.90,-82.04,-59.71,-72.75,-96.99
10392930,Atp5h,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10392936,Nt5c,19.62,-27.03,21.21,-58.73,71.06,67.66
10392943,Hn1,47.39,27.84,41.18,1.27,86.37,79.18
10392947,Sumo2,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10392953,Gga3,88.07,90.00,85.14,86.80,87.67,90.03
10392970,Mif4gd,-0.04,-8.10,-11.54,-28.24,18.04,26.19
10392983,Slc25a19,-51.05,-58.34,-62.29,-63.94,-48.57,-17.70
10392990,Grb2,85.39,90.03,92.84,80.02,68.57,88.12
10392996,Rpl21,-14.61,-9.81,64.85,-71.98,-36.77,-19.08
10392998,Caskin2 or 2310067B10Rik,-77.84,-91.35,-80.08,-75.96,-64.48,-71.93
10393021,Recql5,69.67,72.89,82.05,81.21,30.67,48.49
10393045,Itgb4 or B230344G16Rik,13.22,-30.13,-49.83,62.12,41.37,50.25
10393047,Galk1 or Itgb4,-81.25,-96.02,-83.59,-61.67,-86.36,-70.05
10393058,H3f3b or Gm12657 or Gm6749 or H3f3c or H3f3a,66.35,83.40,83.76,75.23,34.19,47.51
10393064,Unc13d,46.41,40.22,60.26,51.42,34.50,45.42
10393098,Wbp2,21.17,16.24,31.17,21.89,8.51,27.10
10393106,Trim47,-59.45,-50.95,-88.75,-67.09,-49.44,-35.91
10393113,Trim65 or Trim47,85.93,79.45,83.43,78.22,93.88,90.18
10393125,Mrpl38,-19.69,-32.50,-5.32,-43.50,-16.44,5.31
10393136,Fbf1,-65.50,-6.30,-78.16,-72.84,-78.99,-80.50
10393166,St6galnac2 or 1810032O08Rik,-65.49,-41.43,-68.99,-46.21,-89.89,-81.17
10393177,Acox1,-43.20,-44.89,-26.85,-46.20,-52.59,-45.31
10393197,Evpl,-70.66,-83.24,-87.01,-55.42,-78.60,-43.59
10393222,Srp68,-67.92,-76.38,-44.51,-82.56,-53.77,-68.27
10393239,---,27.25,-36.21,-8.56,70.55,58.38,33.59
10393241,Exoc7,21.01,27.47,37.10,7.96,5.82,28.29
10393264,---,49.62,73.26,-17.73,70.89,22.57,69.56
10393266,Foxj1,-28.58,-30.21,-53.12,-47.64,-14.19,-0.92
10393272,Rnf157,-75.52,-76.15,-90.10,-68.02,-73.81,-67.79
10393294,Qrich2,-22.26,-21.70,-31.34,-6.37,-22.64,-42.38
10393309,Prpsap1,-39.64,-51.30,-28.10,-53.71,-27.22,-34.27
10393320,Ube2o,5.75,58.85,13.20,25.35,-29.40,-32.70
10393341,Rhbdf2,83.35,78.06,89.92,83.89,79.37,81.06
10393364,Cygb,-53.80,-59.12,-52.80,-51.18,-46.58,-60.24
10393373,St6galnac1,-37.83,-27.36,-37.09,9.32,-79.28,-55.63
10393379,Mxra7,-82.50,-86.91,-89.04,-95.89,-70.57,-61.83
10393387,Jmjd6 or 1110005A03Rik,41.04,25.57,47.14,11.20,57.96,56.58
10393395,Srsf2,-40.83,-25.20,-25.24,0.24,-68.43,-71.98
10393404,LOC100505199,-25.67,-12.83,-55.34,-11.76,-18.88,-45.99
10393406,---,62.06,12.99,9.87,11.40,92.86,96.59
10393408,Tmc6,99.38,98.70,99.87,98.27,99.58,99.77
10393431,Tk1,-18.47,-19.27,-20.30,-6.01,-27.08,-19.90
10393436,Tha1,-5.24,-7.39,-35.43,-4.25,11.26,14.54
10393449,Socs3,78.10,77.15,84.61,71.24,76.37,78.70
10393453,Dnahc17,10.77,3.01,-5.62,47.50,28.01,-12.72
10393509,Usp36,-34.23,-56.95,-32.92,-30.52,-47.87,-4.87
10393532,Dnahc17,-37.18,-38.12,-41.11,-31.89,-21.60,-57.42
10393544,Cyth1,75.54,70.60,70.55,68.04,89.07,77.06
10393559,Timp2,-72.69,-80.60,-64.06,-78.59,-71.23,-68.99
10393569,BC100451,-54.36,-71.79,-82.70,-13.47,-76.17,-31.52
10393573,Lgals3bp,36.05,24.35,47.28,25.11,45.83,39.81
10393580,Cant1,36.91,5.88,65.14,29.94,31.80,41.54
10393591,Engase,75.05,69.42,65.57,87.74,71.64,76.44
10393594,Rbfox3,-50.92,-54.16,-47.95,-31.78,-42.64,-79.74
10393614,Cbx8,42.61,4.15,64.73,16.00,51.89,65.02
10393620,Cbx4,59.75,48.19,71.42,53.23,57.71,64.64
10393628,Tbc1d16,-57.68,-61.33,-54.05,-32.32,-63.72,-72.30
10393642,Eif4a3,-11.19,-71.76,11.64,-49.15,28.81,36.69
10393648,Sgsh or Card14,80.81,56.85,93.25,75.39,80.28,87.60
10393662,Nptx1,-59.78,-86.75,-68.51,-48.75,-49.73,-44.06
10393668,Aatk,-33.73,-36.00,-54.21,-23.68,-25.86,-32.73
10393685,Mir338 or Mir3065,-20.71,-24.47,-69.04,25.76,-4.96,-27.06
10393687,Azi1,-26.90,24.68,-54.60,-12.54,-37.21,-45.89
10393714,2410002I01Rik,15.93,14.78,35.15,27.02,1.81,-0.87
10393728,Slc38a10,28.69,27.16,39.56,24.90,25.00,28.02
10393749,2810410L24Rik,-55.83,-41.11,-48.59,-88.47,-25.93,-40.86
10393751,---,-84.93,-98.99,-82.98,-79.25,-69.12,-73.21
10393754,Actg1,61.14,63.45,82.79,54.92,53.05,47.82
10393761,2310003H01Rik,62.10,58.64,40.28,57.22,75.39,74.40
10393774,Nploc4,25.86,27.82,41.73,23.67,23.00,14.35
10393793,Pde6g,-47.41,-55.47,-66.70,-20.19,-59.62,-42.42
10393801,1810049H13Rik,-10.88,-25.19,-62.80,-34.72,27.19,56.16
10393804,Arl16,-66.20,-81.26,-83.73,-73.83,-25.16,-54.24
10393814,Fam195b,53.49,35.86,72.31,54.89,46.99,54.48
10393818,Ppp1r27,-48.97,-55.04,-57.87,-44.47,-46.15,-40.76
10393823,P4hb,-3.37,-19.99,10.59,0.05,-3.58,-9.76
10393836,Arhgdia,69.91,64.91,87.34,80.09,53.20,57.64
10393844,Alyref,-11.84,-14.39,1.50,-2.10,-25.47,-20.75
10393851,Pcyt2,-67.56,-67.82,-68.67,-60.29,-71.84,-67.63
