Probeset_ID,Gene Symbol,MF BM,Sample_,Sample_,Sample_
10340852,---,55.48,52.66,43.05,70.29
10340853,---,85.60,79.04,89.51,87.70
10340854,---,58.97,41.14,55.97,73.70
10340855,---,-14.91,-55.80,-14.32,31.88
10340856,---,-32.15,34.99,-82.35,-56.08
10340857,---,-77.77,-69.22,-49.09,-95.37
10340858,---,17.52,5.92,29.28,16.11
10340859,---,-83.56,-58.87,-96.18,-81.99
10340860,---,-50.40,-85.35,-12.84,-31.12
10340861,---,-34.48,-25.38,-35.60,-44.40
10340862,---,30.20,40.12,35.39,16.35
10340863,---,-13.52,-41.97,15.67,-11.62
10340864,---,-1.50,8.90,-7.22,-10.07
10340865,---,-24.83,-38.50,15.15,-50.96
10340866,---,-14.37,-14.45,-18.15,-10.77
10340867,---,-12.03,-65.39,2.55,39.33
10340868,---,-16.10,-7.33,-33.09,-9.81
10340869,---,91.52,94.95,80.32,92.94
10340870,---,57.41,67.65,41.90,61.53
10340871,---,-87.43,-84.93,-78.06,-94.45
10340872,---,90.65,81.89,91.94,95.13
10340873,---,-42.87,-5.20,-57.04,-66.55
10340874,---,-14.02,-93.12,0.61,-1.73
10340875,---,-2.07,7.45,47.31,-51.10
10340876,---,-41.88,-0.73,-42.13,-81.55
10340877,---,74.12,48.95,84.32,80.03
10340878,---,-60.82,27.85,-96.04,-60.79
10340879,---,-38.67,2.93,-76.89,-29.67
10340880,---,-26.51,-29.38,-25.77,-23.94
10340881,---,-7.90,-12.76,-2.49,-8.84
10340882,---,-70.05,-52.62,-93.54,-51.54
10340883,---,-47.94,-20.30,-74.41,-47.54
10340884,---,-83.00,-72.84,-83.60,-88.97
10340885,---,-22.92,47.99,-28.50,-77.46
10340886,---,-70.54,-18.71,-98.26,-65.09
10340887,---,-24.63,43.77,-57.07,-53.34
10340888,---,60.76,44.28,71.87,60.97
10340889,---,12.96,-2.50,-38.58,68.02
10340890,---,40.16,40.94,38.93,40.61
10340891,---,-62.32,-18.80,-78.60,-77.27
10340892,---,-82.31,-77.22,-62.03,-96.01
10340893,---,21.64,37.58,-7.74,37.55
10340894,---,-91.50,-97.15,-85.70,-87.68
10340895,---,-72.23,-76.00,-92.86,-36.39
10340896,---,23.79,29.88,16.09,24.21
10340897,---,-21.17,-50.63,-43.77,36.80
10340898,---,-47.16,13.34,-62.02,-66.25
10340899,---,-68.29,-73.75,-72.52,-57.36
10340900,---,-69.62,-18.95,-85.46,-92.03
10340901,---,20.25,43.84,30.45,-15.09
10340902,---,-91.85,-86.19,-97.58,-84.65
10340903,---,73.03,54.98,90.14,58.91
10340904,---,75.31,71.05,80.18,73.94
10340905,---,76.27,63.59,88.85,69.56
10340906,---,-35.50,-91.18,-24.11,43.55
10340907,---,24.64,-21.44,73.45,3.15
10340908,---,-51.56,-10.06,-74.88,-62.89
10340909,---,-18.94,9.38,0.66,-58.01
10340910,---,-56.90,-76.59,-48.52,-42.00
10340911,---,-77.41,38.20,-88.63,-99.88
10340912,---,15.09,18.28,-7.50,33.33
10340913,---,-63.45,-59.70,-73.51,-57.43
10340914,---,32.42,67.58,-47.07,60.40
10340915,---,-22.24,17.55,-24.47,-57.37
10340916,---,-87.13,-61.73,-84.89,-96.53
10340917,---,-53.13,-37.71,-30.80,-88.04
10340918,---,-75.11,-87.48,-76.41,-53.66
10340919,---,-40.08,-34.00,-24.40,-69.37
10340920,---,-53.50,-5.41,-59.41,-77.13
10340921,---,-52.41,-67.02,-16.93,-69.03
10340922,---,-81.08,-48.91,-96.10,-81.33
10340923,---,-93.07,-60.47,-95.17,-94.82
10340924,---,36.59,59.45,39.82,14.93
10340925,---,26.28,12.62,22.60,42.43
10340926,---,89.28,88.79,84.52,92.23
10340927,---,23.02,-29.46,47.84,50.06
10340928,---,-6.61,-88.60,76.83,-17.59
10340929,---,54.85,42.86,61.35,59.28
10340930,---,-21.58,-1.05,-70.68,-17.68
10340931,---,-51.58,-28.38,-31.79,-86.37
10340932,---,-25.21,-30.73,-17.51,-27.17
10340933,---,-84.49,-62.53,-83.83,-94.99
10340934,---,31.54,8.80,26.09,70.50
10340935,---,19.49,55.37,30.72,-28.31
10340936,---,-39.11,-0.91,-72.54,-25.03
10340937,---,29.37,17.45,43.22,29.92
10340938,---,-63.21,-45.69,-88.63,-46.94
10340939,---,-57.26,-12.81,-46.31,-90.93
10340940,---,22.07,-14.46,43.55,37.51
10340941,---,-46.22,-61.17,-21.62,-53.62
10340942,---,62.32,57.30,45.87,77.58
10340943,---,53.62,70.31,58.96,32.14
10340944,---,-68.93,-40.58,-78.76,-83.77
10340945,---,-83.27,-64.79,-87.75,-88.24
10340946,---,-26.43,42.52,-46.02,-65.45
10340947,---,0.88,47.80,-9.11,-32.66
10340948,---,-54.94,-59.68,-68.67,-32.01
10340949,---,-45.11,30.20,-27.38,-94.54
10340950,---,3.21,26.98,-0.24,-9.96
10340951,---,94.81,87.99,96.61,96.28
10340952,---,10.16,17.14,20.07,-9.84
10340953,---,-65.25,-81.72,-11.03,-92.87
10340954,---,-58.06,16.20,-77.92,-91.04
10340955,---,-80.15,-78.97,-76.93,-84.57
10340956,---,25.28,23.75,32.58,19.69
10340957,---,92.00,92.95,89.45,93.03
10340958,---,-43.85,-67.68,-27.04,-35.87
10340959,---,32.43,27.68,25.09,44.07
10340960,---,-53.29,-75.97,-33.92,-52.64
10340961,---,-75.31,-12.38,-99.96,-33.99
10340962,---,-2.57,15.44,-0.16,-21.15
10340963,---,-42.32,-61.58,-8.03,-55.92
10340964,---,-77.09,-68.51,-76.91,-84.86
10340965,---,-70.46,-85.76,-96.79,21.66
10340966,---,-89.09,-92.99,-95.12,-53.17
10340967,---,-36.39,18.05,-50.76,-64.04
10340968,---,-14.44,-34.59,-6.68,-6.77
10340969,---,-72.74,-57.93,-77.85,-78.21
10340970,---,-47.96,-89.38,-27.41,-41.46
10340971,---,74.86,80.55,69.39,71.79
10340972,---,-89.06,-44.29,-91.84,-99.78
10340973,---,-75.46,-59.90,-92.04,-65.24
10340974,---,-48.59,-46.77,-70.57,-24.79
10340975,---,5.12,-64.00,12.26,68.29
10340976,---,8.07,-10.27,16.31,23.82
10340977,---,-15.23,-6.58,-16.54,-22.99
10340978,---,96.21,92.70,96.18,97.96
10340979,---,-7.80,-44.09,7.86,5.34
10340980,---,-71.18,-97.39,-25.85,-77.62
10340981,---,-49.92,-55.69,-51.15,-43.46
10340982,---,-75.09,-67.99,-58.86,-90.61
10340983,---,-33.96,-48.56,-47.10,-4.57
10340984,---,-8.90,39.08,-66.74,12.46
10340985,---,-6.63,-47.27,-3.91,36.96
10340986,---,-76.05,-87.40,-66.50,-70.27
10340987,---,-50.01,-43.11,-58.66,-48.02
10340988,---,91.42,72.63,93.69,96.71
10340989,---,-44.25,10.75,-38.96,-82.13
10340990,---,-59.17,-68.87,-51.01,-56.50
10340991,---,-17.75,12.21,-59.39,-4.32
10340992,---,89.25,79.01,95.49,88.11
10340993,---,31.61,27.46,21.27,47.74
10340994,---,-23.10,-39.82,-8.49,-21.01
10340995,---,94.38,86.82,93.62,98.02
10340996,---,-31.57,-87.02,55.48,-31.60
10340997,---,-29.01,-14.49,-82.81,36.78
10340998,---,-38.27,-33.96,-42.67,-37.96
10340999,---,-47.16,-35.12,-28.83,-76.49
10341000,---,-72.37,-78.93,-66.79,-69.70
10341001,---,-72.42,-83.43,-31.75,-93.63
10341002,---,-37.11,-19.16,-12.45,-69.93
10341003,---,-73.24,-73.22,-71.56,-75.29
10341004,---,-38.69,-2.63,-86.88,-52.24
10341005,---,-25.15,-69.14,-23.74,15.32
10341006,---,-42.35,-40.57,-27.40,-64.70
10341007,---,-63.46,-17.13,-86.78,-81.29
10341008,---,-73.63,-63.15,-74.22,-81.96
10341009,---,70.67,72.92,51.11,83.22
10341010,---,-43.91,-32.64,-11.43,-70.60
10341011,---,45.82,43.84,68.87,20.14
10341012,---,-21.11,-70.10,-45.42,64.27
10341013,---,-38.97,-79.49,42.93,-61.74
10341014,---,86.79,87.71,81.07,90.48
10341015,---,-53.00,-26.17,-93.16,-32.73
10341016,---,-47.52,-31.72,-15.75,-86.76
10341017,---,-25.07,-12.32,-7.93,-53.64
10341018,---,-32.11,-48.77,-69.85,11.97
10341019,---,-82.36,-79.54,-97.54,-58.69
10341020,---,-61.35,-86.61,-45.17,-53.99
10341021,---,-50.35,-3.14,-81.25,-57.56
10341022,---,-29.45,-76.99,-18.36,-19.08
10341023,---,29.78,33.58,15.33,39.49
10341024,---,-42.32,50.97,-24.23,-98.18
10341025,---,-47.48,-82.71,-33.94,-25.42
10341026,---,88.11,84.52,91.57,86.80
10341027,---,9.40,-46.50,46.74,28.95
10341028,---,-65.96,-27.61,-63.44,-89.50
10341029,---,62.71,58.46,62.48,67.19
10341030,---,9.76,-86.00,3.96,80.76
10341031,---,87.37,90.52,87.64,83.43
10341032,---,-28.51,-25.13,-43.83,-16.52
10341033,---,-32.81,-56.93,-36.09,-16.68
10341034,---,12.60,8.91,-41.28,63.55
10341035,---,-1.63,2.95,6.88,-11.05
10341036,---,-50.73,-23.39,-80.44,-37.00
10341037,---,-6.14,-55.82,53.38,-9.74
10341038,---,-8.41,39.67,-10.58,-46.75
10341039,---,-14.72,-18.59,4.77,-30.73
10341040,---,88.59,88.45,86.28,89.99
10341041,---,-20.54,11.40,-52.50,-18.18
10341042,---,-49.25,-5.52,-87.35,-22.65
10341043,---,46.89,-4.07,58.49,71.46
10341044,---,-59.98,-66.68,-88.78,-26.76
10341045,---,6.16,51.91,-21.34,-13.14
10341046,---,-42.68,-53.81,-58.73,-21.78
10341047,---,-85.28,-38.68,-99.71,-88.32
10341048,---,67.53,59.77,74.15,68.81
10341049,---,-42.82,-52.87,-57.86,-21.07
10341050,---,-80.24,-80.98,-12.39,-96.76
10341051,---,61.06,52.88,63.88,66.01
10341052,---,-78.25,-79.19,-35.82,-95.22
10341053,---,-13.16,50.88,-30.31,-59.53
10341054,---,-62.60,-46.72,-88.32,-40.06
10341055,---,73.43,69.34,78.14,72.17
10341056,---,-54.48,-2.97,-55.84,-88.04
10341057,---,-53.77,-43.72,-67.99,-47.13
10341058,---,-84.74,-53.22,-94.71,-91.67
10341059,---,-27.42,-40.39,-33.20,-13.55
10341060,---,10.61,-35.81,35.07,35.59
10341061,---,69.59,83.95,69.82,47.64
10341062,---,-0.17,18.40,11.28,-39.79
10341063,---,86.22,40.65,95.57,91.92
10341064,---,-0.20,3.35,-5.22,8.82
10341065,---,-58.51,-51.71,-95.39,-24.39
10341066,---,-36.63,-18.91,-43.26,-46.32
10341067,---,3.91,22.70,-44.25,29.33
10341068,---,-50.88,-32.16,-90.34,9.23
10341069,---,72.98,81.31,86.26,21.52
10341070,---,66.20,55.62,74.24,67.73
10341071,---,1.14,8.98,-61.49,62.36
10341072,---,-6.61,48.94,-24.82,-44.75
10341073,---,-88.57,-78.00,-91.56,-95.09
10341074,---,43.34,14.81,48.35,58.97
10341075,---,-3.88,-7.64,-2.87,-1.51
10341076,---,-85.95,-78.82,-80.18,-93.52
10341077,---,-79.39,-56.20,-51.69,-99.15
10341078,---,-79.03,-83.76,-58.16,-87.58
10341079,---,-42.33,-84.96,-49.62,16.74
10341080,---,52.00,9.68,61.07,74.29
10341081,---,-92.73,-32.94,-96.56,-97.11
10341082,---,-29.57,-1.91,-9.84,-84.57
10341083,---,43.72,47.88,49.98,31.52
10341084,---,-68.33,-92.24,-43.91,-60.46
10341085,---,34.60,67.39,-9.34,33.60
10341086,---,-80.94,-72.04,-84.24,-84.92
10341087,---,-50.34,-2.49,-73.41,-64.22
10341088,---,-36.06,-7.40,-31.78,-76.82
10341089,---,-57.85,-3.85,-98.25,-18.50
10341090,---,-66.27,-35.12,-88.32,-64.61
10341091,---,-56.41,-14.64,-62.85,-82.99
10341092,---,27.81,25.39,-23.06,69.65
10341093,---,-46.79,-78.24,30.08,-67.96
10341094,---,-29.90,-51.43,-15.23,-26.08
10341095,---,-42.54,-15.42,-72.10,-11.25
10341096,---,-19.38,-27.86,-28.12,-2.87
10341097,---,-13.10,-27.76,39.29,-49.97
10341098,---,-53.60,-49.11,-56.21,-55.23
10341099,---,-38.88,-53.93,-74.42,22.47
10341100,---,-55.30,-57.31,-82.51,-23.10
10341101,---,24.37,3.52,41.88,19.77
10341102,---,70.67,54.90,75.72,77.04
10341103,---,-39.31,-20.02,-31.43,-62.74
10341104,---,-20.17,-39.74,-13.35,-10.94
10341105,---,-34.99,-83.29,-40.49,-3.74
10341106,---,13.91,-21.15,54.19,3.61
10341107,---,-87.35,6.85,-89.78,-94.10
10341108,---,-80.02,-72.88,-96.45,-54.46
10341109,---,-46.76,13.87,-88.93,-38.25
10341110,---,70.75,58.34,80.86,69.36
10341111,---,-32.48,59.48,-99.19,-31.07
10341112,---,33.87,48.30,27.42,26.61
10341113,---,-18.67,-29.27,4.79,-31.00
10341114,---,4.30,-56.35,27.21,47.53
10341115,---,72.68,64.39,76.86,76.85
10341116,---,-32.08,-8.96,-53.38,-28.57
10341117,---,-69.43,-62.80,-81.09,-60.35
10341118,---,-67.52,-47.61,-89.14,-56.55
10341119,---,31.71,-6.28,58.74,34.46
10341120,---,24.81,-30.98,25.33,68.92
10341121,---,-67.23,-39.84,-81.15,-70.53
10341122,---,29.78,44.92,12.13,29.35
10341123,---,-36.25,-29.28,-75.79,-5.35
10341124,---,-18.50,-38.02,-11.49,-15.16
10341125,---,-52.44,-88.98,-33.87,-36.75
10341126,---,94.15,88.62,97.15,94.59
10341127,---,37.85,26.26,46.77,39.93
10341128,---,-25.61,-8.37,-24.34,-45.39
10341129,---,21.46,-36.24,-27.23,88.09
10341130,---,-61.48,-54.25,-47.39,-82.62
10341131,---,-22.11,-20.56,6.58,-60.70
10341132,---,-80.19,-10.34,-84.89,-87.37
10341133,---,-42.69,-81.18,-14.91,-11.27
10341134,---,-63.39,-0.04,-93.45,-72.44
10341135,---,77.87,64.90,84.70,78.52
10341136,---,-67.89,-73.47,-75.55,-52.42
10341137,---,-39.37,-7.98,-69.82,-39.28
10341138,---,-64.34,-4.09,-74.79,-96.69
10341139,---,-74.56,-65.71,-60.33,-91.29
10341140,---,-68.72,-73.34,-66.52,-65.43
10341141,---,28.28,6.02,39.76,33.94
10341142,---,65.43,78.78,86.29,-11.22
10341143,---,-38.72,-51.51,-44.86,-19.94
10341144,---,-46.68,-25.22,-13.30,-91.18
10341145,---,49.51,51.25,55.47,41.75
10341146,---,-21.04,-67.96,-23.25,29.85
10341147,---,-39.48,-79.20,-19.50,-28.19
10341148,---,-71.47,-81.84,-83.25,-45.09
10341149,---,-5.71,-5.62,-5.54,-6.11
10341150,---,-49.12,-58.66,-18.19,-62.72
10341151,---,-41.05,-58.36,-45.37,-19.58
10341152,---,24.64,62.80,0.20,7.57
10341153,---,-64.41,-24.88,-57.44,-90.28
10341154,---,-50.31,-3.81,-68.70,-66.47
10341155,---,85.41,74.05,88.73,88.07
10341156,---,-40.70,-60.36,-67.73,13.59
10341157,---,17.70,31.41,14.53,7.36
10341158,---,-81.59,-53.80,-98.28,-60.71
10341159,---,-22.48,-62.67,-28.20,30.78
10341160,---,-15.03,-29.08,-21.50,6.43
10341161,---,-58.37,-42.43,-69.58,-60.34
10341162,---,18.43,-36.96,79.73,-15.04
10341163,---,-75.09,-81.27,-67.40,-76.24
10341164,---,-67.64,12.86,-74.03,-83.64
10341165,---,-72.74,-86.24,-53.41,-71.90
10341166,---,-85.57,-44.52,-94.40,-89.84
10341167,---,-9.12,10.89,-4.56,-31.32
10341168,---,-4.85,40.68,3.20,-58.79
10341169,---,51.94,42.97,54.13,57.17
10341170,---,-32.45,37.53,-38.21,-85.12
10341171,---,55.56,71.86,66.79,18.03
10341172,---,25.49,-27.68,-8.29,80.89
10341173,---,-70.92,-35.72,-83.85,-81.52
10341174,---,-6.85,27.48,-10.82,-26.09
10341175,---,-78.09,-57.78,-99.18,-68.02
10341176,---,-35.79,10.42,-45.99,-73.90
10341177,---,-73.90,-40.67,-66.63,-98.15
10341178,---,-40.06,-68.41,42.04,-73.87
10341179,---,-1.11,31.30,-0.23,-29.77
10341180,---,-76.18,-48.43,-85.59,-86.85
10341181,---,-78.99,-92.01,-75.02,-66.89
10341182,---,-75.72,-45.32,-84.42,-86.60
10341183,---,-63.05,-62.38,-68.42,-58.10
10341184,---,-40.04,-17.73,-22.70,-67.64
10341185,---,-70.69,-51.10,-74.59,-81.84
10341186,---,-63.53,-62.71,-57.51,-70.05
10341187,---,-11.60,-22.94,-18.63,2.97
10341188,---,-52.38,-26.89,-61.39,-64.88
10341189,---,51.56,44.79,61.96,48.08
10341190,---,-71.57,-62.41,-61.89,-88.38
10341191,---,-7.30,-27.78,-32.62,46.01
10341192,---,40.27,8.59,67.11,41.36
10341193,---,-40.82,-78.20,4.44,-31.21
10341194,---,77.96,72.90,78.77,81.75
10341195,---,-40.54,-12.85,-64.29,-46.13
10341196,---,-64.09,-65.51,-58.78,-67.26
10341197,---,-0.83,-4.26,-13.35,13.49
10341198,---,-32.26,7.53,-68.57,-28.68
10341199,---,87.58,72.97,88.51,94.38
10341200,---,58.90,44.63,79.33,42.34
10341201,---,-23.02,-30.57,-15.47,-23.15
10341202,---,-39.78,-4.70,-59.98,-50.17
10341203,---,-45.71,36.02,-90.50,-34.94
10341204,---,-39.08,9.06,-50.67,-64.42
10341205,---,-24.09,-71.85,24.98,-19.09
10341206,---,25.66,-27.08,64.82,35.35
10341207,---,-17.05,-23.65,-58.44,36.88
10341208,---,-42.65,-25.87,-35.57,-73.15
10341209,---,-32.52,-31.75,-48.47,-15.83
10341210,---,-82.17,-62.00,-92.46,-86.23
10341211,---,-67.55,-46.43,-68.18,-83.57
10341212,---,-20.70,-61.23,13.82,-20.29
10341213,---,-23.52,-1.93,-59.83,-21.19
10341214,---,-19.41,-38.05,3.03,-22.21
10341215,---,-75.90,-17.06,-91.68,-85.54
10341216,---,-48.23,23.10,-80.39,-68.75
10341217,---,7.72,32.38,-31.46,30.90
10341218,---,40.54,25.96,48.90,43.67
10341219,---,81.15,91.97,72.70,72.10
10341220,---,-43.31,13.77,-18.56,-93.31
10341221,---,-69.72,-28.94,-72.21,-88.27
10341222,---,-47.97,-41.06,-70.57,-33.41
10341223,---,8.38,-22.46,49.92,-1.66
10341224,---,-59.38,-5.07,-81.48,-62.38
10341225,---,-51.84,-45.48,-67.84,-42.32
10341226,---,-68.15,-78.48,-77.47,-47.00
10341227,---,73.34,73.83,71.63,75.05
10341228,---,66.81,50.75,35.89,91.59
10341229,---,-33.90,31.56,-67.91,-64.93
10341230,---,-51.17,-58.36,-57.22,-33.98
10341231,---,45.63,42.97,-43.41,89.27
10341232,---,-48.13,-28.29,-73.74,-46.90
10341233,---,54.62,39.29,57.37,64.67
10341234,---,74.89,49.18,82.82,83.41
10341235,---,-51.80,-37.15,-69.90,-45.87
10341236,---,-40.15,-95.36,-33.44,13.27
10341237,---,48.75,18.86,71.04,46.02
10341238,---,12.09,19.96,-0.22,17.18
10341239,---,-43.21,-72.27,-40.24,-11.60
10341240,---,48.54,54.92,42.26,48.70
10341241,---,6.23,-6.78,0.32,28.80
10341242,---,-44.39,-58.84,-1.15,-62.47
10341243,---,-13.93,20.49,-0.83,-55.95
10341244,---,-85.45,-99.29,-49.47,-84.91
10341245,---,72.48,-1.72,38.21,97.43
10341246,---,-72.78,-38.46,-82.18,-84.81
10341247,---,25.64,24.10,11.02,41.85
10341248,---,-23.01,43.67,-65.82,-37.68
10341249,---,44.98,34.75,65.65,28.76
10341250,---,-86.25,-77.21,-82.02,-95.22
10341251,---,60.95,61.17,40.27,75.29
10341252,---,-3.06,-18.64,69.32,-50.65
10341253,---,96.61,90.13,98.30,97.66
10341254,---,78.89,69.64,90.28,71.02
10341255,---,55.96,24.85,69.40,67.24
10341256,---,56.59,24.20,76.95,59.98
10341257,---,46.64,37.87,65.81,36.13
10341258,---,-4.60,45.40,7.24,-54.24
10341259,---,-61.67,-66.22,-82.99,-29.17
10341260,---,-3.65,-1.45,-47.17,46.90
10341261,---,91.53,79.01,95.62,93.98
10341262,---,-25.13,20.03,-70.92,-13.79
10341263,---,-31.77,-14.46,-53.94,-25.19
10341264,---,-1.55,-5.01,8.14,-10.39
10341265,---,10.36,41.71,-18.40,7.65
10341266,---,-42.13,-86.41,-49.60,13.17
10341267,---,-95.27,-91.49,-94.16,-98.35
10341268,---,32.75,45.58,75.49,-39.41
10341269,---,-95.44,-72.65,-96.99,-98.57
10341270,---,81.87,73.90,92.48,74.98
10341271,---,48.11,32.42,63.23,45.54
10341272,---,-69.42,-82.11,-65.40,-57.40
10341273,---,44.85,41.83,34.61,60.16
10341274,---,-68.56,-65.79,-75.28,-64.42
10341275,---,-67.85,-34.14,-72.20,-86.51
10341276,---,-73.67,-11.56,-94.56,-87.48
10341277,---,19.88,42.20,7.23,10.14
10341278,---,35.88,-17.10,51.67,65.17
10341279,---,82.65,78.75,77.24,89.08
10341280,---,43.98,29.80,33.77,69.96
10341281,---,-36.74,-30.48,-54.37,-25.16
10341282,---,-64.12,-58.15,-64.51,-68.86
10341283,---,6.15,-7.17,57.56,-32.96
10341284,---,-29.87,-17.98,-26.56,-48.03
10341285,---,73.59,67.30,74.83,78.56
10341286,---,-28.30,64.86,-73.69,-65.17
10341287,---,-36.95,-82.52,-16.40,8.91
10341288,---,-29.32,-39.56,-51.79,-10.29
10341289,---,33.39,-3.72,28.08,64.17
10341290,---,-63.21,-53.53,-64.38,-70.94
10341291,---,-25.48,-15.80,-1.02,-66.13
10341292,---,17.76,33.53,-6.88,28.81
10341293,---,-39.89,-44.28,-56.15,-21.99
10341294,---,8.63,31.84,72.42,-73.98
10341295,---,-39.61,-98.68,21.67,45.28
10341296,---,-30.34,3.58,-28.11,-63.94
10341297,---,-85.78,-78.70,-95.23,-73.27
10341298,---,22.72,25.44,64.47,-26.88
10341299,---,6.23,21.05,3.86,2.71
10341300,---,20.85,43.88,63.82,-41.62
10341301,---,0.00,-5.17,-7.90,29.40
10341302,---,-73.43,-35.53,-91.80,-93.67
10341303,---,52.10,63.27,-17.28,82.36
10341304,---,1.09,-31.16,16.24,13.66
10341305,---,-61.83,-57.43,-48.62,-77.44
10341306,---,-53.12,-65.51,-51.22,-41.96
10341307,---,-9.26,9.27,-14.83,-20.64
10341308,---,-67.17,-48.38,-69.73,-79.98
10341309,---,-75.25,-48.54,-83.52,-83.22
10341310,---,-18.80,-62.45,-2.76,-8.04
10341311,---,-18.25,-66.19,-26.80,51.84
10341312,---,-56.44,-74.53,-97.92,-9.59
10341313,---,-57.42,-25.41,-47.99,-91.35
10341314,---,-74.11,-40.59,-97.86,-54.12
10341315,---,-60.35,-21.66,-62.65,-79.45
10341316,---,51.14,41.20,54.58,55.92
10341317,---,-37.75,-7.60,-53.29,-48.90
10341318,---,-5.03,-7.59,25.26,-29.91
10341319,---,-87.74,-54.06,-99.60,-86.47
10341320,---,49.31,84.18,50.34,-22.77
10341321,---,-95.18,-72.45,-97.80,-98.17
10341322,---,-58.98,-8.92,-92.23,-49.23
10341323,---,32.94,41.67,26.43,31.07
10341324,---,-4.43,-60.60,83.62,-45.67
10341325,---,-47.45,-46.80,-48.21,-47.18
10341326,---,-46.01,3.38,-81.14,-43.77
10341327,---,95.20,88.19,99.60,66.12
10341328,---,51.10,30.98,82.41,13.56
10341329,---,37.62,23.43,29.37,55.33
10341330,---,2.07,31.50,-23.58,1.43
10341331,---,-0.61,-24.58,28.77,-0.10
10341332,---,68.30,53.15,69.36,80.09
10341333,---,-40.84,-63.33,-48.96,-7.08
10341334,---,-53.51,-75.00,-63.48,-16.39
10341335,---,-59.95,7.10,-85.63,-88.39
10341336,---,61.59,73.16,76.60,18.23
10341337,---,-75.17,-24.66,-98.56,-81.81
10341338,---,31.50,-19.71,40.28,62.82
10341339,---,-47.15,-14.74,-66.34,-52.33
10341340,---,1.90,-28.54,63.25,-30.49
10341341,---,21.42,6.88,25.02,31.20
10341342,---,-72.17,-24.02,-85.93,-80.94
10341343,---,-7.39,-11.62,-20.63,17.62
10341344,---,-46.81,32.01,-56.75,-85.57
10341345,---,59.96,-69.41,71.51,96.11
10341346,---,79.12,50.32,80.05,92.81
10341347,---,-61.28,-28.45,-89.66,-39.98
10341348,---,-67.10,-74.80,-78.16,-38.83
10341349,---,25.08,65.99,59.73,-58.26
10341350,---,-17.83,-41.33,-50.61,43.19
10341351,---,95.76,89.84,97.84,96.81
10341352,---,56.16,49.40,83.19,19.44
10341353,---,-26.24,-44.37,-32.04,2.01
10341354,---,-36.00,-19.58,12.19,-77.09
10341355,---,-23.84,-2.92,-63.08,-28.48
10341356,---,-39.04,-58.55,-47.71,-13.17
10341357,---,-15.36,28.30,-14.89,-61.07
10341358,---,-30.23,0.19,-19.59,-77.63
10341359,---,10.23,38.69,-95.92,95.79
10341360,---,-49.18,-87.30,-33.89,3.15
10341361,---,-76.22,-80.40,-90.13,-56.19
10341362,---,-75.04,-87.17,-65.89,-68.18
10341363,---,-51.39,-33.55,-78.91,-29.42
10341364,---,69.07,70.85,67.42,68.72
10341365,---,-27.13,-11.08,-19.48,-51.27
10341366,---,-66.87,-53.48,-83.19,-64.29
10341367,---,-63.15,-50.73,-46.42,-85.45
10341368,---,-50.86,-8.63,-64.46,-82.16
10341369,---,-48.32,-36.72,-58.63,-46.03
10341370,---,39.11,90.72,2.94,-21.53
10341371,---,27.57,2.53,25.76,52.89
10341372,---,-47.47,-31.26,-48.14,-60.44
10341373,---,-20.95,-14.91,-10.72,-34.22
10341374,---,-0.46,18.05,-33.90,31.23
10341375,---,-92.39,-83.04,-96.60,-92.19
10341376,---,-43.06,7.08,-61.14,-64.08
10341377,---,4.36,12.74,-27.50,25.59
10341378,---,43.51,11.55,55.40,49.80
10341379,---,-2.88,-52.65,-4.88,55.08
10341380,---,-71.33,-46.69,-90.89,-62.91
10341381,---,52.45,50.13,55.09,51.53
10341382,---,-76.51,-27.54,-99.15,-76.84
10341383,---,-76.51,-70.90,-92.82,-57.74
10341384,---,-33.57,-22.37,-62.87,-11.62
10341385,---,-52.33,-49.78,-64.23,-42.56
10341386,---,-19.91,-27.91,-11.07,-21.79
10341387,---,-11.15,-6.66,-40.66,8.94
10341388,---,73.03,45.27,44.57,91.82
10341389,---,40.11,20.18,45.51,53.80
10341390,---,-35.77,0.94,-61.59,-37.58
10341391,---,-78.72,-43.07,-78.10,-97.10
10341392,---,48.97,-11.75,83.08,56.56
10341393,---,-65.08,-47.53,-88.73,-43.79
10341394,---,-88.83,-97.80,-48.27,-93.51
10341395,---,48.13,44.61,51.24,48.61
10341396,---,-85.59,-59.83,-91.50,-92.37
10341397,---,-20.97,-46.70,-43.13,30.26
10341398,---,-92.90,-75.28,-91.82,-98.93
10341399,---,84.61,79.52,85.32,88.55
10341400,---,89.27,54.06,96.70,95.24
10341401,---,-28.88,-19.20,-47.47,-20.33
10341402,---,-89.82,-67.47,-86.38,-99.04
10341403,---,52.85,61.93,2.67,71.56
10341404,---,-63.55,-96.35,-55.82,-36.97
10341405,---,-90.36,-66.23,-94.98,-95.20
10341406,---,-53.66,-3.47,-89.03,-56.15
10341407,---,-22.00,67.54,-75.30,-73.46
10341408,---,-11.06,-11.31,-16.22,-5.56
10341409,---,-53.11,-54.31,-48.49,-56.62
10341410,---,-64.38,-81.64,-68.04,-29.58
10341411,---,-33.07,-11.26,-73.30,-19.92
10341412,---,-56.00,-13.07,-95.87,-44.23
10341413,---,-45.42,5.22,-70.03,-53.41
10341414,---,-93.42,-82.45,-95.92,-96.52
10341415,---,-23.59,45.81,-64.63,-45.73
10341416,---,-63.01,-64.80,-58.85,-65.22
10341417,---,-21.11,-13.84,-35.72,-16.36
