Probeset_ID,Gene Symbol,MF CNS,Sample_,Sample_,Sample_
10343469,---,-81.67,-59.88,-98.38,-77.39
10343470,---,-59.65,-29.26,-97.62,-48.70
10343471,---,26.68,30.41,78.96,-47.63
10343472,---,-71.84,-85.23,-66.94,-60.38
10343473,---,-65.54,-95.55,-50.10,-49.44
10343474,---,14.84,-19.28,27.12,39.43
10343475,---,-0.43,45.45,7.02,-46.01
10343476,---,92.13,98.39,89.98,73.77
10343477,---,98.00,82.95,99.97,95.60
10343478,---,-48.10,-70.20,6.61,-66.40
10343479,---,-54.67,-97.15,6.53,-62.39
10343480,---,99.62,99.71,99.78,98.98
10343481,---,-63.91,-87.73,-18.01,-68.28
10343482,---,-15.99,-17.25,-39.30,0.53
10343483,---,-36.91,-32.77,-33.31,-46.17
10343484,---,-20.67,23.53,-51.42,-32.99
10343485,---,-27.16,-53.53,0.00,-34.97
10343486,---,62.41,53.01,75.69,56.25
10343487,---,60.74,80.39,10.63,71.40
10343488,---,43.11,-67.50,45.07,93.57
10343489,---,-33.16,-91.72,1.93,29.69
10343490,---,-31.19,19.46,-10.07,-89.74
10343491,---,-8.87,-70.57,-21.10,67.98
10343492,---,91.70,97.31,91.74,77.44
10343493,---,32.00,-19.86,84.02,2.15
10343494,---,76.87,22.68,97.85,90.99
10343495,---,18.42,18.07,-18.94,56.96
10343496,---,93.93,85.91,99.06,97.18
10343497,---,21.04,87.35,-46.90,9.95
10343498,---,-49.50,-12.14,-91.31,-23.56
10343499,---,55.53,38.83,72.55,48.94
10343500,---,60.48,70.51,70.80,35.65
10343501,---,-17.51,27.43,-20.86,-58.65
10343502,---,67.17,90.81,0.62,70.05
10343503,---,63.04,81.79,52.85,51.33
10343504,---,-92.94,-96.80,-50.37,-96.71
10343505,---,18.84,-37.42,68.22,10.91
10343506,---,79.60,66.95,91.78,75.27
10343507,---,-60.01,-82.26,-30.35,-59.33
10343508,---,-25.44,50.83,-17.96,-88.51
10343509,---,-55.67,-71.24,1.94,-74.47
10343510,---,-54.01,-30.54,-46.37,-83.44
10343511,---,9.28,-23.21,88.41,-64.01
10343512,---,-82.17,-97.20,-46.81,-79.49
10343513,---,15.19,-68.33,77.63,32.10
10343514,---,-38.78,-58.01,-11.18,-42.57
10343515,---,11.81,37.90,-17.18,21.68
10343516,---,59.90,28.39,92.84,20.64
10343517,---,98.02,98.75,98.54,96.55
10343518,---,-69.90,-71.37,-72.93,-65.18
10343519,---,-56.93,-88.67,-41.82,-38.69
10343520,---,25.68,-4.60,66.17,11.58
10343521,---,-95.93,-97.31,-94.05,-95.57
10343522,---,-27.24,-18.04,-8.31,-68.42
10343523,---,-77.30,-94.42,-73.22,-51.60
10343524,---,-21.21,-47.77,21.62,-56.82
10343525,---,-18.55,-83.01,73.01,-31.52
10343526,---,-78.02,-93.51,-45.62,-82.70
10343527,---,-55.70,-62.33,-36.18,-68.65
10343528,---,77.35,98.27,-25.06,72.95
10343529,---,-28.82,-67.45,55.44,-58.24
10343530,---,63.74,73.53,83.68,6.11
10343531,---,53.90,-54.20,97.97,40.98
10343532,---,-44.77,-61.24,-57.82,-19.53
10343533,---,-3.48,-42.07,-35.68,61.47
10343534,---,-66.64,-71.29,-88.82,-38.27
10343535,---,-25.57,-97.80,93.47,51.29
10343536,---,-77.38,-80.56,-95.65,-41.30
10343537,---,97.55,99.11,92.52,98.08
10343538,---,-34.55,-7.14,-73.00,-27.41
10343539,---,33.79,26.43,88.93,-44.45
10343540,---,-78.12,-92.27,-66.41,-67.81
10343541,---,-72.37,-99.53,-0.60,-65.36
10343542,---,-58.55,-87.05,-24.05,-48.89
10343543,---,78.70,85.89,81.58,61.78
10343544,---,-38.95,40.50,-65.58,-76.36
10343545,---,24.17,51.70,44.51,-25.77
10343546,---,-29.63,-50.90,-68.04,31.18
10343547,---,44.79,81.80,-44.07,64.05
10343548,---,-8.35,-8.90,-25.38,9.08
10343549,---,48.71,89.32,53.12,-38.19
10343550,---,31.36,65.02,78.55,-69.34
10343551,---,-78.43,-72.77,-73.43,-87.97
10343552,---,-51.17,-90.09,29.62,-53.31
10343553,---,42.47,40.04,53.73,32.36
10343554,---,-60.51,-32.37,-87.12,-54.36
10343555,---,-14.33,14.54,-25.98,-31.55
10343556,---,-45.06,-38.84,-95.95,34.70
10343557,---,99.32,99.68,99.39,96.44
10343558,---,-45.22,-50.19,-36.63,-49.23
10343559,---,86.53,97.61,39.58,88.67
10343560,---,-16.87,-92.93,53.01,40.90
10343561,---,-28.89,-22.07,-21.95,-43.68
10343562,---,46.33,57.77,33.63,47.35
10343563,---,56.19,41.14,77.38,34.66
10343564,---,-10.42,-7.35,-31.11,8.65
10343565,---,-81.18,-90.73,-32.97,-96.84
10343566,---,28.68,44.11,71.77,-43.88
10343567,---,-48.84,-72.29,-52.91,-15.46
10343568,---,85.13,73.17,94.35,78.62
10343569,---,-17.12,-46.64,-2.90,1.37
10343570,---,14.76,-76.56,83.45,9.83
10343571,---,-35.27,82.35,-66.88,-95.74
10343572,---,15.35,-29.34,78.54,59.85
10343573,---,-5.02,-78.67,57.37,19.90
10343574,---,-36.56,-59.71,13.58,-59.07
10343575,---,64.79,81.95,17.52,75.87
10343576,---,-37.64,-55.25,-40.84,-20.34
10343577,---,-22.35,-93.83,36.91,49.42
10343578,---,-17.06,-22.96,-92.99,59.33
10343579,---,-19.54,-35.08,43.14,-57.84
10343580,---,29.07,81.50,51.92,-68.72
10343581,---,-95.39,-80.56,-96.31,-98.95
10343582,---,-8.68,32.54,-44.11,-9.05
10343583,---,88.83,87.71,97.62,74.11
10343584,---,-75.08,-38.25,-94.46,-62.98
10343585,---,-3.69,-2.11,-42.88,38.36
10343586,---,-68.00,-80.08,-72.60,-50.93
10343587,---,10.66,42.06,-54.01,34.30
10343588,---,10.78,38.95,25.65,-19.03
10343589,---,56.38,48.43,85.44,25.71
10343590,---,-65.86,-93.34,-19.10,-50.20
10343591,---,-11.69,-6.50,-93.78,44.54
10343592,---,67.96,75.03,75.84,47.57
10343593,---,-39.31,-81.45,0.25,-10.96
10343594,---,-88.26,-98.70,-75.52,-69.22
10343595,---,-23.10,-52.41,-77.99,55.92
10343596,---,-42.98,44.36,-48.48,-94.74
10343597,---,-11.83,47.27,-21.60,-59.23
10343598,---,13.91,-33.17,73.07,-16.92
10343599,---,-14.42,-71.02,39.33,8.54
10343600,---,-15.95,72.54,-81.70,-43.77
10343601,---,-14.60,73.69,-86.35,-10.55
10343602,---,74.39,-62.13,97.73,96.67
10343603,---,54.01,-53.52,91.34,78.71
10343604,---,12.75,-8.24,42.67,2.08
10343605,---,81.60,86.78,89.61,54.50
10343606,---,77.14,99.20,69.24,-18.55
10343607,---,-75.32,-71.28,-86.54,-66.24
10343608,---,60.43,63.06,5.44,84.16
10343609,---,-56.23,-98.59,-40.13,-26.73
10343610,---,44.76,51.72,51.85,29.44
10343611,---,-34.89,20.67,13.43,-88.77
10343612,---,41.37,32.47,51.25,36.27
10343613,---,-27.55,-24.73,-64.47,-7.50
10343614,---,-4.01,-13.99,82.13,-80.15
10343615,---,-27.79,-9.69,-73.08,-12.35
10343616,---,-50.84,-55.95,-74.55,-23.52
10343617,---,-52.05,-80.37,29.20,-72.36
10343618,---,35.94,-69.27,97.21,-0.42
10343619,---,-5.81,-7.99,32.26,-35.11
10343620,---,-35.84,-33.11,-6.41,-73.77
10343621,---,-56.49,-15.93,-65.53,-80.85
10343622,---,45.61,48.23,-39.19,86.97
10343623,---,-20.56,32.60,-37.74,-53.28
10343624,---,-52.85,-52.92,-28.80,-71.23
10343625,---,-67.50,-94.42,-77.31,-23.58
10343626,---,42.72,-2.46,54.28,64.18
10343627,---,-41.96,-21.80,-58.88,-49.33
10343628,---,-48.03,-50.71,-46.95,-46.88
10343629,---,-13.87,-67.36,65.45,-39.13
10343630,---,-29.79,-81.39,-9.03,36.47
10343631,---,76.99,14.00,90.20,87.21
10343632,---,54.89,78.69,62.82,-7.93
10343633,---,-90.90,-95.43,-77.03,-93.41
10343634,---,28.49,-15.19,45.51,50.04
10343635,---,-83.76,-54.22,-97.30,-78.13
10343636,---,-72.65,-42.24,-84.00,-81.19
10343637,---,-94.64,-99.59,-90.31,-69.45
10343638,---,-44.38,-65.25,6.98,-82.19
10343639,---,-24.54,-52.10,-34.63,18.38
10343640,---,1.78,-8.98,25.48,0.16
10343641,---,-42.08,-36.21,-10.28,-76.52
10343642,---,-80.14,-92.78,-82.86,-58.25
10343643,---,-58.34,-90.16,-20.40,-41.27
10343644,---,35.76,59.61,59.58,-24.63
10343645,---,-72.89,-74.80,-53.85,-86.94
10343646,---,-60.58,-97.89,-23.86,-55.61
10343647,---,-58.21,-79.81,-42.48,-52.46
10343648,---,-73.86,-99.38,-20.13,-57.66
10343649,---,65.29,93.55,32.77,31.70
10343650,---,-61.96,-89.66,-66.52,-9.52
10343651,---,26.31,57.58,21.54,-4.13
10343652,---,49.60,63.06,25.63,56.62
10343653,---,18.95,-29.47,81.52,-24.49
10343654,---,-11.18,28.89,-44.19,-15.92
10343655,---,41.16,80.24,-17.14,29.47
10343656,---,13.29,-6.65,15.90,36.27
10343657,---,-33.40,-34.27,-22.49,-43.24
10343658,---,44.18,76.05,-6.57,49.91
10343659,---,44.90,55.23,-14.09,73.96
10343660,---,-56.01,-85.71,-1.19,-91.17
10343661,---,26.19,12.32,58.01,-1.89
10343662,---,38.51,87.80,-86.21,54.11
10343663,---,32.64,-32.28,-10.84,92.31
10343664,---,8.14,54.04,23.31,-53.86
10343665,---,24.03,-24.88,51.55,40.31
10343666,---,-91.37,-98.31,-89.71,-77.91
10343667,---,92.82,87.93,78.12,98.44
10343668,---,-59.53,-84.89,-52.12,-33.00
10343669,---,-67.04,-65.28,-55.73,-82.14
10343670,---,89.77,99.78,16.88,90.54
10343671,---,-39.38,-98.59,29.98,-10.73
10343672,---,-29.39,3.94,-38.59,-58.06
10343673,---,-84.85,-96.55,-70.08,-77.77
10343674,---,42.24,65.16,62.25,-14.32
10343675,---,-27.53,-59.91,22.98,-38.56
10343676,---,-38.02,-31.87,-31.61,-52.69
10343677,---,-30.85,-6.54,-68.11,1.66
10343678,---,82.53,37.37,90.00,92.30
10343679,---,-34.82,-81.38,18.55,-14.07
10343680,---,-10.97,-24.48,-10.14,0.59
10343681,---,-13.12,-3.05,-74.14,44.71
10343682,---,53.51,50.30,77.29,18.35
10343683,---,-5.79,22.97,10.23,-48.60
10343684,---,4.91,74.30,-45.60,-18.27
10343685,---,-46.66,-15.60,-60.83,-59.82
10343686,---,98.76,99.75,95.74,97.69
10343687,---,-23.07,-32.78,-25.71,-10.88
10343688,---,-51.69,-71.33,-58.08,-28.16
10343689,---,78.63,99.07,63.63,9.60
10343690,---,14.02,-64.58,47.68,56.46
10343691,---,88.73,99.01,19.20,89.50
10343692,---,-68.65,-73.32,40.83,-98.02
10343693,---,91.80,96.73,60.00,95.99
10343694,---,-25.98,-71.86,27.95,-27.87
10343695,---,-76.11,-69.81,-55.88,-91.62
10343696,---,-42.34,54.57,-83.88,-86.15
10343697,---,-93.55,-99.61,-69.58,-59.31
10343698,---,-95.24,-98.30,-82.86,-93.60
10343699,---,-69.59,-91.66,-55.01,-52.56
10343700,---,-9.35,-13.81,9.48,-22.35
10343701,---,6.30,5.82,45.07,-37.47
10343702,---,-27.06,-99.24,76.27,-15.33
10343703,---,3.31,89.14,-14.17,-82.77
10343704,---,37.77,80.56,79.54,-7.99
10343705,---,-46.61,-28.49,-15.79,-84.64
10343706,---,84.83,46.05,94.46,91.95
10343707,---,-63.50,11.82,-75.68,-94.79
10343708,---,50.63,84.50,30.00,13.16
10343709,---,-36.20,-62.71,14.86,-56.54
10343710,---,79.91,92.96,-2.64,95.05
10343711,---,6.94,48.97,33.38,-34.77
10343712,---,-7.59,51.56,-19.88,-40.27
10343713,---,-74.75,-91.08,-19.74,-86.41
10343714,---,90.40,87.34,96.46,84.88
10343715,---,29.00,5.23,77.00,-21.77
10343716,---,-57.50,-18.82,-59.41,-87.66
10343717,---,1.44,-20.13,35.19,-22.78
10343718,---,49.30,31.00,52.33,61.60
10343719,---,61.06,88.23,25.26,48.74
10343720,---,46.52,3.38,88.44,52.43
10343721,---,-98.23,-95.51,-95.66,-99.66
10343722,---,-76.44,-41.83,-23.41,-100.02
10343723,---,-68.62,-42.17,-81.71,-77.53
10343724,---,-49.93,-46.49,-67.66,-33.22
10343725,---,87.76,88.92,83.02,90.77
10343726,---,31.70,9.26,36.94,44.19
10343727,---,-97.40,-96.03,-95.76,-98.33
10343728,---,-30.43,-73.53,-18.70,14.62
10343729,---,-71.76,-83.63,-51.96,-74.57
10343730,---,-13.43,24.47,-61.14,-0.63
10343731,---,-19.76,58.84,-64.00,-46.53
10343732,---,-36.08,-41.06,-86.53,30.11
10343733,---,-11.52,-44.73,29.51,-13.83
10343734,---,-0.39,84.55,21.37,-91.89
10343735,---,76.32,85.99,55.72,76.78
10343736,---,12.42,-36.21,62.98,8.17
10343737,---,56.97,11.03,91.83,57.91
10343738,---,-70.94,-35.71,-80.63,-93.98
10343739,---,92.50,94.11,93.41,90.19
10343740,---,-42.35,-80.75,5.90,-48.55
10343741,---,87.28,54.63,87.56,97.96
10343742,---,-7.60,50.61,-31.97,-39.34
10343743,---,31.50,85.77,48.52,-71.96
10343744,---,-47.33,-25.90,-84.57,4.88
10343745,---,66.24,69.47,65.39,62.82
10343746,---,-75.15,-89.25,-48.08,-74.54
10343747,---,-0.12,-89.43,91.46,-8.57
10343748,---,87.41,91.94,87.46,80.77
10343749,---,22.59,3.36,18.13,49.53
10343750,---,-53.33,-42.65,-47.25,-72.53
10343751,---,9.67,-63.25,72.57,15.93
10343752,---,93.62,68.71,98.91,98.98
10343753,---,-97.32,-93.69,-99.21,-96.05
10343754,---,-0.30,-28.37,78.08,-56.14
10343755,---,-13.98,-71.18,58.38,-21.66
10343756,---,-1.55,24.15,13.10,-37.93
10343757,---,-81.47,-94.07,-76.35,-71.29
10343758,---,-59.48,17.84,-96.02,-46.35
10343759,---,-45.10,-52.09,-32.08,-52.09
10343760,---,-76.65,-97.29,14.28,-63.86
10343761,---,-91.48,-98.82,-26.32,-99.09
10343762,---,-29.69,-64.58,53.54,-67.81
10343763,---,0.61,-24.11,20.92,18.69
10343764,---,-60.85,-89.74,7.17,-62.82
10343765,---,-17.04,38.29,-70.97,-20.32
10343766,---,-80.27,-92.49,-31.52,-88.66
10343767,---,-72.97,-90.37,-68.92,-53.74
10343768,---,-51.99,-92.83,-85.04,64.35
10343769,---,-91.30,-97.64,-90.83,-60.66
10343770,---,18.93,44.03,-18.62,33.22
10343771,---,-47.23,-5.89,-22.92,-81.54
10343772,---,71.53,92.27,55.88,35.65
10343773,---,-51.59,-75.89,-80.16,-7.60
10343774,---,-55.79,-62.53,-48.95,-56.26
10343775,---,-42.03,-28.07,-58.83,-44.85
10343776,---,-13.20,-2.15,-42.58,-0.04
10343777,---,-55.64,-93.41,-55.94,6.65
10343778,---,-20.60,-8.07,-24.11,-37.23
10343779,---,91.11,81.82,97.40,86.90
10343780,---,46.73,52.74,53.07,29.37
10343781,---,-67.45,-94.56,-3.81,-74.54
10343782,---,-43.97,-54.63,-57.73,-17.24
10343783,---,33.70,83.49,30.07,-38.98
10343784,---,50.02,79.54,33.24,20.97
10343785,---,-49.59,-93.98,14.69,-28.81
10343786,---,57.45,64.40,82.67,-13.64
10343787,---,-87.03,-97.04,-61.78,-38.75
10343788,---,0.89,67.89,-19.72,-59.74
10343789,---,5.52,-1.28,-2.51,20.18
10343790,---,-55.87,-78.39,-7.79,-63.92
10343791,---,59.39,96.42,-6.92,22.94
10343792,---,-59.97,-89.66,-54.70,-30.51
10343793,---,3.38,-79.54,67.77,27.03
10343794,---,64.61,93.12,92.25,-57.17
10343795,---,-4.62,-37.08,43.72,-23.28
10343796,---,-83.98,-85.01,-83.56,-83.37
10343797,---,57.72,71.62,44.44,54.75
10343798,---,8.14,69.58,-53.04,0.94
10343799,---,-78.96,-78.65,-87.20,-66.60
10343800,---,86.23,70.17,96.40,83.72
10343801,---,-10.76,36.41,-33.70,-18.83
10343802,---,4.25,43.40,-29.28,-16.87
10343803,---,-0.82,52.57,-32.16,-40.70
10343804,---,-30.35,27.76,-50.50,-62.57
10343805,---,-47.33,-99.01,62.95,-72.79
10343806,---,20.37,63.20,-42.92,43.75
10343807,---,-43.66,-57.83,19.13,-72.07
10343808,---,26.09,82.79,-21.02,-9.64
10343809,---,13.07,49.60,39.57,-45.90
10343810,---,-52.36,-0.77,-97.76,-52.06
10343811,---,-64.21,-18.66,-66.22,-91.59
10343812,---,-56.19,-70.45,-81.94,4.98
10343813,---,57.31,86.00,26.03,52.00
10343814,---,-65.26,-82.96,-35.83,-84.14
10343815,---,-9.74,-59.16,-2.08,-2.28
10343816,---,37.50,51.30,-12.47,65.50
10343817,---,-17.38,33.43,19.75,-81.58
10343818,---,-63.50,-77.54,-44.72,-62.03
10343819,---,-35.44,-50.26,-56.80,1.53
10343820,---,-12.15,-69.33,46.85,-10.97
10343821,---,81.26,86.99,86.88,63.83
10343822,---,-16.01,-67.10,77.31,-57.96
10343823,---,-68.19,-91.73,1.91,-5.51
10343824,---,74.17,73.87,80.10,67.45
10343825,---,-87.71,-95.29,-82.93,-80.00
10343826,---,96.04,95.89,95.71,96.51
10343827,---,-82.31,-91.19,-48.93,-94.38
10343828,---,25.54,78.57,-46.64,28.90
10343829,---,-29.90,1.27,-31.08,-53.19
10343830,---,-54.89,-65.50,-37.02,-61.08
10343831,---,-50.64,-87.12,9.04,-52.82
10343832,---,-24.46,-50.43,42.28,-60.39
10343833,---,-32.80,-94.14,-7.19,20.40
10343834,---,-58.44,-85.09,-6.96,-63.46
10343835,---,-3.36,22.63,-80.54,57.84
10343836,---,31.89,90.49,-74.66,30.66
10343837,---,73.96,49.42,97.74,20.07
10343838,---,0.95,-39.84,40.15,6.59
10343839,---,-24.81,46.14,-7.66,-86.61
10343840,---,-44.44,-93.16,-16.48,22.73
10343841,---,-15.33,55.60,-51.68,-48.96
10343842,---,72.92,84.09,47.60,71.90
10343843,---,56.11,21.88,67.88,61.27
10343844,---,-96.01,-82.41,-99.50,-91.32
10343845,---,-15.73,32.13,-14.39,-62.29
10343846,---,-41.10,-40.57,17.59,-87.00
10343847,---,63.10,37.70,93.59,23.64
10343848,---,-22.12,-19.49,-13.52,-33.41
10343849,---,81.97,98.87,47.64,34.93
10343850,---,-44.02,-90.44,-50.21,31.56
10343851,---,-1.85,-31.20,48.99,-8.08
10343852,---,-11.43,-85.30,13.75,53.93
10343853,---,-50.41,-28.54,-72.16,-51.15
10343854,---,70.09,93.52,39.71,36.58
10343855,---,-29.28,-38.12,-48.13,-13.89
10343856,---,-28.94,-88.14,-28.13,66.72
10343857,---,15.89,62.48,1.26,-15.34
10343858,---,21.43,41.64,-3.33,23.43
10343859,---,-36.91,-77.58,-56.52,25.68
10343860,---,-38.72,-57.76,-21.53,-36.70
10343861,---,0.56,-59.12,28.71,52.63
10343862,---,62.61,80.87,50.06,47.88
10343863,---,-38.01,-8.68,-52.23,-65.17
10343864,---,-39.63,-20.03,-21.88,-69.25
10343865,---,-38.82,-98.63,30.15,22.75
10343866,---,99.27,98.96,99.94,98.92
10343867,---,-17.74,-55.18,33.99,-41.26
10343868,---,27.30,64.02,2.63,8.72
10343869,---,-5.51,-60.75,-25.37,69.35
10343870,---,2.78,60.16,28.17,-72.82
10343871,---,-8.62,16.06,-12.57,-26.06
10343872,---,-20.56,-48.73,-22.19,6.76
10343873,---,-5.81,-8.18,3.94,-11.33
10343874,---,-69.39,-99.30,61.50,-89.51
10343875,---,-55.42,-92.83,51.88,-60.53
10343876,---,-12.41,-5.51,-54.60,28.87
10343877,---,-13.02,-70.76,74.34,-43.59
10343878,---,-26.29,-32.35,28.35,-71.85
10343879,---,-60.70,-94.37,-40.75,-8.74
10343880,---,23.13,77.36,-12.64,-32.81
10343881,---,9.02,-39.65,50.00,12.00
10343882,---,-4.01,-17.87,32.09,-7.66
10343883,---,59.81,58.10,-13.75,92.43
10343884,---,-35.82,-34.05,-13.56,-59.07
10343885,---,-28.56,-1.87,-33.87,-45.91
10343886,---,-55.00,-12.66,-63.06,-75.79
10343887,---,-44.69,-87.35,-22.53,18.92
10343888,---,-51.49,-63.35,-18.70,-69.28
10343889,---,-39.93,-44.54,-38.94,-36.08
10343890,---,-32.11,22.73,25.43,-92.53
10343891,---,-70.77,-77.86,-97.22,-30.36
10343892,---,70.42,95.94,81.47,-32.77
10343893,---,68.51,96.71,12.25,37.18
10343894,---,-37.62,-52.68,-14.15,-42.94
10343895,---,-74.42,-93.22,-67.33,-38.95
10343896,---,-83.52,-82.38,-75.15,-91.68
10343897,---,26.13,64.40,10.52,3.39
10343898,---,-21.63,24.50,-27.93,-58.85
10343899,---,-19.39,-22.71,-31.26,-5.48
10343900,---,-87.21,-84.51,-66.63,-98.38
10343901,---,-51.30,-89.09,-33.41,-14.04
10343902,---,3.81,85.47,-75.17,2.26
10343903,---,-80.70,-96.14,-55.77,-46.41
10343904,---,61.61,97.29,4.57,44.82
10343905,---,27.94,20.39,-17.28,69.38
10343906,---,-72.38,-94.95,-7.02,-55.56
10343907,---,-74.80,4.27,-86.33,-92.29
10343908,---,-71.46,-89.23,-74.94,-37.16
10343909,---,-16.45,-9.94,-66.71,3.34
10343910,---,-0.82,-89.56,94.31,3.80
10343911,---,-29.14,11.49,-75.82,-66.15
10343912,---,-64.86,-64.41,-85.52,-36.87
10343913,---,-15.51,-55.22,-55.58,62.26
10343914,---,-16.24,47.80,-68.52,-13.18
10343915,---,-9.40,70.47,-32.88,-67.80
10343916,---,-67.54,-76.23,-13.76,-91.09
10343917,---,68.63,90.81,72.49,16.95
10343918,---,95.42,99.08,97.38,71.42
10343919,---,97.95,99.65,96.10,91.95
10343920,---,70.77,82.41,27.86,73.32
10343921,---,-86.21,-91.77,-82.58,-84.30
10343922,---,41.54,83.14,34.27,-19.08
10343923,---,-60.22,-85.37,-26.89,-63.74
10343924,---,-97.10,-89.67,-96.92,-99.26
10343925,---,-88.36,-81.02,-96.36,-84.69
10343926,---,3.32,35.25,22.52,-40.22
10343927,---,-91.66,-99.20,-84.03,-41.60
10343928,---,-93.73,-99.33,-76.60,-85.83
10343929,---,-33.87,-16.41,-41.53,-42.85
10343930,---,24.39,5.64,1.79,59.07
10343931,---,83.35,87.96,76.02,84.75
10343932,---,2.32,-83.42,73.81,35.57
10343933,---,-77.28,-87.62,-3.32,-77.06
10343934,---,-95.74,-95.39,-96.69,-95.12
10343935,---,-24.96,-21.81,-40.44,-14.44
10343936,---,-51.55,-84.44,-21.81,-40.67
10343937,---,-46.62,-85.35,39.72,-74.70
10343938,---,2.51,30.89,-0.10,-17.61
10343939,---,-16.91,-44.08,25.58,-27.69
10343940,---,45.96,37.37,75.64,18.99
10343941,---,88.45,99.46,85.56,46.08
10343942,---,68.33,14.02,86.28,83.58
10343943,---,-22.42,-8.22,-34.40,-29.01
10343944,---,-84.07,-63.98,-92.25,-90.25
10343945,---,10.30,-35.14,-87.63,95.77
10343946,---,-61.04,-72.98,-50.93,-55.93
10343947,---,-5.34,-8.12,-0.98,-22.51
10343948,---,-69.46,-77.37,-59.37,-73.21
10343949,---,-80.04,-89.62,-68.30,-77.69
10343950,---,-27.81,-37.72,-27.33,-21.56
10343951,---,-72.98,-71.48,-83.26,-60.93
10343952,---,-15.02,-79.66,32.42,27.33
10343953,---,82.03,91.03,79.54,69.20
10343954,---,-44.35,-81.50,-30.24,-18.76
10343955,---,14.06,32.75,42.95,-38.69
10343956,---,11.04,61.83,33.38,-65.02
10343957,---,-20.86,-45.88,40.53,-48.25
10343958,---,-2.37,-37.17,73.32,-31.90
10343959,---,-30.30,-93.35,-52.61,66.73
10343960,---,53.63,72.61,64.14,11.23
10343961,---,-3.72,-0.91,82.74,-93.79
10343962,---,20.16,-48.38,61.50,50.47
10343963,---,2.08,-64.07,42.51,32.38
10343964,---,-33.48,-4.53,-69.73,-46.06
10343965,---,-68.11,-96.58,34.00,-80.14
10343966,---,90.01,74.07,92.42,94.87
10343967,---,79.34,92.11,83.57,44.53
10343968,---,-18.99,-29.85,-10.58,-16.07
10343969,---,-83.30,-89.46,-77.44,-82.08
10343970,---,-83.19,-94.52,-70.91,-64.20
10343971,---,-57.67,-65.45,-55.45,-51.35
10343972,---,-96.31,-97.32,-80.42,-99.25
10343973,---,4.84,-16.40,33.32,-3.27
10343974,---,8.45,17.71,7.45,3.60
10343975,---,-3.53,-10.75,-10.66,28.98
10343976,---,16.00,57.77,2.16,-18.38
10343977,---,-14.12,-47.12,12.60,-3.97
10343978,---,2.21,-4.67,-0.41,20.89
10343979,---,-60.78,-89.80,33.10,-81.22
10343980,---,-94.44,-98.39,-87.87,-95.30
10343981,---,-33.19,-56.37,-17.84,-22.02
10343982,---,-74.72,-70.08,-50.65,-91.87
10343983,---,-35.82,-55.43,-54.30,-3.26
10343984,---,-37.92,-42.31,-34.58,-36.60
10343985,---,-74.24,-70.13,-60.47,-91.02
10343986,---,-69.56,-58.77,-27.72,-98.68
10343987,---,-74.02,-70.78,-54.62,-90.94
10343988,---,-84.33,-53.86,-90.84,-95.30
10343989,---,-26.69,-28.22,-21.65,-30.02
10343990,---,-75.09,-79.06,-65.73,-80.65
10343991,---,61.17,77.20,47.89,54.01
10343992,---,23.61,36.81,-28.08,58.90
10343993,---,-53.37,-70.09,-4.79,-80.66
10343994,---,79.12,88.32,80.51,59.97
10343995,---,-38.53,-11.94,-71.00,-37.62
10343996,---,-91.56,-83.91,-93.35,-95.21
10343997,---,-65.38,-75.45,-56.70,-64.05
10343998,---,-96.48,-89.41,-78.24,-99.87
10343999,---,-74.11,-90.46,-32.10,-86.18
10344000,---,-5.26,-26.59,20.22,-5.32
10344001,---,-17.27,9.81,-64.41,-15.06
10344002,---,-2.52,-10.70,53.51,-50.41
10344003,---,-87.83,-71.96,-93.27,-92.63
10344004,---,-35.35,-88.50,35.96,-26.41
10344005,---,39.82,32.60,-1.08,73.41
10344006,---,-18.18,-43.72,22.59,-38.15
10344007,---,64.06,73.96,95.83,-28.14
10344008,---,94.60,81.94,98.98,93.22
10344009,---,41.20,-23.56,62.90,77.16
10344010,---,-93.84,-94.68,-98.03,-78.63
10344011,---,32.55,73.56,17.17,6.33
10344012,---,-87.47,-96.80,11.67,-80.33
10344013,---,-91.30,-97.05,-66.90,-95.39
10344014,---,65.14,93.90,48.96,19.38
10344015,---,-73.14,-54.55,-72.64,-86.80
10344016,---,-18.56,-0.53,-16.74,-39.71
10344017,---,90.93,88.75,94.01,89.97
10344018,---,34.99,73.20,-10.51,29.24
10344019,---,-43.90,-29.00,8.18,-87.93
10344020,---,34.49,56.54,8.66,36.31
10344021,---,-22.62,-97.84,81.22,-34.12
10344022,---,-19.81,-28.57,-10.54,-23.38
10344023,---,85.97,80.98,55.81,96.83
10344024,---,17.32,-15.53,31.46,22.36
10344025,---,88.26,93.73,77.19,88.84
10344026,---,-65.17,-83.88,-46.05,-62.06
10344027,---,84.67,57.20,96.87,82.50
10344028,---,72.36,17.40,87.67,87.67
10344029,---,-40.19,-90.64,37.77,-51.06
10344030,---,36.50,67.75,41.03,-11.82
10344031,---,-89.59,-95.45,-25.52,-99.10
10344032,---,20.36,63.39,-9.09,-4.02
10344033,---,8.12,-35.18,52.04,6.48
10344034,---,-80.28,-75.91,-85.14,-79.09
10344035,---,-10.35,28.79,40.88,-76.06
10344036,---,56.37,-62.82,94.68,71.90
10344037,---,-41.30,-78.20,41.64,-75.64
10344038,---,-90.68,-96.08,-91.31,-79.23
10344039,---,-60.04,-85.08,38.87,-94.32
10344040,---,-37.40,-27.32,4.96,-86.67
