Probeset_ID,Gene Symbol,MF SP,Sample_,Sample_,Sample_
10396372,Mnat1,-33.09,-56.79,-20.09,-22.33
10396383,Slc38a6,99.17,99.52,98.82,99.26
10396402,Prkch,-15.68,-20.51,-11.96,-14.07
10396419,---,-13.84,-8.63,-15.77,-17.66
10396421,Hif1a,-33.37,-77.51,19.37,-16.47
10396440,Gm5068,-78.23,-71.55,-81.18,-81.43
10396442,Snapc1,27.57,-18.71,48.27,48.93
10396454,Syt16,-15.06,-8.95,-20.26,-18.72
10396466,1700086L19Rik,-41.39,-23.52,-56.22,-51.20
10396472,Dbpht2,-55.22,-78.08,-70.88,-24.50
10396476,Rhoj,-76.22,-85.80,-77.88,-65.45
10396485,Syne2,95.03,94.55,95.38,95.03
10396511,Syne2,90.40,89.18,92.91,87.24
10396606,Syne2,90.36,90.12,90.75,90.09
10396608,---,87.30,84.28,88.36,88.17
10396610,Mthfd1,-75.12,-89.75,-60.12,-68.25
10396640,Akap5,-68.35,-63.23,-86.33,-51.72
10396645,Zbtb1,21.13,7.78,17.15,36.80
10396652,Hspa2,-88.44,-87.12,-85.16,-92.32
10396656,Ppp1r36,-50.30,-23.93,-97.40,-31.66
10396669,---,-24.89,10.95,-76.66,-13.83
10396671,Plekhg3,1.44,4.17,2.35,-0.64
10396694,Churc1 or LOC639541 or Fntb,-95.01,-97.91,-92.19,-94.33
10396699,Fntb or LOC639541,-83.73,-82.92,-89.61,-77.82
10396712,Fut8,-13.12,-54.12,15.06,5.81
10396730,---,64.13,56.24,79.86,49.20
10396732,Gm6657,-34.95,-42.08,-13.54,-71.18
10396740,Gphn,-26.07,-41.40,-5.49,-32.02
10396767,Fam71d,-34.34,-25.14,-41.06,-38.99
10396778,Mpp5,-52.47,-82.45,-5.27,-51.12
10396795,Eif2s1,-52.03,-82.25,-17.58,-12.93
10396800,Plekhh1,-24.75,-23.30,-20.44,-32.82
10396831,Arg2 or Vti1b,-40.24,-40.50,-49.08,-33.41
10396840,Rdh12,-91.00,-77.38,-97.44,-91.32
10396849,Rad51l1,-58.71,-44.86,-80.91,-45.70
10396862,Actn1 or Strm,98.06,99.20,97.79,94.78
10396867,Exd2,-66.00,-83.16,-35.24,-68.97
10396877,Galntl1,-67.63,-35.16,-92.08,-74.31
10396896,Slc39a9,15.11,-16.57,36.94,23.45
10396905,3830431G21Rik,-29.86,-24.17,-27.64,-38.82
10396919,4933426M11Rik,72.27,65.91,84.74,61.74
10396926,Srsf5,83.24,80.03,88.96,77.86
10396936,Smoc1,-77.11,-57.96,-89.05,-81.16
10396950,---,-53.78,-25.51,-57.93,-79.62
10396952,Ttc9,-59.40,-38.57,-65.49,-78.72
10396956,Pcnx,-77.55,-75.69,-75.39,-82.26
10397000,---,42.33,14.95,48.78,59.59
10397002,Sipa1l1,83.43,80.14,87.78,80.90
10397030,Rgs6,-68.44,-24.30,-84.30,-96.11
10397052,---,-19.18,-59.02,-6.54,2.89
10397054,Dcaf4,-54.16,-45.48,-62.38,-53.42
10397068,Rbm25,68.59,63.61,74.23,67.36
10397081,Rbm25,-23.88,-26.37,-22.04,-23.50
10397083,Rbm25,-41.79,-54.24,-45.69,-25.69
10397085,Rbm25,47.27,32.61,54.85,52.68
10397094,Psen1,30.84,-10.88,63.83,24.67
10397112,Papln,-25.31,4.66,-67.45,-28.59
10397143,2410016O06Rik,-64.61,-60.14,-55.32,-76.54
10397145,Acot2,12.24,-49.87,61.64,23.66
10397148,Acot1,19.55,-0.53,26.60,31.12
10397153,Acot4,-4.44,-6.90,-2.56,-4.53
10397158,Acot3,-26.48,-40.92,-34.38,-13.01
10397166,Acot5,-74.50,-36.88,-95.29,-75.94
10397172,Acot6,-46.04,27.84,-76.70,-71.25
10397179,Dnalc1,-68.69,-67.39,-72.47,-66.73
10397189,Ptgr2,-69.73,-85.95,-48.83,-63.60
10397201,Zfp410,-33.16,-67.75,3.61,-23.43
10397216,Coq6,-94.81,-97.74,-94.61,-88.22
10397230,2900006K08Rik,-75.60,-34.15,-58.85,-99.53
10397244,Rnf113a2,-69.25,-86.76,-32.36,-73.46
10397249,Lin52,-10.64,-0.44,30.81,-63.38
10397257,Vsx2,-26.57,-1.33,-86.64,-37.88
10397264,Vrtn,-33.00,-13.93,-72.27,-24.88
10397267,Isca2,-17.97,-53.06,-11.68,9.36
10397275,D030025P21Rik or Ltbp2,18.93,56.44,-15.35,10.36
10397277,Fcf1 or LOC633406,-52.09,-61.01,-52.83,-42.29
10397281,Ylpm1,-25.36,-6.08,-41.03,-31.99
10397311,Dlst,-12.65,-45.08,27.06,-16.47
10397332,Eif2b2,-46.31,-69.70,-20.13,-40.93
10397342,Fam164c,-27.71,4.12,-65.19,-25.19
10397346,Fos,70.27,48.42,93.85,42.58
10397351,Jdp2,81.93,87.03,86.79,62.68
10397359,Batf,8.68,12.77,12.28,-0.36
10397364,Mfsd7c,-74.70,-55.14,-93.08,-71.69
10397377,Ttll5,-88.02,-92.30,-84.06,-86.28
10397416,1700019E19Rik,-71.25,-71.28,-77.53,-65.22
10397428,1700020O03Rik,58.44,63.18,58.95,53.43
10397440,Esrrb,-57.29,-39.34,-74.47,-58.98
10397448,---,-35.86,-38.19,-41.23,-28.98
10397450,Vash1,-53.58,-17.82,-92.15,-41.64
10397460,Gm6772,-60.60,-23.67,-81.80,-79.49
10397476,2310044G17Rik,-74.89,-83.24,-72.59,-67.13
10397482,Tmem63c,-22.14,-11.73,-41.21,-21.79
10397507,Gstz1 or Pomt2,-79.37,-88.38,-72.18,-74.94
10397518,Ahsa1,-89.40,-92.28,-69.73,-94.15
10397528,Rpl21,-10.64,-0.44,30.81,-63.38
10397530,1810035L17Rik or Nrp,-75.94,-76.17,-74.78,-76.31
10397536,---,42.36,56.31,61.48,4.84
10397538,---,58.64,92.57,31.95,5.22
10397541,Gm2022 or Gm5662 or Gm8300 or Gm2016,-62.23,-96.81,-2.78,-61.43
10397543,Gm8300 or Gm5662 or Gm2022 or Gm2016,-10.64,-0.44,30.81,-63.38
10397545,Oog1 or Gm10436 or Gm13023 or C87977 or Gm2042,-48.74,-41.32,-60.53,-46.69
10397551,BB287469 or Gm4027,-54.27,-49.63,-28.11,-94.80
10397553,---,-29.46,-7.75,-35.52,-59.89
10397555,---,-33.96,-35.23,-3.96,-63.02
10397557,---,-19.60,-75.78,33.99,-33.19
10397559,---,-55.51,70.12,-83.47,-93.52
10397561,Adck1,41.39,39.24,45.73,39.10
10397575,Nrxn3,-24.70,-21.78,-22.35,-30.36
10397602,---,-17.59,-6.05,-20.77,-34.95
10397604,---,70.86,86.99,-4.66,86.52
10397606,Tshr,-51.79,-46.83,-41.94,-67.72
10397621,---,-8.13,-34.96,-0.61,5.68
10397627,---,-18.89,12.69,-43.28,-22.73
10397629,---,-64.38,-14.74,-78.83,-94.28
10397633,Flrt2,-74.22,-55.62,-93.70,-68.92
10397639,---,-20.75,32.85,-68.27,-19.24
10397642,---,-33.22,22.56,-74.31,-31.90
10397645,Gpr65,99.82,99.37,100.00,99.96
10397649,---,-7.78,-6.08,0.00,-33.07
10397651,Spata7,-51.49,-64.72,-52.03,-36.73
10397666,Zc3h14,-78.84,-89.40,-52.60,-78.78
10397683,Ttc8,-4.15,-36.62,32.16,-4.71
10397699,Gm12191 or Rpl30,-10.64,-0.44,30.81,-63.38
10397701,---,-19.40,21.07,-40.47,-35.39
10397703,---,54.37,66.18,33.43,58.42
10397708,---,82.65,87.15,76.27,82.52
10397715,---,65.93,83.52,40.18,56.95
10397717,Tdp1,-25.82,56.32,-85.08,-28.08
10397719,Tdp1,-70.34,-69.35,-58.95,-81.09
10397736,Kcnk13,94.85,88.75,98.78,93.22
10397741,Psmc1,-33.09,-71.64,2.95,-21.73
10397750,Gm10433,28.60,75.56,-29.44,23.86
10397752,Calm1 or Calm3 or Calm2,-11.40,-57.23,46.10,-15.66
10397761,Gm10432,40.75,59.25,-1.06,57.46
10397763,9030617O03Rik,27.74,28.86,19.06,36.00
10397780,Ccdc88c,20.58,73.75,-37.47,16.12
10397784,D130020L05Rik or Smek1,41.04,69.82,30.21,9.88
10397786,Kif4-ps,-42.85,-29.72,-22.91,-69.50
10397788,Kif4-ps,29.11,61.21,10.81,3.79
10397790,---,-21.54,38.22,-64.51,-29.99
10397792,Catsperb,-65.32,-42.37,-88.65,-62.88
10397818,Cpsf2,-58.85,-74.84,-24.73,-63.98
10397835,Slc24a4,-51.83,-45.64,-72.40,-38.66
10397853,Rin3,70.06,69.55,73.93,65.48
10397866,Golga5,-11.65,-79.69,33.34,26.24
10397882,Chga,-44.78,-25.30,-73.40,-41.59
10397891,D230037D09Rik,-7.99,-45.75,59.22,-36.36
10397895,Ubr7 or Moap1 or Gm20604 or AK010878,-80.91,-94.38,-55.16,-74.55
10397907,Cox8c,33.16,65.65,1.59,18.08
10397912,Unc79,-34.34,-13.91,-53.70,-54.12
10397962,Fam181a,10.20,60.98,-14.31,-15.48
10397966,Otub2,61.54,49.17,80.43,41.60
10397975,Ifi27l1,42.87,34.38,56.54,37.35
10397984,Ppp4r4,-49.44,-38.93,-36.16,-83.61
10398011,Serpina4-ps1,-43.61,-29.86,-82.79,-20.51
10398019,Serpina5,-58.79,-47.25,-88.78,-36.63
10398025,Serpina3a,-26.37,-12.04,-43.36,-26.96
10398032,Serpina3b,-29.79,-18.54,-49.44,-27.51
10398039,Serpina3f or Serpina3g,89.88,83.73,94.30,89.49
10398052,Serpina3h or Serpina3i or Serpina3g,-12.96,20.96,-12.33,-43.79
10398060,Serpina3k,-16.59,-3.75,-38.19,-36.16
10398069,Serpina3m,-30.29,-12.74,-68.14,-27.65
10398075,Serpina3n,-51.87,-54.92,-49.36,-51.49
10398080,---,14.35,31.14,-22.89,31.84
10398082,---,28.77,48.68,16.67,12.31
10398085,Glrx5,-93.94,-98.03,-87.46,-92.42
10398091,Tcl1b2,-46.11,-65.22,-25.56,-52.80
10398095,Tcl1b1,-14.65,-2.76,-47.47,-18.79
10398100,Tcl1b5,45.62,87.29,-18.11,21.01
10398105,Tcl1b3 or LOC100041483,-27.15,-5.31,-71.16,-52.85
10398111,Tcl1b4,-22.79,-21.60,-38.32,-11.99
10398117,Bdkrb2,-11.83,45.62,-59.97,-12.49
10398121,Bdkrb1,-17.98,-7.90,-48.68,-7.45
10398124,4933433P14Rik,11.27,20.93,20.76,-10.08
10398130,Ak7,-78.02,-74.40,-80.60,-78.60
10398147,Papola,9.53,-1.93,3.79,27.34
10398173,Vrk1,-51.69,-57.86,-39.61,-57.21
10398193,---,-2.03,54.39,-51.36,5.58
10398195,Ccnk,-57.38,-54.25,-34.83,-79.24
10398211,Hhipl1,-38.25,16.25,-90.78,-40.15
10398224,Cyp46a1,-37.42,-11.42,-66.14,-55.25
10398240,Eml1,-62.59,-53.02,-84.36,-52.25
10398267,Evl,87.01,84.97,87.39,89.13
10398286,Mir342,74.54,75.46,56.53,86.12
10398288,Yy1,-51.26,-88.41,29.32,-42.63
10398297,Mir345,70.04,89.94,24.53,68.26
10398299,Slc25a47,-18.10,-7.21,-57.00,-12.24
10398306,Wdr25,65.19,82.08,73.18,24.36
10398308,Wdr25,-15.75,-39.47,-76.35,74.34
10398315,---,8.10,64.45,-38.40,-3.94
10398317,---,-46.27,-9.56,-77.42,-52.04
10398319,Dlk1,-34.08,-20.98,-60.81,-29.92
10398326,Meg3,-13.29,-15.08,-10.66,-14.91
10398332,Mir673,57.33,83.07,25.60,47.06
10398334,Mir337,-34.48,-20.89,-67.49,-19.53
10398336,Mir540,-10.35,47.08,-72.86,15.88
10398338,Mir665,-40.35,-12.36,-71.23,-42.63
10398340,Mir431 or Rtl1,21.25,58.46,-48.20,50.58
10398342,Mir433 or 6430411K18Rik or Rtl1,-8.82,42.36,-49.72,-6.96
10398344,Rtl1 or Mir127,-13.49,6.16,-43.06,-7.91
10398346,Mir434 or Rtl1,-62.78,-42.01,-79.48,-66.24
10398348,Rtl1 or Mir136 or Mir3071,-54.91,-37.05,-25.69,-97.72
10398350,Mir341,36.87,65.81,21.83,15.87
10398352,Mir370,31.23,48.64,-17.97,56.37
10398354,---,-26.55,-20.58,-28.70,-31.63
10398356,---,-30.83,-21.41,-35.38,-37.45
10398358,LOC100861571,-38.31,-29.10,-27.90,-66.12
10398360,---,-29.59,-37.04,-21.75,-33.02
10398362,AF357355,-39.43,-41.94,-44.09,-33.75
10398364,LOC100861572,-38.13,-14.98,-68.55,-48.29
10398366,---,-47.21,-45.12,-44.15,-52.24
10398368,---,-45.29,-38.12,-43.65,-56.22
10398370,---,-29.25,-18.68,-91.12,15.08
10398372,---,-81.00,-69.35,-87.55,-83.11
10398374,AF357341,-17.55,26.74,-38.86,-39.12
10398376,---,-10.64,-0.44,30.81,-63.38
10398378,---,-69.07,-56.54,-72.30,-78.79
10398380,---,-36.58,-24.54,-31.19,-60.81
10398382,Mir379,-54.99,-87.41,-34.51,-48.09
10398384,Mir411,-39.15,-73.69,-15.63,-44.98
10398386,Mir299,-30.12,8.92,-45.79,-66.36
10398388,Mir380,-66.82,-68.09,-72.44,-59.74
10398390,Mir323,-43.21,-22.46,-51.16,-65.49
10398392,Mir329,-37.55,-20.32,-63.57,-35.58
10398394,Mir494,-6.29,27.03,-14.33,-23.67
10398396,Mir679,-3.69,31.77,-27.15,-6.65
10398398,Mir666,35.36,90.42,-48.36,18.68
10398400,Mir543,-59.72,-62.95,-47.22,-68.88
10398402,Mir495,-48.47,-31.03,-57.88,-63.59
10398404,Mir667,65.12,85.90,14.28,71.09
10398406,Mir376c,-45.94,-47.83,-28.89,-65.75
10398408,Mir376b,-54.18,-76.94,-17.77,-86.97
10398410,Mir376a,-53.20,-46.19,-46.38,-70.59
10398412,Mir300,-48.30,-39.23,-44.16,-62.78
10398414,Mir381,-29.98,-22.77,-52.94,-22.98
10398416,Mir487b,-24.29,-1.67,-44.68,-43.93
10398418,Mir539,-33.50,-14.01,-46.46,-52.67
10398420,Mir382,-61.31,-46.09,-92.77,-42.98
10398422,Mir134 or Mirg,-31.43,-14.37,-67.79,-18.13
10398424,Mir668,10.57,67.09,-17.59,-19.16
10398426,Mir485 or Mirg,-38.66,-24.89,-54.10,-38.61
10398428,Mir154,-56.07,-23.06,-78.90,-79.80
10398430,Mir496,-32.50,-58.51,-24.50,-23.23
10398432,Mir377,-45.35,-29.56,-61.08,-51.92
10398434,Mir541,-35.60,-66.86,-40.46,-14.15
10398436,Mir409,-70.07,-42.89,-77.07,-83.73
10398438,Mir412,-28.01,-5.65,-26.65,-58.55
10398440,Mir369,-54.77,-57.80,-46.39,-61.20
10398442,Mir410 or Mirg,-60.01,-44.19,-53.17,-83.88
10398444,---,22.46,72.95,-70.27,60.01
10398446,Dio3,-47.24,41.95,-93.70,-50.21
10398451,Rps25,-69.73,-82.14,-49.89,-69.16
10398453,Ppp2r5c,-27.64,-22.17,-39.18,-21.86
10398455,Ppp2r5c,-52.32,-56.24,-75.71,-21.58
10398459,Ppp2r5c,-32.40,-43.19,-21.87,-30.81
10398461,Ppp2r5c,-50.74,-68.71,-33.93,-45.43
10398483,Dync1h1,41.00,31.88,46.60,45.44
10398562,Wdr20a,58.49,78.99,32.48,57.76
10398569,Zfp839,91.84,87.03,96.05,90.03
10398578,Tecpr2,99.95,99.95,99.90,99.86
10398599,Rps19,-77.26,-76.07,-76.48,-78.78
10398601,Rcor1,-37.73,-63.92,-4.34,-33.36
10398615,Gm10158,61.05,79.74,61.83,31.48
10398618,Traf3,-7.66,3.75,4.95,-29.19
10398635,Amn,-10.87,27.32,-27.45,-20.82
10398649,1200009I06Rik,-31.80,-20.51,-49.08,-31.18
10398665,Tnfaip2,73.36,67.10,80.42,70.89
10398678,Eif5 or LOC100047658,16.04,-59.67,73.26,18.80
10398693,Snora28,89.32,78.21,97.43,82.17
10398695,Mark3,45.98,19.68,65.66,49.81
10398717,Trmt61a,-13.76,3.18,0.00,-47.22
10398721,2810002N01Rik,-79.81,-92.91,-54.07,-74.52
10398727,Klc1,-5.00,-17.11,-2.93,4.62
10398751,Zfyve21,-61.07,-62.65,-64.55,-55.76
10398759,Tdrd9,-19.59,-4.81,-59.43,-18.10
10398795,Aspg,-47.46,-18.58,-80.21,-59.09
10398812,Mir203,-4.63,6.29,15.23,-30.98
10398814,Kif26a,-58.07,-7.92,-82.97,-75.24
10398824,A530016L24Rik,-36.51,-18.95,-78.72,-24.16
10398831,Inf2,97.89,98.79,96.06,98.13
10398859,Adssl1,16.46,1.73,24.36,23.60
10398874,Siva1,-67.62,-74.29,-74.76,-51.75
10398881,Zbtb42,-42.06,-36.85,-48.54,-40.49
10398885,AW555464,-85.61,-81.96,-87.98,-87.32
10398907,Pld4,88.18,83.58,89.87,91.51
10398920,BC022687,-68.32,-41.19,-89.42,-68.12
10398929,Btbd6,-2.48,-2.95,-39.22,37.03
10398934,Brf1,27.88,62.05,-43.45,52.08
10398936,Pacs2,35.31,45.77,15.16,43.47
10398966,Tex22,48.81,81.91,-26.16,58.29
10398972,Mta1,-12.17,-25.88,-4.96,-5.30
10398996,Crip2,71.41,62.06,77.35,73.86
10399005,Crip1,23.47,9.58,28.02,32.85
10399011,4930427A07Rik,-70.29,-61.81,-94.15,-48.77
10399021,Tmem121,-51.88,7.61,-93.83,-29.83
10399024,Adam6b,-34.70,-25.32,-28.39,-54.79
10399027,Adam6a,-40.08,-29.78,-49.86,-42.34
10399029,---,-74.41,-93.82,-54.85,-61.61
10399032,Gm19331,-28.05,-46.48,-37.85,-1.58
10399034,---,25.75,66.55,15.89,-15.53
10399036,Uevld,-42.38,-81.12,7.46,-25.18
10399038,Zfp386,18.22,-9.87,36.16,23.62
10399046,Vipr2,-43.11,-20.29,-42.11,-72.58
10399061,Esyt2,-85.95,-89.40,-75.41,-89.40
10399087,Ncapg2,-7.89,-16.83,0.00,-6.82
10399121,Ptprn2,-37.01,-23.31,-52.64,-41.97
10399146,Mir153,-17.07,-3.00,-36.93,-20.96
10399148,Rapgef5,-65.19,-66.90,-50.67,-82.82
10399178,Cdca7l or Dnahc11,-21.87,-42.42,-0.87,-21.36
10399189,Sp8,-13.89,44.43,-50.11,-20.11
10399198,Ncoa4,87.65,72.72,92.36,89.23
10399202,Macc1,-41.06,-17.61,-66.03,-59.00
10399208,Tmem196,-64.66,-33.41,-88.20,-73.07
10399212,Tmem196,34.16,93.93,-55.41,8.03
10399214,Rab10,14.88,1.54,36.77,30.29
10399224,1110002L01Rik or Kif3c,-13.73,-8.66,-44.05,11.97
10399228,---,-48.91,-60.82,-12.17,-73.82
10399232,Gm10485,82.46,97.18,36.38,73.87
10399234,Efr3b,-58.67,-43.90,-61.95,-73.47
10399254,Cenpo or Adcy3,97.11,96.58,97.51,97.21
10399265,Ncoa1,23.92,12.73,35.52,22.65
10399290,4930417G10Rik,31.73,87.61,-57.08,24.47
10399299,A830093I24Rik,-44.92,-32.61,-57.96,-46.03
10399308,Fkbp1b,-52.52,-55.30,-31.35,-72.85
10399314,Mfsd2b,-11.36,-2.47,-26.00,-20.10
10399330,Ubxn2a,-40.60,-69.32,-8.43,-44.28
10399337,Klhl29,-54.11,-24.49,-93.77,-42.57
10399352,---,-75.91,-65.05,-92.82,-60.05
10399354,---,-24.12,-12.14,-22.74,-46.49
10399357,Gdf7,24.46,70.76,-46.09,40.44
10399360,Rhob,91.25,49.14,99.95,71.77
10399365,Slc7a15,-1.84,-0.83,-2.81,-3.31
10399376,9930038B18Rik,10.36,55.49,-49.45,32.23
10399379,Pgk1,-96.09,-98.17,-86.56,-96.22
10399383,Kcns3,-4.69,44.83,-51.72,5.72
10399387,Msgn1,36.15,89.75,-23.38,-10.92
10399389,---,44.66,56.18,-9.72,71.51
10399391,Gen1,-33.10,-33.10,-25.11,-42.81
10399407,Vsnl1,-65.50,-78.17,-56.76,-60.87
10399415,---,-61.91,-63.61,-65.34,-57.04
10399419,Tubb2b or Tubb2a-ps2,-43.37,-61.05,-31.13,-40.98
10399421,Mycn,-73.59,-52.45,-66.18,-94.06
10399426,---,-52.29,-94.91,20.71,-52.03
10399428,Snord118,-10.64,-0.44,30.81,-63.38
10399430,Ddx1,-73.58,-83.02,-48.66,-77.35
10399457,Gm6644 or Akr1b3,-10.64,-0.44,30.81,-63.38
10399459,---,-11.40,-28.20,37.67,-36.92
10399461,---,-61.10,-62.17,-64.70,-56.16
10399463,---,-40.31,-26.82,-80.02,1.87
10399465,Fam84a,-61.59,-39.53,-66.24,-79.98
10399470,Trib2,-73.08,-45.65,-80.98,-87.21
10399478,Lpin1,44.28,25.85,54.05,46.32
10399505,Greb1,-41.38,-18.11,-40.60,-74.87
10399540,Pqlc3,24.85,18.16,25.52,30.88
10399549,2410004P03Rik,-24.50,-0.68,-33.48,-45.13
10399555,Kcnf1,-37.63,-44.60,-63.18,-16.19
10399559,Atp6v1c2,-50.74,-30.41,-81.54,-41.01
10399575,---,29.98,48.62,0.35,39.08
10399579,---,36.56,41.20,-9.31,67.43
10399581,---,-53.83,-69.78,-50.66,-41.67
10399584,G730007D18Rik,84.70,92.77,55.74,88.82
10399586,Zfp125,65.96,77.30,18.96,72.66
10399588,Zfp125,64.64,32.01,81.05,73.98
10399591,---,49.40,64.65,28.46,51.20
10399593,Itgb1bp1,-54.72,-72.61,-46.91,-37.52
10399605,Adam17,86.13,74.07,89.78,89.57
10399629,Ywhaq,-86.10,-94.86,-71.97,-80.81
10399632,F630048H11Rik,20.73,-27.08,65.95,11.05
10399634,Gm19924,-10.64,-0.44,30.81,-63.38
10399636,Mrto4 or Gm9178 or Gm5633,-82.30,-96.52,-62.20,-81.94
10399640,---,62.93,70.70,81.67,27.75
10399642,---,-10.64,-0.44,30.81,-63.38
10399648,Gm5433,-10.64,-0.44,30.81,-63.38
10399655,---,-10.64,-0.44,30.81,-63.38
10399657,---,-10.64,-0.44,30.81,-63.38
10399659,---,-10.64,-0.44,30.81,-63.38
10399661,---,-68.37,-64.63,-68.16,-72.30
10399663,Gm9265 or Gm6943,1.87,37.20,49.11,-58.77
10399666,9030624G23Rik,-10.64,-0.44,30.81,-63.38
10399671,Hpcal1 or 2410018L13Rik,-10.64,-0.44,30.81,-63.38
10399675,---,-21.40,-89.40,44.28,19.11
10399677,Cox7a2l,-38.87,-64.18,-12.90,-35.25
10399680,Cys1,-35.62,-4.53,-48.93,-62.51
10399687,---,-34.97,-32.14,-42.81,-28.85
10399689,---,-12.11,60.86,-32.74,-50.60
10399691,Id2,92.48,84.37,98.47,89.19
10399696,Rnf144a,-74.76,-49.83,-93.40,-76.27
10399710,Rsad2,4.00,-12.46,40.78,-0.04
10399720,---,-36.33,-31.01,-41.21,-37.54
10399722,Gm9866,-14.45,16.79,-42.43,-23.29
10399725,Sox11,-75.25,-60.43,-65.17,-93.62
10399732,Dcdc2c,-27.48,-12.72,-31.11,-40.45
10399739,Allc,-31.18,-10.06,-49.31,-52.50
10399751,Colec11,-25.06,-5.78,-34.84,-52.07
10399760,Rps7,-68.72,-73.29,-63.00,-68.66
10399768,Ttc15,47.70,22.49,71.55,43.26
10399782,Tpo,-0.71,15.37,-1.16,-8.10
10399801,Sntg2,-63.12,-32.59,-84.62,-69.77
10399820,Acp1 or LOC631286,-53.42,-70.82,-40.16,-46.29
10399823,---,90.89,94.55,89.09,85.70
10399825,Dld,-76.26,-95.24,-43.41,-65.59
10399841,Cbll1,-42.77,-54.36,-14.40,-59.88
10399852,---,-59.73,-80.42,-63.82,-34.53
10399854,Slc26a4,-35.50,-40.77,-19.91,-53.53
10399874,Bcap29,-21.40,-76.06,36.13,-12.26
10399882,Dus4l,-48.14,-82.63,-14.63,-33.43
10399892,Gpr22,-18.16,-12.19,-29.78,-14.70
10399897,Hbp1,27.92,-7.62,68.46,30.48
10399908,Prkar2b,-95.70,-97.87,-89.69,-97.22
10399924,Pik3cg,36.59,22.07,44.46,47.90
10399941,---,-0.89,0.08,51.35,-45.09
10399943,Cdhr3,-59.14,-29.45,-93.41,-52.09
10399965,F730043M19Rik,63.18,87.60,17.64,58.91
10399973,Hdac9 or LOC100861990,96.89,97.03,94.59,98.02
10400002,---,23.81,76.93,-31.12,7.39
10400004,Mir680-3,70.85,92.14,-0.40,75.76
10400006,Ahr,23.86,22.20,31.95,17.66
10400023,Tspan13,98.27,95.49,98.95,98.76
10400030,Bzw2,19.36,6.51,40.50,6.97
10400045,1700108M19Rik,-33.26,-32.84,-30.30,-37.35
10400052,Ispd,84.36,96.28,75.28,70.02
10400054,---,43.35,89.39,-23.01,24.82
10400057,Arl4a,-77.55,-70.44,-67.41,-89.31
10400072,Scin,-70.09,-48.47,-79.26,-81.65
10400089,Gm889,-43.17,-31.97,-48.22,-51.29
10400095,Ifrd1,56.64,-10.50,97.82,-13.80
10400109,Zfp277,52.45,-41.96,90.96,53.73
10400124,---,-27.51,-23.87,-1.17,-58.05
10400126,Lrrn3,24.02,16.59,30.66,23.67
10400131,Gm10165,-37.09,-16.06,-83.09,-20.27
10400135,---,1.51,-15.41,29.07,-6.46
10400137,Dnajb9,24.94,-64.19,96.47,-3.92
10400141,Zbed4 or 4930529C04Rik,-0.32,-26.35,7.26,17.85
10400143,Stxbp6,-67.46,-63.72,-77.93,-62.75
10400153,Hmgb1,-10.64,-0.44,30.81,-63.38
10400155,Nova1,-72.31,-86.16,-69.30,-60.60
10400157,Nova1,-91.35,-92.97,-89.27,-91.79
10400163,---,-42.01,-32.83,-41.84,-53.68
10400165,Tfb2m,-10.64,-0.44,30.81,-63.38
10400170,Prkd1,-69.61,-34.57,-90.51,-87.19
10400189,---,-22.66,-38.81,-7.26,-19.23
10400191,Strn3,68.68,29.80,89.16,71.47
10400210,Hectd1,22.98,0.10,44.69,29.04
10400254,Heatr5a,78.01,78.56,75.56,80.08
10400293,6530401N04Rik,-17.89,-20.38,6.47,-38.00
10400299,Gpr33,-16.20,-15.21,-27.08,-10.35
10400302,---,-20.58,-11.50,-26.11,-27.04
10400304,Egln3,-98.41,-84.67,-100.00,-97.95
10400315,---,8.02,16.85,40.76,-23.99
10400319,Gm10465,-18.13,60.04,-68.21,-46.04
10400321,1110002B05Rik,-62.71,-72.81,-51.68,-60.04
10400324,---,52.25,82.70,-37.47,70.35
10400326,Eapp,-75.43,-90.26,-57.57,-68.76
10400334,Rpl31 or Rpl31-ps12,-10.64,-0.44,30.81,-63.38
10400336,Snx6,72.88,27.94,92.05,86.90
10400350,Cfl2,-44.34,-60.45,-22.45,-46.04
10400357,Baz1a,75.48,68.27,82.46,75.12
10400383,2700097O09Rik,-31.04,-61.75,-11.47,-19.72
10400391,2700097O09Rik or Polr2h or Gm7511,-44.61,-38.69,-73.90,-22.11
10400393,Fam177a or 1700047I17Rik2,24.40,73.38,9.40,-21.86
10400395,Ppp2r3c or 1110008L16Rik,-49.01,-73.65,-14.10,-51.32
10400405,Nfkbia,69.41,50.66,82.87,60.60
10400413,Ralgapa1,11.62,-2.14,27.54,10.39
10400458,---,-45.92,-35.40,-57.36,-46.74
10400460,Mbip,48.68,14.11,76.36,47.05
10400470,Cox6c or Gm6265,-82.66,-90.51,-76.99,-79.93
10400474,Nkx2-1,-23.03,-3.62,-64.94,-36.89
10400479,Nkx2-9,54.25,89.32,11.73,21.82
10400483,Slc25a21,-31.32,-41.80,-26.92,-25.73
10400498,Gm2568,-56.53,-19.81,-74.78,-75.13
10400504,Foxa1,-45.18,-5.38,-86.30,-59.90
10400508,---,-58.29,-58.11,-62.75,-53.90
10400510,Clec14a,-80.75,-77.88,-76.16,-87.72
10400515,Sec23a,-83.17,-93.09,-68.78,-80.16
10400538,Trappc6b,-43.16,-53.76,-43.64,-28.72
10400544,Rpl21,-10.64,-0.44,30.81,-63.38
10400546,Fbxo33,32.26,18.06,67.51,7.56
10400553,Gm4971,-4.43,55.43,-49.79,-10.76
