Probeset_ID,Gene Symbol,Mo Bl Ly6C- II-,Sample_,Sample_
10394978,Rrm2,-75.63,-82.90,-68.06
10394988,---,68.66,76.21,60.37
10394990,Mboat2,-69.19,-70.43,-67.69
10395005,Kidins220,15.00,41.67,-12.79
10395039,Cmpk2,46.54,45.76,47.62
10395049,Rnaseh1,61.56,71.82,47.55
10395058,Adi1,-97.99,-98.53,-97.40
10395064,Tssc1,-4.47,7.90,-16.77
10395074,Myt1l,-8.17,-5.46,-14.11
10395103,Pxdn,-55.68,-53.41,-57.73
10395129,Tmem18,-93.61,-84.64,-97.42
10395136,Fam150b or Acp1 or LOC631286,32.84,12.82,46.84
10395142,Sh3yl1,-56.33,-62.24,-51.46
10395155,Fam110c,-41.22,-52.86,-31.13
10395158,---,71.23,52.66,82.17
10395163,Lamb1,-52.26,-52.71,-51.81
10395198,---,-32.70,-29.45,-35.77
10395201,Slc26a3,-51.14,-50.52,-51.65
10395225,Gm10473,41.07,-7.90,76.93
10395227,Cog5 or Hbp1,68.89,85.76,35.97
10395250,---,34.74,82.01,-34.48
10395252,2010109K11Rik,48.69,6.40,68.77
10395257,2010109K11Rik,-92.43,-97.88,-69.60
10395259,Nampt,-43.57,-20.63,-60.30
10395273,Gdap10,24.65,46.71,-0.73
10395275,---,54.99,-6.84,84.85
10395277,Sypl,1.57,5.96,-4.30
10395287,Atxn7l1,57.93,50.09,64.32
10395293,Atxn7l1,79.93,76.45,82.40
10395306,Efcab10,-34.66,-30.44,-39.93
10395312,Twistnb,48.91,54.82,43.08
10395317,Ferd3l,29.05,-19.86,66.80
10395320,Twist1,-47.92,-54.22,-42.65
10395324,Prps1l1,-9.37,24.00,-30.93
10395328,Snx13,12.01,58.12,-39.10
10395356,Agr3,-62.73,-83.35,-42.15
10395365,Agr2,-25.71,-54.61,-12.66
10395374,Gm5434,-8.52,-40.20,-1.74
10395376,Ankmy2,-69.21,-54.02,-80.11
10395389,Sostdc1,-31.00,-30.95,-31.08
10395394,Ispd,-70.87,-69.51,-72.44
10395409,Meox2,-37.89,-51.29,-27.05
10395414,Agmo,7.21,20.44,-3.48
10395428,Dgkb,-43.10,-65.76,-28.54
10395457,Etv1,-69.53,-67.95,-70.90
10395463,Ifrd1 or Gm7008,58.16,38.71,72.68
10395466,Dock4,10.38,35.93,-15.46
10395520,Immp2l,-97.80,-97.92,-97.69
10395529,---,47.20,76.81,-5.77
10395532,---,-40.52,-69.15,-22.30
10395534,Gm2027,-10.64,-9.22,-11.77
10395538,Pnpla8,-31.14,-5.14,-52.17
10395553,Nrcam,-55.00,-66.14,-45.51
10395591,---,32.94,11.54,48.38
10395594,---,-8.56,-19.30,-3.59
10395596,Foxg1 or 3110039M20Rik,-43.75,-43.48,-44.13
10395604,Gm9804,10.59,-11.53,34.30
10395606,Gm10468,-4.53,-15.11,13.69
10395608,---,-2.66,0.68,-6.11
10395610,---,16.64,-14.16,48.88
10395612,G2e3,-29.69,3.14,-57.81
10395628,Scfd1,-79.90,-26.41,-94.32
10395659,Coch,-19.72,-16.66,-23.05
10395672,Ap4s1,65.98,61.20,69.62
10395682,Gm5785,82.76,92.01,63.27
10395684,Nubpl,-64.46,-69.16,-60.45
10395692,Arhgap5,-66.84,-59.47,-74.25
10395702,Akap6,-38.43,-35.37,-42.26
10395719,Npas3,-37.74,-45.02,-31.11
10395733,Npas3,-14.94,-18.68,-11.91
10395735,---,-11.47,-42.99,15.53
10395737,Rpl21,54.99,-6.84,84.85
10395739,Srp54b or Srp54a or Srp54c,-79.37,-57.70,-89.50
10395770,Ppp2r3c or Fam177a or 1700047I17Rik2 or Srp54c,-51.87,-63.24,-39.29
10395780,Ppp2r3c or Fam177a or 1700047I17Rik2 or Srp54c,54.99,-6.84,84.85
10395788,Srp54c or Srp54a or Srp54b or Fam177a or 1700047I17Rik2 or LOC100503822,54.99,-6.84,84.85
10395805,Fam177a or 1700047I17Rik2,54.99,-6.84,84.85
10395807,1110008L16Rik,-98.43,-97.51,-98.97
10395816,Psma6,-53.05,-81.59,-8.51
10395825,Aldoart2,23.67,8.85,37.57
10395827,Insm2,36.35,36.35,36.35
10395829,Ralgapa1,54.03,52.74,55.71
10395831,Brms1l,-84.07,-63.54,-94.36
10395845,---,-11.83,-3.52,-25.05
10395847,---,73.28,65.00,80.58
10395849,Pax9,-9.23,-18.72,-2.94
10395855,Mipol1 or Prps1l3,-92.58,-95.66,-87.55
10395869,4921506M07Rik or Ttc6,-33.97,-92.42,-6.73
10395875,Ttc6 or 4921506M07Rik,-43.95,-38.33,-50.59
10395889,Sstr1,-22.31,-45.86,-9.12
10395893,Sip1,-77.09,-89.21,-60.66
10395908,---,-10.62,-7.91,-13.88
10395910,Pnn,-16.85,6.31,-39.55
10395922,Rps2 or Gm8842 or Gm10420 or Gm5978,-53.05,-69.69,-31.11
10395925,Mia2,-49.89,-43.51,-57.05
10395932,Ctage5,71.27,83.35,39.91
10395953,---,51.13,-10.67,84.12
10395956,---,34.50,38.64,29.26
10395961,Lrfn5,-8.60,-19.44,-4.70
10395971,---,-41.76,-50.79,-33.83
10395974,---,-25.15,-40.49,-14.94
10395976,Dnajb6,54.99,-6.84,84.85
10395978,Gm527,-20.61,-23.98,-17.77
10395984,Fam179b,-74.54,-60.34,-82.31
10396008,Prpf39 or Fkbp3,32.14,82.44,-33.25
10396030,Fancm,-77.95,-69.49,-84.87
10396055,Wdr20b,-70.55,-87.70,-50.00
10396059,Rpl17,54.99,-6.84,84.85
10396062,---,-6.70,-66.48,63.81
10396064,Txndc9,-87.69,-86.06,-89.51
10396066,Rn7s1 or Rn7s2,46.03,69.55,27.46
10396068,Lrr1,-56.15,-58.78,-53.18
10396074,Mgat2,62.60,61.78,62.99
10396076,9330151L19Rik or 1110034A24Rik,47.12,9.97,72.37
10396079,Klhdc1,-43.31,-25.00,-60.26
10396094,Klhdc2,-70.33,-67.44,-73.69
10396108,Arf6,69.66,65.16,73.93
10396110,---,54.99,-6.84,84.85
10396112,Atp5s,-91.16,-92.27,-89.12
10396121,4930512B01Rik,-7.96,-18.21,6.04
10396125,Atl1,-72.40,-71.77,-73.04
10396141,---,-43.46,-63.45,-25.96
10396143,Gm3086,12.46,12.71,12.11
10396146,Nin,81.46,68.91,88.31
10396148,Abhd12b,-15.23,-19.36,-12.04
10396161,Tmx1,-48.69,-18.67,-68.42
10396170,Frmd6,-42.12,-71.49,-15.31
10396175,Gm10457,13.98,56.25,-25.50
10396177,Actr10,-75.94,-78.62,-73.22
10396193,Psma3,-81.42,-92.27,-49.71
10396205,Arid4a,64.46,79.46,43.21
10396231,Tomm20l,22.22,-15.90,60.07
10396237,2700049A03Rik,-21.21,5.54,-47.84
10396270,Dact1,-45.97,-56.00,-37.70
10396278,Daam1,-48.87,-46.04,-52.10
10396306,Jkamp,-81.35,-78.90,-83.76
10396314,Lrrc9,-85.12,-73.46,-93.49
10396346,1810048J11Rik,-89.70,-87.13,-92.38
10396358,Ppm1a,-71.80,-65.25,-77.67
10396367,Six6,-13.32,-11.34,-15.65
10396372,Mnat1,-93.40,-82.69,-97.78
10396383,Slc38a6,-46.94,-35.10,-57.97
10396402,Prkch,80.48,84.06,77.49
10396419,---,64.21,73.14,54.28
10396421,Hif1a,-84.13,-67.46,-91.60
10396440,Gm5068,25.96,41.16,10.68
10396442,Snapc1,-14.42,-1.16,-26.68
10396454,Syt16,-14.08,-20.74,-9.31
10396466,1700086L19Rik,-32.04,-33.89,-30.46
10396472,Dbpht2,-61.59,-56.27,-67.49
10396476,Rhoj,-69.01,-62.83,-74.86
10396485,Syne2,-24.09,-15.71,-32.51
10396511,Syne2,-34.95,-16.97,-56.38
10396606,Syne2,-20.52,-8.82,-33.73
10396608,---,-28.82,-19.30,-38.13
10396610,Mthfd1,-94.13,-94.50,-93.72
10396640,Akap5,-73.44,-76.23,-70.69
10396645,Zbtb1,33.99,50.24,16.13
10396652,Hspa2,-67.91,-87.87,-46.23
10396656,Ppp1r36,-14.75,-20.59,-10.70
10396669,---,39.59,47.14,30.47
10396671,Plekhg3,97.58,97.51,97.69
10396694,Churc1 or LOC639541 or Fntb,-82.57,-96.36,-37.05
10396699,Fntb or LOC639541,-93.20,-98.18,-78.94
10396712,Fut8,-18.75,11.80,-46.61
10396730,---,58.07,80.72,15.33
10396732,Gm6657,-56.44,-84.92,-32.51
10396740,Gphn,-87.91,-89.29,-86.66
10396767,Fam71d,-18.99,-51.46,-7.68
10396778,Mpp5,-95.99,-95.54,-96.35
10396795,Eif2s1,-61.29,-41.26,-74.60
10396800,Plekhh1,-55.92,-46.46,-65.39
10396831,Arg2 or Vti1b,-36.91,-36.86,-37.01
10396840,Rdh12,-17.94,-30.18,-9.79
10396849,Rad51l1,-61.08,-55.50,-66.80
10396862,Actn1 or Strm,-16.43,-41.09,-0.78
10396867,Exd2,-18.49,29.32,-57.89
10396877,Galntl1,-43.99,-30.90,-61.13
10396896,Slc39a9,-29.89,-29.56,-30.21
10396905,3830431G21Rik,-28.91,-42.14,-18.15
10396919,4933426M11Rik,64.61,66.09,63.05
10396926,Srsf5,43.20,68.09,19.71
10396936,Smoc1,-66.59,-76.49,-56.63
10396950,---,-59.93,-71.48,-47.14
10396952,Ttc9,-47.72,-68.57,-33.57
10396956,Pcnx,96.31,98.93,86.08
10397000,---,57.71,15.30,82.50
10397002,Sipa1l1,39.20,38.65,39.75
10397030,Rgs6,-56.33,-56.30,-56.37
10397052,---,-5.55,-22.14,18.32
10397054,Dcaf4,-85.05,-88.58,-80.79
10397068,Rbm25,36.31,64.51,0.00
10397081,Rbm25,-24.63,-6.67,-46.69
10397083,Rbm25,-52.33,-17.15,-78.07
10397085,Rbm25,-12.03,40.05,-64.62
10397094,Psen1,73.97,81.85,65.68
10397112,Papln,-12.82,-6.01,-20.75
10397143,2410016O06Rik,-41.19,-62.13,-20.68
10397145,Acot2,-87.80,-85.78,-89.66
10397148,Acot1,-87.92,-84.05,-91.29
10397153,Acot4,-18.02,-19.34,-16.98
10397158,Acot3,-30.84,-33.26,-28.88
10397166,Acot5,0.96,-33.57,53.43
10397172,Acot6,-66.81,-74.32,-58.06
10397179,Dnalc1,-96.38,-98.06,-93.85
10397189,Ptgr2,-76.57,-60.79,-86.73
10397201,Zfp410,-79.05,-75.08,-82.24
10397216,Coq6,-47.92,-70.79,-23.13
10397230,2900006K08Rik,-73.31,-79.50,-67.01
10397244,Rnf113a2,-24.81,-21.72,-27.88
10397249,Lin52,54.99,-6.84,84.85
10397257,Vsx2,-6.01,-4.58,-7.65
10397264,Vrtn,-36.50,-40.34,-32.58
10397267,Isca2,-77.05,-87.51,-62.14
10397275,D030025P21Rik or Ltbp2,48.25,55.88,40.79
10397277,Fcf1 or LOC633406,-25.87,-45.63,-3.65
10397281,Ylpm1,-10.62,4.81,-24.75
10397311,Dlst,-30.87,12.15,-70.29
10397332,Eif2b2,-78.76,-74.19,-82.88
10397342,Fam164c,48.07,40.56,54.54
10397346,Fos,61.64,45.69,74.24
10397351,Jdp2,73.29,49.71,84.99
10397359,Batf,30.50,20.77,39.62
10397364,Mfsd7c,-44.30,-67.18,-25.59
10397377,Ttll5,-91.73,-87.97,-94.59
10397416,1700019E19Rik,-71.13,-73.39,-69.12
10397428,1700020O03Rik,95.88,98.85,80.50
10397440,Esrrb,-38.58,-61.30,-23.06
10397448,---,-51.62,-58.87,-44.51
10397450,Vash1,-16.85,-60.49,34.25
10397460,Gm6772,-71.17,-73.35,-68.76
10397476,2310044G17Rik,-84.56,-76.23,-90.60
10397482,Tmem63c,-17.98,-33.37,-10.19
10397507,Gstz1 or Pomt2,-94.83,-92.11,-96.78
10397518,Ahsa1,-35.61,-72.92,8.97
10397528,Rpl21,54.99,-6.84,84.85
10397530,1810035L17Rik or Nrp,-88.16,-99.56,-55.89
10397536,---,79.04,84.16,71.93
10397538,---,72.69,18.77,93.55
10397541,Gm2022 or Gm5662 or Gm8300 or Gm2016,-85.80,-75.49,-93.45
10397543,Gm8300 or Gm5662 or Gm2022 or Gm2016,54.99,-6.84,84.85
10397545,Oog1 or Gm10436 or Gm13023 or C87977 or Gm2042,-40.78,-63.21,-27.34
10397551,BB287469 or Gm4027,-66.97,-74.05,-60.64
10397553,---,-52.69,-75.32,-30.90
10397555,---,-58.03,-55.40,-61.20
10397557,---,-28.33,-57.80,-9.40
10397559,---,-3.93,-20.97,15.09
10397561,Adck1,14.63,-12.40,40.88
10397575,Nrxn3,-23.72,-16.78,-32.95
10397602,---,-15.55,-5.34,-34.98
10397604,---,78.59,78.59,78.59
10397606,Tshr,-26.70,-40.75,-18.41
10397621,---,-16.49,-46.68,4.92
10397627,---,22.08,-27.47,64.18
10397629,---,-40.45,-79.76,-10.33
10397633,Flrt2,-55.83,-58.90,-52.93
10397639,---,-42.00,-33.30,-50.52
10397642,---,-68.03,-50.19,-80.43
10397645,Gpr65,71.27,69.06,73.29
10397649,---,-31.95,-24.14,-42.38
10397651,Spata7,-84.39,-97.32,-58.03
10397666,Zc3h14,-92.78,-92.74,-92.95
10397683,Ttc8,-97.85,-99.19,-95.29
10397699,Gm12191 or Rpl30,54.99,-6.84,84.85
10397701,---,38.25,-29.56,80.45
10397703,---,98.55,98.26,98.60
10397708,---,99.28,99.62,98.64
10397715,---,94.78,96.62,91.83
10397717,Tdp1,45.54,30.49,58.26
10397719,Tdp1,-91.26,-91.49,-90.96
10397736,Kcnk13,-21.78,-21.51,-21.98
10397741,Psmc1,-66.67,-88.53,-23.93
10397750,Gm10433,83.12,89.75,73.25
10397752,Calm1 or Calm3 or Calm2,72.77,81.31,59.44
10397761,Gm10432,50.95,56.00,45.60
10397763,9030617O03Rik,37.08,38.23,35.76
10397780,Ccdc88c,95.50,96.26,94.42
10397784,D130020L05Rik or Smek1,26.91,6.16,46.30
10397786,Kif4-ps,-30.16,20.32,-69.62
10397788,Kif4-ps,80.11,91.72,50.44
10397790,---,10.52,-17.33,37.23
10397792,Catsperb,-14.27,-32.99,-6.44
10397818,Cpsf2,5.41,28.18,-22.12
10397835,Slc24a4,-24.37,-28.72,-20.13
10397853,Rin3,89.43,87.91,90.84
10397866,Golga5,28.01,32.99,22.54
10397882,Chga,-27.77,-37.50,-20.22
10397891,D230037D09Rik,-48.45,-61.60,-34.94
10397895,Ubr7 or Moap1 or Gm20604 or AK010878,-68.56,-58.22,-76.72
10397907,Cox8c,79.48,84.41,71.37
10397912,Unc79,-29.34,-28.32,-30.31
10397962,Fam181a,32.61,-3.58,60.22
10397966,Otub2,-57.02,-79.44,-35.47
10397975,Ifi27l1,-30.69,-68.88,19.72
10397984,Ppp4r4,-87.50,-93.14,-79.18
10398011,Serpina4-ps1,-65.13,-77.41,-52.00
10398019,Serpina5,-32.34,-40.61,-24.86
10398025,Serpina3a,47.56,50.72,45.76
10398032,Serpina3b,-29.76,-38.30,-23.27
10398039,Serpina3f or Serpina3g,-41.76,-43.33,-40.40
10398052,Serpina3h or Serpina3i or Serpina3g,-16.43,-32.89,-3.74
10398060,Serpina3k,-56.93,-51.24,-62.59
10398069,Serpina3m,-41.70,-29.98,-55.16
10398075,Serpina3n,-53.46,-55.88,-51.09
10398080,---,25.37,13.76,37.06
10398082,---,71.02,77.36,63.17
10398085,Glrx5,-95.74,-98.11,-90.87
10398091,Tcl1b2,-46.13,-42.43,-50.24
10398095,Tcl1b1,-12.90,-12.58,-13.25
10398100,Tcl1b5,52.89,55.35,50.89
10398105,Tcl1b3 or LOC100041483,-13.83,-16.65,-11.06
10398111,Tcl1b4,-19.36,-5.52,-47.02
10398117,Bdkrb2,18.53,33.53,1.21
10398121,Bdkrb1,52.36,53.72,51.48
10398124,4933433P14Rik,-27.88,-38.43,-15.07
10398130,Ak7,-52.53,-67.85,-38.23
10398147,Papola,44.27,77.68,8.07
10398173,Vrk1,34.42,52.68,17.64
10398193,---,26.25,44.89,3.60
10398195,Ccnk,-20.33,-10.56,-29.72
10398211,Hhipl1,-20.88,-50.68,0.97
10398224,Cyp46a1,-42.11,-37.52,-47.00
10398240,Eml1,-67.67,-55.39,-80.90
10398267,Evl,82.39,91.94,73.64
10398286,Mir342,95.96,96.97,95.50
10398288,Yy1,56.38,66.07,46.05
10398297,Mir345,92.33,91.42,93.69
10398299,Slc25a47,-45.20,-36.19,-54.48
10398306,Wdr25,-44.21,15.19,-83.75
10398308,Wdr25,-26.52,37.62,-73.94
10398315,---,78.00,35.86,93.00
10398317,---,-75.57,-35.58,-97.03
10398319,Dlk1,-34.86,-46.01,-25.92
10398326,Meg3,-54.98,-67.94,-42.05
10398332,Mir673,71.75,70.60,73.01
10398334,Mir337,-35.51,-51.57,-21.25
10398336,Mir540,66.82,78.65,46.57
10398338,Mir665,-1.05,6.72,-5.46
10398340,Mir431 or Rtl1,68.10,74.48,60.07
10398342,Mir433 or 6430411K18Rik or Rtl1,1.23,-23.22,43.83
10398344,Rtl1 or Mir127,-2.49,-1.48,-3.46
10398346,Mir434 or Rtl1,-48.29,-48.66,-47.90
10398348,Rtl1 or Mir136 or Mir3071,-27.49,-66.65,-9.63
10398350,Mir341,0.04,45.90,-33.57
10398352,Mir370,61.67,47.93,72.47
10398354,---,-81.43,-80.85,-82.21
10398356,---,-11.10,-32.57,-1.37
10398358,LOC100861571,-65.65,-86.94,-43.97
10398360,---,-70.02,-76.24,-62.86
10398362,AF357355,-60.18,-61.08,-59.30
10398364,LOC100861572,-21.17,-30.62,-15.10
10398366,---,-33.29,-30.63,-36.02
10398368,---,-28.93,-54.07,-16.92
10398370,---,-0.25,-5.75,13.14
10398372,---,-90.29,-93.90,-85.76
10398374,AF357341,60.13,26.35,80.64
10398376,---,54.99,-6.84,84.85
10398378,---,-39.31,-53.84,-29.19
10398380,---,-18.69,-35.17,-10.15
10398382,Mir379,-74.73,-85.74,-63.60
10398384,Mir411,-54.05,-90.50,-24.95
10398386,Mir299,-38.89,-34.30,-43.23
10398388,Mir380,-24.69,-49.60,-13.12
10398390,Mir323,-30.75,-51.38,-17.29
10398392,Mir329,-39.74,-59.24,-24.14
10398394,Mir494,-60.50,-48.93,-70.37
10398396,Mir679,-8.45,-0.34,-18.53
10398398,Mir666,20.99,2.31,38.86
10398400,Mir543,-79.14,-97.57,-44.81
10398402,Mir495,-48.22,-73.14,-30.52
10398404,Mir667,54.13,9.73,80.79
10398406,Mir376c,-73.99,-89.60,-56.41
10398408,Mir376b,-32.63,-45.37,-22.72
10398410,Mir376a,-29.39,-46.66,-17.91
10398412,Mir300,-47.19,-55.16,-39.70
10398414,Mir381,-45.56,-63.49,-31.38
10398416,Mir487b,-17.57,-8.28,-30.39
10398418,Mir539,-16.92,-42.54,-5.62
10398420,Mir382,-82.16,-81.00,-83.30
10398422,Mir134 or Mirg,-14.84,-11.49,-18.49
10398424,Mir668,35.69,39.75,30.00
10398426,Mir485 or Mirg,-15.62,-21.15,-11.03
10398428,Mir154,-88.83,-87.41,-90.59
10398430,Mir496,-21.25,-26.72,-17.03
10398432,Mir377,-37.19,-49.66,-28.58
10398434,Mir541,-23.14,-45.99,-10.85
10398436,Mir409,-34.92,-78.42,13.14
10398438,Mir412,-12.80,-46.42,23.29
10398440,Mir369,-27.50,-72.93,-8.79
10398442,Mir410 or Mirg,-70.44,-82.73,-58.16
10398444,---,49.88,34.98,62.49
10398446,Dio3,-5.57,-8.90,-2.11
10398451,Rps25,24.00,33.16,14.61
10398453,Ppp2r5c,19.74,53.17,-11.56
10398455,Ppp2r5c,68.68,76.12,59.72
10398459,Ppp2r5c,52.92,71.51,22.05
10398461,Ppp2r5c,97.67,99.51,93.78
10398483,Dync1h1,21.46,22.60,20.51
10398562,Wdr20a,25.37,36.80,13.57
10398569,Zfp839,73.83,79.87,66.78
10398578,Tecpr2,19.72,31.64,4.60
10398599,Rps19,37.43,-46.23,89.96
10398601,Rcor1,-54.26,-46.55,-61.94
10398615,Gm10158,-11.42,30.28,-46.40
10398618,Traf3,96.00,93.67,97.00
10398635,Amn,-8.67,-13.84,-4.19
10398649,1200009I06Rik,-36.27,-46.47,-28.14
10398665,Tnfaip2,32.32,27.10,37.37
10398678,Eif5 or LOC100047658,26.50,78.82,-41.30
10398693,Snora28,40.39,67.87,3.61
10398695,Mark3,5.71,40.42,-36.34
10398717,Trmt61a,-24.84,-59.65,10.10
10398721,2810002N01Rik,-67.79,-86.73,-31.43
10398727,Klc1,-19.66,-19.68,-19.61
10398751,Zfyve21,-93.88,-90.62,-96.13
10398759,Tdrd9,-9.40,-25.07,-3.22
10398795,Aspg,-24.85,-35.02,-18.40
10398812,Mir203,-30.63,-20.53,-42.93
10398814,Kif26a,0.08,-3.56,6.69
10398824,A530016L24Rik,-21.76,-44.19,-9.48
10398831,Inf2,-66.86,-40.79,-84.32
10398859,Adssl1,75.35,69.23,80.79
10398874,Siva1,-24.81,-61.68,1.47
10398881,Zbtb42,83.74,78.38,88.29
10398885,AW555464,-90.05,-89.94,-90.05
10398907,Pld4,93.77,95.66,92.26
10398920,BC022687,-61.33,-54.17,-68.01
10398929,Btbd6,8.42,-8.75,25.80
10398934,Brf1,49.01,69.01,18.87
10398936,Pacs2,86.64,89.36,83.41
10398966,Tex22,37.04,-1.24,61.86
10398972,Mta1,-63.11,-69.05,-56.54
10398996,Crip2,-74.79,-77.05,-73.09
10399005,Crip1,33.57,-5.14,68.65
10399011,4930427A07Rik,-22.82,-48.67,3.33
10399021,Tmem121,-20.54,-21.49,-19.57
10399024,Adam6b,-40.86,-40.03,-41.66
10399027,Adam6a,-67.48,-45.16,-87.79
10399029,---,-26.80,-41.60,-14.68
10399032,Gm19331,20.13,-18.83,57.29
10399034,---,54.23,-11.44,81.74
10399036,Uevld,-87.57,-84.97,-90.12
10399038,Zfp386,-39.20,5.40,-70.50
10399046,Vipr2,-24.05,-50.80,-8.12
10399061,Esyt2,-44.20,-6.10,-73.96
10399087,Ncapg2,-63.61,-36.59,-92.06
10399121,Ptprn2,-15.18,-18.18,-12.91
10399146,Mir153,-13.74,9.64,-46.77
10399148,Rapgef5,-45.72,-33.92,-56.11
10399178,Cdca7l or Dnahc11,-36.99,-35.76,-38.40
10399189,Sp8,62.35,47.73,71.18
10399198,Ncoa4,-91.20,-88.31,-92.70
10399202,Macc1,-36.05,-26.57,-47.38
10399208,Tmem196,-31.56,-60.73,-16.58
10399212,Tmem196,60.80,23.44,81.92
10399214,Rab10,47.72,72.63,22.59
10399224,1110002L01Rik or Kif3c,-35.90,1.04,-71.01
10399228,---,-87.69,-90.19,-84.76
10399232,Gm10485,70.04,61.82,76.87
10399234,Efr3b,-73.47,-90.00,-54.70
10399254,Cenpo or Adcy3,10.71,31.04,-12.14
10399265,Ncoa1,81.11,85.76,75.64
10399290,4930417G10Rik,-46.16,-60.75,-31.01
10399299,A830093I24Rik,-83.59,-91.72,-72.06
10399308,Fkbp1b,43.98,19.42,65.72
10399314,Mfsd2b,-12.02,-7.25,-19.92
10399330,Ubxn2a,-42.05,-22.30,-61.03
10399337,Klhl29,-56.77,-62.53,-50.70
10399352,---,-1.20,-42.05,45.11
10399354,---,-15.21,-15.28,-15.13
10399357,Gdf7,85.21,54.82,95.11
10399360,Rhob,39.66,32.20,47.45
10399365,Slc7a15,-33.47,-33.70,-33.24
10399376,9930038B18Rik,25.49,57.19,-11.57
10399379,Pgk1,-46.81,-62.12,-24.79
10399383,Kcns3,57.97,31.70,75.59
10399387,Msgn1,67.73,53.26,78.70
10399389,---,90.97,62.60,98.23
10399391,Gen1,-40.84,-16.20,-73.69
10399407,Vsnl1,-78.19,-78.96,-77.42
10399415,---,-62.31,-42.46,-79.16
10399419,Tubb2b or Tubb2a-ps2,-74.10,-71.69,-76.42
10399421,Mycn,-49.37,-45.37,-54.14
10399426,---,-83.33,-97.29,-50.31
10399428,Snord118,54.99,-6.84,84.85
10399430,Ddx1,-82.31,-77.47,-86.37
10399457,Gm6644 or Akr1b3,54.99,-6.84,84.85
10399459,---,-29.41,-17.83,-46.62
10399461,---,-34.47,-55.25,-0.66
10399463,---,87.87,81.95,91.51
10399465,Fam84a,-69.06,-57.76,-80.04
10399470,Trib2,-68.01,-61.05,-74.42
10399478,Lpin1,-22.23,-21.01,-23.45
10399505,Greb1,-12.57,-11.57,-13.79
10399540,Pqlc3,51.99,50.93,52.84
10399549,2410004P03Rik,-27.28,-35.51,-19.46
10399555,Kcnf1,-22.47,-20.36,-25.12
10399559,Atp6v1c2,-24.96,-30.78,-20.63
10399575,---,15.77,-30.37,57.49
10399579,---,16.07,-15.54,49.32
10399581,---,-38.49,-76.61,-9.36
10399584,G730007D18Rik,-30.46,-8.94,-51.48
10399586,Zfp125,-1.50,15.47,-9.18
10399588,Zfp125,-8.29,11.96,-28.47
10399591,---,31.52,31.73,31.34
10399593,Itgb1bp1,-14.17,-14.50,-13.83
10399605,Adam17,85.20,87.57,82.75
10399629,Ywhaq,-8.27,-78.20,68.78
10399632,F630048H11Rik,13.56,40.71,-14.06
10399634,Gm19924,54.99,-6.84,84.85
10399636,Mrto4 or Gm9178 or Gm5633,-55.50,-73.48,-30.62
10399640,---,69.72,41.18,86.65
10399642,---,54.99,-6.84,84.85
10399648,Gm5433,54.99,-6.84,84.85
10399655,---,54.99,-6.84,84.85
10399657,---,54.99,-6.84,84.85
10399659,---,54.99,-6.84,84.85
10399661,---,-41.63,-48.49,-35.48
10399663,Gm9265 or Gm6943,64.00,20.10,85.93
10399666,9030624G23Rik,54.99,-6.84,84.85
10399671,Hpcal1 or 2410018L13Rik,54.99,-6.84,84.85
10399675,---,10.03,27.17,-7.85
10399677,Cox7a2l,15.96,-23.92,56.38
10399680,Cys1,-19.61,-36.26,-6.07
10399687,---,16.07,-0.21,31.23
10399689,---,26.34,10.76,40.61
10399691,Id2,15.77,4.33,27.43
10399696,Rnf144a,82.47,81.10,83.25
10399710,Rsad2,-38.62,-48.04,-30.15
10399720,---,-32.51,-33.95,-31.30
10399722,Gm9866,-2.30,-2.70,-1.86
10399725,Sox11,-41.48,-50.91,-34.79
10399732,Dcdc2c,-57.27,-91.87,-15.46
10399739,Allc,-14.32,-12.24,-16.71
10399751,Colec11,-20.46,-22.09,-18.82
10399760,Rps7,14.28,-48.64,66.21
10399768,Ttc15,24.43,44.60,5.09
10399782,Tpo,72.49,67.52,76.43
10399801,Sntg2,-53.87,-34.76,-72.24
10399820,Acp1 or LOC631286,5.28,-24.73,35.40
10399823,---,7.59,-14.75,32.55
10399825,Dld,-60.80,-58.42,-62.74
10399841,Cbll1,50.73,60.92,36.94
10399852,---,-64.89,-82.52,-46.15
10399854,Slc26a4,-20.28,-39.70,-10.28
10399874,Bcap29,-84.60,-83.74,-85.93
10399882,Dus4l,-86.36,-81.40,-90.08
10399892,Gpr22,-11.69,-5.69,-21.65
10399897,Hbp1,46.23,68.22,24.16
10399908,Prkar2b,-84.06,-90.37,-77.24
10399924,Pik3cg,91.36,92.40,90.19
10399941,---,-16.12,-59.10,33.27
10399943,Cdhr3,-53.38,-54.08,-52.77
10399965,F730043M19Rik,56.17,54.50,58.22
10399973,Hdac9 or LOC100861990,-59.01,-60.65,-57.09
10400002,---,18.52,77.75,-52.81
10400004,Mir680-3,79.02,87.58,64.96
10400006,Ahr,-5.56,-7.64,-3.61
10400023,Tspan13,65.56,65.75,65.26
10400030,Bzw2,-93.11,-98.11,-77.96
10400045,1700108M19Rik,-15.99,-17.09,-14.87
10400052,Ispd,45.69,32.38,56.60
10400054,---,41.65,8.79,65.36
10400057,Arl4a,-87.32,-92.34,-80.82
10400072,Scin,-68.80,-81.66,-55.05
10400089,Gm889,-26.57,-25.70,-27.60
10400095,Ifrd1,-42.76,-26.50,-55.71
10400109,Zfp277,-5.30,-13.74,4.04
10400124,---,-33.21,6.70,-68.01
10400126,Lrrn3,-50.96,-40.27,-63.56
