Probeset_ID,Gene Symbol,DCLuLN CD103+,Sample_,Sample_,Sample_
10393021,Recql5,78.03,43.93,89.62,78.28
10393045,Itgb4 or B230344G16Rik,50.34,73.69,21.69,39.80
10393047,Galk1 or Itgb4,-65.72,-52.48,-87.21,-52.13
10393058,H3f3b or Gm12657 or Gm6749 or H3f3c or H3f3a,78.78,87.21,85.53,56.61
10393064,Unc13d,57.33,61.48,60.82,50.19
10393098,Wbp2,27.54,70.10,-12.47,4.53
10393106,Trim47,-12.78,24.78,-42.49,-18.20
10393113,Trim65 or Trim47,54.45,51.71,40.74,68.56
10393125,Mrpl38,8.22,25.62,24.04,-38.49
10393136,Fbf1,-41.70,-53.10,-48.95,-20.79
10393166,St6galnac2 or 1810032O08Rik,3.81,5.61,2.43,1.39
10393177,Acox1,-11.26,-12.87,0.27,-20.68
10393197,Evpl,-13.09,-7.06,-48.44,-4.11
10393222,Srp68,-85.33,-89.15,-69.22,-90.63
10393239,---,-3.34,19.56,-15.13,-8.89
10393241,Exoc7,-9.71,-41.97,52.74,-40.90
10393264,---,43.93,78.76,8.90,23.26
10393266,Foxj1,59.04,78.83,-2.03,69.31
10393272,Rnf157,-52.50,-49.90,-49.66,-58.07
10393294,Qrich2,-11.09,-12.52,-39.20,-2.41
10393309,Prpsap1,67.32,61.82,79.48,57.83
10393320,Ube2o,-55.19,-69.28,-42.53,-50.67
10393341,Rhbdf2,38.62,46.71,44.46,21.98
10393364,Cygb,-24.81,-28.41,-28.41,-17.93
10393373,St6galnac1,54.87,22.32,58.34,68.22
10393379,Mxra7,-47.18,-48.36,-49.44,-44.23
10393387,Jmjd6 or 1110005A03Rik,-48.35,-45.86,-30.43,-69.59
10393395,Srsf2,-74.34,-56.53,-59.24,-91.90
10393404,LOC100505199,-22.87,-15.30,-57.68,-9.60
10393406,---,-30.46,-56.34,7.16,-33.73
10393408,Tmc6,-8.31,-20.29,-6.95,2.48
10393431,Tk1,1.25,0.44,11.96,-8.77
10393436,Tha1,27.87,34.99,-12.40,54.50
10393449,Socs3,-30.55,-32.09,-29.07,-30.57
10393453,Dnahc17,61.28,82.86,-4.13,77.60
10393509,Usp36,-88.15,-77.08,-91.64,-91.42
10393532,Dnahc17,-7.30,-6.44,-18.49,-3.32
10393544,Cyth1,84.08,80.37,88.37,83.00
10393559,Timp2,-72.11,-68.89,-71.78,-75.54
10393569,BC100451,-47.96,-85.37,-6.61,-55.76
10393573,Lgals3bp,15.70,16.62,23.48,8.20
10393580,Cant1,8.33,26.85,18.87,-19.22
10393591,Engase,50.54,76.79,-28.62,72.75
10393594,Rbfox3,-8.94,-10.59,-18.65,-4.48
10393614,Cbx8,-58.52,-35.96,-54.03,-77.97
10393620,Cbx4,-19.75,-11.83,-2.48,-43.66
10393628,Tbc1d16,-24.24,-21.57,-55.34,7.79
10393642,Eif4a3,-75.50,-82.56,-56.52,-80.97
10393648,Sgsh or Card14,-57.03,-62.21,-55.48,-53.11
10393662,Nptx1,-11.65,-5.74,-18.16,-15.55
10393668,Aatk,-11.30,-8.24,-11.78,-13.96
10393685,Mir338 or Mir3065,26.57,54.92,-43.74,62.44
10393687,Azi1,33.21,26.16,-5.57,65.08
10393714,2410002I01Rik,47.83,30.81,50.40,59.58
10393728,Slc38a10,-2.75,-17.90,12.20,-15.33
10393749,2810410L24Rik,83.04,93.65,25.86,92.36
10393751,---,5.79,-3.11,14.84,3.56
10393754,Actg1,96.34,89.60,99.47,96.50
10393761,2310003H01Rik,-20.41,-4.51,-45.45,-11.69
10393774,Nploc4,54.82,55.22,66.71,43.53
10393793,Pde6g,-11.27,-23.99,-5.77,-9.12
10393801,1810049H13Rik,15.54,13.21,24.46,10.36
10393804,Arl16,47.27,68.35,11.33,51.16
10393814,Fam195b,68.83,66.90,70.16,69.05
10393818,Ppp1r27,-17.61,-5.70,-64.34,-12.06
10393823,P4hb,-54.56,-62.83,-40.75,-56.82
10393836,Arhgdia,60.19,87.32,52.12,33.65
10393844,Alyref,-44.88,-76.44,-18.01,-39.60
10393851,Pcyt2,-46.17,-58.23,-19.40,-63.45
10393866,Sirt7,79.46,66.98,93.47,72.28
10393877,Mafg,-67.09,-74.55,-48.25,-72.82
10393879,Mafg,-35.88,-45.06,-25.60,-37.55
10393881,Mafg,-18.43,-52.42,22.58,-20.86
10393887,Pycr1,-38.38,-29.19,-66.91,-26.39
10393898,Myadml2,-21.40,-9.40,-59.00,-13.12
10393904,Notum,-27.68,-27.34,-24.43,-31.22
10393917,Stra13,-59.54,-73.66,-28.41,-71.51
10393926,Dcxr,-17.97,-22.21,-11.14,-21.68
10393936,Cbr2,-16.56,-22.29,-10.32,-20.77
10393944,Rfng,-81.92,-75.94,-72.78,-91.04
10393955,Dus1l,-44.98,-50.80,-13.50,-62.26
10393970,Fasn,-72.68,-67.44,-76.96,-73.59
10394018,Ccdc57,-30.71,-4.38,-80.62,10.57
10394040,Csnk1d,14.57,-13.11,53.66,0.43
10394054,Cd7,-4.01,-0.96,-5.52,-7.61
10394060,Sectm1b,-36.78,-18.00,-41.95,-57.31
10394068,Sectm1a,-44.56,-46.44,-80.36,-13.76
10394075,Tex19.2,68.86,28.56,60.27,88.20
10394080,---,-0.32,24.88,12.84,-27.56
10394082,1110031I02Rik or Hexdc,-79.77,-81.15,-81.21,-75.99
10394093,BC017643,14.07,-13.01,33.51,21.74
10394102,Wdr45l,4.37,-21.28,19.39,7.76
10394109,Rab40b,-4.86,-15.77,-7.73,16.63
10394119,Zfp750,-31.33,-14.49,-48.72,-34.99
10394124,B3gntl1 or Tbcd,42.10,3.62,62.79,49.85
10394142,Hmgb1 or LOC100862258 or LOC637733 or Gm6115,-8.75,14.15,54.87,-93.35
10394144,1700012B15Rik,-81.25,-69.94,-88.06,-82.80
10394158,Kif3c or 1110002L01Rik,-33.41,-45.99,-27.70,-27.36
10394173,Asxl2,-5.96,18.07,-7.01,-27.72
10394186,Dtnb,-24.34,-20.00,-27.72,-25.71
10394209,Dnmt3a,-4.24,-8.36,-1.22,-3.06
10394238,---,-11.98,-28.56,-25.43,22.83
10394240,Pomc,-0.07,8.74,-5.68,18.48
10394245,Dnajc27,-70.59,-62.63,-82.01,-64.18
10394258,Adcy3 or Cenpo,-65.71,-60.46,-88.23,-44.52
10394283,2410017P09Rik,-69.60,-83.10,-45.73,-74.38
10394286,2410017P09Rik,-54.70,-8.33,-62.57,-80.96
10394288,Itsn2,67.69,69.39,73.81,58.47
10394331,Pfn4,-38.08,-38.27,-43.69,-33.34
10394344,Gm6682,24.53,13.62,30.51,27.64
10394346,---,74.19,83.67,44.73,79.48
10394353,0610009D07Rik,-84.70,-97.26,-52.20,-76.55
10394358,BC068281,-42.32,27.93,-66.06,-70.85
10394366,Atad2b,86.96,86.99,91.19,81.92
10394381,Atad2b,60.57,57.56,73.10,47.13
10394389,2810032G03Rik,-45.02,-11.06,-73.09,-55.80
10394392,Nfyc,-24.52,-4.71,-12.68,-55.19
10394394,Apob,-23.81,-13.53,-43.60,-24.60
10394429,1110057K04Rik,-11.05,4.04,2.94,-39.06
10394437,Hs1bp3,-5.90,-9.85,13.72,-15.45
10394448,Pum2,78.82,80.55,82.93,71.70
10394471,Sdc1,-37.83,-38.15,-38.23,-36.85
10394477,Laptm4a,-60.70,-83.05,-33.15,-57.57
10394488,Matn3,6.54,24.89,-22.76,37.92
10394498,Wdr35,-85.05,-95.05,-73.72,-82.35
10394527,Ttc32,-57.86,-53.23,-81.21,-36.13
10394532,Ube2f or Gm5434,92.98,94.55,93.80,90.81
10394534,Osr1,-41.60,-67.23,-35.44,-27.19
10394538,Acaca or LOC100503180,-75.16,-80.34,-72.04,-72.37
10394542,Nt5c1b,-57.13,-52.50,-47.94,-70.81
10394555,Rdh14,-97.19,-99.68,-88.31,-97.81
10394558,Rpl29,-8.75,14.15,54.87,-93.35
10394560,Smc6,-59.42,-63.99,-41.68,-67.39
10394591,Rpl15,-93.15,-95.59,-85.04,-95.50
10394593,Fam49a,99.54,99.90,99.32,99.41
10394609,Rpl36,-8.75,14.15,54.87,-93.35
10394611,Nbas,-33.22,-66.18,12.67,-41.83
10394625,Nbas,-7.52,5.20,10.33,-43.55
10394627,Nbas,-88.97,-91.42,-80.39,-92.58
10394671,Gm16497,-23.84,-5.03,-13.36,-59.14
10394674,Socs2,98.62,98.32,98.93,98.72
10394676,---,-3.88,14.63,-13.76,-4.24
10394678,---,50.85,73.27,-12.28,68.76
10394680,---,-83.96,-67.87,-90.95,-87.57
10394682,---,-4.44,3.99,-48.86,36.92
10394685,Ntsr2,-16.72,-7.58,-29.42,-19.88
10394690,E2f6,-84.92,-88.64,-80.03,-84.82
10394699,Rock2,-33.28,-29.06,-18.03,-49.48
10394731,Top2a,-36.00,-25.05,-47.85,-36.53
10394733,Rps23 or Gm5148,-43.87,-59.70,-12.43,-54.17
10394735,Pdia6,-86.69,-90.26,-65.35,-94.01
10394749,Nol10,-88.48,-93.37,-81.03,-86.76
10394770,Odc1,-65.03,-82.99,-32.94,-63.73
10394776,---,38.54,25.80,46.54,41.68
10394778,Hpcal1,86.83,89.03,88.48,82.70
10394783,Hpcal1 or Gm9222,86.62,86.51,87.04,86.54
10394786,Gm9222,-8.75,14.15,54.87,-93.35
10394789,---,-6.37,66.77,-25.34,-53.02
10394791,Gm9222,30.49,52.52,-12.79,48.79
10394794,Gm4983,26.50,63.31,-0.10,-3.06
10394798,Gm9229,64.82,50.85,58.88,77.35
10394800,Bnip3l or LOC100044398 or Gm10480,-83.62,-80.29,-81.34,-88.51
10394802,5730507C01Rik,81.71,65.64,81.44,89.78
10394805,5730507C01Rik or 2410018L13Rik,20.41,44.73,2.05,11.08
10394809,2410018L13Rik,-29.21,-21.66,-35.11,-33.33
10394812,Gm4983 or Gm9292,68.44,73.59,77.08,51.19
10394816,---,-8.75,14.15,54.87,-93.35
10394819,---,8.30,54.36,-37.41,13.81
10394821,---,18.30,49.98,78.51,-77.26
10394823,---,-8.75,14.15,54.87,-93.35
10394827,---,94.66,98.57,89.44,91.73
10394829,---,50.84,58.31,13.41,65.71
10394831,---,54.18,65.24,56.07,39.49
10394833,---,-8.75,14.15,54.87,-93.35
10394837,Gm19924 or 2410018L13Rik,-6.80,72.08,34.18,-92.94
10394843,2410018L13Rik or Gm9158 or Gm9292,84.07,81.60,94.76,65.56
10394846,---,13.90,36.23,-5.77,16.33
10394850,---,0.30,64.58,45.80,-82.76
10394852,9030624G23Rik or Asap2 or 2410018L13Rik,-4.41,65.39,-17.48,-53.04
10394858,---,65.83,53.37,55.36,80.92
10394860,B230354O11Rik,-24.50,-46.48,-29.22,-6.54
10394862,Asap2 or Itgb1bp1,90.39,92.51,91.08,87.34
10394892,Cpsf3,-97.68,-98.12,-92.39,-98.70
10394912,---,20.28,43.41,-20.70,35.37
10394914,Iah1 or Adam17,-7.26,-23.39,7.32,-4.39
10394922,Gm5433,-13.40,-20.44,-27.77,3.11
10394926,Gm5433,0.00,33.77,72.22,-94.23
10394929,Gm9292,78.20,92.46,31.83,81.10
10394931,2410018L13Rik,45.28,-15.19,72.49,53.88
10394934,2410018L13Rik,67.09,85.15,68.99,31.64
10394936,---,87.22,80.47,79.60,95.38
10394938,---,50.13,62.22,69.11,-2.76
10394940,---,-8.75,14.15,54.87,-93.35
10394942,Taf1b,-40.09,-37.97,-26.18,-53.22
10394954,Grhl1,-33.64,-18.78,-43.78,-41.88
10394971,Klf11,-23.61,-16.16,-30.51,-23.03
10394978,Rrm2,-71.80,-65.12,-80.23,-69.59
10394988,---,82.22,90.34,61.70,84.86
10394990,Mboat2,-65.30,-46.20,-85.64,-70.97
10395005,Kidins220,65.33,69.33,70.59,51.08
10395039,Cmpk2,-53.54,-59.89,-37.35,-62.23
10395049,Rnaseh1,-31.18,-27.40,-2.14,-56.88
10395058,Adi1,-95.25,-96.72,-94.71,-93.95
10395064,Tssc1,23.47,16.10,67.54,-16.47
10395074,Myt1l,-7.11,-3.81,-37.62,-4.12
10395103,Pxdn,-32.03,-26.52,-33.26,-35.72
10395129,Tmem18,71.88,31.76,90.97,75.89
10395136,Fam150b or Acp1 or LOC631286,-34.55,-63.98,-40.65,-7.60
10395142,Sh3yl1,-70.47,-76.80,-68.77,-65.81
10395155,Fam110c,-69.85,-71.97,-76.23,-61.08
10395158,---,39.91,62.61,-7.94,57.33
10395163,Lamb1,-57.92,-50.96,-69.20,-56.01
10395198,---,-76.32,-72.56,-84.77,-71.20
10395201,Slc26a3,-30.09,-33.89,-55.87,-13.52
10395225,Gm10473,-35.05,-24.03,-44.02,-36.73
10395227,Cog5 or Hbp1,57.58,55.65,57.96,59.28
10395250,---,38.19,52.96,42.38,15.31
10395252,2010109K11Rik,-9.65,-29.01,29.44,-18.27
10395257,2010109K11Rik,-6.90,-48.47,38.30,-8.48
10395259,Nampt,44.60,26.02,64.40,41.13
10395273,Gdap10,60.51,46.48,74.44,56.92
10395275,---,-8.75,14.15,54.87,-93.35
10395277,Sypl,-87.05,-85.50,-79.02,-92.81
10395287,Atxn7l1,81.24,82.11,78.41,82.63
10395293,Atxn7l1,82.30,90.09,76.74,76.21
10395306,Efcab10,-76.97,-50.24,-93.69,-82.93
10395312,Twistnb,-61.57,-75.43,-59.92,-44.77
10395317,Ferd3l,58.35,91.67,-15.33,45.88
10395320,Twist1,-16.00,-7.77,-30.10,-14.62
10395324,Prps1l1,27.15,-16.13,20.94,70.32
10395328,Snx13,25.34,39.86,29.48,8.11
10395356,Agr3,-55.41,-59.63,-70.18,-39.45
10395365,Agr2,-62.41,-42.23,-77.99,-69.48
10395374,Gm5434,-26.11,-5.16,-30.01,-78.83
10395376,Ankmy2,-66.75,-56.79,-59.38,-80.11
10395389,Sostdc1,-40.86,-49.79,-52.32,-25.76
10395394,Ispd,-25.44,-15.34,-6.23,-50.09
10395409,Meox2,-33.44,-13.49,-39.67,-65.10
10395414,Agmo,-35.27,-31.34,-33.39,-42.99
10395428,Dgkb,-45.03,-33.20,-61.96,-44.80
10395457,Etv1,-48.85,-33.65,-44.48,-70.93
10395463,Ifrd1 or Gm7008,25.48,19.69,-0.37,49.95
10395466,Dock4,-50.94,-48.49,-49.93,-53.61
10395520,Immp2l,-1.65,-4.57,-0.28,-0.21
10395529,---,64.68,78.41,0.58,80.88
10395532,---,-45.12,-42.10,-58.32,-37.21
10395534,Gm2027,-7.96,61.01,-84.76,25.94
10395538,Pnpla8,64.51,62.00,67.51,64.51
10395553,Nrcam,-66.41,-33.86,-81.19,-89.91
10395591,---,26.13,69.65,11.48,-14.83
10395594,---,-28.53,-26.06,-20.83,-42.50
10395596,Foxg1 or 3110039M20Rik,-14.81,-4.84,-32.79,-19.74
10395604,Gm9804,51.49,73.99,28.73,45.08
10395606,Gm10468,-14.47,-6.90,-13.16,-26.44
10395608,---,-15.58,28.33,4.57,-82.51
10395610,---,51.91,61.57,18.71,65.92
10395612,G2e3,-55.68,-57.12,-38.88,-69.17
10395628,Scfd1,33.46,12.58,72.91,3.63
10395659,Coch,-27.49,-31.43,-32.93,-20.38
10395672,Ap4s1,23.64,12.43,55.68,-5.91
10395682,Gm5785,-37.40,-31.94,-44.22,-36.67
10395684,Nubpl,-85.72,-74.50,-88.25,-90.01
10395692,Arhgap5,76.35,77.96,80.62,68.27
10395702,Akap6,-51.67,-35.81,-53.66,-73.62
10395719,Npas3,-25.70,-19.16,-62.55,-13.37
10395733,Npas3,-46.13,-47.58,-49.26,-41.89
10395735,---,-12.23,-28.75,-27.94,21.17
10395737,Rpl21,-8.75,14.15,54.87,-93.35
10395739,Srp54b or Srp54a or Srp54c,59.84,69.81,64.52,42.02
10395770,Ppp2r3c or Fam177a or 1700047I17Rik2 or Srp54c,98.71,98.74,99.15,98.33
10395780,Ppp2r3c or Fam177a or 1700047I17Rik2 or Srp54c,-8.75,14.15,54.87,-93.35
10395788,Srp54c or Srp54a or Srp54b or Fam177a or 1700047I17Rik2 or LOC100503822,-8.75,14.15,54.87,-93.35
10395805,Fam177a or 1700047I17Rik2,-8.75,14.15,54.87,-93.35
10395807,1110008L16Rik,-95.30,-97.56,-88.03,-96.10
10395816,Psma6,-37.99,-60.88,-27.77,-23.57
10395825,Aldoart2,59.48,72.42,24.97,69.92
10395827,Insm2,93.10,97.01,83.81,94.36
10395829,Ralgapa1,41.04,1.12,65.51,40.65
10395831,Brms1l,-44.83,-48.26,-21.99,-62.50
10395845,---,-1.73,5.47,-10.15,6.33
10395847,---,76.24,88.60,20.24,86.05
10395849,Pax9,-4.05,4.65,-19.95,3.83
10395855,Mipol1 or Prps1l3,-82.78,-76.28,-79.57,-90.52
10395869,4921506M07Rik or Ttc6,-38.34,-46.97,-29.15,-40.72
10395875,Ttc6 or 4921506M07Rik,-26.49,-33.42,-22.83,-24.45
10395889,Sstr1,-18.62,-3.97,-86.48,-6.18
10395893,Sip1,-77.68,-84.90,-59.74,-85.44
10395908,---,14.70,-23.43,40.57,35.94
10395910,Pnn,3.10,2.61,8.19,-1.48
10395922,Rps2 or Gm8842 or Gm10420 or Gm5978,-55.62,-63.89,-35.30,-66.82
10395925,Mia2,-51.24,-72.75,-36.22,-46.93
10395932,Ctage5,-48.87,-28.83,-42.69,-69.67
10395953,---,37.76,67.34,10.82,20.94
10395956,---,-4.55,45.81,-35.14,-11.00
10395961,Lrfn5,-30.05,-47.87,-29.28,-18.72
10395971,---,-58.20,-63.14,-57.78,-53.12
10395974,---,-32.36,-4.47,-62.21,-85.92
10395976,Dnajb6,-8.75,14.15,54.87,-93.35
10395978,Gm527,18.72,-10.13,29.57,40.14
10395984,Fam179b,41.38,33.75,62.62,24.76
10396008,Prpf39 or Fkbp3,55.64,45.93,77.40,36.79
10396030,Fancm,-61.12,-41.90,-71.31,-67.27
10396055,Wdr20b,-35.31,-29.28,-60.46,-21.76
10396059,Rpl17,-8.75,14.15,54.87,-93.35
10396062,---,-24.54,-5.74,-23.00,-49.39
10396064,Txndc9,-2.30,-66.05,44.40,11.49
10396066,Rn7s1 or Rn7s2,90.09,72.13,95.70,95.51
10396068,Lrr1,-44.30,-31.42,-64.03,-41.62
10396074,Mgat2,12.70,11.12,27.17,1.14
10396076,9330151L19Rik or 1110034A24Rik,-15.53,13.33,-22.58,-37.50
10396079,Klhdc1,-11.95,-23.19,-9.61,-3.64
10396094,Klhdc2,-74.72,-75.44,-60.76,-84.65
10396108,Arf6,25.37,16.11,37.31,22.27
10396110,---,-8.75,14.15,54.87,-93.35
10396112,Atp5s,-84.15,-91.54,-63.42,-91.62
10396121,4930512B01Rik,34.57,42.78,68.37,-20.44
10396125,Atl1,-73.46,-84.20,-75.46,-59.09
10396141,---,-10.96,-3.18,44.28,-81.36
10396143,Gm3086,10.91,11.60,6.96,14.35
10396146,Nin,24.36,54.36,41.10,-26.45
10396148,Abhd12b,-12.07,-2.45,-38.94,-12.09
10396161,Tmx1,-82.70,-88.03,-68.54,-85.60
10396170,Frmd6,-62.57,-59.77,-84.15,-40.67
10396175,Gm10457,-19.21,38.52,-49.34,-41.62
10396177,Actr10,-79.60,-87.72,-74.28,-72.54
10396193,Psma3,-81.27,-92.66,-61.59,-73.93
10396205,Arid4a,77.60,83.98,71.07,75.42
10396231,Tomm20l,30.83,41.27,5.15,42.40
10396237,2700049A03Rik,-15.30,16.87,-12.73,-48.88
10396270,Dact1,-50.63,-50.27,-77.70,-31.46
10396278,Daam1,92.23,94.14,90.82,91.41
10396306,Jkamp,-89.58,-95.60,-72.85,-92.15
10396314,Lrrc9,-37.37,-44.41,-67.17,-14.57
10396346,1810048J11Rik,-83.06,-89.29,-78.22,-78.91
10396358,Ppm1a,-97.13,-96.90,-95.91,-98.34
10396367,Six6,-10.58,-1.18,-21.26,-36.83
10396372,Mnat1,-50.19,-63.19,-30.01,-57.22
10396383,Slc38a6,-41.96,-49.12,-11.75,-62.45
10396402,Prkch,-18.43,-18.66,-14.53,-22.59
10396419,---,-29.05,-31.72,-16.57,-42.18
10396421,Hif1a,-59.03,-56.28,-44.91,-72.65
10396440,Gm5068,75.50,93.23,51.72,75.09
10396442,Snapc1,2.74,-43.23,33.53,23.89
10396454,Syt16,-28.16,-27.40,-30.63,-26.91
10396466,1700086L19Rik,-44.34,-13.06,-52.68,-87.23
10396472,Dbpht2,-12.75,-10.41,-37.80,-6.27
10396476,Rhoj,-62.71,-47.23,-56.62,-89.82
10396485,Syne2,4.11,-7.72,21.78,3.03
10396511,Syne2,1.53,1.29,4.38,-0.68
10396606,Syne2,4.57,-7.93,17.04,4.30
10396608,---,0.50,-3.12,9.31,-4.36
10396610,Mthfd1,-97.79,-98.93,-97.60,-95.75
10396640,Akap5,-18.54,-20.70,-20.26,-15.03
10396645,Zbtb1,-53.12,-66.76,-20.53,-66.97
10396652,Hspa2,-28.97,0.05,-39.39,-48.46
10396656,Ppp1r36,-47.06,-45.73,-51.44,-44.39
10396669,---,-2.06,31.77,-51.58,38.40
10396671,Plekhg3,-65.50,-37.56,-79.86,-70.22
10396694,Churc1 or LOC639541 or Fntb,-92.32,-98.40,-77.99,-90.94
10396699,Fntb or LOC639541,-77.93,-73.09,-87.29,-73.79
10396712,Fut8,57.99,34.69,75.28,55.62
10396730,---,76.72,92.11,71.05,50.46
10396732,Gm6657,-28.64,-5.96,-62.42,-70.73
10396740,Gphn,32.16,41.22,39.14,12.85
10396767,Fam71d,-17.41,-12.32,-29.33,-15.43
10396778,Mpp5,55.37,46.37,68.23,49.22
10396795,Eif2s1,-75.33,-78.30,-71.38,-75.40
10396800,Plekhh1,-23.58,-22.86,-26.25,-22.22
10396831,Arg2 or Vti1b,6.78,-0.59,10.11,13.32
10396840,Rdh12,-67.46,-38.49,-94.98,-64.02
10396849,Rad51l1,22.54,14.95,15.60,34.48
10396862,Actn1 or Strm,57.60,50.70,61.96,59.01
10396867,Exd2,-81.11,-86.00,-68.32,-84.92
10396877,Galntl1,-28.06,-30.34,-49.82,-14.97
10396896,Slc39a9,-53.76,-58.96,-34.70,-61.67
10396905,3830431G21Rik,-47.23,-14.44,-75.98,-61.01
10396919,4933426M11Rik,-50.54,-52.53,-31.13,-64.10
10396926,Srsf5,-4.66,-15.31,9.37,-13.65
10396936,Smoc1,-70.07,-47.24,-70.21,-90.23
10396950,---,-47.64,-47.00,-43.85,-52.48
10396952,Ttc9,-55.46,-51.62,-53.03,-61.32
10396956,Pcnx,-49.54,-61.00,-30.30,-52.83
10397000,---,1.43,-10.25,-4.49,24.59
10397002,Sipa1l1,-44.50,-48.77,-24.97,-58.40
10397030,Rgs6,-15.92,-9.04,-37.10,-10.33
10397052,---,40.65,76.65,-56.40,73.70
10397054,Dcaf4,-21.03,-34.09,18.52,-42.51
10397068,Rbm25,60.82,59.12,72.89,51.10
10397081,Rbm25,-39.83,-44.88,-36.81,-38.41
10397083,Rbm25,-27.55,-34.57,-21.99,-26.55
10397085,Rbm25,40.05,45.86,47.72,25.96
10397094,Psen1,-48.93,-58.29,-34.31,-54.94
10397112,Papln,-0.30,38.52,-18.65,17.16
10397143,2410016O06Rik,-87.88,-61.98,-96.09,-94.44
10397145,Acot2,-59.12,-75.55,-46.83,-52.63
10397148,Acot1,-56.08,-63.99,-57.47,-46.36
10397153,Acot4,-39.36,-35.37,-60.74,-27.05
10397158,Acot3,-24.97,-32.67,-31.67,-14.93
10397166,Acot5,-25.46,-30.08,-1.53,-50.98
10397172,Acot6,-52.94,-15.06,-83.37,-51.17
10397179,Dnalc1,-71.48,-85.59,-67.56,-60.50
10397189,Ptgr2,-87.23,-92.35,-74.43,-91.51
10397201,Zfp410,-22.58,-42.71,11.72,-34.15
10397216,Coq6,-79.80,-82.76,-84.11,-70.45
10397230,2900006K08Rik,-91.86,-88.59,-96.85,-86.42
10397244,Rnf113a2,-61.13,-63.23,-53.54,-65.23
10397249,Lin52,-8.75,14.15,54.87,-93.35
10397257,Vsx2,-20.28,-13.80,-45.42,-10.29
10397264,Vrtn,-37.37,-20.65,-61.35,-33.76
10397267,Isca2,-65.11,-86.66,-22.31,-68.55
10397275,D030025P21Rik or Ltbp2,5.16,-19.84,-12.07,54.82
10397277,Fcf1 or LOC633406,-40.27,-33.91,-35.80,-51.97
10397281,Ylpm1,-51.38,-16.86,-59.49,-69.44
10397311,Dlst,-91.07,-91.55,-77.37,-94.43
10397332,Eif2b2,-33.77,-62.05,16.59,-45.39
10397342,Fam164c,-37.24,-42.64,-50.41,-19.62
10397346,Fos,21.66,3.04,48.11,6.08
10397351,Jdp2,17.74,10.28,9.95,34.26
10397359,Batf,-7.15,-4.93,-10.80,-5.61
10397364,Mfsd7c,-56.82,-42.20,-68.59,-59.97
10397377,Ttll5,-78.47,-67.74,-72.91,-89.60
10397416,1700019E19Rik,-11.64,-27.58,-4.67,-1.81
10397428,1700020O03Rik,75.68,67.04,85.76,66.78
10397440,Esrrb,-23.36,-27.51,-35.82,-13.18
10397448,---,-31.12,-30.58,-41.07,-23.53
10397450,Vash1,-18.04,14.88,-28.72,-37.06
10397460,Gm6772,-31.94,-33.32,-43.62,-21.09
10397476,2310044G17Rik,-77.19,-51.20,-60.04,-96.95
10397482,Tmem63c,-20.26,-22.57,-20.85,-17.52
10397507,Gstz1 or Pomt2,-85.86,-83.62,-79.68,-92.54
10397518,Ahsa1,-94.51,-94.51,-93.09,-95.83
10397528,Rpl21,-8.75,14.15,54.87,-93.35
10397530,1810035L17Rik or Nrp,-82.74,-93.87,-61.95,-85.09
10397536,---,50.03,41.19,75.21,23.12
10397538,---,70.84,73.43,28.95,88.58
10397541,Gm2022 or Gm5662 or Gm8300 or Gm2016,-22.45,-24.40,-26.82,-15.71
10397543,Gm8300 or Gm5662 or Gm2022 or Gm2016,-8.75,14.15,54.87,-93.35
10397545,Oog1 or Gm10436 or Gm13023 or C87977 or Gm2042,-53.54,-51.20,-53.69,-55.83
10397551,BB287469 or Gm4027,-38.69,-19.61,-84.81,-34.12
10397553,---,-40.61,-4.64,-78.22,-62.42
10397555,---,-23.96,-8.92,-23.57,-41.46
10397557,---,-48.89,-52.37,-79.40,-23.27
10397559,---,14.21,51.54,-12.12,-2.52
10397561,Adck1,-0.29,-19.90,15.06,1.84
10397575,Nrxn3,-27.93,-25.35,-44.92,-17.62
10397602,---,-41.67,-20.75,-37.30,-75.78
10397604,---,76.07,73.38,49.83,91.35
10397606,Tshr,-49.58,-31.65,-75.06,-48.00
10397621,---,11.44,57.20,39.32,-41.69
10397627,---,2.76,28.24,-15.31,0.38
10397629,---,-55.67,-44.46,-63.68,-60.26
10397633,Flrt2,-76.40,-60.54,-95.41,-64.41
10397639,---,-18.03,-4.20,-23.88,-24.26
10397642,---,0.63,-74.22,33.38,55.68
10397645,Gpr65,24.33,16.77,38.08,17.18
10397649,---,-50.37,-48.66,-72.12,-34.12
10397651,Spata7,-67.85,-63.31,-56.33,-81.65
10397666,Zc3h14,-7.22,25.44,0.92,-54.39
10397683,Ttc8,-0.97,-9.48,17.91,-7.73
10397699,Gm12191 or Rpl30,-8.75,14.15,54.87,-93.35
10397701,---,-20.53,-25.89,-34.83,-4.64
10397703,---,12.06,22.14,-24.22,46.84
10397708,---,-39.76,-44.75,-51.42,-23.83
10397715,---,-19.02,-11.42,-22.24,-27.50
10397717,Tdp1,-38.70,-33.74,-59.66,-23.46
10397719,Tdp1,-89.41,-89.69,-80.81,-95.03
10397736,Kcnk13,-8.37,-22.51,-8.84,2.44
10397741,Psmc1,-80.16,-95.09,-65.36,-62.58
10397750,Gm10433,26.75,64.97,-5.11,11.05
10397752,Calm1 or Calm3 or Calm2,94.99,96.56,92.27,94.71
10397761,Gm10432,97.62,96.89,98.15,98.01
10397763,9030617O03Rik,77.82,83.76,87.35,61.38
10397780,Ccdc88c,39.53,40.52,6.66,63.12
