Probeset_ID,Gene Symbol,MF SI,Sample_,Sample_,Sample_,Sample_,Sample_,Sample_,Sample_
10339513,---,-1.56,87.90,10.32,-54.89,-57.33,-16.32,13.09,-13.28
10339514,---,-8.94,28.43,71.00,-25.46,2.97,-34.01,46.17,-95.11
10339515,---,99.65,98.45,99.44,99.82,99.54,99.61,99.93,99.86
10339516,---,69.44,15.10,82.55,59.61,62.75,56.41,87.19,83.04
10339517,---,-28.41,-11.74,-86.57,-32.33,-32.86,-51.73,-14.91,42.26
10339518,---,48.59,48.10,73.00,34.18,42.77,40.13,48.43,53.24
10339519,---,-26.03,-18.62,-19.20,-84.89,-12.62,-23.55,-13.13,-46.52
10339520,---,-16.80,-86.59,14.89,-19.67,7.31,-43.17,-1.49,-28.49
10339521,---,-6.38,70.30,-7.19,-58.96,42.27,19.85,-43.75,-49.78
10339522,---,2.60,14.54,-13.74,-15.34,-23.12,-22.96,-12.55,74.30
10339523,---,10.30,4.47,-15.52,18.79,30.26,6.46,26.15,0.07
10339524,---,48.83,29.50,62.01,48.56,35.77,44.70,19.30,83.29
10339525,---,71.08,-0.02,48.05,65.60,83.94,72.75,90.00,77.40
10339526,---,16.94,15.21,27.56,-5.16,-17.34,36.40,19.92,36.16
10339527,---,3.03,27.65,38.63,-19.38,-49.38,-26.81,42.61,15.66
10339528,---,-31.26,16.92,28.51,18.47,-57.81,-61.88,-5.32,-89.45
10339529,---,-8.98,-28.86,20.73,15.92,1.55,-45.42,26.65,-37.37
10339530,---,26.88,36.47,35.44,12.95,37.18,32.09,28.45,11.63
10339531,---,91.38,99.24,-73.06,61.81,98.48,95.95,98.11,59.57
10339532,---,86.83,52.52,-13.67,95.72,90.35,91.02,97.57,88.93
10339533,---,-15.22,-28.08,-53.49,35.55,-8.28,-5.22,-10.01,-31.72
10339534,---,76.41,80.37,79.85,89.51,71.06,77.42,74.85,43.34
10339535,---,-5.22,49.04,22.84,-1.29,-85.71,23.57,-34.10,19.09
10339536,---,84.02,90.34,71.84,57.81,90.53,84.47,87.46,90.34
10339537,---,83.10,60.47,66.47,92.53,54.96,69.96,91.88,95.47
10339538,---,-55.49,-37.72,17.32,-74.30,-91.70,-42.56,-83.27,-36.05
10339539,---,11.46,-50.65,-13.50,6.79,71.62,-9.53,28.62,41.61
10339540,---,37.63,25.60,0.25,71.77,54.12,41.16,47.75,8.32
10339541,---,15.80,10.35,5.45,0.91,-36.89,58.81,-11.39,64.10
10339542,---,80.12,50.76,38.35,74.74,85.65,79.50,93.32,97.47
10339543,---,-2.15,-17.08,-49.93,-22.28,-1.81,-10.16,27.86,75.72
10339544,---,87.07,88.13,92.28,85.33,88.38,72.40,84.92,93.49
10339545,---,41.84,46.73,44.97,41.92,50.48,48.92,48.73,20.98
10339546,---,-68.98,-6.57,-72.29,-59.27,-97.11,-88.01,-62.05,-41.68
10339547,---,57.49,66.66,59.69,53.38,16.04,65.86,51.98,73.59
10339548,---,-7.47,-88.77,84.64,-16.32,11.05,-61.90,21.86,5.33
10339549,---,99.54,99.43,99.82,99.19,99.33,98.87,99.93,99.40
10339550,---,-28.02,-86.01,32.92,-77.24,-81.47,30.63,-20.45,53.54
10339551,---,-18.67,-47.00,-4.84,-3.93,-26.08,-65.77,10.93,-17.69
10339552,---,-36.01,-41.15,-77.12,-4.36,-9.43,-76.01,-24.98,-25.78
10339553,---,17.70,1.08,14.10,3.49,20.98,32.27,-55.73,80.16
10339554,---,-10.18,-35.87,-24.43,30.17,-68.33,-11.95,65.24,-23.69
10339555,---,-17.64,-63.45,51.37,-81.15,-49.42,8.24,53.06,-4.33
10339556,---,3.71,-94.19,-64.42,33.16,12.49,-10.77,68.50,89.03
10339557,---,58.67,52.93,10.03,92.54,54.75,61.69,74.52,57.94
10339558,---,-29.02,-14.34,-71.72,-18.82,-6.07,0.74,-38.82,-62.66
10339559,---,-69.03,-45.25,-62.45,-63.84,-79.78,-75.77,-81.40,-70.14
10339560,---,7.30,90.27,26.95,-28.84,-98.19,-23.78,14.90,62.90
10339561,---,-27.56,-77.10,-17.96,-0.86,1.08,17.07,-31.72,-70.05
10339562,---,6.32,-21.18,-4.82,33.78,-18.76,-58.47,32.01,78.11
10339563,---,56.76,83.94,6.75,76.27,38.74,74.18,83.18,-19.74
10339564,---,72.56,10.12,69.21,73.75,52.60,78.51,89.17,92.78
10339565,---,37.24,37.58,47.61,41.20,8.94,51.74,24.23,47.89
10339566,---,-44.26,-83.38,-11.36,-36.08,-79.33,-53.17,-26.10,-49.11
10339567,---,8.91,-12.90,72.74,22.00,-11.67,3.75,32.01,-40.20
10339568,---,-1.63,30.76,15.73,-34.03,4.27,25.12,-8.95,-34.36
10339569,---,43.81,13.67,25.13,65.44,30.35,23.84,47.42,82.64
10339570,---,99.06,98.82,98.05,99.55,98.36,99.23,99.83,98.85
10339571,---,38.70,47.19,85.01,23.38,39.62,22.89,-13.49,19.01
10339572,---,76.20,48.11,65.70,75.88,84.25,61.78,65.96,96.77
10339573,---,35.19,77.08,39.29,26.73,16.91,5.09,50.32,19.87
10339574,---,-13.88,38.43,38.14,-43.36,-28.80,-37.03,-44.41,-35.96
10339575,---,35.65,-13.04,8.36,19.57,48.64,55.18,45.50,62.61
10339576,---,37.59,49.11,39.75,55.01,55.47,-20.09,1.50,60.42
10339577,---,6.68,8.43,10.03,10.55,2.63,5.26,3.19,8.33
10339578,---,34.69,26.70,34.21,36.90,42.15,34.75,43.21,25.15
10339579,---,24.56,-10.75,42.96,4.88,3.33,-20.30,60.20,71.73
10339580,---,-39.77,-69.67,1.92,-26.92,-56.78,-56.47,23.11,-60.82
10339581,---,-26.97,11.26,-90.57,31.82,-24.17,-65.83,-29.47,4.25
10339582,---,85.04,55.28,67.09,91.06,74.39,74.07,91.63,98.82
10339583,---,-11.69,76.30,-54.73,-86.36,-21.72,-5.11,-5.63,-8.35
10339584,---,61.06,47.56,94.46,71.51,59.64,-17.62,64.21,40.67
10339585,---,36.80,52.59,30.82,41.96,56.41,45.00,6.90,18.14
10339586,---,-43.72,-12.94,-23.06,-29.38,-18.35,-60.98,-64.49,-79.05
10339587,---,-28.86,-97.51,-3.89,62.81,0.30,-13.26,18.05,-83.14
10339588,---,89.54,73.71,89.99,82.18,95.56,92.31,85.07,96.10
10339589,---,-9.66,-7.75,0.86,-15.45,-3.08,-12.80,-15.94,-14.89
10339590,---,-78.15,-77.59,-61.11,-75.14,-83.22,-73.92,-85.93,-80.24
10339591,---,-58.38,-73.14,-38.24,-58.10,-54.52,-83.23,-28.61,-80.70
10339592,---,-5.97,61.07,-27.60,-46.81,-0.95,-5.04,-19.51,9.90
10339593,---,77.80,38.42,88.72,58.41,88.86,51.29,73.89,92.88
10339594,---,47.60,84.33,58.39,54.79,-21.75,44.07,37.28,46.72
10339595,---,-45.59,-46.06,-37.83,-38.38,-25.97,-61.28,-57.61,-38.34
10339596,---,50.06,-78.78,72.50,82.10,-0.21,82.57,91.61,43.16
10339597,---,80.23,40.64,92.60,71.73,79.56,85.20,59.20,95.61
10339598,---,12.57,-23.03,35.45,-31.13,62.65,46.54,15.36,-18.23
10339599,---,6.90,3.30,37.43,2.19,4.97,6.12,0.00,-5.22
10339600,---,81.91,74.10,88.80,84.48,81.26,86.94,71.97,79.07
10339601,---,99.17,98.58,99.38,99.03,99.56,99.59,99.17,98.55
10339602,---,63.71,65.47,60.74,75.79,43.81,65.27,48.32,78.37
10339603,---,66.78,83.63,9.07,59.78,34.69,51.06,65.84,94.46
10339604,---,25.67,-54.03,-64.26,64.60,33.67,37.33,76.70,58.12
10339605,---,60.26,95.54,71.25,33.71,32.70,-20.80,61.86,83.69
10339606,---,2.05,68.60,-9.95,82.10,-16.84,-51.89,-5.48,-31.55
10339607,---,3.00,-78.75,34.95,5.55,54.35,3.05,7.96,1.24
10339608,---,-7.43,0.11,60.15,-34.14,-14.03,-63.16,-2.70,-8.78
10339609,---,-43.61,4.84,-93.89,-50.90,17.78,-34.15,-39.91,-73.63
10339610,---,7.62,27.35,40.76,16.23,67.46,-17.72,-57.32,-5.31
10339611,---,-18.20,7.14,24.94,-37.98,-51.69,-1.61,-37.59,-37.72
10339612,---,-29.87,3.96,-92.97,-27.41,-8.60,-25.10,-28.10,-40.56
10339613,---,39.93,46.91,21.28,41.45,-58.50,71.17,79.19,51.03
10339614,---,17.41,12.72,73.04,58.30,-43.63,4.76,65.39,-49.12
10339615,---,95.77,90.02,99.31,82.92,98.01,86.42,92.39,99.75
10339616,---,28.41,-48.18,-73.28,78.38,-71.66,80.60,51.74,91.19
10339617,---,9.43,-9.44,-13.22,-28.23,59.93,14.21,-42.89,67.23
10339618,---,-15.96,-5.22,-38.59,-24.63,-41.39,-15.73,-18.57,34.45
10339619,---,54.87,60.09,28.33,86.16,66.48,4.79,46.03,64.55
10339620,---,47.88,0.56,88.94,65.47,48.44,-11.32,80.24,-17.52
10339621,---,-0.48,29.48,21.63,-59.47,1.97,28.20,-32.42,28.17
10339622,---,7.38,-0.28,2.50,-16.28,-10.96,-49.24,25.80,82.70
10339623,---,70.59,52.76,57.23,33.36,98.68,56.10,78.68,42.68
10339624,---,-24.74,-58.34,8.85,-93.33,-24.98,6.18,-9.78,19.94
10339625,---,8.87,20.66,9.99,32.32,-44.92,25.13,-8.80,30.80
10339626,---,2.46,-60.46,89.51,-15.90,-26.14,-37.22,1.98,47.32
10339627,---,-18.70,-1.54,-10.26,-49.30,-75.89,-64.41,-14.42,-6.69
10339628,---,72.54,29.67,61.41,81.31,74.58,82.06,58.51,92.75
10339629,---,99.17,97.35,99.81,98.37,92.55,98.30,99.89,99.21
10339630,---,75.23,82.16,64.03,76.91,79.03,64.27,76.47,79.47
10339631,---,94.81,75.86,85.33,97.64,98.60,96.46,97.82,93.89
10339632,---,-28.33,-20.22,-0.14,-68.02,-55.06,-47.33,20.25,-48.31
10339633,---,49.03,31.37,55.82,47.42,77.70,42.50,21.50,55.41
10339634,---,48.40,18.17,59.37,54.16,28.07,31.41,87.62,38.07
10339635,---,-11.83,26.60,-91.35,26.63,58.59,-50.34,2.09,-6.27
10339636,---,98.95,98.34,95.03,99.35,99.80,98.84,99.45,99.70
10339637,---,65.02,-28.00,10.96,88.90,93.74,42.65,68.62,90.31
10339638,---,82.12,64.66,83.53,32.22,82.45,60.42,95.04,98.82
10339639,---,1.28,-13.12,-42.64,-20.41,59.84,17.56,10.23,-4.90
10339640,---,9.67,-25.96,11.70,23.53,-0.03,55.56,9.80,-15.41
10339641,---,92.81,87.75,91.65,93.36,94.87,89.66,92.61,96.58
10339642,---,40.63,59.10,31.16,19.58,35.34,53.35,47.18,40.58
10339643,---,20.52,67.92,48.18,53.11,-43.12,38.80,-13.05,-22.66
10339644,---,-59.85,-12.67,-51.18,-85.14,-43.85,-96.25,23.74,-80.85
10339645,---,-50.37,-7.12,-4.04,-70.25,-61.06,-99.64,-52.90,-51.32
10339646,---,-7.26,-27.50,7.96,49.30,-11.78,-23.84,-13.41,-34.60
10339647,---,-26.09,10.35,-71.81,9.74,-73.70,34.24,-28.65,-49.45
10339648,---,88.20,68.95,97.61,91.27,64.53,83.83,86.38,95.47
10339649,---,-55.74,-32.91,-53.55,-53.41,-66.30,-62.18,-64.20,-55.76
10339650,---,-4.09,-2.46,24.40,-1.99,-6.51,-16.19,-31.16,20.74
10339651,---,29.01,14.59,-18.71,-22.45,68.47,16.62,46.74,70.89
10339652,---,76.80,69.33,68.15,79.37,77.78,83.37,76.38,78.17
10339653,---,15.22,11.91,19.64,7.17,19.69,22.08,21.91,2.83
10339654,---,96.10,94.29,98.16,97.00,95.87,91.97,94.56,98.09
10339655,---,95.39,90.67,91.23,95.81,94.38,97.24,94.98,98.87
10339656,---,30.27,40.05,16.82,31.76,23.16,38.58,37.27,20.75
10339657,---,10.93,30.69,18.20,16.11,9.16,23.40,-17.15,-16.65
10339658,---,-11.86,12.35,-76.45,-39.22,-21.24,5.04,-24.12,63.46
10339659,---,-88.29,-89.12,-89.00,-97.42,-96.60,-82.74,-78.79,-62.54
10339660,---,17.55,28.96,30.10,8.13,22.74,17.81,19.53,2.65
10339661,---,53.98,42.94,10.50,77.73,77.54,39.48,66.79,44.49
10339662,---,-7.61,-10.66,-15.53,-4.87,3.40,4.96,-15.33,-19.70
10339663,---,-1.51,29.40,-43.83,-52.76,-16.36,31.82,50.51,10.79
10339664,---,-24.04,-0.75,-41.09,-12.36,-43.04,-13.87,-77.49,-58.74
10339665,---,-1.12,-24.51,-45.58,12.29,21.60,26.68,19.09,33.16
10339666,---,80.23,44.05,88.59,91.01,95.04,71.09,78.77,66.61
10339667,---,46.74,61.55,82.73,53.24,7.59,34.80,73.86,9.36
10339668,---,61.86,80.09,45.98,38.84,78.02,5.26,72.72,76.27
10339669,---,-7.57,-1.85,-3.25,52.87,27.00,29.72,-83.22,-68.40
10339670,---,-61.69,-70.00,-71.52,-47.78,-59.42,-83.54,-24.90,-54.49
10339671,---,-2.25,24.24,-52.72,8.15,-35.30,35.41,15.19,0.00
10339672,---,23.00,42.69,-74.71,57.34,63.00,43.56,-18.32,45.56
10339673,---,83.48,63.52,95.79,79.35,88.34,77.65,76.71,83.57
10339674,---,75.45,75.16,82.40,86.97,-89.70,95.84,88.04,84.74
10339675,---,6.83,49.86,19.86,4.93,-10.36,-2.64,-37.02,27.62
10339676,---,79.31,82.36,34.50,98.99,84.21,66.74,87.40,32.11
10339677,---,89.14,88.64,86.84,59.71,94.94,67.30,99.08,80.63
10339678,---,-17.06,2.23,-15.67,-64.94,-21.61,0.62,-21.79,-16.70
10339679,---,56.04,6.73,48.33,66.58,65.22,58.83,53.10,72.69
10339680,---,-44.13,-31.30,-60.99,-51.95,-46.94,-28.31,-38.32,-53.09
10339681,---,89.66,90.88,90.68,92.00,87.02,87.56,88.98,90.39
10339682,---,15.98,82.89,-21.56,14.30,20.82,-34.58,-2.10,38.70
10339683,---,97.54,97.63,93.76,98.95,96.81,96.13,98.45,98.83
10339684,---,-31.57,52.28,-84.43,-86.83,-52.37,-20.99,-40.21,36.48
10339685,---,-79.53,-78.20,-94.90,-91.30,-73.85,-77.29,-64.82,-44.35
10339686,---,-50.03,43.50,-32.62,-91.66,-14.97,17.88,-80.92,-90.35
10339687,---,-25.22,-0.60,-2.30,-78.78,-65.07,-19.04,51.05,-34.77
10339688,---,46.01,-13.48,54.82,83.81,26.72,61.80,22.80,59.50
10339689,---,91.16,83.35,76.40,91.85,84.38,95.29,95.67,94.84
10339690,---,72.06,67.98,76.49,83.82,74.34,65.59,78.28,43.57
10339691,---,-61.63,-90.53,-80.78,-47.92,-25.61,-56.14,-62.57,-34.49
10339692,---,-12.44,-23.20,-48.80,-11.49,6.78,-5.11,-11.76,5.62
10339693,---,39.19,55.43,-27.57,83.00,4.43,15.21,74.29,33.64
10339694,---,-8.88,49.86,28.35,-5.17,-83.14,-40.34,-39.46,41.78
10339695,---,-28.95,-30.57,-97.01,23.11,70.69,-86.66,-14.52,29.62
10339696,---,34.98,69.93,57.66,1.42,58.76,5.69,26.20,14.88
10339697,---,-3.63,-10.18,-15.06,-1.66,-0.34,-4.64,-8.11,9.19
10339698,---,-24.37,16.42,-55.21,41.85,-37.65,-48.22,-24.29,-77.72
10339699,---,11.17,-4.98,68.09,-3.48,29.37,10.08,28.29,-54.64
10339700,---,40.92,-24.01,65.84,21.75,93.73,-2.87,35.04,19.74
10339701,---,49.87,40.59,20.37,-1.21,-31.47,42.00,60.17,99.05
10339702,---,68.31,79.45,63.06,54.05,87.17,53.42,64.49,63.32
10339703,---,49.06,-2.89,63.73,72.71,2.53,43.37,72.91,60.32
10339704,---,-9.61,-11.75,28.52,-41.66,15.55,-15.50,9.73,-60.39
10339705,---,-4.43,-12.85,3.92,-0.29,8.19,-79.35,-3.28,59.20
10339706,---,-7.14,-85.89,63.59,14.46,-61.54,1.97,10.33,41.78
10339707,---,94.41,90.95,94.33,95.10,94.69,91.76,94.76,97.24
10339708,---,56.24,63.29,78.37,30.93,58.20,39.21,61.88,52.33
10339709,---,98.65,98.23,98.13,98.68,99.00,98.61,99.03,99.39
10339710,---,24.51,25.42,27.11,30.14,35.21,19.66,25.00,15.04
10339711,---,-20.28,-31.67,-65.16,-17.84,10.80,17.52,-24.23,-19.58
10339712,---,-13.41,-52.27,-17.64,2.23,2.13,-20.48,4.36,-9.06
10339713,---,-25.17,2.57,-78.35,-81.94,-4.77,21.59,17.30,-15.45
10339714,---,-1.19,24.90,-45.47,-5.19,52.27,-15.98,20.36,19.13
10339715,---,-18.87,1.87,-77.69,-39.24,-84.85,22.11,44.12,49.10
10339716,---,80.41,78.45,93.63,75.41,76.82,80.69,87.81,58.87
10339717,---,40.88,47.07,19.41,51.53,-10.47,53.18,50.74,59.70
10339718,---,13.26,-45.42,-4.43,-3.34,39.84,92.46,-53.86,13.64
10339719,---,99.14,99.52,99.89,98.62,98.66,98.36,99.29,98.70
10339720,---,80.73,56.95,84.67,76.95,85.87,66.63,93.65,85.27
10339721,---,36.53,-11.06,-20.75,32.98,78.00,62.18,36.21,54.89
10339722,---,-48.60,-73.84,-25.29,-62.07,-61.69,-37.06,-5.86,-43.57
10339723,---,-38.92,-24.32,-41.98,-66.29,-78.07,-19.39,-29.20,-31.56
10339724,---,7.02,-70.51,23.93,22.83,66.99,-36.81,-38.28,76.48
10339725,---,-25.97,-25.60,57.30,-7.77,-8.75,-90.03,-33.21,-91.69
10339726,---,-22.28,-1.12,-2.60,-28.75,-23.35,-27.22,-7.96,-55.52
10339727,---,60.33,90.33,-13.56,91.07,12.72,87.76,76.54,-55.22
10339728,---,29.07,62.27,78.41,-21.75,58.97,-44.02,-59.67,77.75
10339729,---,29.51,41.16,63.43,36.70,11.47,32.83,20.35,10.25
10339730,---,98.81,98.58,95.82,99.26,98.90,97.24,99.49,99.68
10339731,---,14.72,26.88,14.31,-0.17,-6.34,25.57,19.09,19.35
10339732,---,23.20,24.50,-5.41,52.11,15.82,-21.72,32.10,55.76
10339733,---,-33.83,-29.06,-17.49,-36.93,-53.47,-51.39,-36.69,-18.58
10339734,---,-14.39,-50.38,-42.48,8.51,44.00,-21.28,32.34,-59.55
10339735,---,99.46,98.73,96.38,98.54,99.73,99.92,99.62,98.00
10339736,---,63.49,81.00,59.82,0.79,39.46,91.17,58.68,55.10
10339737,---,28.10,22.74,28.26,36.65,24.52,33.89,40.23,17.19
10339738,---,67.37,66.50,55.26,60.37,17.90,80.73,79.00,88.14
10339739,---,19.94,71.34,81.66,-5.12,-74.02,-4.03,19.30,21.31
10339740,---,-69.10,-63.08,-79.71,-76.98,-75.49,-68.37,-54.27,-52.82
10339741,---,54.70,56.03,43.60,58.72,61.22,48.53,51.06,61.32
10339742,---,87.47,53.19,91.82,87.25,95.56,84.24,87.12,92.25
10339743,---,-9.61,36.06,-45.71,-31.56,-70.45,12.77,83.50,-66.17
10339744,---,56.91,7.50,45.87,82.43,73.08,53.96,67.48,47.68
10339745,---,52.45,34.33,63.90,84.86,16.01,-24.91,83.04,61.97
10339746,---,17.91,13.78,21.39,16.51,5.50,47.27,22.31,3.86
10339747,---,-26.94,-18.78,-55.58,-75.47,-47.89,-11.92,39.52,6.66
10339748,---,-3.71,0.10,-54.74,4.80,-4.63,-7.71,29.73,13.93
10339749,---,-51.12,-42.91,-44.35,-31.46,-34.90,-77.04,-50.21,-70.00
10339750,---,-23.99,-14.45,-1.91,-34.14,-20.31,-33.00,-31.00,-28.90
10339751,---,-17.31,-28.46,59.42,-15.10,-61.53,-51.74,-5.61,-15.99
10339752,---,39.66,15.07,86.02,-64.55,16.64,65.94,32.41,77.33
10339753,---,19.35,10.82,3.43,70.32,28.01,32.19,9.15,-26.99
10339754,---,-35.62,-22.57,23.10,-53.52,-20.58,-25.05,-42.90,-84.34
10339755,---,46.15,68.28,34.73,51.99,66.16,47.01,7.96,31.42
10339756,---,40.08,34.86,43.40,31.28,53.04,34.37,42.97,37.88
10339757,---,83.26,83.64,98.44,68.83,91.63,83.01,74.77,21.36
10339758,---,-36.89,-4.94,-23.57,-37.80,24.12,-66.59,-85.81,-97.01
10339759,---,63.05,60.53,75.48,56.02,47.56,80.48,85.46,24.90
10339760,---,18.41,35.37,49.83,-1.32,-35.16,62.64,2.94,-6.36
10339761,---,15.10,38.65,35.89,28.97,-8.67,-14.35,-0.04,21.98
10339762,---,15.87,-58.50,-6.77,44.26,63.72,56.77,-7.90,2.08
10339763,---,89.38,68.21,97.71,89.09,90.79,59.13,92.69,93.41
10339764,---,-13.54,-26.98,19.77,-27.49,-60.04,0.69,11.85,-8.74
10339765,---,-20.58,-49.43,6.39,-3.72,-31.19,-34.31,-23.66,-2.99
10339766,---,-54.58,-59.83,-39.36,-58.53,-8.12,-76.63,-61.47,-58.53
10339767,---,-1.42,-47.08,-15.23,-45.51,25.18,0.12,14.38,47.12
10339768,---,16.05,2.48,73.27,43.92,-14.33,-19.68,-29.36,37.64
10339769,---,-1.43,24.79,80.26,-0.70,-14.65,-8.05,-34.63,-21.01
10339770,---,-34.76,-63.73,-64.72,-48.72,-11.62,-47.29,-7.57,-22.06
10339771,---,-16.73,-77.98,-89.40,-65.51,75.69,30.44,15.75,52.56
10339772,---,99.79,99.12,98.06,99.92,99.97,99.95,99.90,99.77
10339773,---,49.44,57.72,47.75,27.84,25.21,50.11,50.95,73.00
10339774,---,-36.93,-32.74,-50.75,-47.39,-4.33,-14.11,-15.65,-73.03
10339775,---,-38.53,-69.16,-72.95,-47.29,-17.41,-1.08,-49.74,7.98
10339776,---,58.13,36.73,47.64,58.78,28.97,70.57,59.82,80.75
10339777,---,55.99,-4.63,59.39,59.36,85.14,53.02,66.91,37.99
10339778,---,3.54,-20.29,9.26,57.66,-62.85,-6.06,39.41,44.14
10339779,---,94.89,92.25,97.15,95.98,98.24,97.46,94.13,82.79
10339780,---,50.17,47.79,80.82,77.89,-17.72,50.87,58.92,3.38
10339781,---,96.43,96.34,96.83,96.99,97.89,97.53,97.53,88.07
10339782,---,58.14,75.06,69.09,3.48,73.06,75.70,59.88,25.91
10339783,---,-46.14,-15.26,-90.18,-57.94,-80.18,-45.10,-3.17,27.30
10339784,---,85.47,79.09,69.45,90.72,89.60,85.32,92.35,84.52
10339785,---,-0.44,0.24,-4.51,5.12,-4.47,1.22,-6.47,1.90
10339786,---,28.21,17.97,-7.85,27.27,23.68,41.86,45.24,44.74
10339787,---,98.52,98.06,98.43,98.63,97.47,99.11,98.75,98.61
10339788,---,-51.76,-56.94,-23.97,-85.66,76.08,-70.58,-25.23,-97.94
10339789,---,99.76,99.76,99.73,99.82,99.52,99.79,99.88,99.64
10339790,---,-30.93,-18.35,-27.71,-35.10,-18.41,-75.36,-51.70,-5.46
10339791,---,96.75,94.63,96.80,98.86,97.18,88.39,97.18,97.99
10339792,---,77.57,52.30,84.44,84.13,83.85,32.38,90.69,82.94
10339793,---,80.52,68.79,81.74,79.12,93.56,87.02,84.02,54.21
10339794,---,-31.72,-46.24,-21.16,-5.56,-71.72,-20.77,12.63,-44.47
10339795,---,98.88,98.29,98.18,99.09,99.02,99.16,99.27,99.34
10339796,---,-25.55,-17.47,9.37,-53.47,-20.20,-8.92,-52.77,-32.96
10339797,---,-13.78,-83.28,-19.15,14.29,-11.43,0.17,14.29,15.62
10339798,---,98.78,99.58,97.19,98.42,99.16,99.43,98.60,96.12
10339799,---,-26.57,47.15,-23.35,-95.06,-17.52,-76.70,9.27,-14.95
10339800,---,-21.43,-31.83,57.89,-67.17,-87.09,-4.21,-49.18,43.80
10339801,---,-6.17,-18.63,23.92,-11.70,26.88,-35.88,10.38,-24.89
10339802,---,34.05,51.03,48.86,30.44,15.01,39.55,38.22,11.34
10339803,---,23.13,39.02,27.61,63.38,-37.70,32.56,6.66,21.11
10339804,---,-28.63,-21.50,41.86,-97.72,-4.35,1.80,-34.88,-37.77
10339805,---,93.93,95.11,82.41,94.24,96.04,98.29,96.11,89.51
10339806,---,-10.78,-27.37,33.18,-33.55,-35.50,-10.50,-0.85,-0.04
10339807,---,-8.40,-34.93,-19.25,8.91,-21.06,-6.41,-2.56,13.99
10339808,---,83.38,64.75,40.13,89.87,57.90,84.83,98.70,95.27
10339809,---,16.63,6.04,-19.65,50.54,-4.22,1.59,61.64,15.39
10339810,---,3.55,26.81,-18.25,57.96,74.06,-59.90,-68.61,0.14
10339811,---,47.32,-5.30,62.49,-6.15,63.55,27.24,59.93,86.48
10339812,---,78.17,73.29,72.88,76.06,80.57,84.07,79.38,82.08
10339813,---,-1.01,-16.60,-0.89,-46.36,-36.46,69.71,36.37,38.74
10339814,---,9.81,18.03,8.81,15.51,4.74,4.07,1.96,17.03
10339815,---,-40.19,-50.88,-4.52,-99.96,-45.51,-79.69,-24.06,-13.04
10339816,---,75.50,69.15,54.87,81.85,87.29,74.11,73.20,81.12
10339817,---,48.17,45.45,-2.70,13.62,92.76,-17.75,71.01,83.58
10339818,---,-16.75,-67.49,-20.08,-19.64,-18.40,19.90,-8.33,-8.39
10339819,---,28.43,-43.00,46.64,11.42,53.36,23.52,1.81,77.37
10339820,---,-77.43,-64.87,-97.10,-81.48,-53.74,-77.93,-64.93,-72.46
10339821,---,-52.42,-43.68,-39.42,-3.91,-68.60,-94.70,-50.63,-55.79
10339822,---,67.94,72.70,77.17,77.48,65.11,61.16,58.40,54.83
10339823,---,-29.06,-32.45,-32.93,-38.99,0.34,-30.90,-47.86,-26.26
10339824,---,52.23,76.98,54.77,-3.46,4.86,-19.32,94.96,57.54
10339825,---,17.39,2.35,27.98,14.20,62.60,6.45,4.36,8.73
10339826,---,73.30,80.94,49.53,57.82,44.08,73.75,83.37,94.33
10339827,---,85.40,71.90,89.66,88.71,92.36,81.86,97.60,32.62
10339828,---,39.58,61.53,62.59,27.57,-12.09,29.89,44.18,67.41
10339829,---,98.28,95.79,97.62,98.39,98.53,97.97,98.70,98.60
10339830,---,56.84,55.32,66.45,62.53,43.78,56.42,65.73,47.44
10339831,---,58.23,-5.45,-40.28,90.23,75.62,72.57,80.69,66.93
10339832,---,69.11,57.72,65.64,48.79,59.12,75.18,82.57,85.69
10339833,---,32.50,-0.92,98.29,-14.65,-41.76,-2.04,56.02,-19.28
10339834,---,38.82,-77.80,54.00,34.18,51.29,60.36,75.32,52.24
10339835,---,68.33,2.01,76.23,70.89,1.92,89.91,68.33,98.56
10339836,---,-26.04,5.80,30.88,-35.98,-56.67,-41.10,-27.35,-43.94
10339837,---,82.98,99.18,87.03,93.05,40.05,44.74,78.81,82.10
10339838,---,81.60,87.04,85.59,88.14,95.97,83.76,84.04,-9.96
10339839,---,-12.98,39.12,2.64,18.86,-88.46,41.48,-0.50,-74.16
10339840,---,92.35,90.93,90.41,96.05,92.35,88.59,95.07,92.09
10339841,---,89.99,84.22,70.61,93.73,93.40,93.37,94.44,84.40
10339842,---,-35.58,-11.40,-37.25,-57.66,-72.86,-34.43,-27.40,-7.35
10339843,---,42.81,-2.01,-4.15,22.95,66.59,-4.93,79.67,73.36
10339844,---,-15.50,-63.11,19.14,21.46,-32.37,-18.83,-39.29,8.00
10339845,---,58.36,-66.40,-16.95,72.84,88.38,90.76,94.79,15.82
10339846,---,-20.92,-56.04,-9.12,-10.14,-89.86,33.92,-22.14,-25.90
10339847,---,98.77,98.36,99.59,98.77,94.68,93.90,99.43,98.77
10339848,---,99.70,99.34,99.64,99.82,99.58,99.43,99.76,99.73
10339849,---,26.34,33.21,33.54,23.24,19.91,25.46,46.08,11.80
10339850,---,52.77,37.42,37.15,72.39,57.52,60.87,48.45,38.27
10339851,---,98.99,97.39,97.76,99.33,99.40,99.10,99.48,99.29
10339852,---,97.17,80.97,37.64,97.89,98.83,98.10,99.48,99.59
10339853,---,76.21,48.55,81.51,84.27,63.92,66.85,91.28,79.82
