Probeset_ID,Gene Symbol,DC Lu CD103+,Sample_,Sample_,Sample_,Sample_,Sample_
10354644,---,4.30,-28.30,50.38,-21.58,38.91,7.80
10354647,Pgap1,-79.04,-80.85,-77.89,-49.44,-91.60,-89.45
10354649,Pgap1,-80.31,-86.53,-78.18,-78.57,-80.81,-74.27
10354677,Ankrd44,64.09,69.80,60.54,52.62,67.13,69.11
10354704,Sf3b1,68.55,77.11,64.16,41.79,91.03,58.35
10354730,Coq10b,81.54,61.33,84.62,95.59,82.01,61.51
10354732,Hspd1,-75.32,-67.25,-61.85,-55.84,-83.99,-90.52
10354737,---,37.56,53.98,-12.23,68.57,19.10,47.78
10354739,Atp5l,-49.74,-7.56,-8.80,-44.99,-71.35,-96.47
10354741,Rftn2,-54.36,-23.10,-86.61,-37.47,-67.56,-57.95
10354753,Boll,-65.34,-71.70,-71.53,-55.76,-42.35,-84.44
10354765,---,2.88,-35.22,-44.36,21.27,39.58,73.47
10354768,Gm6644 or Akr1b3,13.76,23.87,28.04,22.71,5.73,-10.95
10354773,Hsfy2,-38.90,-84.62,-17.46,-22.92,-36.55,-53.73
10354777,Satb2,-41.81,-42.48,-35.11,-56.51,-49.68,-30.47
10354788,---,-60.73,-80.15,-87.40,2.77,-24.67,-81.76
10354792,1110034B05Rik or 9430016H08Rik,-79.38,-93.58,-85.69,-91.49,-34.84,-50.54
10354803,---,73.64,38.20,93.57,74.24,64.11,66.38
10354807,Kctd18,-1.85,-12.46,3.39,-8.19,-15.48,20.26
10354816,Clk1,39.98,41.16,28.25,7.28,69.05,55.71
10354832,Ppil3 or Nif3l1,-90.34,-87.05,-95.38,-97.84,-54.54,-84.20
10354845,Orc2,-66.18,-54.05,-64.96,-69.52,-72.73,-66.64
10354868,Fam126b,-79.77,-70.66,-86.46,-90.81,-72.77,-71.23
10354881,---,-27.68,-36.66,-29.79,-31.68,26.22,-59.74
10354883,Als2cr12,-56.90,-58.28,-56.98,-39.49,-61.71,-71.30
10354897,Trak2,16.22,24.26,-17.59,-20.36,25.88,60.28
10354916,---,-39.77,-48.76,-45.07,-48.11,-19.33,-46.46
10354919,---,-15.52,-59.57,-26.37,12.39,-13.26,-9.64
10354921,Als2cr11,-36.91,-52.24,-14.13,-15.89,-74.31,-68.62
10354938,Tmem237,-82.17,-85.99,-80.69,-63.67,-95.51,-76.09
10354955,Mpp4 or Als2,-37.66,-25.97,-34.99,-57.29,-46.55,-29.42
10354979,Als2 or Mpp4,-65.85,-72.93,-77.52,-69.46,-62.00,-44.56
10355017,Sumo1,-45.03,-73.91,-77.95,-79.88,23.73,36.38
10355024,Ica1l,-30.61,-39.29,-24.92,-11.80,-31.59,-61.92
10355037,Wdr12,-88.79,-87.95,-89.64,-96.87,-61.08,-92.94
10355050,Raph1,-7.16,12.64,-10.65,-22.74,-35.71,14.23
10355069,Ino80d,47.52,29.92,34.96,30.26,36.70,88.61
10355084,Ndufs1,-68.33,-76.52,-76.84,-69.74,-64.00,-53.39
10355105,Eef1b2,17.94,40.03,43.04,38.27,-6.58,-9.42
10355109,Gpr1,-37.68,-39.10,-68.31,-25.25,-21.32,-40.52
10355113,---,-2.13,-43.59,-28.40,36.73,-7.31,68.00
10355115,Prelid1,22.22,17.07,14.64,38.70,7.06,37.69
10355117,Dytn,-3.77,46.24,-13.92,-20.70,42.71,-47.29
10355121,Mdh1b,-58.37,-60.89,-90.70,-75.23,-13.54,-76.96
10355134,4933402D24Rik,28.08,21.60,37.79,37.23,34.60,0.89
10355138,---,-12.94,-30.18,-60.22,46.65,5.53,-8.12
10355141,Klf7,-66.29,-85.01,-63.67,-65.94,-55.91,-57.01
10355147,Mettl21a,-61.95,-44.82,-80.04,-58.90,-40.78,-73.76
10355152,Fzd5,-25.56,-28.60,-24.15,-9.80,-32.45,-36.02
10355162,Plekhm3,93.68,95.71,96.35,89.10,92.75,92.64
10355173,Rpl10a or LOC100047791,43.97,51.97,46.00,21.66,53.77,49.04
10355176,Akr1cl,-62.45,-70.89,-77.22,-94.62,-49.74,-20.21
10355188,Cryge or Crygf or Crygd,-54.45,-70.99,-63.42,-41.94,-20.57,-83.06
10355191,Crygd,-49.31,-81.43,-46.88,-24.26,-52.90,-45.93
10355193,Crygc,-33.47,-69.29,-40.90,-60.56,-4.92,-29.74
10355197,Crygc,-54.26,-81.51,-71.19,-15.32,-62.76,-60.61
10355199,Crygb,-29.42,-46.82,-22.91,-27.87,-51.12,-12.64
10355202,Cryga,-23.37,-55.50,-17.39,-22.76,-16.61,-17.36
10355205,D630023F18Rik,-54.56,-61.44,-33.54,-73.72,-53.27,-52.74
10355214,Idh1,-36.39,-43.30,-34.56,-30.45,-32.13,-41.79
10355225,Gm10558,-39.10,-74.08,-76.11,-57.95,-12.90,-16.88
10355227,Kansl1l or Rpe,-68.32,-44.15,-55.02,-85.29,-78.43,-62.34
10355246,Acadl,21.04,19.77,19.57,21.50,29.99,15.09
10355259,Myl1,-48.39,-76.82,-72.07,-20.04,-49.04,-41.27
10355264,---,-18.40,-5.93,-20.22,-34.18,-22.26,-11.60
10355266,Lancl1,-91.01,-92.99,-90.32,-97.16,-86.73,-80.95
10355278,Erbb4,-41.89,-32.74,-41.02,-42.08,-30.45,-68.69
10355310,---,-2.46,-49.12,-38.71,5.81,1.49,68.60
10355312,Ikzf2,-37.54,-41.26,-58.73,-45.90,-22.34,-26.58
10355325,Bard1,-25.18,1.30,-6.32,-35.72,-58.60,-44.52
10355327,Bard1,-26.71,2.14,-11.60,-47.05,-41.43,-53.63
10355329,Bard1,-6.33,1.77,-8.78,-19.83,-5.69,-3.79
10355341,---,27.51,8.07,-24.13,-16.94,31.97,89.07
10355343,Abca12,-22.20,-33.62,-17.31,-18.73,-29.06,-18.43
10355401,Acp1 or LOC631286,-73.64,-68.34,-40.96,-80.45,-74.76,-90.66
10355403,Fn1,-32.96,-19.16,-13.35,4.79,-76.69,-86.54
10355452,---,-41.89,-30.23,-43.00,-46.57,-42.88,-46.35
10355454,---,18.12,34.46,74.29,7.75,-5.08,-32.52
10355456,Mreg,28.82,13.06,29.26,42.22,35.89,23.96
10355464,Pecr,-89.53,-87.57,-95.15,-85.71,-90.75,-86.41
10355474,March4,-10.62,-12.39,-16.06,-5.67,-17.72,-4.15
10355479,Ankar,-32.91,-14.51,-17.84,-21.01,-51.00,-84.20
10355500,Igfbp5,-36.25,-26.74,-33.72,-24.19,-57.80,-62.02
10355511,Tnp1,-35.62,-63.12,-48.72,-44.32,-16.18,-16.91
10355514,Tns1,-31.61,-15.05,-13.33,-11.91,-59.61,-66.21
10355528,---,-15.88,-23.47,23.04,12.14,-6.03,-74.55
10355530,---,-25.64,-28.50,-30.45,-1.69,-32.39,-42.06
10355532,Tns1,-19.21,-15.16,-10.94,11.56,-39.76,-47.55
10355534,Tns1,-19.78,1.64,-5.99,0.16,-53.27,-65.09
10355536,Tns1,-34.03,-24.06,-19.58,-8.78,-56.85,-52.90
10355550,Cxcr1,11.19,-11.69,61.14,48.96,-21.57,-10.25
10355554,Aamp,-25.34,-29.55,-57.91,-14.88,5.31,-30.90
10355567,Tmbim1,26.53,17.63,21.70,36.32,29.59,29.31
10355582,Usp37,14.91,23.09,7.52,-20.90,32.28,33.07
10355611,Zfp142 or Plcd4,-24.82,-23.42,-52.33,-41.13,-9.14,9.54
10355628,Rnf25,-11.57,-27.26,-58.23,-20.47,9.11,43.27
10355639,Prkag3,-29.33,-38.31,-13.76,-17.59,-47.20,-41.16
10355658,Fev,60.47,57.22,64.36,66.52,70.59,37.44
10355662,Cryba2,-27.14,-22.09,-16.17,-56.23,-41.77,-14.10
10355668,Mir375,40.80,36.10,83.95,69.25,17.01,-44.09
10355670,Ccdc108,-26.35,-24.97,-15.64,-8.50,-35.74,-72.22
10355706,Ihh,24.33,15.18,45.63,54.00,-0.30,-7.26
10355711,Nhej1,-77.15,-51.87,-88.20,-88.06,-39.70,-92.30
10355717,Slc23a3,-10.34,-31.22,24.49,59.73,-53.63,-36.43
10355730,1810031K17Rik,11.61,9.81,-6.67,19.84,42.02,2.05
10355742,Abcb6,-86.63,-74.96,-81.62,-82.70,-95.39,-92.48
10355763,Atg9a,-45.98,-30.92,-59.02,-41.68,-61.42,-32.34
10355785,Glb1l or Ankzf1,-13.15,-14.30,-50.58,-24.48,10.04,14.08
10355806,Tuba4a,-48.90,-50.42,-48.10,-58.69,-46.19,-35.57
10355813,Ptprn,-50.99,-49.25,-52.86,-69.40,-53.99,-33.15
10355836,Resp18,-51.17,-68.34,-43.60,-61.78,-39.03,-45.93
10355844,Dnpep,-49.27,-32.00,-49.13,-34.57,-62.93,-67.20
10355864,Chpf,13.11,8.57,1.47,9.27,28.02,17.25
10355871,Obsl1,-29.15,-25.99,-44.13,-12.88,-32.09,-38.22
10355893,Epha4,-69.98,-77.35,-54.38,-60.59,-77.77,-80.03
10355914,---,-22.79,-27.70,-35.59,23.97,-48.55,-23.11
10355916,Pax3,-36.72,-40.56,-27.24,-32.46,-73.90,-19.95
10355931,Farsb or Sgpp2,-39.15,-10.33,-26.68,-70.96,-44.77,-28.69
10355954,BC035947,-29.77,-45.07,-24.64,3.34,-50.11,-52.04
10355958,Ube2v1,-39.22,-66.83,-69.38,-14.44,-17.82,0.55
10355960,Scg2,-49.86,-43.17,-47.78,-53.41,-37.52,-67.16
10355967,Ap1s3,92.45,94.50,95.68,89.45,89.58,93.05
10355974,Wdfy1,-29.08,-54.17,-34.72,-40.63,13.27,-18.93
10355984,Serpine2,-50.51,-49.77,-43.51,-33.85,-57.44,-82.92
10355996,Slc25a5,-4.65,6.88,-6.22,-46.30,27.38,-16.41
10355998,Fam124b,-21.87,-13.74,-12.54,-4.57,-38.39,-61.84
10356001,Cul3,-60.24,-49.26,-37.53,-76.68,-56.32,-67.04
10356018,---,52.52,67.18,73.16,64.74,21.55,15.49
10356020,Dock10,98.72,99.03,98.72,97.05,98.82,98.89
10356082,Plscr1,12.56,5.47,2.61,8.97,35.95,11.51
10356084,Irs1,-41.86,-44.17,-40.99,-41.20,-42.61,-39.95
10356088,Col4a4,-20.86,-8.52,-29.29,-11.24,-21.64,-41.94
10356137,Tm4sf20,-40.44,-68.05,-45.00,-16.08,-40.52,-45.89
10356143,Gm17764,-80.03,-74.14,-96.26,-68.14,-80.77,-72.84
10356145,Slc19a3,-36.87,-26.69,-53.64,-26.20,-39.78,-43.32
10356154,Sphkap,-49.36,-37.29,-43.22,-51.72,-46.82,-69.04
10356170,---,68.16,66.51,74.95,38.25,88.71,53.78
10356172,Pid1,65.70,68.68,67.78,56.84,66.68,67.33
10356177,Dner,-43.59,-66.95,-25.20,-51.52,-36.93,-46.51
10356194,Trip12,42.94,63.75,53.35,38.11,39.92,26.16
10356240,Slc16a14,-1.70,-2.27,19.07,-2.87,-3.43,-5.97
10356248,C130026I21Rik or Sp110 or A530032D15Rik or LOC100041708 or LOC100041057,41.80,18.22,3.54,46.65,64.53,65.58
10356262,---,67.68,46.11,41.47,69.96,85.30,86.03
10356267,A530032D15Rik,-30.36,-5.07,-39.95,-31.01,-45.57,-34.49
10356269,Sp140 or A530032D15Rik,40.28,-43.87,-8.34,79.32,66.93,69.30
10356271,A530032D15Rik or LOC100041708,63.45,60.53,58.75,70.12,64.92,59.43
10356274,Csprs or Gm7609,59.16,-90.27,-14.92,82.90,93.87,89.58
10356278,Sp110 or C130026I21Rik,59.16,-90.27,-14.92,82.90,93.87,89.58
10356291,A530040E14Rik,59.16,-90.27,-14.92,82.90,93.87,89.58
10356293,A630001G21Rik,-0.94,1.12,-2.66,-3.47,3.37,-1.40
10356299,Gpr55,58.77,27.08,49.62,51.79,76.60,68.30
10356305,Htr2b,-27.39,-16.28,-21.80,-33.23,-46.02,-28.11
10356312,Ncl,11.43,16.70,32.21,-4.35,21.27,-12.47
10356329,Snora75,15.77,13.60,9.15,-13.44,49.98,17.31
10356331,---,25.14,2.16,-6.91,-5.79,64.88,59.49
10356333,Snord82,23.47,33.18,30.92,5.07,50.65,11.16
10356335,Nmur1,46.80,66.06,73.36,13.53,13.32,42.30
10356339,Pde6d,-56.89,-46.66,-61.66,-61.45,-57.79,-57.13
10356345,Nppc,28.09,23.48,50.03,-17.86,47.54,36.67
10356351,Rpl6,14.52,41.41,40.64,26.17,-0.84,-52.99
10356353,Alppl2,60.80,42.47,72.10,38.38,43.53,84.03
10356367,Alpi,-21.70,-17.30,-42.74,-17.88,-19.07,-17.79
10356379,Ecel1,-19.42,-8.69,-7.74,-15.73,-59.31,-33.69
10356401,---,-31.89,-59.30,-40.90,-5.45,-40.99,-47.79
10356403,Kcnj13,-51.90,-22.49,-53.55,-98.47,-31.89,-57.18
10356406,Ngef,-48.05,-73.75,-41.84,-24.31,-58.30,-55.00
10356423,Usp40,16.60,20.95,-8.74,-14.79,33.59,45.25
10356457,Dnajb3,-21.49,-32.97,-26.52,-25.47,-22.00,-8.56
10356461,Hjurp or A730008H23Rik or 6430706D22Rik,13.89,24.71,1.90,-15.78,22.17,33.44
10356470,Glrp1,-42.57,-71.44,-47.71,-24.82,-38.44,-37.28
10356475,Arl4c,72.68,77.19,76.53,71.52,74.07,61.27
10356482,---,49.79,45.29,60.23,49.45,62.61,25.47
10356484,Gbx2,-5.67,-0.95,-7.71,7.58,-18.05,-7.40
10356489,Asb18,-11.58,-17.98,-17.17,23.76,-53.31,-9.93
10356498,Iqca,-41.20,-31.70,-45.94,-34.56,-72.42,-25.52
10356508,---,-44.03,-20.60,-25.94,-56.40,-59.22,-65.78
10356510,Iqca,-33.39,-66.00,-37.44,-4.14,-14.86,-58.61
10356512,Iqca,-25.03,-40.43,-15.18,5.85,-57.11,-32.41
10356514,Iqca,-27.81,-36.08,-5.32,-20.01,-35.36,-65.13
10356520,Col6a3,-20.93,-6.96,-10.96,-8.04,-66.76,-66.09
10356568,Rab17,-23.89,-36.74,-17.73,-13.77,-29.65,-26.62
10356577,Ilkap or Fam132b,-64.23,-29.05,-50.24,-58.70,-75.33,-88.01
10356593,Hes6,-29.23,-47.13,-39.41,-22.53,-7.60,-26.74
10356601,Per2 or 9830107B12Rik,-52.82,-72.19,-59.10,-54.30,-52.84,-23.76
10356626,---,17.25,42.25,31.43,21.60,-9.23,-3.22
10356628,Hdac4,-9.87,-45.82,-14.52,8.63,-22.65,25.47
10356657,Ndufa10,-82.57,-84.17,-63.31,-62.28,-90.24,-92.03
10356671,Olfr1416,-35.69,-13.32,34.53,-54.74,-80.39,-62.97
10356673,Olfr1415 or Olfr1416 or Olfr1414 or Olfr513,8.40,43.04,-18.21,-5.76,-22.07,57.80
10356675,Olfr1414,-0.23,30.14,22.56,17.21,-30.05,-7.44
10356677,Myeov2,-79.89,-57.12,-63.77,-86.23,-71.74,-97.30
10356681,Otos,13.88,22.24,-11.07,64.10,-16.64,11.66
10356689,Ankmy1,24.30,-4.94,27.09,-3.60,23.58,65.77
10356710,Capn10 or 9430060I03Rik,70.45,74.28,79.70,53.50,73.99,62.03
10356712,Kif1a,-27.06,-21.21,-34.36,-17.94,-33.91,-32.14
10356762,---,59.16,-90.27,-14.92,82.90,93.87,89.58
10356764,2310007B03Rik,-22.29,-13.77,-32.61,-25.51,-19.57,-25.54
10356771,Mterfd2 or Sned1,-78.12,-82.93,-92.85,-58.79,-38.70,-94.44
10356778,Rpl17,86.54,51.06,75.49,62.84,98.69,98.61
10356780,Pask,-17.31,-16.12,-19.31,-32.88,-9.20,-12.39
10356800,Hdlbp,11.84,16.64,11.81,17.49,2.61,9.85
10356833,Stk25 or Farp2,-82.37,-72.45,-86.73,-80.34,-75.95,-89.52
10356848,Thap4,-68.42,-61.91,-41.30,-6.80,-90.58,-95.96
10356859,Dtymk,-91.56,-94.28,-93.46,-89.42,-93.51,-81.66
10356866,Pdcd1,-20.92,-22.08,-15.54,-26.33,-15.32,-27.43
10356873,---,47.18,5.23,75.02,28.56,35.20,68.59
10356876,---,-33.50,-19.42,-25.03,-37.15,-25.17,-74.11
10356878,---,46.21,47.17,57.07,76.19,13.76,16.67
10356880,St8sia4,87.13,94.73,93.27,88.78,84.39,63.03
10356886,Slco4c1,-37.84,-65.53,-51.53,-78.18,-19.26,-25.53
10356900,Slco6b1,-44.19,-79.93,-52.12,-14.27,-55.20,-39.21
10356916,---,-38.61,-87.76,-38.05,-1.28,-56.15,-17.76
10356918,Slco6c1,-20.33,-73.47,-23.40,-29.68,-7.35,-8.10
10356932,D1Ertd622e,-19.69,-0.14,-31.07,-40.44,-14.19,-7.31
10356936,Ppip5k2,23.97,36.77,38.69,22.44,2.10,21.89
10356968,Pam,-56.81,-38.41,-51.54,-48.68,-69.48,-78.32
10356995,---,-75.86,-84.16,-92.06,-37.88,-88.52,-67.86
10356997,---,-69.56,-75.40,-79.28,-78.97,-64.16,-48.59
10356999,Prdx2,-16.00,0.64,-18.51,-35.15,-8.89,-14.54
10357001,---,36.40,69.21,40.71,-8.20,49.69,24.06
10357003,Rnf152,-22.58,-49.21,-33.61,-12.58,-10.59,-19.82
10357008,Pign,0.06,20.14,-26.76,-59.13,27.46,37.17
10357043,Bcl2,-81.91,-76.51,-78.46,-74.32,-87.82,-92.65
10357051,Kdsr,-25.97,-27.11,-36.94,-8.61,-4.67,-47.51
10357064,Vps4b,32.05,47.63,37.28,12.11,34.54,30.08
10357072,Serpinb3a,-31.17,-94.26,-86.25,-18.61,-10.45,-17.48
10357077,Serpinb3d,-68.06,-94.54,-98.90,-64.88,-25.87,-31.33
10357084,Serpinb3b,-30.65,-74.86,-38.30,-30.42,-27.35,-11.22
10357090,Serpinb3c,-27.02,-39.34,-50.38,-6.67,-65.58,-15.64
10357097,---,40.55,-18.37,62.40,89.27,37.36,-23.10
10357103,Cdh19,-62.71,-80.26,-36.84,-77.38,-79.37,-48.10
10357115,Dsel,-53.07,-35.13,-46.73,-51.52,-76.80,-55.56
10357120,---,68.15,64.81,82.54,82.35,57.85,32.72
10357122,---,-71.47,-73.00,-78.98,-87.69,-69.04,-43.28
10357124,Tsn,-17.53,-28.30,-15.18,-66.66,25.23,2.29
10357133,Mki67ip,-14.40,-2.83,-0.47,-0.30,-32.67,-73.50
10357135,2900060B14Rik,-26.24,-50.37,-84.99,-4.50,-69.54,-5.71
10357137,Gli2,-20.17,-6.11,-26.82,-5.53,-42.37,-36.48
10357155,Inhbb,-66.71,-75.66,-33.06,-69.91,-81.18,-73.75
10357158,Ralb,82.66,80.98,86.81,83.04,84.78,75.60
10357164,Epb4.1l5,-74.69,-67.28,-72.58,-66.59,-69.27,-94.01
10357191,Ptpn4,13.68,29.86,0.43,-16.84,24.75,29.52
10357220,Tmem177,-90.89,-97.56,-70.50,-74.01,-90.21,-98.09
10357222,Gm101,10.13,-27.61,76.98,-16.51,3.22,10.93
10357239,Tmem37,-60.59,-41.83,-46.37,-46.20,-96.19,-66.99
10357242,Dbi,-49.89,-48.15,-49.21,-62.34,-34.42,-51.47
10357249,Steap3 or Steap1,-62.14,-65.19,-52.40,-49.37,-89.63,-52.73
10357261,Marco,-9.28,-14.44,-5.06,-1.76,-21.09,-24.31
10357280,Insig2,-65.98,-61.25,-53.93,-76.53,-49.61,-77.98
10357288,Htr5b,2.03,-8.48,22.39,11.97,3.51,-4.38
10357292,Ddx18,51.38,53.51,56.89,72.34,31.24,35.52
10357298,---,59.16,-90.27,-14.92,82.90,93.87,89.58
10357300,Dpp10,-32.34,-48.09,-24.95,-16.75,-74.61,-24.41
10357328,---,-25.36,-64.40,-32.99,-46.17,-8.02,-10.16
10357332,Actr3,98.07,98.71,99.06,98.02,98.66,92.69
10357339,Lypd1 or Gpr39,-23.55,-14.77,-33.71,-31.31,-17.18,-23.36
10357345,Nckap5,-53.36,-33.88,-52.67,-84.08,-53.64,-49.65
10357363,Nckap5,-34.55,-27.32,-19.22,-47.91,-26.88,-58.48
10357369,Rpl27a or LOC100505355 or Gm13981,76.91,71.44,69.24,74.40,81.28,86.36
10357371,Tmem163,-38.51,-52.24,-33.38,-43.35,-21.80,-42.84
10357381,Ysk4,-49.51,-59.18,-10.29,-86.07,-39.96,-71.98
10357391,Zranb3,-15.79,-9.52,-30.37,-27.21,-28.58,10.62
10357418,Lct,-17.48,-8.54,-9.82,-9.90,-39.48,-43.95
10357436,Mcm6,44.26,51.87,47.92,40.64,42.83,36.64
10357454,Dars,54.12,55.28,67.41,67.67,36.47,37.96
10357472,Cxcr4,78.46,77.29,61.94,70.68,88.61,88.10
10357476,---,-73.79,-93.22,-99.81,-50.09,-50.96,-42.58
10357478,Rpl31 or Rpl31-ps12,59.16,-90.27,-14.92,82.90,93.87,89.58
10357480,Daf2 or Cd55,-74.65,-89.92,-72.76,-91.39,-69.98,-46.44
10357488,Cd55,-73.71,-72.02,-61.15,-64.65,-88.76,-80.22
10357500,Zp3r,-30.71,-29.59,-49.12,-10.45,-34.00,-48.40
10357514,---,-11.59,-49.01,-15.52,-12.06,-5.70,-0.27
10357516,C4bp,-37.77,-38.99,-41.63,-14.33,-56.04,-57.50
10357529,C4bp-ps1,-65.42,-93.55,-39.79,-68.64,-80.50,-38.97
10357535,Pfkfb2,-85.45,-90.53,-87.52,-91.89,-71.61,-76.41
10357553,Il24,-17.57,-3.50,-11.67,-27.80,-23.56,-33.92
10357562,Il20,-22.20,-45.54,7.49,-36.71,-54.11,13.88
10357570,Il19,-5.24,-19.75,-11.74,-15.73,-3.35,45.27
10357579,Mapkapk2,61.56,61.24,57.50,71.91,64.96,49.97
10357590,Dyrk3,21.38,29.13,11.52,52.30,21.38,-7.89
10357594,Rassf5,50.89,50.56,37.19,51.51,61.74,54.70
10357604,Ikbke,-77.23,-77.35,-83.69,-72.14,-63.72,-86.52
10357630,Srgap2,65.24,71.16,62.07,40.93,62.87,79.35
10357656,---,-35.70,-57.83,-51.50,-60.61,-16.88,-8.22
10357658,---,90.42,90.32,91.24,94.41,95.26,68.29
10357660,Mfsd4,-25.40,-27.27,-23.57,-9.46,-46.93,-35.57
10357676,Cdk18,-53.52,-68.46,-38.27,-63.77,-45.92,-56.29
10357696,---,14.00,-11.10,85.28,36.56,-53.40,-13.28
10357698,Tmcc2,-5.08,-4.83,-2.80,-6.27,-10.01,-2.46
10357705,Cntn2,-18.46,-10.03,-23.19,-7.99,-26.84,-38.33
10357736,Nfasc,-33.65,-40.28,-16.54,-11.72,-59.98,-67.63
10357773,Mdm4,-18.58,-25.60,-42.79,-55.54,33.66,-5.65
10357788,Ppp1r15b,83.03,74.09,79.86,96.31,69.88,88.99
10357790,Sox13,-24.17,-64.27,26.39,-19.72,-25.96,-28.24
10357808,Snrpe,-54.62,-52.56,-62.72,-82.84,-12.38,-57.89
10357814,Zc3h11a or Zbed6,-18.16,9.35,-39.15,-70.13,42.47,-17.01
10357833,Atp2b4,-20.07,-13.55,-34.09,-18.53,-26.82,-10.52
10357856,---,-32.08,-37.49,-10.52,-69.85,-26.71,-19.68
10357858,Optc,-42.52,-2.05,-0.72,-82.15,-86.94,-50.44
10357870,Prelp,-8.47,10.26,-2.12,4.39,-28.15,-25.28
10357875,Btg2,97.30,98.53,96.77,95.97,99.07,95.10
10357878,Adora1,-38.99,-47.29,-33.97,-31.09,-34.13,-53.02
10357886,---,-52.64,-57.70,-86.87,-45.86,-30.22,-51.62
10357888,Ppfia4,-7.38,-7.71,-2.36,4.19,-20.20,-15.79
10357917,Tmem183a,-45.55,-51.98,-60.77,-65.10,-11.23,-33.86
10357927,4931440L10Rik,-18.08,-31.75,15.53,-3.25,-12.13,-59.22
10357932,Ppp1r12b,-36.44,-31.55,-51.59,-32.26,-48.16,-22.60
10357944,Ppp1r12b,-21.89,-39.07,-27.73,-27.77,-21.65,-2.21
10357946,Ppp1r12b,-46.84,-39.98,-72.46,-62.32,-31.62,-29.68
10357948,Ppp1r12b,-36.12,-38.63,-33.50,-34.83,-25.58,-48.73
10357950,Ppp1r12b,-45.57,-46.38,-54.62,-69.50,-23.88,-36.53
10357952,Ppp1r12b,-32.40,-56.47,-71.06,-20.91,-14.21,-15.30
10357954,Ppp1r12b,-23.41,-44.60,-68.70,-63.29,6.25,43.30
10357965,Lgr6,-32.51,-42.87,-22.41,-6.07,-79.51,-38.91
10357986,Ptprv,-18.17,-33.98,-12.48,-21.62,-27.36,-0.22
10358023,Gpr37l1,-27.54,-26.38,-14.44,-22.41,-48.59,-34.29
10358027,Elf3,-38.33,-30.20,-51.49,-35.69,-33.54,-41.89
10358038,Rnpep,73.95,74.96,74.01,86.48,55.36,74.23
10358050,Timm17a,-86.14,-74.25,-86.42,-90.26,-87.44,-89.55
10358057,Shisa4,-51.28,-65.57,-35.41,-32.40,-58.39,-67.95
10358064,Ipo9,-29.26,-23.03,-28.02,-68.93,-24.81,3.37
10358091,Nav1,92.40,92.01,84.46,87.99,92.91,97.62
10358124,Pkp1,-23.20,-42.06,-17.48,-11.86,-29.03,-23.63
10358140,Igfn1,57.15,68.11,90.21,78.60,-22.43,-11.31
10358155,---,-4.56,-5.37,-4.20,29.39,-27.75,-3.09
10358177,5730559C18Rik,-30.50,-49.68,-17.66,-15.88,-47.62,-31.87
10358188,Gpr25,48.48,62.25,63.12,76.99,20.38,-10.31
10358191,Camsap2,8.77,9.61,0.03,-11.77,11.32,34.24
10358210,Nr5a2,-34.01,-51.93,-64.69,-12.90,-38.20,-21.45
10358222,---,-20.44,-0.30,-85.15,7.08,-30.56,-2.57
10358224,Ptprc,66.43,64.25,67.38,63.97,70.27,65.64
10358259,Nek7,55.18,59.92,55.24,45.36,63.51,54.17
10358272,Lhx9,-20.64,-61.54,-11.41,-5.49,-28.87,-27.73
10358281,---,-12.08,-50.99,-48.62,66.03,-4.73,-14.70
10358283,Crb1,-38.43,-26.69,-14.48,-38.76,-66.06,-56.06
10358299,Gm4788,-4.46,-15.50,-2.51,-2.90,-4.79,-2.23
10358315,Cfhr1,-10.03,-32.07,-12.51,-4.68,-20.63,-4.76
10358324,---,-13.07,-44.20,-31.97,-36.45,-6.42,-1.43
10358330,Cfhr2,-4.95,-17.45,-37.95,-2.52,-1.81,-0.60
10358339,Cfh,66.68,71.59,69.02,61.33,66.77,64.38
10358357,Gm4845,-59.25,-60.04,-49.87,-79.77,-35.92,-66.76
10358359,Cdc73,-68.25,-78.01,-77.71,-86.85,-36.83,-34.32
10358379,Trove2,-64.95,-59.70,-69.08,-79.01,-53.10,-62.38
10358389,Rgs2 or LOC100861894,87.00,86.61,88.05,83.17,90.95,85.67
10358399,Rgs13,-27.33,-72.37,-40.03,-20.23,-30.32,-7.26
10358408,Rgs1,81.53,73.88,70.78,73.05,91.29,87.06
10358415,Rgs21,-15.04,-40.63,-37.97,17.69,-0.34,-22.59
10358419,---,-30.78,-72.09,-38.41,-10.24,-47.94,-16.96
10358421,Rgs18,70.31,66.34,70.76,61.26,72.55,82.57
10358428,---,-21.82,-93.12,-36.47,-16.14,-29.93,28.88
10358430,---,-12.77,-37.57,15.36,-26.58,-11.78,-7.68
10358432,Zfp825,-73.21,-73.64,-74.32,-88.50,-68.31,-42.33
10358434,Pla2g4a,14.96,13.66,18.70,21.10,5.45,16.09
10358454,Rbm3 or Gm15453,15.23,9.77,7.32,4.86,34.75,20.32
10358457,Bex4,-74.04,-93.67,-65.71,-60.94,-69.34,-75.95
10358459,BC003331 or Tpr,-67.12,-66.46,-73.04,-84.06,-30.10,-65.61
10358476,Prg4,-56.79,-74.40,-47.20,-41.99,-64.90,-59.35
10358490,Hmcn1,-29.29,-17.99,-19.18,-24.28,-49.08,-41.92
10358513,Hmcn1,-28.38,-40.22,-42.26,-5.68,-41.98,-29.11
10358515,---,-38.77,-30.35,-47.29,-18.27,-45.39,-71.04
10358517,Hmcn1,-43.96,-26.14,-34.60,-45.88,-52.32,-75.13
