Probeset_ID,Gene Symbol,DCLuLN CD11b+,Sample_,Sample_,Sample_
10373340,Rbms2,-97.97,-92.46,-99.10,-99.26
10373355,Spryd4,-93.12,-93.35,-94.37,-91.08
10373358,Il23a,-13.76,-43.79,-6.17,-5.75
10373363,---,-64.39,-83.62,-74.82,-37.15
10373365,Pan2,-8.33,-13.32,-9.23,-2.37
10373367,Coq10a,-86.69,-87.72,-80.63,-90.57
10373372,Coq10a,41.15,-14.21,40.30,76.71
10373374,Slc39a5,-30.42,-32.89,-35.05,-23.61
10373388,Obfc2b or Ankrd52,-60.92,-61.51,-71.23,-50.46
10373396,Myl6,-10.27,26.13,-26.65,-20.08
10373400,Myl6b,-31.09,-34.55,-42.92,-16.32
10373407,Esyt1,-0.03,-3.25,10.44,-7.23
10373439,Zc3h10,51.11,53.65,61.15,36.28
10373448,Rpl41 or Gm10736,-14.38,-6.50,-0.08,-35.81
10373452,Gm129,-64.30,-62.46,-32.16,-91.01
10373454,Pa2g4,-87.76,-79.01,-90.87,-88.45
10373467,Erbb3,-42.48,-39.54,-40.54,-47.49
10373498,Rps26 or Gm6654,61.19,65.40,54.92,62.92
10373502,Ikzf4,62.60,54.85,63.82,68.45
10373515,Suox,53.70,60.42,42.33,55.34
10373519,Rpl12,-10.27,26.13,-26.65,-20.08
10373521,Rab5b,34.89,35.10,25.18,45.18
10373530,Cdk2,46.63,50.39,56.97,31.36
10373542,Dgka,12.97,25.27,5.21,8.94
10373569,Rpsa,99.17,99.74,98.80,98.30
10373571,Tmem198b,-42.63,-31.87,-40.16,-55.04
10373577,Ormdl2 or Dnajc14 or Gm5553,-62.19,-49.72,-52.72,-80.14
10373583,Gdf11,-27.34,-38.04,-24.80,-20.28
10373588,Rdh5,-2.48,-1.59,-3.21,-2.94
10373594,Bloc1s1,-22.46,-25.54,-7.44,-33.95
10373600,Mettl7b,-60.56,-72.12,-81.72,-29.43
10373604,Olfr764 or Olfr766,-49.13,-18.22,-68.63,-70.00
10373606,Olfr765,-50.85,-85.97,-24.59,-39.11
10373608,Olfr766,-67.75,-77.83,-61.06,-64.52
10373610,Olfr767,66.08,20.25,62.98,90.75
10373612,Olfr768,-39.91,-36.70,-60.04,-25.73
10373614,Olfr769,-41.25,-51.86,-69.55,-10.45
10373616,Olfr770,7.82,22.14,-17.32,38.62
10373618,Olfr771,-66.00,-51.73,-85.88,-55.82
10373620,Olfr772,-38.52,-59.61,-21.56,-42.51
10373622,Olfr773 or Olfr772,-54.69,-80.22,-57.89,-28.22
10373624,Olfr777 or Olfr800,-10.27,26.13,-26.65,-20.08
10373626,Olfr796,33.91,-7.91,49.12,56.97
10373628,Olfr798,-71.98,-70.64,-48.87,-90.63
10373630,Olfr801,-37.21,-33.17,-65.38,-19.03
10373632,Olfr802,-43.01,-17.01,-82.91,-38.50
10373634,Olfr803,-50.69,-16.77,-90.70,-44.50
10373636,Olfr805,-59.30,-91.92,-66.25,-24.14
10373638,Olfr806,-76.16,-63.75,-63.19,-95.65
10373640,Olfr807,6.41,18.65,-10.09,17.34
10373642,Olfr810,-24.58,-45.10,-33.24,-2.72
10373645,Olfr811,-51.31,-71.01,-62.92,-23.60
10373647,Olfr812,-29.87,-53.75,-48.78,-2.19
10373649,Olfr814,-71.79,-58.15,-81.58,-74.04
10373651,Olfr814,30.52,41.57,5.13,45.23
10373653,Olfr815,-67.55,-50.41,-99.22,-33.66
10373655,Olfr816,-40.89,-39.53,-75.72,-19.66
10373657,Olfr816,-25.26,-16.27,-35.11,-24.81
10373660,Olfr818,-51.83,-58.99,-53.28,-44.47
10373662,Olfr247 or Olfr819,-61.61,-52.48,-74.94,-58.16
10373664,Olfr247 or Olfr819,-10.27,26.13,-26.65,-20.08
10373666,Olfr247 or Olfr819,-10.27,26.13,-26.65,-20.08
10373668,Olfr823 or Olfr824,-72.97,-85.98,-68.98,-61.73
10373670,Olfr824 or Olfr823,-10.27,26.13,-26.65,-20.08
10373672,Olfr825,-70.19,-36.89,-85.74,-84.33
10373676,Olfr826,-62.84,-74.09,-71.50,-44.67
10373678,Olfr827,-18.44,-25.15,-31.40,-3.81
10373680,Neurod4,-58.02,-24.23,-79.22,-78.12
10373684,Vmn2r86 or Vmn2r85 or Vmn2r121 or Vmn2r122 or Vmn2r-ps159 or Vmn2r84 or Vmn2r87 or LOC670059 or LOC631360 or Vmn2r123,-77.57,-63.53,-95.52,-62.92
10373690,---,84.85,86.06,84.41,84.35
10373692,Vmn2r86 or Vmn2r87,-67.41,-78.06,-55.14,-67.72
10373695,Il22 or Iltifb,-10.27,26.13,-26.65,-20.08
10373702,Pisd-ps1 or Pisd-ps3,86.34,91.17,80.45,84.01
10373709,Eif4enif1,-9.11,23.13,-22.83,-26.94
10373728,Patz1,46.02,60.43,18.97,50.10
10373740,Pik3ip1,-27.42,-15.81,-27.35,-38.09
10373751,8430429K09Rik,-27.07,-78.30,15.78,-6.44
10373756,Pla2g3,-17.31,-22.87,-25.21,-5.66
10373768,Selm,-19.38,-25.77,-10.27,-23.01
10373778,Morc2a,-85.35,-86.05,-81.71,-87.17
10373810,Dusp18,-63.25,-68.68,-75.94,-45.60
10373814,Pes1,-9.78,-3.03,-2.86,-26.79
10373826,Gal3st1,-24.39,-39.56,-7.67,-28.45
10373832,---,67.57,64.73,41.67,83.79
10373834,Sec14l4,-24.46,-22.06,-45.36,-17.15
10373846,Sec14l3,-27.41,-28.25,-25.27,-28.80
10373861,Rnf215,88.36,93.20,84.77,85.29
10373873,Sf3a1,-62.49,-33.57,-64.06,-78.51
10373890,Tbc1d10a,96.02,97.18,92.22,96.95
10373902,Gatsl3,37.70,44.87,44.09,19.39
10373912,Osm,69.65,45.49,87.96,43.48
10373918,Lif,-27.86,-38.18,-21.31,-25.43
10373924,Ascc2,21.92,32.83,14.64,18.34
10373944,Zmat5,-10.73,-11.30,-5.84,-15.52
10373950,Nipsnap1,-46.90,-51.18,-48.98,-40.27
10373964,Thoc5,0.63,11.23,7.41,-15.72
10373986,Ap1b1 or Nefh,1.10,0.47,2.74,0.81
10374012,Rasl10a,-16.64,-6.76,-17.06,-30.13
10374020,Rhbdd3,-69.08,-54.69,-87.78,-61.09
10374032,---,49.29,25.88,53.03,65.73
10374035,Xbp1,11.59,0.48,52.30,-18.12
10374043,Ankrd36,-38.93,-42.52,-38.09,-36.47
10374060,Ankrd36,-41.22,-37.03,-49.46,-36.63
10374068,Dbnl,78.97,72.82,88.72,70.83
10374083,Aebp1,-56.70,-50.41,-53.97,-66.11
10374106,Ykt6,8.56,14.45,11.56,0.52
10374115,Nudcd3,0.03,-47.70,51.06,2.33
10374117,---,39.71,32.02,46.03,41.74
10374119,Ogdh,3.19,6.34,0.92,2.11
10374151,Zmiz2,75.89,76.34,71.61,79.42
10374175,Ppia or Gm9234,60.22,62.33,60.72,56.68
10374181,---,64.48,71.05,51.00,68.25
10374183,---,-10.27,26.13,-26.65,-20.08
10374185,Ccm2,-22.90,-20.88,-17.23,-32.10
10374197,Ramp3,30.91,-1.40,59.72,21.25
10374202,Adcy1,-72.70,-88.49,-67.38,-61.55
10374223,Igfbp1,-29.66,-37.67,-46.63,-14.58
10374228,Gm11992,-91.06,-98.56,-95.85,-58.79
10374236,Upp1,-41.78,-82.70,-14.67,-65.19
10374248,Abca13,-9.81,-10.10,-7.91,-11.92
10374313,---,-45.25,-57.00,-36.21,-41.48
10374315,Vwc2,-59.67,-74.50,-55.21,-49.00
10374323,Zpbp or 4930415F15Rik,0.80,-33.93,35.17,11.18
10374325,4930415F15Rik,-48.89,-56.74,-46.34,-44.69
10374327,4930415F15Rik,-48.92,-59.88,-79.40,-12.49
10374333,Ikzf1,11.75,12.91,15.70,8.19
10374348,Eef2,40.51,46.05,28.53,47.75
10374350,---,19.92,6.96,14.25,36.63
10374352,---,-10.27,26.13,-26.65,-20.08
10374354,---,34.64,5.17,50.83,44.55
10374356,Vstm2a,-56.98,-64.14,-87.83,-25.28
10374364,Akt2,-1.85,5.16,-13.01,-3.20
10374366,Egfr,-73.98,-82.47,-90.29,-52.63
10374400,Fbxo48,-45.96,-52.29,-64.79,-27.86
10374406,Cnrip1 or Plek,-80.06,-68.42,-86.23,-83.32
10374413,---,-22.29,-21.58,-47.23,-2.47
10374415,Ppp3r1 or Wdr92,27.53,36.17,29.64,14.53
10374426,Pno1,20.83,-36.80,17.53,69.44
10374430,Wdr92,-69.53,-68.89,-52.06,-83.05
10374442,C1d,-68.85,-50.50,-56.74,-87.86
10374448,---,-92.10,-93.82,-98.19,-76.76
10374450,Gm12026,-2.10,21.53,35.34,-51.78
10374453,Glul,-11.06,-7.61,-5.53,-18.99
10374455,Spred2,-93.92,-96.86,-93.11,-91.70
10374464,Spred2,-97.11,-96.70,-95.58,-98.40
10374466,Rab1,-43.59,-41.19,-29.43,-57.42
10374476,Rps17 or Gm6402 or LOC633188,-41.83,-39.95,-36.27,-48.53
10374478,Sertad2,28.51,39.05,35.92,11.44
10374485,Peli1,85.80,87.96,83.25,85.84
10374500,Vps54,0.40,-11.01,23.22,-16.34
10374529,Wdpcp,-33.95,-33.97,-60.18,-6.06
10374551,---,13.48,42.67,-48.42,51.88
10374553,Tmem17,-82.61,-68.16,-91.89,-83.42
10374558,---,-32.17,-27.64,-42.24,-29.47
10374560,Zrsr1,-54.63,-35.80,-68.26,-58.74
10374564,Cct4,78.86,79.17,75.01,82.31
10374578,Fam161a,-13.38,-8.75,-17.43,-15.79
10374590,Xpo1,29.21,39.93,19.32,28.42
10374621,Ahsa2 or Usp34,42.42,61.42,31.95,34.56
10374704,1700030C12Rik,-37.60,-40.43,-58.17,-21.24
10374706,Pus10,99.47,99.92,98.83,99.33
10374727,Bcl11a,-5.30,-2.48,-9.21,-4.49
10374739,4933427E13Rik,-66.71,-90.54,-36.53,-65.93
10374744,---,86.28,83.61,84.42,89.28
10374746,Fancl or Vrk2,80.33,88.60,70.73,79.51
10374762,Vrk2,84.78,63.57,85.44,94.24
10374764,Gm12070 or Gapdh,-10.27,26.13,-26.65,-20.08
10374767,---,-10.27,26.13,-26.65,-20.08
10374769,Ccdc85a,62.57,18.33,47.07,91.35
10374771,Mir216b,-35.83,-45.69,-28.50,-34.06
10374773,Mir216a,18.35,28.91,-24.29,52.30
10374775,Mir217,-70.70,-73.82,-88.69,-47.14
10374777,Efemp1,-69.70,-77.57,-73.79,-60.03
10374790,---,96.25,99.22,97.82,82.83
10374793,Pnpt1 or LOC100505160,-71.23,-69.82,-61.36,-79.75
10374821,Smek2,48.66,68.34,38.96,37.38
10374840,---,47.88,58.84,28.23,54.59
10374842,Ccdc88a,99.31,99.58,98.72,99.48
10374880,Mtif2,-45.94,-31.83,-53.99,-50.25
10374895,1700034F02Rik or Rps27a,-66.14,-78.84,-47.79,-72.00
10374908,Rtn4 or Eml6,77.57,86.79,66.41,79.34
10374929,4931440F15Rik,32.46,-7.02,25.86,68.18
10374931,Gm8098,37.40,-8.88,36.69,71.30
10374934,Psme4,8.43,22.74,13.27,-15.76
10374983,Asb3 or Gpr75,54.23,64.02,35.77,61.47
10374998,Gpr75,-55.65,-48.90,-69.10,-50.89
10375002,Cpeb4,33.60,42.88,26.90,31.58
10375014,4930524B15Rik,-5.56,-16.39,11.07,-4.91
10375019,Nsg2,-41.16,-44.70,-54.73,-29.22
10375027,---,66.60,52.68,67.71,77.09
10375031,Snrnp25,5.45,31.67,0.85,-13.43
10375038,Mpg or Nprl3,-43.16,-40.68,-53.42,-35.39
10375044,---,-39.65,-16.38,-65.61,-47.33
10375046,Hba-x,-24.80,-25.47,-52.52,-9.89
10375051,Hba-a1 or Hba-a2,-19.88,-18.58,-22.78,-18.64
10375055,Hbq1b,-27.61,-55.67,-8.84,-28.87
10375058,Hba-a2 or Hba-a1,-10.27,26.13,-26.65,-20.08
10375062,Hbq1a,-53.59,-69.01,-56.68,-34.51
10375065,Sh3pxd2b,-7.02,-9.27,-8.06,-3.92
10375079,Ubtd2,-61.75,-54.09,-65.23,-67.13
10375083,Stk10,17.33,22.12,22.44,5.19
10375103,Fbxw11,64.13,76.27,59.88,54.70
10375121,---,92.71,93.99,90.29,93.53
10375123,---,-10.27,26.13,-26.65,-20.08
10375125,Ssbp1,-69.19,-60.07,-70.20,-75.12
10375127,1700072H12Rik,-27.97,-44.68,-29.05,-12.36
10375129,---,29.64,17.54,52.34,13.43
10375137,Kcnmb1,-50.78,-76.01,-49.29,-31.67
10375145,Lcp2,19.50,16.44,28.37,13.48
10375167,Fam196b,25.71,27.35,21.04,28.44
10375173,---,-24.37,-26.22,31.75,-84.96
10375175,Slit3,-60.36,-71.78,-61.26,-49.43
10375214,Mir218-2,49.26,-2.98,68.50,65.13
10375216,Pank3,-9.94,9.26,-23.32,-15.36
10375225,Mir103-1,-53.06,-67.16,-63.53,-23.42
10375227,---,-1.75,-2.25,-1.75,-1.16
10375229,---,47.58,54.28,48.39,37.79
10375232,---,50.56,44.31,58.49,47.70
10375234,Nudcd2,-30.49,-24.73,-23.12,-42.72
10375240,Hspd1,-88.05,-84.92,-84.70,-92.48
10375242,---,81.65,83.87,85.43,74.04
10375245,Gabrb2,-48.44,-48.98,-71.40,-30.24
10375259,Gabrb2,-50.95,-39.39,-57.09,-56.86
10375261,Gabrb2,-52.39,-53.20,-66.32,-40.27
10375263,---,-84.59,-90.75,-88.28,-72.55
10375265,Atp10b,-37.32,-65.25,-31.91,-24.24
10375290,Slu7,62.10,77.10,67.38,39.66
10375307,C1qtnf2,-61.75,-42.96,-72.15,-69.69
10375313,Ccnjl,-72.17,-86.50,-74.96,-52.66
10375322,---,-41.20,-32.51,-67.70,-26.03
10375324,---,-10.27,26.13,-26.65,-20.08
10375326,Pwwp2a,26.23,30.08,-31.22,68.41
10375331,Il12b,11.79,2.05,19.49,13.33
10375341,---,31.40,-0.49,40.50,48.76
10375343,Rnf145,-18.01,11.32,-22.82,-37.78
10375358,Ebf1,-27.57,-25.78,-15.03,-48.27
10375360,Ebf1,-29.37,-28.22,-17.32,-48.04
10375380,---,15.52,-7.96,26.78,29.88
10375382,Clint1,8.08,14.71,5.96,1.80
10375396,Sox30,-49.56,-80.75,-30.97,-38.11
10375402,Adam19,66.68,71.63,51.56,74.78
10375432,C030019I05Rik or Cyfip2,-16.56,-23.21,-18.54,-10.22
10375436,Fam71b,-16.25,-41.72,-24.89,17.01
10375439,Med7,-77.65,-69.99,-74.86,-86.62
10375443,Havcr2,10.39,18.56,34.68,-5.49
10375454,BC053393,-1.39,9.01,25.80,-25.16
10375461,Rpl7,-10.27,26.13,-26.65,-20.08
10375463,Havcr1,-8.50,-9.99,-6.29,-9.41
10375472,Timd4,7.24,-2.08,0.56,26.28
10375483,---,62.29,62.29,63.96,60.34
10375485,---,-21.00,-18.29,-22.55,-22.36
10375487,Gnb2l1,13.36,13.91,11.07,15.65
10375497,Gnb2l1,6.38,14.77,9.44,-4.54
10375499,Snord96a or Gnb2l1,-23.33,-4.24,-9.00,-55.02
10375501,Snord95 or Gnb2l1,27.16,40.15,38.57,3.75
10375503,Trim7,94.68,94.74,95.37,93.64
10375515,Ifi47 or Olfr56,35.00,16.66,70.44,6.70
10375525,Olfr1395,3.90,-41.34,-0.43,61.11
10375527,Olfr1394,-5.94,-23.05,18.42,-8.78
10375529,Zfp62,78.19,88.54,72.71,71.84
10375537,Mgat1,-2.09,-2.67,2.30,-6.04
10375543,Olfr1393,-11.03,8.53,-14.54,-24.39
10375545,Olfr1392,-24.76,-30.81,-22.64,-20.90
10375547,Olfr10,-0.49,-1.86,-17.54,30.67
10375549,Olfr1391,-9.82,-11.86,-16.77,-2.60
10375551,Olfr1390,-2.58,-8.03,-6.81,13.03
10375553,Olfr1389,-1.23,10.57,-2.58,-6.27
10375557,Olfr1388,-27.62,-21.21,-44.84,-18.25
10375559,---,-21.81,-5.74,-42.74,-27.28
10375561,Olfr1387,-14.41,-49.39,-22.22,37.07
10375563,Olfr1385 or Olfr1386 or Olfr1392 or Olfr1393,-27.86,-36.57,-26.44,-21.45
10375565,Olfr1385 or Olfr1386 or Olfr1392,-10.27,26.13,-26.65,-20.08
10375567,Olfr1384,-76.66,-74.73,-80.40,-74.65
10375570,Olfr1383,-50.52,-61.42,-69.76,-21.74
10375572,Olfr1382,-21.40,-14.46,-17.34,-33.91
10375574,Olfr1381 or Olfr1373 or Olfr1371 or Olfr1382 or Olfr1380,-40.37,-37.27,-36.47,-48.14
10375576,Olfr1380 or Olfr1371 or Olfr1373 or Olfr1381 or Olfr1382,-10.27,26.13,-26.65,-20.08
10375578,Flt4,-60.04,-89.38,-46.32,-38.86
10375608,Scgb3a1,-53.68,-44.72,-51.29,-65.06
10375614,Gfpt2,45.08,49.37,44.82,41.20
10375634,Mapk9,-49.44,-37.60,-44.27,-63.37
10375650,Rasgef1c,-37.68,-62.03,-37.68,-15.15
10375667,Rnf130,11.85,14.94,28.55,-5.92
10375677,Mir340,-55.60,-23.12,-94.76,-57.76
10375679,Tbc1d9b,37.70,42.80,32.32,37.95
10375704,3010026O09Rik or Sqstm1,-14.80,-8.90,-32.83,-4.31
10375713,Mgat4b,9.38,15.06,1.86,11.30
10375730,---,-37.86,-38.27,-67.57,-10.24
10375732,---,31.18,-7.60,27.35,65.51
10375735,Hnrnph1,28.22,39.51,38.68,7.04
10375751,Adamts2,-75.39,-86.07,-76.08,-63.30
10375774,Grm6,-32.97,-64.64,-33.05,-4.35
10375787,Olfr1378,-20.15,-44.35,-44.84,37.80
10375789,Olfr1377,-32.96,-80.81,-12.66,-8.36
10375791,Olfr51 or Olfr1378 or Olfr351 or Olfr353,-20.80,-7.16,-28.09,-29.66
10375793,Olfr51,-46.49,-46.94,-87.46,-5.07
10375795,Olfr54,1.69,18.43,-43.54,44.97
10375797,Olfr54,-29.80,-22.27,-57.87,-13.04
10375799,Zfp354a,-41.16,-58.76,-45.73,-20.00
10375807,9230009I02Rik,9.44,-13.07,26.05,25.85
10375811,---,-66.73,-79.71,-79.09,-31.81
10375815,---,-30.48,-38.85,-7.49,-54.58
10375817,---,-44.86,-58.87,-39.28,-37.59
10375820,Clk4,40.68,59.85,37.48,21.18
10375838,Col23a1,37.91,35.56,1.36,62.43
10375864,Agxt2l2 or Hnrnpab,-16.18,-5.98,-34.10,-6.33
10375880,Nhp2,-52.47,-50.30,-47.93,-58.44
10375886,D930048N14Rik or N4bp3,-60.75,-94.78,-67.51,7.50
10375893,Sar1b,-79.45,-75.81,-73.91,-86.96
10375901,---,-7.34,-75.89,50.12,24.66
10375903,Cdkn2aipnl,-4.09,7.10,-19.26,-1.96
10375909,Cdkl3,-64.70,-59.73,-65.17,-68.15
10375926,Ppp2ca,17.54,22.38,22.31,7.78
10375935,Skp1a,-65.28,-65.64,-52.04,-74.45
10375941,Vdac1,-39.35,-36.65,-43.03,-38.32
10375951,9530068E07Rik or Igk-V4,56.50,55.99,50.97,62.19
10375956,Fstl4,-65.19,-66.01,-70.42,-58.21
10375973,Taf13,-86.24,-88.76,-78.24,-90.54
10375975,Zcchc10,-86.40,-81.37,-75.25,-95.80
10375980,Aff4,-69.00,-67.46,-64.58,-73.31
10376002,---,60.61,64.34,62.98,53.07
10376004,Gdf9,-31.33,-15.21,-41.64,-43.41
10376007,Shroom1,-14.13,-11.80,-12.13,-19.73
10376017,Sowaha,-15.13,-36.72,-27.99,23.49
10376019,---,-37.41,-78.91,-29.07,-5.62
10376021,Sept8,-41.14,-40.94,-54.88,-28.32
10376033,Kif3a,-65.24,-58.13,-62.05,-74.89
10376052,---,-11.19,5.45,-14.08,-23.84
10376054,Il5,16.77,16.83,1.24,29.09
10376060,Irf1,97.37,97.51,97.75,96.49
10376074,P4ha2,-74.70,-70.07,-78.60,-75.48
10376092,---,38.97,-26.28,46.60,74.97
10376094,---,-79.39,-77.95,-76.67,-83.57
10376096,Acsl6,-73.76,-86.55,-61.22,-71.56
10376127,4930404A10Rik,-55.01,-65.60,-62.06,-39.66
10376142,3230401D17Rik,-7.93,-11.39,10.30,-21.96
10376144,Fnip1,9.14,18.23,11.79,-2.88
10376163,Rapgef6,21.52,31.10,8.56,23.81
10376196,Hint1,-87.00,-85.27,-79.75,-93.41
10376201,Gpx3,-58.88,-53.98,-58.48,-64.90
10376208,Gm2a,78.41,65.39,82.83,84.95
10376216,Slc36a1,-81.78,-88.54,-87.60,-65.32
10376230,G3bp1,26.40,19.39,19.02,41.93
10376239,Gm12238,60.10,46.03,70.13,62.28
10376241,Zic5,-76.36,-77.29,-85.51,-65.03
10376243,---,10.07,31.32,-8.96,16.33
10376245,Gria1,-35.97,-36.87,-44.40,-27.96
10376263,Mfap3,35.78,64.98,21.41,11.68
10376269,Galnt10,-1.18,1.64,-18.72,18.28
10376283,---,-47.88,-43.36,-37.94,-63.83
10376285,Sap30l,-84.27,-82.50,-73.59,-91.17
10376292,Larp1,-31.04,-34.42,-27.76,-30.91
10376312,Larp1,-27.23,-29.23,-16.40,-35.88
10376314,Cnot8,56.60,61.54,65.67,41.28
10376320,Mrpl22,-94.40,-91.55,-85.90,-99.14
10376324,Gm12250,26.71,4.91,68.74,-3.01
10376326,Irgm2 or Igtp,27.24,13.61,60.73,2.18
10376332,4930438A08Rik,-20.57,-9.64,-21.41,-40.29
10376339,Zfp692,-41.76,-54.18,-49.52,-19.84
10376358,Sh3bp5l,9.02,26.99,0.62,2.45
10376366,2210415F13Rik,-45.47,-70.98,-32.79,-33.24
10376374,---,-35.50,-56.21,-66.12,18.78
10376376,1810065E05Rik,-42.25,-51.20,-56.64,-24.39
10376383,Gm12253,-23.01,-31.50,-50.40,14.02
10376392,Olfr325,-40.81,-40.86,-85.15,-6.72
10376394,Olfr324,-7.97,-45.78,-7.39,40.84
10376396,Trim58,-41.54,-28.36,-40.89,-55.66
10376402,Olfr179,5.17,-8.63,-33.79,57.42
10376404,Olfr320,-14.86,-1.13,-28.83,-17.09
10376406,Olfr319,-17.02,-33.73,-4.44,-16.37
10376408,Olfr316,37.69,43.22,45.27,21.49
10376410,Olfr315,35.20,-0.21,8.74,72.95
10376412,Olfr314,-3.33,8.20,-33.60,20.04
10376414,Olfr313,-25.60,-57.82,-28.38,-0.39
10376416,Olfr312 or Olfr313,-32.50,-10.79,-65.41,-24.95
10376418,Olfr311,-13.16,-17.38,-53.09,37.37
10376420,---,-31.29,-4.12,-62.21,-36.04
10376425,Gm12258,-50.78,-42.92,-66.63,-39.97
10376427,2810021J22Rik,-29.77,-64.92,-21.04,4.49
10376434,Btnl10,-35.20,-43.00,-49.21,-17.66
10376444,Hist3h2ba or Hist3h2bb-ps,-29.38,-28.54,-32.06,-27.57
10376446,Hist3h2a or Trim17,13.62,21.93,37.36,-15.39
10376455,Hist3h2a or Trim17,-10.27,26.13,-26.65,-20.08
10376459,---,-0.05,-0.16,-4.05,7.21
10376461,Trim11,79.81,87.37,73.36,76.59
10376468,---,24.42,-1.43,-5.13,63.82
10376474,Mrpl55,-73.22,-73.50,-58.78,-84.60
10376482,2310033P09Rik,-18.42,-6.08,-14.42,-35.74
10376490,Wnt9a,8.30,-17.81,25.60,22.35
10376496,Jmjd4,-39.83,-51.58,-61.80,2.41
10376507,Zkscan17 or 4933439C10Rik,-59.88,-46.11,-59.99,-72.14
10376513,Nlrp3,2.53,-4.70,39.08,-0.25
10376532,Olfr225,29.30,-14.34,56.83,41.85
10376534,Mprip,-40.30,-25.55,-41.83,-51.43
10376555,Gm16062 or Cops3,-68.25,-80.93,-65.53,-54.39
10376557,Nt5m,-43.56,-29.13,-46.80,-54.57
10376564,Med9,-59.47,-53.02,-76.47,-45.59
10376568,Rai1,-23.95,-28.76,-47.53,6.09
10376577,---,-52.15,-32.94,-60.97,-64.40
10376579,Lrrc48,-77.25,-96.36,-75.12,-46.35
10376596,4933439F18Rik,-63.87,-49.91,-66.60,-70.20
10376603,Drg2,-71.84,-63.27,-76.59,-73.95
10376615,Myo15,55.52,48.19,18.01,80.26
10376685,Alkbh5,12.46,16.81,10.72,10.72
10376690,Llgl1,-0.93,11.12,-0.48,-13.71
10376715,Smcr7,3.31,-5.35,-5.07,29.45
10376721,Smcr8,82.83,79.30,92.51,73.74
10376726,Dhrs7b,-90.61,-90.43,-82.14,-95.14
10376733,Map2k3,-32.83,-36.73,-19.90,-40.76
10376747,Kcnj12,-37.85,-39.23,-47.52,-26.45
10376755,Tnfrsf13b,76.31,67.91,88.80,51.21
10376765,Aldh3a1,-50.34,-67.68,-42.55,-41.90
10376778,Mfap4 or Mapk7,-69.56,-79.99,-60.73,-69.21
10376787,B9d1,-51.35,-41.57,-81.49,-25.84
10376796,Grap,19.80,27.71,23.41,8.60
10376803,Fam83g or Slc5a10,-64.64,-44.36,-92.27,-49.46
10376813,Specc1,13.89,21.05,-2.17,24.97
10376832,Adora2b,-18.69,-25.88,-13.42,-18.04
10376839,Ttc19,-79.60,-73.85,-74.84,-88.01
10376854,Pigl,-75.91,-71.50,-81.97,-74.70
10376864,Ubb,33.77,26.55,55.81,18.93
10376868,Trpv2,25.26,28.76,24.58,22.07
10376885,Snord49b,88.50,87.85,90.88,86.87
10376887,Snord49a,90.00,89.36,95.11,82.91
10376889,Mmgt2,-68.18,-70.98,-53.84,-77.06
10376895,---,-35.64,-48.53,-63.33,-7.33
10376897,---,-38.62,-49.28,-39.08,-28.59
10376899,Trim16,-48.67,-48.62,-50.11,-47.61
10376912,Fbxw10 or Trim16,-21.53,-10.64,-17.86,-39.06
10376929,Fam18b,-68.46,-47.41,-75.69,-78.67
10376938,Cdrt4,-59.09,-53.93,-67.43,-55.32
10376941,Tekt3,-30.15,-28.32,-16.41,-51.04
10376950,Pmp22,-42.89,-51.33,-46.13,-31.59
10376956,Hs3st3a1,-8.72,-10.52,-5.24,-10.93
10376959,Elac2,-67.67,-64.85,-63.38,-73.76
10376986,Arhgap44 or B430202K04Rik,48.87,52.97,44.09,50.90
10376988,Zkscan6,54.99,59.38,69.47,32.15
10376998,Pirt,70.18,69.72,66.78,74.25
10377001,Tmem220,31.03,17.72,18.87,51.09
10377010,Sco1,-28.32,-45.39,11.79,-49.13
10377018,Myh3,-54.01,-93.40,-30.83,-33.94
10377055,Myh2,-37.37,-52.88,-33.74,-28.21
10377087,Myh1,-51.96,-63.50,-41.67,-50.79
10377117,Myh4,-50.47,-36.98,-67.77,-48.30
10377148,Myh8,-22.86,-20.90,-16.64,-34.14
10377181,Myh13,-23.87,-49.45,-10.35,-13.69
10377215,Gas7,-18.52,-25.88,-15.41,-15.50
10377235,Rcvrn,-38.67,-19.46,-27.84,-78.08
10377240,Gm12302,31.33,-2.11,16.87,64.38
10377245,Dhrs7c,-36.59,-21.27,-50.44,-42.93
10377253,9130017K11Rik,-27.64,-49.23,-68.66,47.45
10377255,Stx8,59.61,68.66,61.88,48.12
10377265,Pik3r5,71.43,74.32,63.77,76.90
10377286,Pik3r6,45.52,37.70,51.01,45.81
10377308,Mfsd6l,37.17,-2.19,51.89,56.03
10377310,Ccdc42,-28.15,-35.44,-36.95,-13.02
10377319,Myh10,-38.95,-37.19,-44.01,-35.35
10377364,Rnf222,-1.99,-14.36,2.89,16.29
10377368,Rpl26,15.18,4.85,10.83,30.39
10377372,Slc25a35,-2.23,17.87,-10.43,-3.61
10377380,1500010J02Rik,-17.89,-5.96,-29.54,-18.87
10377405,Aurkb,-28.05,-30.86,-35.67,-18.13
10377416,2310047M10Rik or 9330160F10Rik,37.83,46.07,37.02,29.44
10377418,Tmem107,-96.84,-99.75,-90.77,-94.02
10377429,Snord118,5.18,-2.06,19.79,4.87
10377431,Vamp2,-54.77,-50.91,-58.09,-54.81
10377439,Per1,56.44,34.31,73.01,52.21
10377467,Hes7,74.91,48.53,84.52,82.04
10377473,Aloxe3,-54.40,-62.42,-89.49,-20.36
