Probeset_ID,Gene Symbol,AMs,Sample_,Sample_,Sample_
10339700,---,-73.87,-86.42,-18.10,-90.10
10339701,---,-95.12,-94.47,-94.16,-96.63
10339702,---,-51.44,-3.40,-49.84,-81.71
10339703,---,-60.86,-52.42,1.08,-97.23
10339704,---,-96.33,-98.69,-94.24,-91.92
10339705,---,-41.67,-20.18,-86.51,-21.20
10339706,---,45.75,22.53,61.89,49.89
10339707,---,79.48,71.44,81.77,82.58
10339708,---,-52.56,-81.81,-81.71,50.31
10339709,---,85.88,88.58,89.13,76.33
10339710,---,-12.65,-9.13,-33.90,1.27
10339711,---,-26.23,-56.40,51.17,-60.12
10339712,---,72.92,31.89,83.41,89.69
10339713,---,79.92,62.23,96.89,53.08
10339714,---,-48.66,-70.04,-13.44,-76.60
10339715,---,28.38,-22.86,66.70,30.72
10339716,---,-16.93,-16.15,-29.78,-7.30
10339717,---,67.88,-6.02,93.72,65.65
10339718,---,-52.74,-72.28,-34.76,-51.96
10339719,---,76.11,63.94,74.77,85.00
10339720,---,-50.55,-22.08,-75.84,-48.32
10339721,---,-43.62,-53.58,-89.07,3.55
10339722,---,-68.80,-89.11,-18.61,-67.65
10339723,---,-43.93,-81.33,-0.98,-80.09
10339724,---,-89.71,-96.74,-85.02,-80.77
10339725,---,-59.89,-50.15,-77.01,-52.59
10339726,---,15.55,15.27,8.81,23.08
10339727,---,-7.44,-33.99,47.13,-32.48
10339728,---,-48.59,-71.10,-34.65,-40.00
10339729,---,80.14,70.77,95.82,51.22
10339730,---,25.82,78.78,54.25,-73.02
10339731,---,-14.74,-26.53,26.31,-44.16
10339732,---,-21.50,-39.25,-2.79,-21.83
10339733,---,-0.55,-2.04,0.75,0.00
10339734,---,-56.62,-55.91,-32.74,-74.12
10339735,---,-42.10,34.44,-25.66,-95.26
10339736,---,83.15,95.41,87.43,22.74
10339737,---,68.11,64.13,74.05,65.31
10339738,---,7.91,11.07,4.03,9.26
10339739,---,-4.03,6.77,49.65,-60.56
10339740,---,67.60,73.31,39.86,83.84
10339741,---,31.55,16.46,60.74,22.48
10339742,---,-68.02,-75.44,-62.16,-65.62
10339743,---,2.85,84.63,11.84,-82.03
10339744,---,70.09,48.40,95.28,24.89
10339745,---,-81.35,-91.64,-81.56,-65.08
10339746,---,-51.29,-69.43,-54.18,-19.86
10339747,---,-10.57,-16.47,45.11,-49.88
10339748,---,-27.41,-31.85,-56.48,12.33
10339749,---,0.83,17.42,-28.21,25.20
10339750,---,94.97,94.48,95.17,95.32
10339751,---,29.84,29.10,61.29,-9.10
10339752,---,-65.51,-51.89,-56.26,-83.16
10339753,---,-69.91,-44.51,-89.56,-58.55
10339754,---,-29.73,-24.20,-71.74,15.72
10339755,---,60.13,85.46,57.72,11.86
10339756,---,-0.74,-63.43,56.73,-4.53
10339757,---,-71.37,-71.23,-57.16,-85.27
10339758,---,-8.95,-11.79,33.96,-42.70
10339759,---,-13.02,-34.70,17.74,-29.52
10339760,---,96.96,97.50,95.41,97.64
10339761,---,-31.37,-56.80,42.80,-69.09
10339762,---,-89.98,-94.06,-80.32,-92.38
10339763,---,-65.82,-28.83,-93.02,-48.55
10339764,---,-45.89,-60.65,-21.51,-47.88
10339765,---,48.88,68.64,19.39,58.75
10339766,---,38.06,19.50,53.27,37.83
10339767,---,-91.71,-82.58,-89.79,-97.77
10339768,---,36.37,4.16,7.92,77.60
10339769,---,-79.86,-94.73,-57.21,-80.12
10339770,---,7.07,53.68,44.80,-69.38
10339771,---,22.15,60.18,33.51,-32.62
10339772,---,-26.94,-79.62,5.44,29.46
10339773,---,-45.13,-26.77,-75.63,-25.55
10339774,---,-91.87,-94.63,-96.35,-72.60
10339775,---,0.95,-16.25,-32.12,52.30
10339776,---,-23.56,-59.46,0.19,-12.84
10339777,---,-37.40,-59.80,-4.96,-43.64
10339778,---,-84.92,-61.63,-80.94,-98.08
10339779,---,83.12,76.90,80.72,90.54
10339780,---,-30.79,-38.14,-10.08,-47.22
10339781,---,37.57,52.17,-8.90,62.81
10339782,---,64.42,93.59,58.33,-11.45
10339783,---,55.19,20.71,14.82,87.36
10339784,---,19.43,-20.35,87.21,-40.19
10339785,---,53.28,42.16,53.08,63.03
10339786,---,-23.44,-78.86,-24.59,47.61
10339787,---,89.49,87.50,88.10,91.95
10339788,---,82.26,91.34,95.73,-7.87
10339789,---,-31.48,-9.69,-44.99,-39.47
10339790,---,62.95,57.11,33.75,79.23
10339791,---,-24.82,-38.85,-5.19,-33.26
10339792,---,12.04,-23.52,84.38,-43.33
10339793,---,-17.58,-60.31,50.74,-36.44
10339794,---,79.78,73.07,77.25,85.47
10339795,---,68.21,62.96,93.81,5.04
10339796,---,-9.14,-5.34,-1.67,-21.36
10339797,---,-48.96,-77.64,-32.26,-29.94
10339798,---,-77.65,-86.74,-16.92,-92.48
10339799,---,-96.12,-95.94,-95.34,-97.12
10339800,---,-18.36,28.35,27.79,-91.44
10339801,---,-31.69,-10.92,-46.78,-38.32
10339802,---,-4.41,-8.82,7.14,-13.07
10339803,---,28.90,36.42,4.03,42.77
10339804,---,-4.82,-28.69,-0.06,22.00
10339805,---,12.14,18.70,22.05,-5.55
10339806,---,-31.54,-57.82,-28.91,-12.66
10339807,---,24.32,3.95,22.70,45.19
10339808,---,-73.29,-74.64,-98.00,-34.54
10339809,---,3.73,-1.47,8.22,4.35
10339810,---,-60.88,-20.68,-52.49,-87.32
10339811,---,36.33,79.47,-27.95,34.50
10339812,---,42.35,23.86,65.52,38.13
10339813,---,-60.21,-91.47,-56.96,-31.93
10339814,---,2.83,-5.95,2.14,10.38
10339815,---,-54.32,-68.57,-48.11,-48.48
10339816,---,-3.78,7.52,12.34,-29.89
10339817,---,-93.81,-90.52,-97.15,-91.65
10339818,---,-50.93,-44.46,-69.02,-41.07
10339819,---,-41.62,25.97,-24.66,-87.76
10339820,---,13.02,16.91,8.07,20.12
10339821,---,-83.54,-68.04,-94.56,-82.47
10339822,---,74.51,76.20,82.53,62.79
10339823,---,50.22,66.55,5.24,72.72
10339824,---,-56.35,-42.19,-74.47,-49.86
10339825,---,-87.22,-84.73,-91.69,-84.02
10339826,---,98.58,96.34,96.31,99.81
10339827,---,82.24,70.84,36.31,98.33
10339828,---,60.95,88.68,57.35,1.75
10339829,---,-77.22,-87.93,-70.72,-66.59
10339830,---,18.25,16.84,16.64,20.99
10339831,---,-97.67,-87.39,-98.00,-99.78
10339832,---,-73.97,-97.71,-30.24,-82.80
10339833,---,-40.46,-83.32,-20.26,-26.73
10339834,---,-17.87,-96.73,-26.68,75.80
10339835,---,-81.15,-94.31,-30.17,-93.93
10339836,---,28.82,32.64,60.17,-12.67
10339837,---,-31.93,6.74,-57.40,-40.69
10339838,---,-85.08,-85.37,-78.70,-89.83
10339839,---,-74.96,-85.46,-51.15,-83.52
10339840,---,-7.92,-2.51,-24.06,0.52
10339841,---,-84.45,-90.40,-80.93,-81.30
10339842,---,-85.34,-24.30,-95.35,-97.87
10339843,---,-39.58,-34.05,-25.88,-64.63
10339844,---,2.93,-22.07,45.16,-9.32
10339845,---,31.78,78.39,2.83,-7.42
10339846,---,-78.59,-97.52,-35.58,-96.15
10339847,---,-30.87,35.15,-18.16,-96.20
10339848,---,-62.94,-25.63,-85.71,-62.05
10339849,---,27.46,36.26,8.58,48.97
10339850,---,-21.52,-10.19,20.20,-70.36
10339851,---,43.39,-3.00,57.88,60.46
10339852,---,-95.77,-90.67,-96.55,-98.30
10339853,---,20.23,1.60,27.27,30.22
10339854,---,-42.49,-58.60,1.47,-83.17
10339855,---,-20.71,-22.99,-38.68,-6.65
10339856,---,58.42,61.18,83.98,12.52
10339857,---,-70.20,-35.47,-93.27,-59.47
10339858,---,-22.71,-10.43,-50.58,-7.50
10339859,---,-89.25,-91.36,-63.17,-97.81
10339860,---,-73.55,-82.80,-43.96,-81.52
10339861,---,3.57,-31.90,46.87,-19.17
10339862,---,86.59,89.64,42.38,96.67
10339863,---,-75.04,-49.78,-76.49,-90.90
10339864,---,-77.92,-99.70,-33.91,-15.07
10339865,---,15.75,15.46,-21.50,48.77
10339866,---,-58.33,-59.64,-79.81,-31.68
10339867,---,-14.47,-29.15,0.84,-14.73
10339868,---,-87.45,-67.78,-86.36,-98.02
10339869,---,-53.81,-58.71,-25.40,-74.40
10339870,---,55.30,61.03,22.10,71.94
10339871,---,-35.71,-0.42,-39.13,-68.67
10339872,---,-24.99,-75.21,-4.31,7.98
10339873,---,6.12,7.79,-24.70,34.14
10339874,---,-28.90,-64.17,-8.07,1.11
10339875,---,52.57,12.47,80.23,48.55
10339876,---,-36.10,-54.88,-66.74,24.55
10339877,---,4.31,52.51,17.67,-28.39
10339878,---,-14.06,0.50,-33.63,-10.73
10339879,---,-70.28,-83.27,-62.34,-64.36
10339880,---,-86.40,-77.67,-83.97,-93.23
10339881,---,-52.01,-63.25,-37.62,-58.05
10339882,---,-56.56,-56.04,-56.63,-57.37
10339883,---,-65.46,-83.15,-35.31,-73.95
10339884,---,-40.29,-60.79,38.63,-85.85
10339885,---,30.67,28.86,42.13,20.34
10339886,---,85.36,71.04,94.59,81.26
10339887,---,12.11,24.51,42.27,-31.15
10339888,---,-84.79,-82.21,-87.80,-84.31
10339889,---,98.46,98.14,98.93,98.14
10339890,---,-23.30,26.64,-51.60,-39.12
10339891,---,-73.05,-91.75,-31.72,-76.28
10339892,---,-2.14,-62.52,93.33,-90.89
10339893,---,-54.34,-53.11,-5.32,-94.89
10339894,---,67.67,87.99,62.99,30.13
10339895,---,67.68,64.98,84.36,42.32
10339896,---,-32.78,-69.74,-12.80,-17.74
10339897,---,-73.65,-76.81,-55.61,-85.88
10339898,---,46.53,74.26,60.21,-17.95
10339899,---,-43.68,-47.45,-9.80,-68.51
10339900,---,79.03,77.20,86.40,69.22
10339901,---,6.53,40.04,-3.08,-16.24
10339902,---,-59.45,-82.25,-33.24,-56.30
10339903,---,-34.76,-6.34,-20.35,-80.84
10339904,---,-95.87,-97.70,-95.50,-93.47
10339905,---,42.81,54.17,73.16,-13.06
10339906,---,-44.63,48.42,-89.43,-69.65
10339907,---,-74.06,-69.60,-91.13,-52.29
10339908,---,-65.83,-73.64,-37.25,-83.67
10339909,---,-68.60,-95.58,-69.82,-33.63
10339910,---,-86.75,-95.94,-47.69,-88.42
10339911,---,-51.12,-28.84,-63.61,-57.96
10339912,---,-22.54,-34.94,-35.28,0.14
10339913,---,-12.62,-20.29,-34.76,21.71
10339914,---,7.74,-82.63,76.16,41.65
10339915,---,-74.70,-90.10,-82.10,-35.49
10339916,---,-52.39,0.16,-81.78,-74.90
10339917,---,-37.31,-22.83,-26.46,-59.51
10339918,---,-61.62,-89.43,-6.47,-91.87
10339919,---,41.05,-6.05,72.12,41.90
10339920,---,-25.25,-79.64,26.59,5.68
10339921,---,7.47,33.30,3.93,-16.27
10339922,---,-40.20,-72.32,-2.98,-55.54
10339923,---,71.76,74.84,67.50,73.76
10339924,---,-50.42,-13.43,-8.99,-96.38
10339925,---,84.32,85.18,84.79,81.80
10339926,---,-80.56,-64.19,-94.32,-72.27
10339927,---,-62.23,-22.09,-99.09,-35.46
10339928,---,-42.76,-49.69,-60.13,-17.21
10339929,---,-92.03,-82.03,-93.41,-96.24
10339930,---,-45.87,-65.61,-32.50,-31.81
10339931,---,-89.62,-93.83,-84.15,-83.75
10339932,---,37.93,95.36,-37.68,-19.63
10339933,---,-12.18,48.01,-5.33,-72.25
10339934,---,-62.89,-54.73,-79.95,-51.24
10339935,---,-69.61,-50.70,-92.25,-51.57
10339936,---,94.55,93.12,95.50,94.88
10339937,---,-57.50,-63.39,-64.54,-46.11
10339938,---,-34.02,20.48,1.27,-90.86
10339939,---,-75.03,-77.56,-72.44,-74.26
10339940,---,-55.91,-78.20,-66.41,-7.73
10339941,---,28.94,71.83,-10.62,2.30
10339942,---,-33.76,-95.81,-89.03,12.65
10339943,---,76.69,86.50,65.74,69.73
10339944,---,11.54,1.09,70.56,-45.61
10339945,---,31.43,69.39,-42.70,59.11
10339946,---,-34.83,-52.29,4.55,-63.67
10339947,---,-16.36,73.91,-27.82,-84.14
10339948,---,-46.28,24.50,-60.72,-84.94
10339949,---,-88.52,-85.08,-87.84,-91.92
10339950,---,-71.40,-43.19,-81.59,-89.09
10339951,---,-6.84,-29.13,-14.29,28.96
10339952,---,-42.38,-78.87,-16.13,-30.26
10339953,---,-84.08,-74.06,-77.66,-95.44
10339954,---,-25.05,-50.31,14.08,-36.17
10339955,---,-63.49,-56.64,-27.63,-86.23
10339956,---,-85.48,-91.66,-77.53,-84.02
10339957,---,4.00,5.89,18.90,-17.02
10339958,---,-70.49,-96.48,-76.62,-28.98
10339959,---,-55.04,-38.71,-56.31,-66.59
10339960,---,11.27,40.63,26.29,-26.34
10339961,---,-30.44,-73.03,17.82,-19.81
10339962,---,-97.37,-99.60,-82.90,-99.11
10339963,---,-94.06,-92.34,-91.46,-96.82
10339964,---,-83.34,-91.45,-68.81,-85.70
10339965,---,47.70,84.29,33.87,-13.22
10339966,---,96.16,92.79,98.92,93.48
10339967,---,-25.61,-4.71,-24.30,-49.47
10339968,---,-72.66,-44.63,-83.46,-83.29
10339969,---,1.35,-36.62,26.40,13.26
10339970,---,7.71,33.28,4.31,-14.89
10339971,---,84.41,53.77,98.53,56.78
10339972,---,58.93,-27.74,92.31,61.50
10339973,---,-31.25,-32.90,-60.62,-8.32
10339974,---,-70.61,-39.39,-87.77,-74.26
10339975,---,-76.54,-75.71,-38.72,-94.90
10339976,---,-44.89,38.38,-84.96,-56.24
10339977,---,7.94,77.28,-25.55,-45.89
10339978,---,98.11,96.93,99.07,97.15
10339979,---,-7.04,-3.21,47.19,-55.16
10339980,---,-89.18,-86.05,-95.17,-78.81
10339981,---,75.45,88.37,72.85,57.13
10339982,---,20.14,-7.63,61.00,-2.22
10339983,---,-39.59,-90.22,62.12,-77.06
10339984,---,94.01,86.82,96.70,96.21
10339985,---,95.44,92.61,98.48,92.54
10339986,---,-23.45,-52.06,-14.96,0.64
10339987,---,-42.24,6.23,-69.06,-65.01
10339988,---,-65.02,-70.75,-79.91,-25.10
10339989,---,41.38,76.94,-49.06,73.99
10339990,---,-61.30,-81.80,-36.72,-55.88
10339991,---,-37.81,-68.48,6.42,-45.14
10339992,---,-11.45,-1.27,-52.56,12.24
10339993,---,-96.81,-90.69,-98.65,-97.53
10339994,---,49.34,10.84,82.07,52.70
10339995,---,-59.06,-49.79,-85.26,-27.69
10339996,---,-89.57,-94.33,-64.86,-94.53
10339997,---,7.02,-80.78,53.23,58.35
10339998,---,-56.54,-79.32,-6.19,-67.73
10339999,---,73.34,56.09,72.46,84.50
10340000,---,-69.43,-84.87,-93.89,-2.26
10340001,---,-32.83,-34.49,-69.39,19.12
10340002,---,-55.78,-24.65,-85.24,-45.46
10340003,---,-51.96,-13.23,-80.06,-59.17
10340004,---,20.44,23.91,69.24,-38.24
10340005,---,-71.73,-69.50,-47.80,-86.43
10340006,---,-2.26,-11.58,-2.37,12.79
10340007,---,-87.17,-92.55,-93.09,-62.51
10340008,---,-12.77,44.92,-32.39,-51.48
10340009,---,16.68,11.25,38.13,-0.38
10340010,---,4.78,-32.05,85.86,-46.26
10340011,---,44.84,18.39,51.79,57.46
10340012,---,-47.49,-12.09,-53.09,-69.53
10340013,---,-8.50,0.06,8.24,-35.09
10340014,---,28.42,-6.47,91.28,-66.68
10340015,---,-60.05,-64.34,-43.55,-70.83
10340016,---,-95.69,-88.87,-95.17,-99.56
10340017,---,-34.40,-95.03,-8.38,-7.27
10340018,---,-22.37,-56.61,-93.90,74.42
10340019,---,-84.89,-98.50,-72.34,-63.86
10340020,---,92.43,94.72,89.14,91.93
10340021,---,33.12,58.97,79.37,-61.80
10340022,---,-81.86,-95.09,-78.85,-58.05
10340023,---,98.33,94.90,99.51,98.44
10340024,---,-42.57,-28.25,-31.28,-73.65
10340025,---,95.97,95.59,91.81,98.85
10340026,---,39.87,28.41,38.17,51.51
10340027,---,65.66,80.23,76.93,26.09
10340028,---,-40.96,-62.49,-14.41,-42.38
10340029,---,-63.29,-78.43,-43.43,-62.73
10340030,---,-6.53,2.13,24.79,-42.59
10340031,---,95.52,94.12,96.10,96.56
10340032,---,-37.46,-50.63,-6.74,-84.46
10340033,---,-83.31,-94.27,-79.07,-68.11
10340034,---,73.73,63.82,78.68,76.68
10340035,---,86.04,83.67,91.70,79.29
10340036,---,-38.15,-24.77,-68.12,-20.95
10340037,---,-50.46,-25.48,-67.35,-61.12
10340038,---,41.62,39.97,38.42,46.86
10340039,---,28.45,14.40,32.00,40.03
10340040,---,-58.97,-64.48,-34.86,-77.37
10340041,---,63.21,63.00,87.19,15.76
10340042,---,-80.64,-98.82,-36.12,-77.60
10340043,---,-41.77,-13.58,-57.54,-52.09
10340044,---,-65.66,14.91,-90.33,-76.42
10340045,---,6.68,60.85,29.25,-65.07
10340046,---,7.55,-49.48,25.82,46.85
10340047,---,0.99,-80.50,-39.44,91.42
10340048,---,-41.53,-49.24,-35.90,-40.03
10340049,---,40.86,12.00,36.04,66.11
10340050,---,72.58,-13.16,87.89,88.28
10340051,---,68.03,62.46,51.14,83.32
10340052,---,-37.11,-31.53,-50.24,-29.38
10340053,---,-73.55,-86.53,-34.61,-83.79
10340054,---,79.76,93.57,86.59,21.15
10340055,---,36.30,30.38,16.43,62.81
10340056,---,-23.87,-43.01,22.77,-46.87
10340057,---,-87.71,-96.56,-93.32,-65.95
10340058,---,-56.16,-79.94,-5.11,-67.23
10340059,---,47.34,61.95,34.54,43.17
10340060,---,-35.78,-57.33,-54.18,4.30
10340061,---,36.62,-47.28,55.92,74.83
10340062,---,-30.32,-13.26,-84.08,-17.03
10340063,---,-96.96,-95.35,-99.48,-88.38
10340064,---,78.32,70.12,91.98,63.56
10340065,---,15.42,-18.54,44.48,18.49
10340066,---,-30.96,-65.42,-11.73,-27.22
10340067,---,-40.59,-55.53,-55.46,-21.60
10340068,---,51.21,-13.88,57.94,83.65
10340069,---,-65.79,-48.02,-64.10,-87.28
10340070,---,-60.38,-45.50,-98.90,-24.73
10340071,---,-31.42,-19.58,-64.84,-14.17
10340072,---,34.58,25.84,48.15,28.54
10340073,---,-43.77,-48.94,-18.06,-77.59
10340074,---,76.19,70.94,83.43,73.75
10340075,---,-55.55,-59.28,-25.34,-75.62
10340076,---,-45.82,-50.39,-38.97,-48.01
10340077,---,-3.56,-12.88,36.86,-32.99
10340078,---,-85.77,-85.39,-79.51,-90.97
10340079,---,-3.14,-32.59,23.14,1.61
10340080,---,-28.53,62.01,-68.59,-73.45
10340081,---,-1.56,-0.25,-12.53,16.88
10340082,---,1.70,-36.78,-19.79,58.85
10340083,---,-74.04,-98.73,-81.42,14.53
10340084,---,79.34,75.53,78.14,82.97
10340085,---,-8.32,66.90,-23.31,-66.35
10340086,---,18.70,19.03,-21.75,59.68
10340087,---,9.91,-4.20,49.78,-17.84
10340088,---,-19.57,-19.77,-18.49,-20.45
10340089,---,-81.88,-74.92,-89.04,-81.81
10340090,---,-22.60,-72.03,40.25,-29.04
10340091,---,-14.32,-2.87,-60.39,17.60
10340092,---,-38.61,-20.48,-79.55,2.46
10340093,---,88.21,85.80,83.45,93.52
10340094,---,59.62,47.00,73.64,54.23
10340095,---,-12.49,19.86,43.44,-81.21
10340096,---,7.39,-24.54,23.57,18.04
10340097,---,-18.25,-18.25,-2.31,-35.57
10340098,---,8.64,-33.64,-6.48,60.52
10340099,---,-80.56,-83.36,-62.94,-89.62
10340100,---,-48.62,-90.00,-52.46,21.71
10340101,---,-11.60,-57.30,-51.29,70.91
10340102,---,-13.90,-74.36,42.12,3.10
10340103,---,-25.29,-3.62,-47.04,-25.47
10340104,---,-13.07,-10.80,-12.50,-15.41
10340105,---,-62.52,-27.98,-72.96,-77.06
10340106,---,-36.38,-8.67,-80.80,-4.92
10340107,---,-83.55,-88.86,-72.22,-87.46
10340108,---,-25.24,-28.51,-6.93,-43.11
10340109,---,-61.21,-39.03,-41.35,-87.43
10340110,---,4.89,-12.88,70.51,-53.94
10340111,---,-87.19,-69.83,-85.24,-98.35
10340112,---,89.62,93.13,81.84,91.21
10340113,---,31.02,3.15,23.72,58.07
10340114,---,15.66,31.72,77.43,-67.54
10340115,---,9.81,-1.46,23.32,8.29
10340116,---,62.00,50.56,33.46,83.41
10340117,---,32.09,34.35,-11.94,63.47
10340118,---,-6.81,47.63,-36.76,-17.56
10340119,---,66.23,78.99,2.34,85.48
10340120,---,-44.42,-1.13,-95.40,16.17
10340121,---,95.93,96.89,88.21,99.16
10340122,---,30.46,-9.31,69.54,17.51
10340123,---,-98.62,-98.40,-98.62,-98.93
10340124,---,-63.07,-91.83,-56.28,-22.63
10340125,---,65.14,58.94,72.99,64.47
10340126,---,-36.40,-72.50,45.19,-72.83
10340127,---,-74.09,-93.82,-43.41,-73.09
10340128,---,18.77,-2.91,37.71,19.69
10340129,---,45.66,58.89,59.68,12.23
10340130,---,-69.64,-21.26,-99.23,-24.04
10340131,---,78.00,52.67,71.32,94.52
10340132,---,-18.49,5.27,2.50,-63.16
10340133,---,-27.42,-13.64,-69.88,8.34
10340134,---,-82.63,-22.83,-86.07,-99.22
10340135,---,36.99,22.28,-26.12,84.64
10340136,---,46.70,80.59,38.73,0.93
10340137,---,-36.81,-81.36,15.29,-49.15
10340138,---,-80.99,-85.08,-13.28,-98.32
10340139,---,-6.53,45.66,-46.54,-7.57
10340140,---,49.44,35.15,55.50,57.05
10340141,---,-25.19,30.41,-65.08,-31.65
10340142,---,-8.24,-3.27,-9.27,-12.87
10340143,---,-30.76,-24.78,-41.35,-25.45
10340144,---,-23.49,-5.38,-15.35,-49.32
10340145,---,-66.60,-80.52,-81.02,-18.71
10340146,---,82.99,6.61,84.45,98.06
10340147,---,-60.90,-87.07,-19.63,-61.35
10340148,---,-81.46,-31.06,-82.38,-97.73
10340149,---,-29.65,8.17,-55.52,-37.86
10340150,---,-74.86,-90.96,-27.21,-90.41
10340151,---,-14.39,-20.62,-51.13,40.41
10340152,---,-80.40,-60.58,-47.08,-97.17
10340153,---,-24.26,6.12,-35.59,-38.25
10340154,---,-30.19,-30.51,5.33,-59.83
10340155,---,70.33,56.72,64.10,82.08
10340156,---,98.23,89.39,99.49,99.15
10340157,---,-6.22,2.55,-32.30,15.00
10340158,---,-53.29,-46.30,-30.90,-76.25
10340159,---,44.00,30.59,46.05,52.46
10340160,---,1.83,-72.05,7.37,72.03
10340161,---,-38.36,-61.75,-17.59,-27.62
10340162,---,-99.03,-99.76,-99.63,-93.35
10340163,---,76.24,79.25,72.92,76.51
10340164,---,-29.49,-25.40,-11.92,-48.49
10340165,---,14.59,-16.50,31.06,33.12
10340166,---,-14.19,-85.60,-0.83,61.28
10340167,---,-48.85,-35.24,11.27,-97.01
10340168,---,19.00,1.61,56.80,-8.33
10340169,---,21.31,34.02,47.57,-18.31
10340170,---,23.45,4.66,83.19,-49.25
10340171,---,7.87,-10.79,-11.12,46.37
10340172,---,-82.42,-88.90,-49.16,-96.66
10340173,---,32.64,-57.98,82.01,54.43
10340174,---,-83.47,-93.57,-77.04,-77.08
10340175,---,92.82,98.27,91.56,75.62
10340176,---,-49.64,-71.46,-48.60,-29.54
10340177,---,94.01,94.07,92.94,94.95
10340178,---,85.17,91.43,86.42,73.24
10340179,---,-36.55,5.05,-80.01,-24.78
10340180,---,-76.95,-75.90,-82.92,-70.38
10340181,---,-97.55,-93.17,-99.44,-96.22
10340182,---,-41.56,-49.38,-23.01,-53.24
10340183,---,90.29,73.95,97.34,87.34
10340184,---,91.66,86.13,92.95,92.65
10340185,---,-84.52,-71.44,-96.99,-64.53
10340186,---,-71.66,-95.09,-56.35,-51.07
10340187,---,-31.96,-57.35,-26.30,-17.64
10340188,---,74.17,91.80,79.60,3.50
10340189,---,-55.58,5.39,-31.81,-96.47
10340190,---,35.04,14.34,85.79,-37.66
10340191,---,43.46,44.25,43.31,43.07
10340192,---,-47.74,-67.27,-95.56,59.52
10340193,---,-69.26,-70.48,-76.10,-57.54
10340194,---,49.17,56.80,48.81,41.18
10340195,---,-38.60,-23.91,-73.16,-29.32
10340196,---,-67.74,-74.37,-32.30,-93.41
10340197,---,-40.58,-30.27,-40.10,-51.64
10340198,---,-29.35,-9.66,-15.57,-66.04
10340199,---,-17.11,-21.91,8.74,-37.81
10340200,---,-92.12,-90.70,-80.76,-98.58
10340201,---,35.99,-51.11,53.49,78.14
10340202,---,8.64,22.33,-0.40,4.67
10340203,---,19.31,15.68,13.98,28.65
10340204,---,-2.66,-40.06,43.99,-8.95
10340205,---,-17.42,14.84,-40.39,-29.04
10340206,---,-41.48,-57.01,-40.25,-20.88
10340207,---,37.68,66.14,52.25,-14.63
10340208,---,48.98,51.43,68.44,10.52
10340209,---,-46.40,-81.04,-12.65,-33.63
10340210,---,68.58,97.64,53.13,-52.30
10340211,---,80.46,66.80,81.47,89.51
10340212,---,-53.35,-60.48,-63.05,-21.68
10340213,---,-27.80,-36.03,-37.14,-9.91
10340214,---,-59.12,-77.46,-75.83,-7.46
10340215,---,-50.73,-59.40,-30.69,-59.40
10340216,---,87.34,37.36,98.31,90.67
10340217,---,-90.57,-86.66,-89.33,-95.20
10340218,---,-0.06,-40.27,42.92,-2.98
10340219,---,18.57,-0.07,31.30,23.55
10340220,---,-77.85,-91.25,-32.97,-92.43
10340221,---,-25.21,-3.47,-52.51,-20.75
10340222,---,13.10,-38.66,41.91,37.10
10340223,---,-88.52,-97.55,-86.91,-50.42
10340224,---,-51.51,-57.87,-21.25,-96.83
10340225,---,-37.62,-48.60,-0.61,-60.45
10340226,---,-0.31,-89.16,32.35,77.49
10340227,---,79.05,80.78,94.84,9.34
10340228,---,10.57,-17.08,-1.42,51.74
10340229,---,32.78,-6.54,67.67,40.54
10340230,---,-87.27,-93.56,-77.33,-86.71
10340231,---,31.86,29.96,15.16,51.62
10340232,---,-36.11,-2.77,-40.94,-72.82
10340233,---,27.48,-35.84,71.65,39.30
10340234,---,-12.03,20.13,9.76,-57.51
10340235,---,22.65,40.62,-31.29,52.28
10340236,---,-30.09,-36.76,-18.17,-34.56
10340237,---,22.47,20.18,-10.12,52.56
10340238,---,48.16,50.17,45.99,48.50
10340239,---,-71.63,-98.72,-47.44,-63.42
10340240,---,58.06,54.34,81.71,21.89
10340241,---,1.20,21.74,-39.44,22.90
10340242,---,94.14,94.64,92.92,94.44
10340243,---,-17.51,32.72,-40.69,-38.57
10340244,---,-90.78,-94.89,-94.89,-76.83
10340245,---,-21.49,-15.44,-14.80,-33.10
10340246,---,-13.48,-1.85,1.67,-72.66
10340247,---,-53.64,-91.57,-4.89,-60.86
10340248,---,95.59,95.54,96.31,94.26
10340249,---,-93.71,-69.69,-97.39,-98.78
10340250,---,-52.47,-56.16,-52.80,-48.61
10340251,---,51.55,67.02,27.70,54.89
10340252,---,-90.74,-86.07,-95.44,-88.30
10340253,---,-52.47,-62.23,-70.11,-23.75
10340254,---,19.07,33.29,34.54,-10.98
10340255,---,-90.14,-97.96,-60.67,-95.40
10340256,---,53.78,57.65,50.02,53.89
10340257,---,-19.03,-21.85,-4.38,-31.05
10340258,---,51.99,-24.26,82.66,69.78
10340259,---,-13.24,-10.17,13.71,-40.06
10340260,---,-2.89,-19.20,29.62,-14.61
10340261,---,-45.46,-57.44,-19.49,-54.36
10340262,---,-39.50,-64.69,-0.40,-50.01
10340263,---,-67.89,-46.76,-50.98,-91.37
10340264,---,-72.48,-70.24,-81.38,-63.97
10340265,---,-52.59,-75.81,-13.70,-56.01
10340266,---,-83.86,-92.16,-52.85,-94.41
10340267,---,0.50,81.06,29.70,-90.42
10340268,---,5.43,-18.61,-32.91,61.06
10340269,---,48.21,53.93,21.28,65.44
