Probeset_ID,Gene Symbol,MF PC 480hi,Sample_,Sample_,Sample_
10342048,---,-10.53,-13.50,-1.27,-19.29
10342049,---,-11.19,-17.91,28.26,-39.07
10342050,---,43.68,55.82,50.02,21.76
10342051,---,-36.22,-61.51,-22.64,-26.37
10342052,---,-27.68,-38.92,-32.43,-10.39
10342053,---,-36.62,-40.03,-19.05,-49.90
10342054,---,-45.33,-47.05,-39.82,-48.45
10342055,---,-0.44,-8.21,44.06,-21.11
10342056,---,-38.56,-2.47,-58.63,-55.26
10342057,---,-67.40,-74.54,-86.72,-33.06
10342058,---,-58.16,7.61,-47.36,-93.02
10342059,---,29.40,-33.11,57.24,60.24
10342060,---,-4.74,34.21,-20.02,-24.20
10342061,---,0.53,58.69,-50.31,3.15
10342062,---,37.12,49.99,-29.98,77.52
10342063,---,31.23,71.31,81.83,-74.16
10342064,---,-37.78,-59.87,-35.79,-21.10
10342065,---,34.24,54.16,28.81,16.96
10342066,---,-1.95,-93.69,71.13,21.75
10342067,---,66.68,64.31,61.10,74.72
10342068,---,12.70,64.41,-18.98,-16.09
10342069,---,83.03,87.12,80.38,80.01
10342070,---,-25.37,-0.90,4.50,-76.82
10342071,---,-1.62,30.93,-18.84,-0.52
10342072,---,3.18,5.12,28.31,-26.74
10342073,---,-40.78,-57.14,-7.17,-51.51
10342074,---,-13.39,-48.86,75.34,-71.83
10342075,---,81.22,35.28,96.26,80.84
10342076,---,-27.57,-37.51,-10.48,-33.82
10342077,---,31.95,-7.98,39.97,58.12
10342078,---,-28.54,-41.80,23.16,-74.92
10342079,---,39.11,-21.91,81.52,39.63
10342080,---,-18.51,50.18,-56.18,-44.63
10342081,---,-51.64,-46.28,-23.82,-81.26
10342082,---,71.18,53.69,70.12,84.91
10342083,---,-1.35,0.36,-20.96,17.24
10342084,---,-27.13,-8.63,-17.87,-54.91
10342085,---,53.97,88.95,-30.28,66.46
10342086,---,37.18,39.37,67.46,-3.01
10342087,---,-36.46,52.87,20.07,-98.62
10342088,---,28.44,20.40,43.24,18.91
10342089,---,-18.03,-47.26,-2.93,-6.94
10342090,---,38.19,-15.70,83.20,12.98
10342091,---,64.19,58.18,78.61,53.82
10342092,---,2.84,-60.70,57.78,17.64
10342093,---,-36.76,-21.09,-41.81,-48.42
10342094,---,-58.53,-66.87,-20.92,-74.98
10342095,---,43.20,21.20,73.62,19.85
10342096,---,21.84,29.08,4.96,27.81
10342097,---,59.09,80.50,46.29,37.32
10342098,---,23.31,21.35,22.27,26.12
10342099,---,-36.12,-34.54,1.43,-66.61
10342100,---,-37.96,-42.82,-46.45,-24.42
10342101,---,46.89,52.89,59.91,22.68
10342102,---,58.49,85.15,71.37,-5.48
10342103,---,-83.41,-96.16,8.11,-96.44
10342104,---,27.42,37.77,37.67,3.89
10342105,---,-42.31,-95.46,36.81,-65.61
10342106,---,67.33,71.98,87.21,22.22
10342107,---,31.29,61.94,0.82,20.83
10342108,---,45.18,76.10,62.44,-34.53
10342109,---,44.11,47.13,64.01,19.29
10342110,---,-11.81,54.46,-26.76,-54.14
10342111,---,-20.37,-16.92,15.03,-57.76
10342112,---,-32.94,-19.23,-4.68,-78.19
10342113,---,28.94,52.36,76.59,-58.80
10342114,---,-20.58,-23.96,35.31,-68.97
10342115,---,52.70,54.38,-56.93,96.23
10342116,---,54.02,53.79,56.70,51.23
10342117,---,18.81,8.30,47.57,-2.56
10342118,---,-31.14,-28.16,-30.62,-34.90
10342119,---,55.82,32.13,84.47,21.68
10342120,---,9.09,6.18,36.68,-16.80
10342121,---,57.45,50.82,65.38,53.75
10342122,---,-3.13,-3.82,18.33,-12.25
10342123,---,52.89,76.93,44.94,20.56
10342124,---,3.33,1.50,2.58,5.95
10342125,---,58.37,88.33,0.12,62.48
10342126,---,75.63,79.40,53.20,84.08
10342127,---,60.89,47.98,38.28,85.63
10342128,---,5.01,74.14,20.03,-76.81
10342129,---,9.95,16.52,-27.42,45.36
10342130,---,19.31,25.60,36.49,-3.19
10342131,---,29.94,22.96,28.91,40.74
10342132,---,68.45,79.67,87.28,5.71
10342133,---,50.34,64.63,70.67,11.46
10342134,---,-44.09,-24.38,-37.46,-72.67
10342135,---,-25.15,-69.91,62.07,-80.42
10342136,---,60.76,60.55,80.75,37.74
10342137,---,-49.62,-41.66,-26.11,-74.46
10342138,---,36.01,35.92,-8.06,67.60
10342139,---,62.28,20.77,78.65,67.17
10342140,---,45.18,41.36,62.06,32.80
10342141,---,35.43,64.04,76.50,-52.20
10342142,---,27.99,3.17,48.63,31.42
10342143,---,20.46,-16.22,29.50,43.74
10342144,---,41.54,47.12,51.33,22.77
10342145,---,-6.69,-23.59,-10.18,20.69
10342146,---,8.88,43.92,28.20,-39.68
10342147,---,-11.45,6.94,-10.75,-28.75
10342148,---,80.51,88.10,88.19,45.04
10342149,---,-20.76,-7.20,-14.25,-40.68
10342150,---,-13.98,11.31,-2.82,-62.96
10342151,---,-53.40,-41.88,-37.40,-73.54
10342152,---,-13.57,38.26,-3.77,-66.16
10342153,---,-50.10,-64.70,-48.84,-38.80
10342154,---,57.99,11.97,73.30,75.46
10342155,---,-7.69,-78.93,29.22,41.06
10342156,---,58.86,0.11,77.39,79.69
10342157,---,-65.66,-94.81,21.70,-76.28
10342158,---,-46.62,34.04,-40.72,-92.03
10342159,---,-1.48,7.85,-0.20,-6.14
10342160,---,-5.08,-15.68,35.48,-29.08
10342161,---,-10.42,10.62,-33.01,-7.86
10342162,---,-29.99,22.13,-17.95,-85.45
10342163,---,-13.48,-4.08,-4.52,-33.82
10342164,---,61.73,50.48,70.61,61.94
10342165,---,80.35,88.06,85.43,58.90
10342166,---,-28.00,-4.69,-35.21,-48.43
10342167,---,-20.00,51.30,44.26,-98.72
10342168,---,-1.36,69.46,-64.64,-10.11
10342169,---,7.09,-16.75,55.17,-21.33
10342170,---,39.69,42.34,46.94,25.46
10342171,---,30.08,26.14,30.08,35.21
10342172,---,16.15,12.05,39.13,-2.63
10342173,---,75.27,79.41,86.90,51.15
10342174,---,9.97,-3.38,-24.58,54.41
10342175,---,-38.75,-98.09,-23.27,11.66
10342176,---,45.22,61.04,51.42,0.13
10342177,---,45.93,69.98,44.03,19.32
10342178,---,64.97,66.24,60.47,66.86
10342179,---,37.86,71.28,32.36,2.94
10342180,---,46.99,45.00,40.12,54.76
10342181,---,16.09,-1.22,9.88,37.19
10342182,---,59.21,19.56,61.68,81.84
10342183,---,90.95,95.13,68.30,97.06
10342184,---,27.44,-8.21,-17.92,79.80
10342185,---,1.14,47.76,-5.64,-36.02
10342186,---,-11.86,-11.15,-26.99,0.36
10342187,---,35.81,30.48,62.85,5.72
10342188,---,64.36,74.65,66.40,43.89
10342189,---,30.27,29.81,49.88,9.61
10342190,---,47.58,76.12,61.11,-11.84
10342191,---,-6.63,-26.30,30.02,-16.02
10342192,---,-30.70,-15.71,-73.22,3.88
10342193,---,23.11,6.49,25.29,37.35
10342194,---,19.70,-31.75,91.42,-41.32
10342195,---,-72.73,-78.33,-57.47,-82.29
10342196,---,20.07,28.24,18.03,14.67
10342197,---,45.46,53.56,35.71,46.87
10342198,---,45.25,34.13,48.16,54.36
10342199,---,48.68,57.61,71.57,7.77
10342200,---,-50.76,-72.09,-17.71,-62.65
10342201,---,33.57,30.78,25.76,43.69
10342202,---,58.14,67.59,72.56,31.23
10342203,---,9.98,74.84,-1.27,-51.76
10342204,---,28.76,56.18,4.63,18.60
10342205,---,-46.51,47.07,-94.35,-84.82
10342206,---,25.15,18.56,41.12,15.34
10342207,---,88.75,95.48,97.45,16.11
10342208,---,12.40,6.00,66.21,-42.03
10342209,---,52.20,61.45,50.18,44.05
10342210,---,92.52,94.86,90.73,91.17
10342211,---,-15.16,-14.10,-66.94,37.71
10342212,---,-7.82,-3.35,-40.97,16.27
10342213,---,93.97,86.72,99.87,49.63
10342214,---,-42.32,-37.71,-41.52,-48.20
10342215,---,-67.95,-80.73,-57.90,-64.56
10342216,---,30.12,23.57,32.95,33.91
10342217,---,17.12,65.61,24.43,-39.94
10342218,---,85.89,75.74,93.90,81.75
10342219,---,32.13,44.68,38.08,11.16
10342220,---,-5.46,21.89,-3.86,-26.84
10342221,---,55.37,67.57,15.85,78.62
10342222,---,97.73,98.58,97.45,96.93
10342223,---,40.57,96.01,-37.24,21.09
10342224,---,36.83,-9.50,72.69,34.65
10342225,---,35.25,44.65,-59.60,88.68
10342226,---,-8.16,-72.88,-53.11,77.22
10342227,---,-12.02,-7.54,-7.90,-18.43
10342228,---,46.63,76.64,75.64,-44.48
10342229,---,10.19,6.92,13.61,10.09
10342230,---,-51.73,-20.10,-13.08,-90.51
10342231,---,28.16,-19.92,22.02,65.38
10342232,---,42.91,75.07,-16.56,58.56
10342233,---,-8.55,12.02,50.62,-70.46
10342234,---,-1.24,-5.36,18.41,-11.51
10342235,---,42.14,52.55,48.16,23.45
10342236,---,81.25,77.64,97.27,43.87
10342237,---,-22.92,-14.33,-8.49,-45.22
10342238,---,37.23,18.09,77.19,-6.12
10342239,---,42.85,61.61,25.28,38.57
10342240,---,-7.54,-14.95,47.31,-52.98
10342241,---,44.07,39.45,13.10,70.13
10342242,---,-38.99,-48.16,-64.89,0.47
10342243,---,-42.71,-47.67,-15.88,-65.12
10342244,---,43.75,-9.39,-24.04,94.13
10342245,---,81.47,93.80,22.95,91.19
10342246,---,60.68,40.51,70.87,68.72
10342247,---,57.17,62.86,77.64,23.18
10342248,---,64.72,72.80,88.65,0.99
10342249,---,-18.16,27.70,-67.67,-13.99
10342250,---,32.57,84.70,-18.76,-6.83
10342251,---,-32.60,-73.08,-28.09,-13.52
10342252,---,-21.58,-47.56,26.93,-42.78
10342253,---,-1.21,70.41,-30.45,-16.03
10342254,---,-44.07,-37.65,-7.35,-75.14
10342255,---,-59.04,-31.63,-9.22,-95.28
10342256,---,68.27,77.28,85.21,25.68
10342257,---,51.89,90.90,-48.11,63.89
10342258,---,61.78,44.03,13.47,90.61
10342259,---,-9.04,46.43,6.48,-81.55
10342260,---,22.78,-10.32,37.12,39.66
10342261,---,86.47,86.56,85.92,87.22
10342262,---,-16.76,-20.20,-12.04,-19.13
10342263,---,80.39,80.57,73.60,84.61
10342264,---,88.97,82.13,93.84,89.49
10342265,---,-56.80,-65.15,-30.50,-80.90
10342266,---,74.77,84.28,86.54,32.26
10342267,---,64.97,65.35,80.55,40.79
10342268,---,30.47,59.22,37.21,-9.97
10342269,---,-4.11,29.35,26.63,-56.54
10342270,---,-53.06,-3.17,-73.52,-69.95
10342271,---,-8.53,13.15,-4.34,-33.43
10342272,---,-34.13,-47.50,-13.72,-40.81
10342273,---,-79.53,-64.58,-78.99,-90.59
10342274,---,-40.79,-31.73,-52.54,-38.51
10342275,---,42.52,34.65,37.45,53.09
10342276,---,-15.43,-30.25,-23.30,5.90
10342277,---,-14.55,9.59,23.25,-66.69
10342278,---,6.22,-9.82,-12.11,44.40
10342279,---,31.01,-3.04,53.42,39.51
10342280,---,-27.58,-43.01,12.11,-48.90
10342281,---,67.64,91.75,-29.89,85.15
10342282,---,38.98,23.12,54.49,38.65
10342283,---,83.08,68.81,93.51,72.50
10342284,---,-63.98,-50.63,-72.04,-69.89
10342285,---,-28.88,-60.55,40.39,-64.49
10342286,---,57.14,52.73,69.48,46.29
10342287,---,25.24,25.84,83.99,-59.66
10342288,---,48.00,51.50,49.81,42.78
10342289,---,-1.73,24.52,-21.10,-3.35
10342290,---,2.20,-81.44,13.98,78.56
10342291,---,-13.59,-31.67,-54.35,56.98
10342292,---,69.13,80.04,92.50,15.20
10342293,---,-33.25,-23.03,-29.95,-48.85
10342294,---,82.75,83.11,82.09,82.89
10342295,---,-80.78,-81.02,-72.93,-87.27
10342296,---,52.31,49.87,62.56,42.93
10342297,---,98.73,97.61,99.82,96.41
10342298,---,-9.12,-22.49,-41.66,34.22
10342299,---,16.01,3.44,45.56,-4.59
10342300,---,-55.98,-15.97,-35.86,-91.10
10342301,---,22.09,16.39,38.21,11.36
10342302,---,-25.66,-6.55,-19.44,-49.20
10342303,---,-18.45,-25.41,9.85,-39.45
10342304,---,-13.83,35.04,-21.07,-53.37
10342305,---,-8.47,55.75,-82.51,21.35
10342306,---,-2.81,-58.19,65.77,-8.76
10342307,---,47.50,54.47,43.55,43.07
10342308,---,-16.75,-7.77,-20.61,-21.17
10342309,---,-12.45,-11.80,9.40,-32.83
10342310,---,37.46,50.49,73.20,-26.48
10342311,---,87.30,87.54,92.15,80.63
10342312,---,-59.42,-27.36,-55.96,-83.78
10342313,---,44.46,23.49,58.31,51.68
10342314,---,14.49,19.38,7.84,17.79
10342315,---,20.99,-27.24,57.73,31.17
10342316,---,13.98,-33.51,26.34,52.92
10342317,---,25.78,3.58,-6.24,69.70
10342318,---,26.11,-23.04,59.44,34.09
10342319,---,-0.69,58.46,-5.74,-42.80
10342320,---,65.38,88.57,70.27,10.32
10342321,---,-20.90,-36.99,-1.34,-35.94
10342322,---,59.88,54.28,37.84,73.89
10342323,---,-51.84,-36.10,-66.79,-51.34
10342324,---,-35.60,-31.34,-30.17,-44.21
10342325,---,-5.93,4.83,40.37,-54.87
10342326,---,40.92,67.89,-0.70,44.06
10342327,---,88.77,90.76,88.11,86.92
10342328,---,-68.88,-38.36,-79.05,-83.50
10342329,---,-18.42,-7.24,-16.85,-34.45
10342330,---,85.61,80.55,76.37,93.08
10342331,---,-43.39,-32.83,-71.33,-28.31
10342332,---,10.18,8.65,20.73,2.02
10342333,---,12.27,1.78,23.64,11.51
10342334,---,54.66,63.90,75.87,6.33
10342335,---,61.34,82.95,62.88,28.22
10342336,---,83.77,84.22,93.88,59.47
10342337,---,-49.81,-30.64,-34.39,-86.28
10342338,---,18.79,30.00,72.06,-54.34
10342339,---,64.19,87.36,75.57,14.52
10342340,---,54.82,78.07,12.40,59.36
10342341,---,21.26,70.92,27.40,-44.08
10342342,---,-30.55,72.72,-96.00,-87.42
10342343,---,-57.73,-67.90,-45.78,-58.99
10342344,---,1.82,23.08,75.74,-89.60
10342345,---,-2.71,34.04,36.07,-66.32
10342346,---,-9.89,-2.54,45.31,-65.88
10342347,---,-28.88,-49.68,-25.61,-13.08
10342348,---,-39.42,-49.63,-33.54,-35.21
10342349,---,45.46,30.50,22.90,70.12
10342350,---,-45.88,-90.98,11.68,-34.87
10342351,---,57.10,-32.17,57.62,92.86
10342352,---,-30.74,-8.49,-17.44,-59.83
10342353,---,-22.09,-1.71,-42.02,-24.34
10342354,---,48.72,4.38,61.24,66.55
10342355,---,3.43,-51.41,84.62,-51.81
10342356,---,54.43,57.25,64.33,31.87
10342357,---,19.14,78.65,2.14,-36.09
10342358,---,62.06,53.29,52.20,79.10
10342359,---,12.45,5.16,18.52,13.39
10342360,---,-29.10,12.49,-61.39,-33.58
10342361,---,36.16,68.72,59.83,-31.38
10342362,---,-31.71,-41.66,-46.64,-8.76
10342363,---,-14.81,-36.39,27.99,-32.20
10342364,---,26.32,24.20,35.89,18.46
10342365,---,81.05,81.12,74.23,85.73
10342366,---,44.27,51.82,36.62,45.46
10342367,---,17.53,57.23,79.24,-81.90
10342368,---,10.48,4.77,6.40,23.21
10342369,---,27.89,33.54,12.18,39.36
10342370,---,-27.52,-3.32,-32.94,-47.29
10342371,---,-32.15,-33.89,-65.38,-8.32
10342372,---,-23.68,-10.89,-12.13,-44.00
10342373,---,6.04,79.87,13.45,-82.53
10342374,---,52.96,46.36,63.39,47.76
10342375,---,-5.95,-4.22,-10.79,-2.87
10342376,---,-3.62,-62.93,-0.13,58.92
10342377,---,-63.30,-90.20,-20.93,-65.88
10342378,---,5.25,58.34,-13.05,-2.73
10342379,---,6.38,0.15,7.26,11.36
10342380,---,-37.11,21.62,-22.10,-77.41
10342381,---,33.71,41.81,52.56,-0.76
10342382,---,76.17,79.98,92.20,44.11
10342383,---,91.65,89.61,93.87,90.84
10342384,---,39.00,-2.51,85.22,-12.42
10342385,---,-10.24,-11.69,-10.55,-8.74
10342386,---,59.13,61.89,67.62,46.79
10342387,---,51.12,58.14,72.51,8.72
10342388,---,-27.94,-36.38,-22.99,-24.42
10342389,---,-24.19,8.67,-29.15,-50.59
10342390,---,-69.79,-93.91,-17.51,-71.52
10342391,---,56.79,-20.34,92.17,44.10
10342392,---,-69.46,-73.72,-31.05,-92.30
10342393,---,-5.08,-12.73,-46.03,41.32
10342394,---,44.50,42.68,49.13,41.65
10342395,---,-31.75,-44.09,-12.99,-41.51
10342396,---,-42.80,-66.81,-15.52,-59.92
10342397,---,-14.90,-21.20,-17.66,-7.08
10342398,---,11.92,41.98,61.67,-62.00
10342399,---,60.65,58.39,81.29,29.10
10342400,---,50.57,-47.24,-9.94,96.42
10342401,---,23.47,68.17,29.99,-40.74
10342402,---,-10.65,-5.36,7.14,-34.04
10342403,---,38.61,64.13,26.53,18.76
10342404,---,80.49,90.88,93.19,-0.72
10342405,---,-20.37,-43.62,-17.32,-5.42
10342406,---,16.22,1.44,18.28,30.07
10342407,---,78.53,66.27,76.01,88.00
10342408,---,-46.62,-54.78,-76.66,-17.37
10342409,---,29.56,24.80,45.87,17.74
10342410,---,-24.93,36.19,1.51,-84.17
10342411,---,91.57,85.53,95.64,91.34
10342412,---,24.18,28.24,42.16,-0.72
10342413,---,36.03,63.30,45.84,-5.48
10342414,---,-19.38,3.36,-21.70,-37.52
10342415,---,-21.63,-61.44,-53.22,66.11
10342416,---,31.24,27.02,31.24,36.05
10342417,---,-21.14,-17.39,-41.54,-11.81
10342418,---,53.71,74.58,48.52,27.79
10342419,---,-34.13,-85.39,8.71,-17.82
10342420,---,45.30,66.58,83.48,-47.59
10342421,---,48.72,4.11,89.16,1.91
10342422,---,77.04,61.48,92.88,67.34
10342423,---,-35.57,-39.76,5.19,-66.54
10342424,---,2.31,19.33,-20.60,11.67
10342425,---,-12.98,-54.60,-31.89,52.01
10342426,---,-42.31,-41.95,-5.48,-88.67
10342427,---,17.29,19.74,41.87,-11.63
10342428,---,36.86,19.10,71.63,0.00
10342429,---,-8.56,46.28,-29.44,-27.29
10342430,---,13.88,21.66,14.84,6.61
10342431,---,-62.85,-5.72,-19.52,-96.97
10342432,---,54.20,57.50,50.77,53.78
10342433,---,59.26,77.10,71.44,18.85
10342434,---,70.50,25.50,93.06,72.94
10342435,---,-24.41,-69.66,-45.87,17.31
10342436,---,27.33,18.28,32.63,32.69
10342437,---,-42.75,1.05,-96.79,13.74
10342438,---,62.53,55.53,87.29,27.52
10342439,---,-23.74,-13.67,12.63,-66.89
10342440,---,60.84,88.12,72.51,-8.85
10342441,---,78.68,89.38,94.37,-2.23
10342442,---,78.31,75.75,79.09,80.95
10342443,---,31.83,38.26,24.71,33.21
10342444,---,30.18,-12.21,66.07,23.90
10342445,---,65.82,62.28,91.37,-2.02
10342446,---,-66.10,-78.85,-17.66,-85.40
10342447,---,1.22,22.88,-32.15,12.33
10342448,---,-48.17,-63.52,-43.90,-37.54
10342449,---,77.73,74.36,80.89,78.09
10342450,---,40.24,33.12,11.55,70.85
10342451,---,35.25,55.00,15.56,33.90
10342452,---,59.59,33.74,60.25,76.62
10342453,---,-1.22,40.60,65.40,-85.50
10342454,---,-12.81,-18.12,-11.48,-10.10
10342455,---,-14.27,-29.85,43.51,-54.00
10342456,---,-13.32,-32.74,23.89,-24.71
10342457,---,71.37,73.13,77.30,63.58
10342458,---,59.84,80.24,31.03,58.90
10342459,---,10.21,21.44,1.63,9.74
10342460,---,26.97,31.58,25.48,23.67
10342461,---,3.95,7.72,8.24,-5.54
10342462,---,-13.63,-7.33,10.18,-42.70
10342463,---,-30.88,-22.44,-30.83,-39.01
10342464,---,22.45,-74.89,76.46,58.56
10342465,---,95.51,92.93,97.45,94.33
10342466,---,75.16,67.94,74.70,81.69
10342467,---,22.79,14.15,3.65,48.23
10342468,---,43.47,98.17,-71.50,35.19
10342469,---,-51.27,-98.66,-62.44,63.76
10342470,---,34.74,26.58,94.27,-56.66
10342471,---,-12.32,-43.28,29.56,-22.58
10342472,---,-7.27,34.39,5.46,-48.43
10342473,---,52.53,37.58,49.87,67.86
10342474,---,1.99,25.94,40.76,-49.77
10342475,---,-12.05,18.84,69.55,-88.31
10342476,---,11.21,48.47,26.10,-39.13
10342477,---,-26.32,-24.82,-27.06,-26.80
10342478,---,9.94,60.88,-10.30,-25.11
10342479,---,62.11,32.89,72.52,73.94
10342480,---,-48.55,-57.37,22.73,-89.22
10342481,---,61.12,54.11,92.44,-11.34
10342482,---,-25.42,-24.42,-28.14,-23.71
10342483,---,-21.38,-25.96,-46.93,12.17
10342484,---,25.42,37.50,18.47,19.78
10342485,---,40.31,76.14,-17.97,47.38
10342486,---,-49.54,-77.40,-56.35,12.32
10342487,---,-62.28,28.33,-59.85,-95.54
10342488,---,30.47,-2.08,43.98,48.59
10342489,---,-70.56,-56.99,46.21,-99.73
10342490,---,58.12,59.66,57.56,57.86
10342491,---,37.40,-13.20,74.32,41.11
10342492,---,-53.51,-25.70,-52.69,-77.77
10342493,---,52.75,21.11,52.32,71.44
10342494,---,-48.54,-76.87,-32.96,-32.66
10342495,---,-31.40,-30.48,-40.45,-22.99
10342496,---,63.48,59.91,80.86,44.48
10342497,---,47.72,72.32,86.06,-31.22
10342498,---,-16.98,45.31,-1.70,-86.75
10342499,---,79.74,76.00,72.90,87.85
10342500,---,5.85,60.45,-71.21,43.64
10342501,---,-7.97,-17.64,35.10,-34.59
10342502,---,41.70,40.32,53.38,30.59
10342503,---,71.19,79.63,77.55,49.39
10342504,---,15.01,7.18,18.20,21.75
10342505,---,51.91,-6.22,82.91,55.36
10342506,---,86.52,85.73,95.94,64.53
10342507,---,58.71,-9.12,87.19,59.00
10342508,---,74.57,91.13,90.94,7.03
10342509,---,20.38,11.51,70.05,-30.14
10342510,---,39.10,64.62,52.31,-10.35
10342511,---,-25.38,-60.41,64.23,-80.79
10342512,---,-28.73,-61.40,31.26,-58.27
10342513,---,-17.74,-24.70,-3.55,-24.99
10342514,---,9.59,35.91,69.20,-75.99
10342515,---,73.86,85.01,74.29,59.42
10342516,---,91.08,95.50,94.52,78.31
10342517,---,92.51,92.87,96.06,84.04
10342518,---,-50.08,-2.72,-34.36,-92.58
10342519,---,-3.16,-2.44,36.81,-34.42
10342520,---,75.47,95.59,-6.66,76.57
10342521,---,30.25,6.46,56.11,24.76
10342522,---,-14.13,-40.11,-20.53,18.12
10342523,---,-16.53,-50.51,6.24,-1.26
10342524,---,-44.64,-61.28,-57.61,-10.33
10342525,---,56.59,45.41,67.92,55.09
10342526,---,-30.39,-30.08,-50.25,-12.28
10342527,---,62.43,63.25,44.09,74.74
10342528,---,67.15,63.83,70.71,66.01
10342529,---,-25.80,-2.17,19.10,-80.30
10342530,---,-68.63,-58.60,-90.81,-36.43
10342531,---,-51.93,23.49,66.84,-99.83
10342532,---,-23.61,-50.91,-2.52,-15.52
10342533,---,9.08,4.58,26.61,-5.72
10342534,---,19.55,32.54,25.89,-0.52
10342535,---,-38.52,-0.63,-93.04,-33.90
10342536,---,-14.59,-59.98,-18.13,39.78
10342537,---,-72.25,-75.33,-71.23,-69.38
10342538,---,3.96,17.97,22.17,-23.96
10342539,---,55.73,83.73,76.65,-28.09
10342540,---,-0.19,2.18,28.50,-38.52
10342541,---,51.11,34.40,70.74,43.37
10342542,---,72.20,76.48,64.22,73.75
10342543,---,-56.08,-67.38,-38.15,-62.95
10342544,---,-24.41,3.60,23.25,-76.54
10342545,---,85.27,86.41,86.78,82.82
10342546,---,52.65,67.36,30.42,50.13
10342547,---,-77.45,-68.67,-59.77,-93.91
10342548,---,64.52,87.73,80.06,12.45
10342549,---,82.00,87.04,93.14,44.20
10342550,---,-0.25,-25.44,27.95,9.17
10342551,---,-29.10,-52.70,-51.25,9.41
10342552,---,48.91,68.14,75.89,-16.87
10342553,---,75.38,81.36,64.29,79.42
10342554,---,5.74,-2.05,57.03,-37.37
10342555,---,62.70,52.36,64.98,69.57
10342556,---,-30.03,5.84,-7.15,-76.99
10342557,---,-0.92,58.94,50.65,-86.82
10342558,---,30.60,25.23,20.75,46.59
10342559,---,-5.23,-0.66,-3.88,-13.29
10342560,---,85.63,91.64,88.39,65.41
10342561,---,-2.71,-74.73,70.22,3.25
10342562,---,47.18,40.53,47.57,53.00
10342563,---,56.02,30.86,84.64,27.64
10342564,---,85.63,85.87,86.65,84.24
10342565,---,64.38,91.46,59.86,-1.39
10342566,---,26.48,49.98,23.79,6.52
10342567,---,69.27,77.13,53.23,73.75
10342568,---,73.95,74.34,64.13,82.14
10342569,---,27.23,13.11,-24.01,73.54
10342570,---,44.37,2.57,4.96,92.00
10342571,---,-24.31,-22.43,8.71,-54.00
10342572,---,-13.66,-12.00,-21.20,-6.81
10342573,---,-83.74,-85.55,-94.57,-61.23
10342574,---,43.02,35.46,43.36,49.14
10342575,---,62.35,88.57,72.42,-11.40
10342576,---,75.78,81.16,57.82,83.99
10342577,---,12.24,-5.99,18.07,24.43
10342578,---,23.50,19.81,17.02,34.18
10342579,---,36.85,-33.79,78.40,42.85
10342580,---,38.84,16.68,66.20,26.43
10342581,---,-9.48,-49.59,-74.94,70.00
10342582,---,-3.86,70.33,34.92,-89.35
10342583,---,-38.25,-19.09,-69.60,-25.08
10342584,---,22.53,-14.57,13.92,65.08
10342585,---,47.57,70.13,-5.74,65.08
10342586,---,61.36,39.27,77.85,63.17
10342587,---,90.30,90.57,97.30,69.26
10342588,---,8.64,34.08,42.66,-49.82
10342589,---,46.34,58.34,54.45,24.76
10342590,---,29.88,56.39,-6.81,32.95
10342591,---,-18.80,-46.39,14.61,-23.39
10342592,---,36.62,31.36,55.28,20.29
10342593,---,25.93,47.92,-25.11,52.23
10342594,---,75.81,94.54,70.62,42.51
10342595,---,-5.57,-1.11,-32.58,25.91
10342596,---,88.94,75.11,95.73,86.75
10342597,---,52.55,64.19,11.12,69.44
10342598,---,-1.85,-28.06,8.60,28.63
10342599,---,-40.00,-23.65,-75.56,-18.30
10342600,---,10.43,8.28,5.89,16.63
10342601,---,67.44,73.93,77.17,49.51
10342602,---,31.87,30.10,63.46,-6.08
10342603,---,-45.82,-62.33,-38.84,-28.42
10342604,---,-18.28,-10.85,-1.74,-70.77
10342605,---,-59.93,-85.57,-16.90,-74.64
10342606,---,55.50,8.22,38.82,86.53
10342607,---,-57.70,-55.08,-46.11,-70.14
10342608,---,-21.08,-6.93,-24.82,-31.92
10342609,---,-32.31,-21.23,-50.91,-27.79
10342610,---,41.19,47.00,82.45,-30.45
10342611,---,68.12,77.52,77.39,43.37
10342612,---,0.35,-45.71,39.61,6.12
10342613,---,-9.26,19.65,46.78,-76.02
10342614,---,35.99,-3.54,-34.04,90.35
10342615,---,51.04,28.69,39.32,74.46
10342616,---,52.40,-7.32,80.00,61.55
10342617,---,-4.49,-28.61,-45.94,66.21
10342618,---,98.76,99.43,98.48,98.12
10342619,---,92.23,96.38,97.29,67.36
10342620,---,35.12,28.19,73.89,-15.68
10342621,---,38.38,-5.46,45.31,64.40
10342622,---,11.40,-22.69,53.99,1.55
10342623,---,39.47,43.11,58.57,18.17
10342624,---,-36.34,-24.13,-38.88,-44.64
10342625,---,-4.55,-1.79,-28.60,22.95
10342626,---,-5.41,43.13,-58.94,6.94
10342627,---,11.93,4.14,-41.85,68.72
10342628,---,74.21,77.64,69.88,74.81
10342629,---,-44.16,-48.14,-28.18,-54.47
10342630,---,-22.51,-52.76,7.43,-22.93
10342631,---,-42.28,-28.59,-49.73,-47.40
10342632,---,-28.73,-60.42,0.30,-23.20
10342633,---,-25.32,-28.15,35.28,-79.13
10342634,---,29.78,35.93,39.04,15.56
10342635,---,29.11,28.45,25.40,34.00
10342636,---,-48.53,-63.42,-39.16,-41.22
10342637,---,17.01,33.31,83.37,-74.20
