Probeset_ID,Gene Symbol,MF PC 480lo,Sample_,Sample_,Sample_
10348468,---,-13.09,-34.15,-52.59,56.10
10348471,Mlph,-39.42,-37.88,-39.95,-40.66
10348489,Prlh,-2.02,5.43,-31.33,25.35
10348493,Lrrfip1,10.15,9.87,0.24,20.47
10348521,Rbm44,-43.02,-50.90,-57.42,-26.25
10348537,Ramp1,37.88,25.53,54.04,33.30
10348547,Ube2f,71.99,60.80,77.46,74.10
10348556,Ube2f,10.02,4.08,-2.10,28.23
10348558,Scly,-7.83,-9.86,-6.07,-7.35
10348570,Espnl,22.23,2.59,7.20,50.46
10348580,Klhl30,-64.85,-64.74,-61.46,-68.13
10348590,Fam132b,-68.79,-81.43,-52.96,-68.53
10348600,Traf3ip1,-54.08,-29.11,-63.73,-64.92
10348618,Asb1,-2.08,-28.26,19.16,14.00
10348632,Twist2,-57.95,-46.58,-74.64,-51.72
10348635,Olfr1413,4.40,-24.27,-10.55,56.16
10348637,Olfr1412,-39.71,-32.20,-48.75,-38.68
10348639,Olfr1411,-22.03,8.76,-30.37,-45.20
10348641,Olfr1410,-17.89,-47.07,-1.92,-9.30
10348643,Olfr12,24.67,3.53,-26.45,75.81
10348645,Gpr35,92.23,91.42,91.50,93.77
10348653,Gpc1,-83.51,-89.69,-67.26,-88.76
10348664,Mir149,22.10,17.64,17.49,30.40
10348666,Dusp28,-17.17,5.28,-10.46,-46.49
10348670,Rnpepl1,74.65,73.52,78.74,71.38
10348682,Capn10,-35.88,-29.47,-51.96,-24.77
10348697,Aqp12,-27.96,-24.32,-53.43,-14.03
10348702,Agxt,-23.48,-29.45,-16.24,-27.24
10348713,E030010N08Rik,40.29,44.44,28.68,46.54
10348739,Sned1,-66.92,-52.85,-85.88,-60.06
10348775,Ppp1r7,-37.69,-39.25,-30.09,-42.57
10348789,---,-10.32,-1.52,-6.24,-23.72
10348791,Ano7,-26.64,-13.77,-34.38,-36.70
10348817,Sept2,70.80,69.96,71.88,70.75
10348829,Farp2 or Stk25,-10.18,-0.45,-15.59,-15.75
10348858,Bok,-52.93,-60.19,-61.46,-37.38
10348864,Thap4,50.69,30.88,57.42,62.35
10348866,Atg4b,19.27,24.99,18.06,15.30
10348879,Ing5,25.97,32.56,23.58,19.90
10348889,D2hgdh,-20.97,-8.52,-38.69,-14.56
10348896,Gal3st2 or Gm9994 or Gm6086,-40.79,-33.23,-74.47,-22.79
10348902,Gm9994 or Gal3st2 or Gm6086,-14.76,-12.76,23.84,-53.09
10348906,Gm6086,-30.87,22.15,-58.00,-52.90
10348910,Neu4,6.83,11.78,-34.98,47.84
10348917,Fam174a,34.94,10.13,42.90,46.32
10348924,Rpl18a,26.78,25.92,27.55,27.40
10348927,---,-38.77,-40.50,-78.12,-16.27
10348929,Hnrnpf,69.04,70.72,65.82,70.57
10348932,Gin1 or Ppip5k2,-32.82,-39.99,-15.23,-42.26
10348943,---,-10.31,-64.54,9.00,-9.41
10348945,---,29.28,-17.27,17.09,72.58
10348947,Slco6d1,-25.30,-27.95,-62.64,-9.12
10348963,Cntnap5b,-28.21,-47.72,-25.99,-17.96
10348983,---,-22.77,-37.37,-7.48,-27.43
10348992,---,-23.53,-3.07,-20.75,-74.29
10348994,---,-3.54,8.79,-42.19,41.35
10348996,---,7.50,30.60,45.26,-38.21
10348999,Cdh20,-38.25,-67.73,-49.81,-13.62
10349014,Capza1,78.29,80.02,81.39,73.48
10349016,2310035C23Rik,60.97,71.42,55.08,52.52
10349049,Zfp706,-28.41,-28.38,-25.91,-31.19
10349051,Tnfrsf11a,42.94,45.35,38.14,45.55
10349065,Zcchc2,28.55,28.32,43.36,11.43
10349081,Phlpp1,-61.01,-53.20,-52.00,-75.12
10349100,---,-9.26,6.27,-10.59,-23.69
10349102,Bcl2,-21.09,-52.08,-19.89,-5.99
10349108,Serpinb5,-28.13,-15.62,-47.17,-30.58
10349118,Serpinb12,-10.77,-15.20,-20.90,-4.58
10349129,Serpinb13,-0.02,-28.03,-9.54,58.79
10349138,Serpinb11,-32.24,-46.42,-33.33,-21.23
10349147,Serpinb7,-37.71,-42.74,-28.04,-45.69
10349157,Serpinb2,-1.52,-10.00,-0.99,19.08
10349166,Serpinb10 or Serpinb2,77.73,78.87,79.57,75.32
10349174,Serpinb8,88.47,88.84,89.04,87.44
10349184,Cdh7,-42.34,-60.54,-42.97,-28.08
10349206,---,-56.80,-79.45,-31.46,-59.48
10349208,Cntnap5a,-50.38,-51.58,-58.96,-41.41
10349233,---,-15.71,-21.67,-3.63,-30.48
10349237,---,-47.30,-48.18,-17.87,-90.25
10349239,Mki67ip,-23.11,-24.56,-9.71,-35.52
10349249,Clasp1,-43.85,-31.27,-53.43,-45.98
10349295,Tfcp2l1,-59.58,-46.18,-74.34,-59.78
10349314,---,1.50,-0.82,27.72,-11.93
10349316,Tmem185b,75.42,70.04,81.94,71.30
10349319,Sctr,9.60,28.10,4.64,-4.59
10349333,3110009E18Rik,-27.86,-37.05,-39.69,-13.79
10349340,C1ql2,27.42,-5.84,18.66,61.90
10349345,En1,-22.72,-20.44,-30.30,-17.25
10349348,Ccdc93,79.91,79.45,82.16,78.12
10349376,---,-19.18,-29.70,-39.61,11.64
10349378,Dpp10,62.80,14.83,61.02,86.44
10349383,Slc35f5,42.83,43.14,37.96,46.97
10349401,Gpr39 or Lypd1,-63.10,-65.45,-59.46,-64.76
10349404,Mgat5,-47.77,-41.30,-42.74,-57.45
10349427,---,-22.40,-51.15,-2.82,-18.36
10349429,---,73.75,62.53,75.91,80.92
10349431,Acmsd,-33.29,-17.72,-53.53,-36.54
10349442,Ccnt2,21.15,33.82,21.56,8.99
10349453,Rab3gap1,17.88,22.60,24.78,6.16
10349478,Rpl28,19.81,21.18,20.02,18.69
10349480,R3hdm1,-61.33,-50.92,-63.17,-67.95
10349510,Mir128-1,-14.17,-14.23,-10.25,-18.65
10349512,Ubxn4,9.33,16.17,9.09,2.96
10349527,---,-33.93,-54.13,-20.98,-27.96
10349529,Thsd7b,-32.35,-18.47,-43.40,-39.36
10349559,Yod1 or Pfkfb2,-58.14,-63.88,-64.88,-43.59
10349562,AA986860,-54.14,-30.36,-75.78,-60.37
10349569,---,-25.25,-15.43,-53.88,-13.58
10349571,Fcamr,-56.22,-79.43,-58.72,-28.45
10349580,Pigr,-46.57,-37.26,-35.55,-71.69
10349593,Faim3,-30.51,-31.45,-25.72,-35.29
10349603,Il10,-32.74,-82.50,-7.10,-48.30
10349610,Eif2d,-58.52,-43.71,-65.86,-63.13
10349634,Srgap2,-14.26,-20.09,-36.09,10.80
10349637,Fam72a,-48.99,-34.24,-50.92,-63.89
10349644,Avpr1b,-4.70,-25.18,-9.38,25.36
10349648,Ctse,-43.68,-43.86,-34.21,-57.45
10349661,5430435G22Rik,86.15,86.59,86.97,84.90
10349671,Slc26a9,-33.16,-30.45,-47.49,-24.17
10349694,Pm20d1,-69.43,-89.31,-74.40,-42.98
10349711,Slc41a1,-36.31,-28.32,-27.32,-52.86
10349724,Rab7l1,98.11,98.91,97.97,96.95
10349733,Nucks1,-43.83,-46.31,-15.61,-63.76
10349744,Slc45a3,-88.94,-92.95,-95.40,-72.24
10349752,Elk4 or Mfsd4,39.94,44.67,37.76,37.89
10349761,Lemd1,-14.38,-10.10,-49.35,1.26
10349769,Mir135b,-63.69,-36.87,-92.14,-53.16
10349771,Gm7241,19.19,38.18,-11.17,32.62
10349773,Klhdc8a,-76.03,-67.58,-71.72,-86.98
10349782,Nuak2,79.46,80.21,82.38,75.22
10349791,---,-31.46,-17.62,-52.86,-29.86
10349793,Dstyk,94.93,94.67,95.88,93.95
10349809,Rbbp5,32.93,44.86,29.31,24.09
10349821,Tmem81,53.61,71.84,44.72,39.59
10349826,Gm10538,-27.94,-6.67,-50.38,-29.34
10349828,Lrrn2,-43.51,-45.30,-41.89,-43.40
10349832,---,56.68,47.42,74.06,44.38
10349834,Pik3c2b,-91.68,-97.80,-94.50,-73.22
10349868,Ppp1r15b,87.57,82.87,90.87,88.63
10349872,---,-18.82,-7.29,-34.81,-18.45
10349876,Plekha6,-59.12,-52.78,-86.78,-38.82
10349904,Golt1a or Kiss1,-46.81,-52.62,-28.41,-60.78
10349913,Kiss1 or Golt1a,-5.12,-7.01,-17.37,12.32
10349922,Ren1 or Ren2 or LOC100044656,-30.94,-48.70,-29.69,-18.78
10349932,Etnk2,-75.80,-79.81,-87.82,-58.78
10349943,---,-65.62,-92.63,-31.41,-76.35
10349945,Gm10537,-10.55,-7.72,-57.24,45.09
10349947,Fmod,-90.94,-76.91,-76.91,-99.40
10349951,Gm8618,34.37,-0.85,23.74,66.79
10349953,Chit1,-52.70,-26.30,-82.06,-52.58
10349968,Chi3l1,-45.59,-62.86,-43.01,-35.13
10349980,Mybph or Adora1,-53.77,-43.89,-57.82,-60.19
10349993,Myog,-16.55,-14.75,-30.00,-10.35
10349997,4933406M09Rik,57.88,6.03,49.31,82.82
10350003,Cyb5r1,37.07,24.44,43.11,42.08
10350015,Adipor1,1.41,7.03,2.48,-5.78
10350024,Klhl12,34.78,21.74,58.45,15.48
10350039,Rabif,79.16,76.70,79.63,80.88
10350044,Rpl29,-14.76,-12.76,23.84,-53.09
10350046,Kdm5b,-27.22,-18.19,-35.54,-29.60
10350077,Syt2,-65.10,-63.43,-71.60,-60.61
10350090,Ube2t,-44.39,-52.40,-38.45,-41.21
10350099,Ptprv,-5.94,-12.29,-19.64,17.43
10350102,Ptpn7,47.66,37.48,61.09,45.79
10350113,Arl8a,16.73,15.86,18.39,14.98
10350123,Lmod1,-14.20,-11.11,-2.79,-30.27
10350128,Nav1,87.54,91.30,68.80,91.99
10350136,Csrp1,-46.57,-53.36,-43.11,-42.34
10350146,Phlda3,-38.53,-43.29,-43.01,-30.99
10350149,Tnni1,-65.69,-74.75,-84.79,-38.64
10350159,Lad1,-70.44,-81.19,-94.05,-31.03
10350173,Tnnt2,-57.04,-60.80,-68.20,-43.84
10350188,Tmem9,-98.01,-92.70,-99.78,-97.29
10350197,---,-21.13,-26.09,40.01,-67.49
10350199,Cacna1s,-38.30,-40.25,-54.87,-24.41
10350247,Kif21b,6.81,9.81,2.81,8.24
10350286,Ddx59,-52.68,-66.89,-63.30,-27.03
10350297,Kif14,-19.75,-14.38,-11.15,-33.46
10350329,Kif14,1.02,13.32,-60.76,66.81
10350331,Zfp281,-33.30,-40.36,-32.88,-26.97
10350335,Hmbs,-61.69,-56.74,-64.31,-64.15
10350337,---,19.11,43.69,-1.91,12.12
10350339,Mir181a-1,-4.89,-2.54,-2.86,-11.93
10350341,Mir181b-1,42.00,57.49,36.07,31.61
10350343,Atp6v1g3,-37.82,-43.27,-57.11,-20.38
10350349,Dennd1b,37.45,39.69,41.57,31.46
10350377,Zbtb41,-18.58,-14.02,-6.03,-34.21
10350392,Aspm,-13.15,-13.95,-6.88,-18.75
10350425,F13b,-16.02,-12.69,-16.35,-20.10
10350438,Kcnt2,-68.07,-77.04,-59.48,-68.22
10350471,---,-21.39,45.77,-52.48,-56.22
10350473,B3galt2,4.29,8.45,4.93,-0.08
10350478,Glrx2,50.91,44.44,56.87,50.97
10350489,Uchl5,-12.73,-10.58,-4.24,-24.74
10350502,---,33.25,24.27,-8.13,67.18
10350504,---,34.84,30.45,40.03,34.47
10350506,Fam5c,-35.51,-62.55,-26.03,-26.11
10350516,Ptgs2,-15.96,-56.88,6.12,-18.46
10350530,Pdc,-49.74,-39.98,-66.23,-43.31
10350535,Tpr,62.42,61.30,64.82,61.50
10350590,Tpr or Fam33a,-69.26,-81.05,-72.22,-53.99
10350592,3110040M04Rik,-30.22,-56.99,-39.62,0.00
10350594,Ivns1abp,-27.07,-21.61,-24.99,-34.89
10350614,1190005F20Rik,12.01,11.47,9.94,14.86
10350630,Fam129a,80.52,78.78,81.73,81.48
10350646,Edem3,-0.72,5.34,-18.16,4.49
10350668,Glt25d2,-56.19,-47.23,-66.77,-54.88
10350681,Apobec4,-50.14,-79.53,-64.39,-18.49
10350684,Arpc5,95.76,96.24,93.72,97.13
10350689,Ncf2,88.43,88.49,87.94,88.80
10350697,Nmnat2,-81.89,-87.18,-76.91,-81.57
10350710,1700012A16Rik,-44.90,-55.30,-20.61,-66.93
10350723,---,-20.67,-14.85,0.00,-77.90
10350725,Rgs8,-51.87,-37.55,-94.82,-18.80
10350733,Rgs16,-88.28,-99.00,-84.18,-66.31
10350742,Rnasel,47.25,48.94,51.76,41.85
10350749,Gm5531,-19.01,-24.84,-29.73,-4.12
10350751,Teddm1,8.46,46.79,43.95,-48.53
10350753,Glul,26.98,25.60,25.54,28.97
10350758,---,52.59,72.70,-4.46,71.64
10350760,Zfp648,18.76,-29.11,5.45,70.16
10350766,Stx6,27.20,38.56,30.90,13.18
10350777,Acbd6,-92.12,-96.45,-81.50,-92.93
10350790,Tor1aip2 or Tor1aip1,38.43,49.05,12.85,46.25
10350792,Tor1aip2 or Tor1aip1,14.41,19.31,2.69,20.59
10350800,Tor1aip2,-8.90,4.44,-10.62,-20.92
10350806,Nphs2,-44.31,-69.29,-39.28,-28.28
10350816,Rpl35,8.60,8.66,16.69,0.95
10350819,Csnk2a1,27.91,23.62,33.17,26.78
10350823,Abl2,-41.16,-36.20,-51.99,-34.03
10350838,2810417H13Rik,6.63,5.51,17.49,-0.60
10350840,Angptl1,-72.94,-66.16,-50.78,-93.87
10350846,Gm10531,-20.75,-66.77,-8.30,-4.11
10350848,2810025M15Rik,-52.09,-75.50,-51.60,-30.27
10350853,BC026585,36.41,43.99,32.51,32.32
10350864,Sec16b,-13.61,-12.56,-11.45,-17.68
10350894,---,-17.16,-3.29,-73.64,34.62
10350896,Astn1,-57.47,-66.16,-57.24,-48.58
10350921,Mir488,-23.61,-23.95,-47.69,-5.65
10350923,Rfwd2,52.61,60.04,45.27,52.22
10350948,---,43.23,-4.20,60.28,66.06
10350951,Tnr,-32.74,-16.09,-47.86,-42.26
10350975,---,-15.35,-17.10,-38.25,9.98
10350977,4930523C07Rik or 4930562F07Rik,30.97,29.28,34.72,29.28
10350985,Mrps14,-31.87,-37.91,-31.04,-27.57
10350990,Rpl23a,56.22,39.49,75.37,47.32
10350992,Rc3h1,62.21,62.99,62.04,61.80
10351013,Rc3h1,61.00,76.46,51.30,50.25
10351015,Serpinc1,-47.08,-30.24,-51.13,-62.85
10351026,Gas5,7.14,13.85,3.87,4.03
10351035,Gas5,-1.60,20.33,-35.77,8.97
10351037,Gas5,78.35,80.41,77.89,77.02
10351039,Mir5117 or Gas5,-35.38,-13.95,-40.23,-49.89
10351041,---,-8.38,15.92,-27.73,-14.07
10351043,Snord47,65.50,74.78,63.80,55.95
10351045,---,-31.02,-24.64,-45.24,-23.15
10351047,Cenpl,27.17,44.03,34.39,2.76
10351056,Ankrd45,-75.66,-58.21,-96.73,-61.01
10351063,---,-11.03,-38.35,7.61,1.31
10351065,---,-31.71,-35.89,-23.17,-36.94
10351095,Tnfsf4,-48.14,-40.83,-61.84,-42.99
10351099,Tnfsf18,-38.88,-31.25,-55.69,-31.55
10351107,Pigc,-15.11,0.57,-16.47,-30.75
10351111,Dnm3os or Mir214 or Mir199a-2,-34.40,-35.87,-28.75,-37.99
10351117,Dnm3,17.18,41.27,-29.63,49.64
10351119,Vamp4,91.45,93.41,92.40,88.42
10351131,Myoc,-33.15,-59.44,-49.22,-10.10
10351136,---,12.39,8.68,-16.31,48.34
10351138,---,20.75,32.00,28.67,-2.35
10351140,Kifap3,-24.08,-19.39,-25.88,-26.45
10351163,Scyl3 or BC055324,62.19,79.34,64.18,39.67
10351179,2810422O20Rik,-42.19,-24.16,-21.07,-75.11
10351182,Sele,-62.12,-34.52,-81.93,-68.48
10351197,Sell,13.94,11.35,18.74,12.65
10351206,Selp,35.88,20.37,43.06,41.32
10351224,F5,20.33,21.87,19.05,19.69
10351259,Slc19a2,-25.39,-21.81,-36.31,-19.08
10351269,4930455F23Rik,-80.13,-76.72,-78.40,-85.71
10351277,Nme7,-17.54,-19.68,-13.12,-19.98
10351293,Dpt,-64.21,-79.60,-70.94,-44.84
10351298,Gpr161,-53.11,-85.72,-31.65,-41.16
10351304,Brp44,-14.03,-16.97,-13.14,-12.28
10351310,Adcy10,-59.46,-50.95,-78.66,-47.80
10351345,---,-39.83,-15.02,-60.82,-52.04
10351347,Creg1,34.93,34.89,39.05,31.22
10351353,Cd247,-22.66,-16.26,-22.61,-30.22
10351368,Gpa33,-23.48,-16.17,-25.17,-32.33
10351380,Ildr2,-89.39,-86.56,-77.42,-97.20
10351390,Tada1,53.29,65.55,62.34,25.73
10351400,Fam78b,97.94,98.07,98.78,92.20
10351404,Tmco1,51.57,58.66,51.97,44.30
10351414,Aldh9a1,70.61,74.04,73.63,60.22
10351430,Rxrg,-41.42,-29.30,-27.34,-79.67
10351443,Lmx1a,-47.22,-12.78,-88.85,-31.00
10351455,Rgs5,-61.89,-42.12,-96.37,-43.89
10351463,Rgs5,-14.76,-12.76,23.84,-53.09
10351465,1700084C01Rik,-34.52,-16.17,-20.27,-73.35
10351471,Uhmk1,45.28,10.05,64.43,52.55
10351473,Sh2d1b2,88.49,86.62,93.16,81.80
10351477,Sh2d1b1,82.50,86.05,87.49,73.09
10351482,1700015E13Rik,20.38,-0.06,14.97,40.47
10351487,Nos1ap,-38.88,-84.31,-18.12,-6.57
10351489,---,62.76,67.91,64.18,54.97
10351491,Olfml2b,-75.78,-79.89,-79.17,-68.46
10351500,---,31.41,51.91,15.20,24.75
10351502,Dusp12,1.62,-3.56,-18.32,31.79
10351504,---,89.91,81.51,94.36,92.46
10351507,Gm10522,-32.48,-35.13,-47.92,-17.48
10351509,Fcgr4,89.79,87.02,88.12,94.46
10351515,Rnu1b1 or Rnu1b2 or Rnu1b6,-15.20,-10.48,-12.14,-22.82
10351517,1700009P17Rik,-61.79,-56.93,-80.65,-44.64
10351525,Mpz,-17.14,-37.57,-21.28,-6.10
10351533,Nr1i3 or Tomm40l,-46.40,-74.36,-47.51,-25.05
10351546,Apoa2,-49.06,-48.96,-47.80,-50.78
10351551,Adamts4,-70.49,-77.36,-56.62,-76.67
10351563,B4galt3,-50.78,-60.24,-35.26,-55.63
10351574,Dedd or Nit1,-37.89,-36.49,-48.74,-28.96
10351583,Pfdn2,-74.69,-72.61,-71.24,-80.50
10351588,Pvrl4,-30.38,-36.35,-26.18,-29.29
10351603,Arhgap30,81.42,85.53,78.50,80.67
10351616,Usf1,90.91,88.50,89.28,94.79
10351623,F11r,-71.36,-92.33,-87.13,-41.80
10351636,Alyref2,36.32,9.01,61.12,32.44
10351640,Alyref2,-47.63,-73.60,-56.58,-19.47
10351644,Cd244 or LOC677008,70.61,67.73,71.14,73.06
10351658,Cd48,89.34,89.80,90.21,88.55
10351665,Ccdc72,-34.29,-27.16,-15.63,-60.98
10351667,Slamf1,-45.01,-55.50,-41.73,-38.32
10351679,Cd84,94.98,94.70,95.84,94.56
10351689,---,66.29,69.44,62.41,66.97
10351691,Slamf6,-43.56,-41.79,-43.36,-45.68
10351703,Copa,55.43,59.79,54.73,51.55
10351738,Pex19,-36.34,-44.39,-30.55,-31.85
10351749,Dcaf8,1.42,6.25,8.45,-13.97
10351769,Igsf8,-0.46,-1.49,2.07,-0.52
10351781,Kcnj10,-67.34,-88.70,-82.27,-26.76
10351788,Pigm,48.50,54.37,55.19,35.11
10351792,Slamf9,97.08,97.59,97.34,96.32
10351801,Igsf9,34.72,48.74,13.46,38.43
10351825,Tagln2,92.71,91.69,93.68,92.71
10351832,Ccdc19,-30.50,-53.54,-27.12,-17.11
10351843,Vsig8,-3.45,-0.69,32.18,-27.73
10351852,Crp,-27.67,-74.08,-18.83,-11.86
10351857,Olfr16,-43.88,-44.23,-81.45,-8.53
10351859,---,-27.52,-52.84,-11.84,-21.80
10351861,Olfr218,-24.94,-35.26,-58.08,14.72
10351863,Olfr1404,-63.71,-94.91,-55.73,-30.46
10351865,Olfr418-ps1,-11.02,-8.88,-24.57,-3.89
10351867,Aim2,55.30,49.36,58.38,57.07
10351873,Pyhin1,42.20,43.28,35.11,48.33
10351880,Pydc3,-60.24,-46.93,-76.09,-59.42
10351884,Olfr433,-6.74,-31.84,11.51,2.64
10351886,Olfr432,-24.61,-55.01,38.91,-51.81
10351888,Olfr430,-16.67,-21.67,-1.44,-33.46
10351891,Olfr429,8.51,-18.58,-5.16,55.91
10351893,Olfr427 or Olfr426,-10.48,1.41,-59.85,26.12
10351895,Olfr424,-23.97,-49.54,-1.75,-23.97
10351897,---,-60.39,-57.66,-30.46,-86.40
10351899,Olfr421-ps1,-31.20,-24.86,-84.35,-2.88
10351903,Olfr420,-23.51,-62.78,-24.07,0.76
10351905,Spna1,-58.25,-60.01,-40.01,-76.75
10351959,1810030J14Rik,-14.24,-30.25,-14.78,-6.79
10351961,Olfr417,-2.73,24.75,5.47,-26.38
10351963,Olfr248,-45.27,-78.01,-73.75,9.21
10351966,Olfr414,-61.57,-73.75,-66.86,-41.94
10351968,Olfr220,-60.44,-35.61,-77.34,-66.98
10351971,Fmn2,-67.84,-58.72,-79.05,-65.37
10351998,---,-45.16,-42.82,-54.93,-38.66
10352000,Kmo,-3.87,-2.76,-3.17,-5.73
10352020,Wdr64,-41.62,-51.83,-21.50,-59.31
10352048,Exo1,-16.70,-15.94,-13.77,-20.77
10352064,---,-26.70,-93.25,41.63,-31.86
10352066,Sdccag8,94.62,95.69,93.82,94.43
10352092,Zfp238,-38.02,-36.53,-41.92,-36.27
10352097,1700016C15Rik,-35.04,-39.58,-48.91,-20.50
10352104,---,-62.82,-59.20,-59.38,-70.33
10352110,Gm16432,-29.29,-21.17,-31.43,-38.29
10352119,Pppde1,18.93,34.42,29.28,-6.79
10352125,---,20.51,51.45,12.91,-3.24
10352127,Fam36a,-37.66,-38.85,-22.52,-52.31
10352131,---,-2.24,-1.10,-15.96,11.86
10352133,Efcab2,-62.98,-45.70,-50.53,-86.55
10352143,Kif26b,-83.02,-65.72,-92.87,-85.48
10352150,---,17.49,43.25,7.26,-0.72
10352152,Kif26b,-80.94,-88.32,-89.28,-58.03
10352166,Cnst,-37.18,-31.74,-26.49,-51.67
10352178,Sccpdh,-61.34,-58.03,-52.38,-70.77
10352192,Ahctf1,55.84,52.96,16.63,82.03
10352194,Cdc42bpa,-66.92,-67.32,-68.23,-65.15
10352234,Itpkb,63.99,70.76,69.44,53.43
10352242,Parp1,-43.07,-42.97,-24.87,-59.67
10352267,Lin9,-16.86,-26.22,-8.45,-17.58
10352281,Acbd3,67.18,69.08,58.03,72.72
10352292,---,-9.64,-23.58,-21.75,17.76
10352294,BC031781,31.90,17.34,51.26,24.34
10352302,Lefty2,-29.40,-31.12,-42.54,-18.98
10352306,Pycr2,27.04,29.26,36.17,15.96
10352314,Lefty1,-46.33,-40.39,-71.13,-29.22
10352320,Tmem63a,28.13,27.19,35.25,21.72
10352344,9130409I23Rik,-11.45,-5.26,-17.27,-16.12
10352348,Cnih4,74.09,80.08,71.63,69.30
10352354,---,-19.87,-22.05,-45.78,8.04
10352356,Haus5,-15.74,-17.56,-6.41,-24.06
10352358,Cnih3,-42.93,-39.78,-50.87,-38.25
10352369,Dnahc14,-34.42,-41.82,-32.16,-30.62
10352377,Dnahc14,-25.32,-33.00,-28.37,-17.18
10352393,Srp9,-48.08,-49.14,-56.86,-38.16
10352396,Trp53bp2,-57.01,-53.40,-52.44,-63.76
10352416,Capn8,-34.39,-54.10,-37.84,-17.31
10352439,Susd4,-66.05,-58.28,-62.57,-76.52
10352448,Dusp10,8.13,-0.58,21.71,0.00
10352454,---,-2.98,-3.00,-5.62,-0.17
10352457,Rpl21,57.57,69.42,68.26,35.21
10352459,Rab3gap2,47.47,55.41,48.30,38.48
10352497,Snora36b or Mir664,-9.22,-20.98,10.00,-14.80
10352499,Mir194-1,-37.90,-71.24,-54.76,19.90
10352501,Mir215,-19.18,-19.22,-23.16,-15.86
10352503,Bpnt1,-48.18,-55.39,-51.55,-36.70
10352514,Eprs,-52.47,-61.17,-40.34,-54.55
10352548,Slc30a10,-66.18,-69.89,-74.63,-52.90
10352554,---,-27.27,-31.78,-51.59,-0.55
10352556,---,37.94,35.71,51.13,27.67
10352558,D1Pas1,-27.39,-30.29,-9.20,-56.08
10352562,Gpatch2,9.40,43.49,2.10,-18.79
10352576,Esrrg,-81.40,-73.92,-94.97,-66.98
10352586,Ush2a,-48.11,-55.53,-44.46,-44.73
10352661,Ptpn14,-89.06,-87.73,-97.87,-71.31
10352690,Angel2,41.23,35.95,59.43,27.78
10352703,Mfsd7b or A230020J21Rik,88.44,79.99,92.13,89.88
10352705,1700022P22Rik,41.78,50.71,-5.62,67.14
10352709,Nsl1,43.01,56.22,55.42,19.90
10352717,Batf3,95.26,93.83,97.03,94.82
10352722,D730003I15Rik,-20.66,-4.45,-45.69,-14.88
10352725,Tmem206,-60.13,-70.98,-52.87,-54.76
10352735,Ints7,-13.59,-19.03,3.89,-25.38
10352756,Lpgat1,52.06,53.28,57.70,44.51
10352767,Nek2,-36.53,-34.24,-19.38,-60.91
10352777,Slc30a1,14.35,11.92,-1.59,28.26
10352781,Rd3,-55.15,-25.95,-89.64,-47.08
10352792,---,10.59,9.47,34.38,-12.71
10352794,Gm10516,-45.60,7.32,-92.31,-28.98
10352798,Kcnh1,-71.02,-75.03,-86.23,-49.27
10352813,---,46.31,50.32,63.85,19.76
10352815,Irf6 or A130010J15Rik,-69.09,-72.00,-52.79,-83.36
10352827,A130010J15Rik,-59.77,-76.18,-73.73,-32.39
10352829,A130010J15Rik or Traf3ip3,-53.61,-37.00,-36.26,-81.60
10352838,Lamb3,-41.22,-62.04,-24.97,-39.29
10352864,---,-18.07,-21.06,-44.71,17.57
10352867,Plxna2,-70.09,-63.72,-88.10,-56.97
10352905,Cd34,-46.99,-47.93,-41.99,-51.14
10352914,A330023F24Rik,4.73,23.18,-6.47,3.81
10352916,Mir29b-2 or A330023F24Rik,-2.08,25.35,-10.82,-5.65
10352918,Mir29c or A330023F24Rik,35.44,50.05,35.29,20.02
10352920,Xkr4,-37.30,-49.67,-37.39,-26.68
10352926,---,-63.88,-79.33,-66.26,-45.66
10352928,Rp1,-23.68,-69.48,-4.58,-54.40
10352936,Sox17,-58.24,-61.80,-63.56,-49.66
10352945,---,2.59,5.53,30.28,-28.19
10352947,Mrpl15,-39.88,-46.38,-30.86,-42.44
10352954,Hmgb3,-75.43,-74.08,-69.96,-80.21
10352957,Rgs20,-39.92,-36.21,-23.80,-65.34
10352969,Npbwr1,-32.28,-21.70,-69.06,-9.44
10352971,Rb1cc1,19.14,8.21,-6.34,48.94
10352973,Camsap1,-81.50,-83.71,-77.34,-82.91
10352980,Sntg1,-44.41,-43.86,-87.42,-15.80
10353002,---,8.21,3.33,11.88,9.13
10353004,Cks2,-22.69,-32.27,-5.96,-30.83
10353008,Cks2,-14.76,-12.76,23.84,-53.09
10353010,Mybl1,-49.11,-61.13,-28.77,-57.27
10353028,Vcpip1,76.50,84.17,68.99,73.63
10353032,Vcpip1,-31.29,-31.27,-57.35,-13.31
10353034,Snord87,43.57,49.58,52.89,26.81
10353036,---,-21.06,-9.20,-42.30,-20.16
10353038,Ppp1r42,-53.01,-61.24,-30.18,-74.51
10353048,---,-46.87,-36.89,-78.31,-28.69
10353050,Cops5,-38.02,-31.57,-35.44,-47.02
10353061,---,-34.35,-36.75,-40.98,-26.55
10353064,Arfgef1,30.53,45.13,21.74,26.07
10353102,Cpa6,-43.57,-49.29,-35.45,-46.55
10353115,---,-68.89,-62.13,-58.33,-83.76
10353117,Slco5a1,-66.43,-82.48,-74.84,-41.08
10353127,Prdm14,-25.01,-34.74,-8.55,-44.20
10353135,Ncoa2,27.32,27.80,35.37,16.42
10353165,---,21.82,13.19,7.84,39.46
